Packet Inter-arrival (ms), Packet Length (bytes), Data Rate (bps)
0, 1515, 0
0.100189208984375, 1515, 
0.09893798828125, 1515, 
19.352142333984375, 1515, 
0.19622802734375, 595, 
21.645355224609375, 514, 
23.8709716796875, 161, 
21.140960693359375, 1515, 58640
0.1982421875, 1515, 
0.100067138671875, 1515, 
1.3046875, 1515, 
0.10040283203125, 1515, 
0.099945068359375, 565, 
20.69195556640625, 161, 
20.89801025390625, 186, 
25.2869873046875, 1515, 
3.012664794921875, 1515, 
0.19818115234375, 1515, 
14.534210205078125, 82, 104256
22.08697509765625, 1515, 
1.564208984375, 53, 
21.544281005859375, 186, 
21.16650390625, 1515, 
0.095855712890625, 1515, 
0.099945068359375, 1515, 
0.10009765625, 1515, 
0.100067138671875, 487, 
22.74176025390625, 755, 
22.34796142578125, 161, 73104
24.283233642578125, 1515, 
0.098602294921875, 1515, 
0.10003662109375, 1515, 
0.10009765625, 1515, 
0.0, 1515, 
5.73919677734375, 161, 
22.557403564453125, 186, 
22.0, 161, 
23.936553955078125, 1515, 65952
14.371734619140625, 1515, 
0.09820556640625, 1515, 
0.101043701171875, 1515, 
0.10003662109375, 1515, 
0.100067138671875, 402, 
21.152374267578125, 161, 
21.300689697265625, 161, 
38.683990478515625, 1515, 66392
0.198150634765625, 1515, 
10.186553955078125, 1515, 
0.400115966796875, 1515, 
0.40020751953125, 411, 
22.5611572265625, 661, 
32.322265625, 407, 
20.7142333984375, 1515, 
0.10015869140625, 1515, 
19.213226318359375, 1515, 84552
0.200042724609375, 1515, 
0.100067138671875, 296, 
20.89044189453125, 431, 
22.3636474609375, 676, 
22.05938720703125, 1515, 
0.094482421875, 1515, 
2.501953125, 1515, 
0.099700927734375, 1515, 
0.10009765625, 654, 
21.193450927734375, 421, 89176
21.885833740234375, 161, 
40.186920166015625, 1515, 
0.1986083984375, 1515, 
17.610931396484375, 1515, 
7.609619140625, 1515, 
0.29827880859375, 483, 
21.57098388671875, 763, 57000
22.42919921875, 161, 
23.359100341796875, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 693, 
24.93115234375, 318, 
23.4332275390625, 161, 51840
21.888458251953125, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
1.55938720703125, 501, 
22.61627197265625, 702, 
24.279998779296875, 186, 
22.03424072265625, 1515, 60880
17.827056884765625, 1515, 
0.400146484375, 1515, 
16.544769287109375, 1515, 
0.300262451171875, 289, 
34.453277587890625, 417, 
22.616302490234375, 648, 
22.517791748046875, 1515, 59312
0.297393798828125, 1515, 
0.200103759765625, 1515, 
0.2000732421875, 1515, 
0.300323486328125, 178, 
21.751312255859375, 170, 
21.43365478515625, 179, 
21.484039306640625, 1515, 
0.400054931640625, 1515, 
11.685577392578125, 1515, 
0.2001953125, 1515, 
0.4019775390625, 1515, 
0.4002685546875, 718, 
24.953521728515625, 186, 119040
20.8768310546875, 161, 
22.00396728515625, 1515, 
17.2454833984375, 1515, 
0.5, 1515, 
0.403167724609375, 690, 
24.0264892578125, 324, 44656
22.411102294921875, 161, 
22.672088623046875, 1515, 
0.500518798828125, 1515, 
11.0987548828125, 1515, 
0.400146484375, 763, 
22.65447998046875, 161, 
22.314697265625, 186, 47632
23.63848876953125, 1515, 
0.302093505859375, 1515, 
0.20013427734375, 1515, 
0.197845458984375, 1515, 
0.200408935546875, 378, 
22.624725341796875, 161, 
22.246368408203125, 186, 
22.633392333984375, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 154, 
23.4371337890625, 186, 117600
22.215606689453125, 161, 
31.769775390625, 1515, 
18.000457763671875, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 131, 
29.688873291015625, 186, 64424
21.671905517578125, 161, 
22.586700439453125, 1515, 
0.300262451171875, 1515, 
0.200103759765625, 1515, 
0.20013427734375, 362, 
22.52001953125, 563, 
21.877044677734375, 578, 46536
22.421661376953125, 1515, 
4.96234130859375, 1515, 
0.20013427734375, 1515, 
0.300201416015625, 765, 
33.667999267578125, 174, 
22.8890380859375, 186, 
23.440155029296875, 1515, 49984
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 285, 
23.665985107421875, 161, 
23.558563232421875, 186, 
37.50262451171875, 1515, 65656
0.0, 1515, 
0.0, 1515, 
0.0, 533, 
25.002655029296875, 663, 
41.294281005859375, 161, 
25.8009033203125, 1515, 
0.0, 1515, 
0.0, 1515, 
1.559295654296875, 394, 
23.440399169921875, 602, 86728
23.02044677734375, 500, 
28.966888427734375, 1515, 
0.0, 1515, 
0.0, 1515, 
7.813079833984375, 58, 
23.244415283203125, 1515, 45640
0.0, 101, 
22.25140380859375, 161, 
22.897735595703125, 1515, 
0.2965087890625, 1515, 
0.200164794921875, 1515, 
3.81280517578125, 1515, 
0.298248291015625, 115, 
21.718841552734375, 161, 
22.273223876953125, 186, 
22.06988525390625, 1515, 66392
0.500030517578125, 1515, 
15.018157958984375, 1515, 
17.656494140625, 146, 
22.80340576171875, 131, 
22.957855224609375, 76, 38576
23.11114501953125, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
1.56243896484375, 1515, 
0.0, 458, 
21.651580810546875, 186, 
20.985992431640625, 161, 
22.673248291015625, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
1.565338134765625, 1515, 
0.490570068359375, 380, 
32.603851318359375, 186, 131288
23.284515380859375, 161, 
20.99871826171875, 1515, 
0.196075439453125, 1515, 
0.6131591796875, 1515, 
0.19586181640625, 1515, 
0.198760986328125, 218, 
32.472381591796875, 161, 53000
23.4400634765625, 161, 
23.43267822265625, 1515, 
17.627716064453125, 1515, 
15.292449951171875, 1515, 
0.0, 1515, 
0.0, 107, 
35.9749755859375, 53, 51912
29.883819580078125, 1515, 
6.3282470703125, 136, 
23.1522216796875, 1515, 
7.812713623046875, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
1.557403564453125, 92, 
22.146514892578125, 161, 74968
33.779083251953125, 186, 
20.997955322265625, 1515, 
12.250732421875, 1515, 
0.0, 1515, 
0.0, 641, 
22.55810546875, 447, 
24.611541748046875, 161, 47840
25.0380859375, 1515, 
3.218536376953125, 1515, 
0.0, 1515, 
0.0, 767, 
21.48284912109375, 186, 
23.437164306640625, 161, 
21.98382568359375, 1515, 46560
0.199676513671875, 1515, 
14.89630126953125, 1515, 
0.194580078125, 1515, 
0.20013427734375, 1515, 
0.201995849609375, 567, 
22.1141357421875, 161, 
22.9755859375, 161, 
36.23095703125, 1515, 67712
0.20013427734375, 1515, 
0.20233154296875, 1515, 
0.19793701171875, 1515, 
15.631072998046875, 160, 
21.651275634765625, 161, 
31.174102783203125, 186, 
22.274078369140625, 1515, 52536
0.497955322265625, 1515, 
0.399658203125, 1515, 
0.70068359375, 1515, 
0.400238037109375, 1515, 
0.40032958984375, 740, 
22.30694580078125, 161, 
23.20306396484375, 186, 
22.454681396484375, 1515, 
0.30023193359375, 1515, 
0.200286865234375, 1515, 
3.61663818359375, 1515, 
19.160186767578125, 545, 117776
23.11407470703125, 186, 
23.3154296875, 161, 
23.1578369140625, 1515, 
0.4029541015625, 1515, 
0.39801025390625, 1515, 
8.834197998046875, 698, 
42.16534423828125, 333, 49080
36.4871826171875, 161, 
22.886688232421875, 1515, 
0.0, 1515, 
10.937469482421875, 1515, 
0.0, 1515, 
0.0, 346, 
23.055816650390625, 531, 55200
21.801177978515625, 642, 
21.518218994140625, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 229, 
24.4468994140625, 297, 
22.093231201171875, 408, 49952
22.0111083984375, 1515, 
0.0, 1515, 
0.0, 1515, 
1.56243896484375, 1515, 
0.0, 1515, 
0.0, 601, 
22.636932373046875, 161, 
20.665313720703125, 186, 
22.217681884765625, 1515, 
0.0, 1515, 
0.0, 1515, 
1.5625, 1515, 
9.374908447265625, 482, 119928
32.214569091796875, 186, 
21.529296875, 161, 
22.56182861328125, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
3.1248779296875, 275, 
23.437408447265625, 364, 57312
28.431915283203125, 567, 
23.35455322265625, 1515, 
13.979827880859375, 1515, 
7.807586669921875, 1515, 
0.0, 131, 
23.4423828125, 101, 44856
22.137298583984375, 41, 
21.698486328125, 1515, 
2.5068359375, 1515, 
0.196014404296875, 1515, 
0.100128173828125, 1515, 
0.198577880859375, 1515, 
0.10162353515625, 727, 
21.369384765625, 250, 
22.19696044921875, 186, 
21.16162109375, 1515, 71040
14.713470458984375, 1515, 
2.8057861328125, 1515, 
0.4029541015625, 1515, 
0.298126220703125, 651, 
39.65069580078125, 402, 
21.786407470703125, 186, 
21.3345947265625, 1515, 58392
0.19598388671875, 1515, 
0.10003662109375, 1515, 
0.098724365234375, 1515, 
0.1014404296875, 423, 
21.33404541015625, 186, 
22.692962646484375, 161, 
23.440032958984375, 1515, 
0.39984130859375, 1515, 
1.803955078125, 1515, 
18.8798828125, 97, 91000
21.272064208984375, 1515, 
0.097900390625, 48, 
21.462493896484375, 161, 
23.6627197265625, 1515, 
0.200347900390625, 1515, 
0.2000732421875, 1515, 
15.147735595703125, 478, 
22.88299560546875, 748, 54752
22.237457275390625, 161, 
22.2833251953125, 1515, 
0.19915771484375, 1515, 
0.09912109375, 1515, 
19.15826416015625, 1515, 
0.0950927734375, 1515, 
0.10125732421875, 111, 
21.20184326171875, 161, 
21.159698486328125, 186, 70048
21.782928466796875, 1515, 
0.2003173828125, 1515, 
0.100982666015625, 1515, 
0.2000732421875, 1515, 
0.0989990234375, 1515, 
0.20013427734375, 728, 
22.348052978515625, 161, 
22.23150634765625, 186, 
22.073516845703125, 1515, 70688
0.100128173828125, 1515, 
9.206268310546875, 1515, 
0.100189208984375, 1515, 
0.10003662109375, 1515, 
2.501861572265625, 316, 
21.28155517578125, 186, 
39.85858154296875, 161, 
22.470977783203125, 1515, 65904
0.401641845703125, 1515, 
0.4017333984375, 1515, 
0.797698974609375, 1515, 
0.4002685546875, 719, 
30.775543212890625, 291, 
21.51483154296875, 161, 
30.0206298828125, 1515, 
0.2001953125, 1515, 
0.0, 1515, 
0.100006103515625, 1515, 
0.2001953125, 454, 
21.314605712890625, 747, 109960
39.145050048828125, 210, 
22.741485595703125, 1515, 
0.10003662109375, 1515, 
0.100067138671875, 1515, 
0.10009765625, 1515, 
0.100067138671875, 98, 
21.66363525390625, 35, 
22.14581298828125, 1515, 57200
0.40020751953125, 172, 
23.069427490234375, 1515, 
0.2982177734375, 1515, 
14.268585205078125, 1515, 
0.296112060546875, 285, 
22.235931396484375, 409, 
26.033294677734375, 632, 55408
44.1690673828125, 1515, 
0.2001953125, 1515, 
0.300262451171875, 1515, 
0.20013427734375, 1515, 
0.20013427734375, 1515, 
0.3021240234375, 767, 
21.89056396484375, 186, 
23.339569091796875, 161, 
22.146148681640625, 1515, 74568
13.859344482421875, 1515, 
0.198333740234375, 1515, 
0.19830322265625, 1515, 
9.335418701171875, 95, 
27.367279052734375, 1515, 
0.0946044921875, 52, 
21.5281982421875, 161, 
21.5831298828125, 1515, 63064
0.300048828125, 1515, 
0.101104736328125, 1515, 
0.198577880859375, 1515, 
0.10003662109375, 754, 
21.933837890625, 196, 
23.468902587890625, 161, 
23.702667236328125, 1515, 
5.432952880859375, 1515, 
0.198638916015625, 1515, 
15.95501708984375, 1515, 93728
0.5009765625, 264, 
23.87603759765625, 367, 
21.66119384765625, 548, 
22.710052490234375, 1515, 
0.2000732421875, 1515, 
0.200103759765625, 1515, 
0.1982421875, 1515, 
0.3021240234375, 133, 
22.848724365234375, 161, 
21.8760986328125, 186, 72384
22.5333251953125, 1515, 
1.40374755859375, 1515, 
6.568878173828125, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 711, 
23.30743408203125, 186, 
43.081634521484375, 161, 69264
21.0599365234375, 1515, 
0.2000732421875, 1515, 
0.29852294921875, 1515, 
0.100128173828125, 1515, 
0.19970703125, 751, 
22.943450927734375, 186, 
35.260223388671875, 161, 
22.0938720703125, 1515, 58552
0.098968505859375, 1515, 
0.09991455078125, 1515, 
0.100067138671875, 325, 
21.304962158203125, 489, 
23.590545654296875, 726, 
23.53131103515625, 1515, 
0.497314453125, 1515, 
0.3001708984375, 1515, 
0.500762939453125, 1515, 
0.20013427734375, 746, 
22.94989013671875, 161, 103128
23.122222900390625, 186, 
22.81414794921875, 1515, 
0.20013427734375, 1515, 
0.100067138671875, 1515, 
0.10003662109375, 609, 
22.215362548828125, 486, 
22.01513671875, 186, 
21.51483154296875, 1515, 49384
