1584090677.8039322, 157
1584090678.4538589, 82
0.30536770820617676, 82
0.2839374542236328, 82
1584090679.6647563, 82
0.3088533878326416, 82
0.2822291851043701, 82
1584090681.0286148, 107
0.428417444229126, 107
0.3069899082183838, 82
1584090682.537093, 107
0.3298048973083496, 82
0.33707523345947266, 82
1584090683.8121512, 82
0.3187141418457031, 82
0.30480170249938965, 82
1584090685.197873, 107
0.3192172050476074, 82
0.45413637161254883, 107
1584090686.5516293, 82
0.2893404960632324, 82
0.3330080509185791, 82
1584090688.1101272, 132
0.28731870651245117, 82
0.28249287605285645, 82
1584090689.488252, 107
0.2899436950683594, 82
0.29933595657348633, 82
1584090690.6620011, 82
0.3343935012817383, 82
0.3302319049835205, 82
1584090691.9715981, 82
0.43099403381347656, 107
0.30060267448425293, 82
1584090693.6584058, 132
0.3179914951324463, 82
0.3082118034362793, 82
1584090694.9227722, 82
0.3214437961578369, 82
0.3122997283935547, 82
1584090696.2070014, 82
0.30624961853027344, 82
0.4430816173553467, 107
1584090697.7459147, 107
0.2954275608062744, 82
0.29364752769470215, 82
1584090699.223131, 132
0.3457648754119873, 82
0.30560755729675293, 82
1584090700.478993, 82
0.29469871520996094, 82
0.3142523765563965, 82
