time, pkt length
0, 157
0.3102264404296875, 82
0.0010228157043457031, 107
0.0009670257568359375, 82
0.30921077728271484, 132
0.0010013580322265625, 107
0.0020012855529785156, 107
0.702484130859375, 82
0.002001523971557617, 107
0.0010008811950683594, 82
0.3102133274078369, 132
0.0020012855529785156, 82
0.0010004043579101562, 132
0.6614668369293213, 107
0.0019884109497070312, 107
0.0010068416595458984, 82
0.30820584297180176, 132
0.0020012855529785156, 82
0.0010008811950683594, 107
0.30921220779418945, 82
0.002009153366088867, 132
0.0019936561584472656, 82
0.4162864685058594, 132
0.0020012855529785156, 82
0.0020020008087158203, 107
0.31221485137939453, 82
0.002001047134399414, 107
0.0020017623901367188, 107
0.3102130889892578, 157
0.0010001659393310547, 82
0.0030117034912109375, 107
0.31020522117614746, 82
0.00099945068359375, 107
0.0030028820037841797, 82
0.31121277809143066, 132
0.0020012855529785156, 107
0.003002166748046875, 107
0.31122732162475586, 82
0.002017498016357422, 107
0.002985715866088867, 82
0.6224167346954346, 132
0.005003452301025391, 82
0.0010006427764892578, 132
0.30922865867614746, 107
0.001984119415283203, 107
0.003002166748046875, 82
0.7244992256164551, 132
0.0020089149475097656, 82
0.002994537353515625, 107
0.3102126121520996, 82
0.0020112991333007812, 132
0.001992464065551758, 82
0.31122493743896484, 132
0.001989603042602539, 82
0.0030014514923095703, 107
0.3082125186920166, 82
0.0010008811950683594, 107
0.003002166748046875, 107
0.5443751811981201, 157
0.004002571105957031, 82
0.0010006427764892578, 107
0.31121301651000977, 82
0.005009651184082031, 107
0.000993967056274414, 82
0.3102142810821533, 132
0.0010013580322265625, 107
0.004002809524536133, 107
0.30921268463134766, 82
0.0020012855529785156, 107
0.0020012855529785156, 82
0.3122260570526123, 132
0.0010068416595458984, 82
0.0029959678649902344, 132
0.4783170223236084, 107
0.002002239227294922, 107
0.0019998550415039062, 82
0.3152165412902832, 132
0.0010008811950683594, 82
0.002001523971557617, 107
0.31121397018432617, 82
0.0020012855529785156, 132
0.0020110607147216797, 82
0.3212239742279053, 132
0.001989126205444336, 82
0.0030014514923095703, 107
0.7345068454742432, 82
0.0020017623901367188, 107
0.0030117034912109375, 107
0.37425923347473145, 157
0.0019881725311279297, 82
0.00201416015625, 107
0.3132131099700928, 82
0.0019905567169189453, 107
0.002011537551879883, 82
0.7695205211639404, 132
0.001001119613647461, 107
0.024014711380004883, 107
0.31221461296081543, 82
0.002002239227294922, 107
0.0020008087158203125, 82
0.46431946754455566, 132
0.0010006427764892578, 82
0.0030019283294677734, 132
0.3782613277435303, 107
0.0020024776458740234, 107
0.003000497817993164, 82
0.5874042510986328, 132
0.0020020008087158203, 82
0.0030014514923095703, 107
0.3122131824493408, 82
0.0020089149475097656, 132
0.002994537353515625, 82
0.31221485137939453, 132
0.002001523971557617, 82
0.0030019283294677734, 107
0.4753396511077881, 82
0.001989603042602539, 107
0.0030012130737304688, 107
0.3139667510986328, 157
0.0009884834289550781, 82
0.003043651580810547, 107
0.3161189556121826, 82
0.0040318965911865234, 107
0.003981828689575195, 82
0.6537811756134033, 132
0.002001047134399414, 107
0.00301361083984375, 107
0.3112039566040039, 82
0.0010020732879638672, 107
0.003000497817993164, 82
0.31221508979797363, 132
0.0020008087158203125, 82
0.002001523971557617, 132
0.3132314682006836, 107
0.0010395050048828125, 107
0.0029456615447998047, 82
0.31322789192199707, 132
0.0019903182983398438, 82
0.0020017623901367188, 107
0.3122272491455078, 82
0.001987457275390625, 132
0.0020012855529785156, 82
0.6124205589294434, 132
0.0020017623901367188, 82
0.003001689910888672, 107
0.3110332489013672, 82
0.005003690719604492, 107
0.0010013580322265625, 107
0.31223177909851074, 157
0.0029840469360351562, 82
0.0010023117065429688, 107
0.6244399547576904, 82
0.001990079879760742, 107
0.002012968063354492, 82
0.3392219543457031, 132
0.002001523971557617, 107
0.003003835678100586, 107
0.5613951683044434, 82
0.001989126205444336, 107
0.003003835678100586, 82
0.7265102863311768, 132
0.001007080078125, 82
0.0009837150573730469, 132
0.5323772430419922, 107
0.0019903182983398438, 107
0.003000974655151367, 82
0.5653879642486572, 132
0.002001523971557617, 82
0.0030019283294677734, 107
0.3152165412902832, 82
0.002002239227294922, 132
0.0020008087158203125, 82
0.31422853469848633, 132
0.0019888877868652344, 82
0.002015352249145508, 107
0.3112006187438965, 82
0.0020012855529785156, 107
0.003001689910888672, 107
0.31221461296081543, 157
0.001001119613647461, 82
0.0010001659393310547, 107
0.31322789192199707, 82
0.0010075569152832031, 107
0.0029954910278320312, 82
0.36924171447753906, 132
0.0010004043579101562, 107
0.0020101070404052734, 107
0.31221961975097656, 82
0.0019881725311279297, 107
0.0020017623901367188, 82
0.3132147789001465, 132
0.002001523971557617, 82
0.0020139217376708984, 132
0.3132038116455078, 107
0.002001047134399414, 107
0.002012968063354492, 82
0.3122127056121826, 132
0.0020275115966796875, 82
0.001975536346435547, 107
0.31421852111816406, 82
0.0019903182983398438, 132
0.0020112991333007812, 82
0.6624565124511719, 132
0.001990079879760742, 82
0.0019998550415039062, 107
0.313215970993042, 82
0.0020084381103515625, 107
0.001994609832763672, 107
0.6804797649383545, 157
0.0019888877868652344, 82
0.002000570297241211, 107
0.3132169246673584, 82
0.0010159015655517578, 107
0.0030012130737304688, 82
0.6344223022460938, 132
0.0020020008087158203, 107
0.002012014389038086, 107
0.31220173835754395, 82
0.001001119613647461, 107
0.0010001659393310547, 82
0.31422901153564453, 132
0.0019893646240234375, 82
0.0030095577239990234, 132
0.31320714950561523, 107
0.0020046234130859375, 107
0.0019981861114501953, 82
