Packet Inter-arrival (ms), Packet Length (bytes), Data Rate (bps)
18.843658447265625, 1543, 77264
0.3974609375, 1543, 
10.335906982421875, 78, 
21.771148681640625, 161, 
25.156951904296875, 161, 
21.583160400390625, 1543, 
0.30029296875, 1543, 
0.298095703125, 1543, 
11.94158935546875, 1543, 
0.4029541015625, 78, 
38.30633544921875, 161, 77888
22.65826416015625, 186, 
22.978668212890625, 1543, 
17.030731201171875, 1543, 
0.40203857421875, 1543, 27464
0.3974609375, 1543, 
11.71087646484375, 53, 
25.94012451171875, 161, 
23.116302490234375, 186, 
24.2403564453125, 1543, 
0.100311279296875, 1543, 
0.19989013671875, 1543, 
0.100128173828125, 1543, 
0.100067138671875, 53, 
21.3316650390625, 186, 77688
22.26080322265625, 161, 
20.942291259765625, 1543, 
0.399871826171875, 1543, 
0.40020751953125, 1543, 
13.62689208984375, 1543, 
0.200103759765625, 53, 
22.185333251953125, 186, 
22.929168701171875, 161, 54064
23.1239013671875, 1543, 
0.100250244140625, 1543, 
0.09991455078125, 1543, 
0.100067138671875, 1543, 
0.10003662109375, 78, 
20.914398193359375, 161, 
21.014434814453125, 161, 
25.61761474609375, 1543, 53864
0.10009765625, 1543, 
0.10003662109375, 1543, 
0.200164794921875, 1543, 
0.0, 78, 
20.942291259765625, 161, 
24.77044677734375, 186, 
20.77862548828125, 1543, 
2.601898193359375, 1543, 
0.099884033203125, 1543, 
0.09991455078125, 1543, 
0.0, 53, 
20.99127197265625, 161, 
21.474334716796875, 186, 103864
22.784027099609375, 1543, 
0.298095703125, 1543, 
0.200164794921875, 1543, 
0.30224609375, 1543, 
1.20074462890625, 53, 
22.64263916015625, 186, 
22.679046630859375, 161, 
21.654449462890625, 1543, 54064
0.400604248046875, 1543, 
0.399688720703125, 1543, 
0.700469970703125, 1543, 
0.5003662109375, 53, 
23.12701416015625, 186, 
22.29620361328125, 161, 
23.115753173828125, 1543, 
0.400909423828125, 1543, 
0.3995361328125, 1543, 
0.701324462890625, 1543, 
0.19940185546875, 78, 
21.8907470703125, 161, 
22.314117431640625, 161, 103864
21.178009033203125, 1543, 
0.3980712890625, 1543, 
0.199676513671875, 1543, 
4.107879638671875, 1543, 
0.298187255859375, 78, 
40.320556640625, 161, 
