Packet Inter-arrival (ms), Packet Length (bytes), Data Rate (bps)
0, 1543, 0
0.200164794921875, 1543, 
0.0, 1543, 
18.235687255859375, 32, 
25.564788818359375, 1543, 
0.399658203125, 153, 
22.435699462890625, 161, 
22.314544677734375, 1543, 52144
0.50018310546875, 1543, 
5.0064697265625, 1543, 
0.397796630859375, 1543, 
0.402618408203125, 78, 
22.370269775390625, 161, 
22.197479248046875, 186, 
33.6839599609375, 1543, 
0.400177001953125, 1543, 
0.400299072265625, 1543, 
0.70037841796875, 1543, 
0.400238037109375, 53, 
21.51458740234375, 161, 102576
20.91748046875, 186, 
26.555206298828125, 1543, 
0.90057373046875, 1543, 
0.500640869140625, 1543, 
8.627960205078125, 1543, 
0.200103759765625, 53, 
33.70306396484375, 186, 52576
21.5169677734375, 161, 
20.95269775390625, 1543, 
0.19622802734375, 1543, 
0.198394775390625, 1543, 
0.10174560546875, 1543, 
8.154815673828125, 53, 
22.413421630859375, 186, 
22.247161865234375, 161, 
21.377349853515625, 1543, 55352
16.010894775390625, 1543, 
0.10009765625, 1543, 
0.099945068359375, 1543, 
5.20361328125, 78, 
20.71429443359375, 161, 
22.515533447265625, 161, 
20.832122802734375, 1543, 52576
0.095916748046875, 1543, 
0.098876953125, 1543, 
0.10009765625, 1543, 
0.1011962890625, 78, 
30.802764892578125, 161, 
21.643463134765625, 186, 
22.527618408203125, 1543, 
0.3997802734375, 1543, 
0.700408935546875, 1543, 
0.403106689453125, 1543, 
0.39739990234375, 53, 
22.515655517578125, 161, 102576
22.424591064453125, 186, 
21.568206787109375, 1543, 
14.394073486328125, 1543, 
0.403045654296875, 1543, 
18.88775634765625, 1543, 
0.400115966796875, 53, 
26.69927978515625, 186, 52576
22.544769287109375, 161, 
22.815582275390625, 1543, 
0.403045654296875, 1543, 
0.39752197265625, 1543, 
0.70050048828125, 1543, 
0.400238037109375, 53, 
22.31182861328125, 186, 
22.732818603515625, 161, 54064
21.111358642578125, 1543, 
0.100006103515625, 1543, 
0.10009765625, 1543, 
0.10003662109375, 1543, 
0.0, 78, 
28.009307861328125, 161, 
20.98358154296875, 161, 
41.3575439453125, 1543, 53864
1.200958251953125, 1543, 
0.2999267578125, 1543, 
0.30023193359375, 1543, 
7.6051025390625, 78, 
20.86260986328125, 161, 
20.8143310546875, 186, 
20.714141845703125, 1543, 
0.10003662109375, 1543, 
0.10003662109375, 1543, 
0.10028076171875, 1543, 
0.099853515625, 53, 
20.71435546875, 161, 102576
20.714141845703125, 186, 
20.963134765625, 1543, 
0.100006103515625, 1543, 
0.099945068359375, 1543, 
0.100189208984375, 1543, 
10.90740966796875, 53, 
31.32147216796875, 186, 
34.823944091796875, 161, 54064
20.71441650390625, 1543, 
0.100128173828125, 1543, 
0.100006103515625, 1543, 
0.101043701171875, 1543, 
0.09991455078125, 53, 
20.7132568359375, 186, 
20.8143310546875, 161, 
23.817962646484375, 1543, 53864
0.100189208984375, 1543, 
0.10113525390625, 1543, 
0.098968505859375, 1543, 
0.100067138671875, 78, 
20.714111328125, 161, 
31.5462646484375, 161, 
20.7142333984375, 1543, 
0.100128173828125, 1543, 
0.100799560546875, 1543, 
0.09930419921875, 1543, 
0.0, 78, 
26.61834716796875, 161, 102576
20.814300537109375, 186, 
20.81451416015625, 1543, 
0.099884033203125, 1543, 
0.100250244140625, 1543, 
19.713470458984375, 1543, 
11.007537841796875, 53, 
38.62652587890625, 161, 52576
21.114501953125, 186, 
20.81427001953125, 1543, 
0.200225830078125, 1543, 
0.100128173828125, 1543, 
0.100067138671875, 1543, 
0.20013427734375, 53, 
20.914215087890625, 186, 
20.9144287109375, 161, 54064
20.91436767578125, 1543, 
0.101898193359375, 1543, 
0.09844970703125, 1543, 
0.100067138671875, 1543, 
0.100067138671875, 53, 
20.714080810546875, 186, 
33.222991943359375, 161, 
20.714080810546875, 1543, 53864
0.200164794921875, 1543, 
0.100067138671875, 1543, 
0.1002197265625, 1543, 
0.0, 78, 
20.71795654296875, 161, 
20.89190673828125, 161, 
21.859588623046875, 1543, 
0.30035400390625, 1543, 
0.200439453125, 1543, 
0.30029296875, 1543, 
4.144195556640625, 78, 
22.378204345703125, 161, 
23.03631591796875, 186, 103864
22.862457275390625, 1543, 
10.507171630859375, 1543, 
4.30291748046875, 1543, 
0.400238037109375, 1543, 
0.4002685546875, 53, 
23.106353759765625, 161, 
22.61737060546875, 186, 52576
21.425048828125, 1543, 
0.19647216796875, 1543, 
9.486236572265625, 1543, 
0.302276611328125, 1543, 
0.300994873046875, 53, 
22.823333740234375, 186, 
22.43267822265625, 161, 
22.9281005859375, 1543, 54064
0.5003662109375, 1543, 
0.4002685546875, 1543, 
0.600372314453125, 1543, 
0.500274658203125, 53, 
22.98822021484375, 186, 
22.93218994140625, 161, 
35.773895263671875, 1543, 
0.402435302734375, 1543, 
