time, pkt length, dataRate (bps)
0, 157, 0
34.357757568359375, 107, 
0.402435302734375, 82, 
22.022003173828125, 107, 2768
0.70074462890625, 82, 
20.840301513671875, 132, 
3.924407958984375, 107, 
30.17169189453125, 107, 
0.40032958984375, 82, 
22.221466064453125, 132, 
13.90802001953125, 82, 5992
33.023834228515625, 132, 
12.208404541015625, 82, 
20.712982177734375, 107, 
0.10009765625, 82, 
26.017852783203125, 107, 
0.100067138671875, 107, 
20.7164306640625, 132, 5592
0.598358154296875, 82, 
30.7222900390625, 132, 
0.099090576171875, 82, 
20.71453857421875, 107, 
0.0997314453125, 82, 
20.81536865234375, 132, 
0.099029541015625, 82, 
35.95159912109375, 107, 6648
0.099578857421875, 107, 
20.74700927734375, 107, 
15.911041259765625, 82, 
20.914276123046875, 157, 
0.20025634765625, 82, 
20.814208984375, 107, 5136
3.1021728515625, 82, 
20.914306640625, 107, 
0.100189208984375, 82, 
32.131500244140625, 132, 
0.100189208984375, 107, 
20.757293701171875, 107, 
9.406402587890625, 82, 
20.714324951171875, 132, 6448
0.19891357421875, 82, 
20.714263916015625, 132, 
3.103515625, 82, 
20.8140869140625, 107, 
0.098907470703125, 82, 
25.01837158203125, 107, 
5.6038818359375, 107, 
20.91485595703125, 132, 6648
3.501983642578125, 82, 
21.713653564453125, 132, 
0.100128173828125, 82, 
20.91583251953125, 107, 
6.50482177734375, 82, 
30.320159912109375, 132, 
5.602813720703125, 82, 
20.714111328125, 107, 6648
0.2000732421875, 107, 
32.62261962890625, 107, 
0.100128173828125, 82, 
20.815338134765625, 157, 
20.11358642578125, 82, 
29.11956787109375, 107, 5136
0.199615478515625, 82, 
20.815582275390625, 107, 
16.011474609375, 82, 
20.813629150390625, 132, 
1.50018310546875, 107, 
23.01690673828125, 107, 4936
0.0997314453125, 82, 
20.714630126953125, 132, 
0.19903564453125, 82, 
25.217254638671875, 132, 
0.10015869140625, 82, 
31.122894287109375, 107, 
0.09844970703125, 82, 
20.7154541015625, 107, 
0.2005615234375, 107, 
25.917144775390625, 132, 8160
0.100250244140625, 82, 
20.914947509765625, 132, 
0.10009765625, 82, 
20.813751220703125, 107, 
1.10076904296875, 82, 
37.5257568359375, 132, 4936
0.198944091796875, 82, 
30.72210693359375, 107, 
18.212799072265625, 107, 
20.814300537109375, 107, 
0.09893798828125, 82, 
20.814208984375, 157, 
0.10009765625, 82, 
37.5257568359375, 107, 6848
0.200164794921875, 82, 
20.914398193359375, 107, 
0.2001953125, 82, 
27.219970703125, 132, 
2.101593017578125, 107, 
20.8128662109375, 107, 4936
16.91156005859375, 82, 
32.62249755859375, 132, 
15.710906982421875, 82, 
21.2144775390625, 132, 
0.10009765625, 82, 
20.814453125, 107, 4936
0.2000732421875, 82, 
27.919097900390625, 107, 
17.713470458984375, 107, 
37.426116943359375, 132, 
13.008544921875, 82, 4280
20.814300537109375, 132, 
0.098876953125, 82, 
20.7142333984375, 107, 
11.207611083984375, 82, 
39.528411865234375, 132, 3880
0.098968505859375, 82, 
22.316497802734375, 107, 
0.098876953125, 107, 
20.815521240234375, 107, 
9.706695556640625, 82, 
20.914794921875, 157, 
0.10052490234375, 82, 
20.812164306640625, 107, 
0.10009765625, 82, 
39.42840576171875, 107, 8360
0.09881591796875, 82, 
20.8143310546875, 132, 
0.10003662109375, 107, 
20.8155517578125, 107, 
0.098968505859375, 82, 
24.41925048828125, 132, 4936
0.097625732421875, 82, 
26.21881103515625, 132, 
0.09918212890625, 82, 
29.52020263671875, 107, 
0.20013427734375, 82, 
22.4166259765625, 107, 
0.098907470703125, 107, 
20.815521240234375, 132, 6648
1.7000732421875, 82, 
20.815887451171875, 132, 
11.307342529296875, 82, 
20.813018798828125, 107, 
13.610809326171875, 82, 
25.117095947265625, 132, 
0.09881591796875, 82, 
20.81585693359375, 107, 6648
18.01129150390625, 107, 
20.91497802734375, 107, 
0.09906005859375, 82, 
21.01568603515625, 157, 
13.10772705078125, 82, 
20.9156494140625, 107, 5136
0.098876953125, 82, 
20.81427001953125, 107, 
19.514801025390625, 82, 
23.816253662109375, 132, 
6.4033203125, 107, 
28.319244384765625, 107, 4936
0.10015869140625, 82, 
20.81634521484375, 132, 
8.105224609375, 82, 
20.91387939453125, 132, 
4.50311279296875, 82, 
20.91314697265625, 107, 
0.10015869140625, 82, 
20.814239501953125, 107, 6448
9.007476806640625, 107, 
20.9140625, 132, 
6.503509521484375, 82, 
28.11944580078125, 132, 
0.200042724609375, 82, 
39.927490234375, 107, 5136
0.300201416015625, 82, 
30.0223388671875, 132, 
11.20721435546875, 82, 
34.822845458984375, 107, 
0.10009765625, 107, 
20.714111328125, 107, 4936
0.200164794921875, 82, 
35.525421142578125, 157, 
0.09912109375, 82, 
21.716064453125, 107, 
1.80126953125, 82, 
38.925689697265625, 107, 4936
3.102081298828125, 82, 
20.8154296875, 132, 
0.098876953125, 107, 
32.823516845703125, 107, 
8.3060302734375, 82, 
20.814239501953125, 132, 
0.098968505859375, 82, 
26.319244384765625, 132, 6648
0.198883056640625, 82, 
20.91436767578125, 107, 
0.10009765625, 82, 
35.9259033203125, 107, 
3.20220947265625, 107, 
31.521697998046875, 132, 4936
1.101287841796875, 82, 
38.024383544921875, 132, 
0.20013427734375, 82, 
