time, pkt length, dataRate (bps)
0, 157, 0
39.563323974609375, 107, 1256
0.095947265625, 82, 
38.104766845703125, 107, 
15.913543701171875, 82, 
23.18218994140625, 132, 
0.402984619140625, 107, 
23.713775634765625, 107, 4936
9.90667724609375, 82, 
34.024627685546875, 132, 
16.179046630859375, 82, 
35.47723388671875, 132, 3224
0.50018310546875, 82, 
39.078369140625, 107, 
2.3045654296875, 82, 
22.4036865234375, 107, 
0.19903564453125, 107, 
40.054840087890625, 132, 4936
1.600433349609375, 82, 
28.48236083984375, 132, 
12.0078125, 82, 
22.265960693359375, 107, 
18.171142578125, 82, 
33.242828369140625, 132, 4936
2.98089599609375, 82, 
31.66290283203125, 107, 
5.303680419921875, 107, 
20.942901611328125, 107, 
14.666748046875, 82, 
39.1763916015625, 157, 4936
13.58544921875, 82, 
22.53558349609375, 107, 
9.506561279296875, 82, 
22.669342041015625, 107, 3424
11.419342041015625, 82, 
22.02203369140625, 132, 
0.400238037109375, 107, 
36.425872802734375, 107, 
0.10015869140625, 82, 
34.945770263671875, 132, 4936
4.002838134765625, 82, 
24.213623046875, 132, 
12.908905029296875, 82, 
31.321746826171875, 107, 
0.10015869140625, 82, 
25.817779541015625, 107, 4936
2.902069091796875, 107, 
21.02923583984375, 132, 
5.127288818359375, 82, 
24.94482421875, 132, 
14.944091796875, 82, 
26.8056640625, 107, 5136
20.013946533203125, 82, 
32.972076416015625, 132, 
17.912506103515625, 82, 
21.01458740234375, 107, 
15.610870361328125, 107, 4080
20.884124755859375, 107, 
3.5362548828125, 82, 
34.686920166015625, 157, 
5.91070556640625, 82, 
42.982330322265625, 107, 4280
15.710693359375, 82, 
25.22412109375, 107, 
0.100128173828125, 82, 
39.62847900390625, 132, 3024
7.30377197265625, 107, 
33.32415771484375, 107, 
0.09906005859375, 82, 
28.619415283203125, 132, 
7.90545654296875, 82, 
37.126983642578125, 132, 5136
0.0986328125, 82, 
20.8143310546875, 107, 
1.10205078125, 82, 
24.116668701171875, 107, 
15.61065673828125, 107, 
39.425811767578125, 132, 4936
0.10009765625, 82, 
20.714202880859375, 132, 
10.707427978515625, 82, 
33.42413330078125, 107, 
0.098968505859375, 82, 
24.61700439453125, 132, 4936
0.100067138671875, 82, 
38.5263671875, 107, 
11.108856201171875, 107, 
20.713134765625, 107, 
18.713958740234375, 82, 
30.71990966796875, 157, 4936
6.00555419921875, 82, 
29.1202392578125, 107, 
10.2066650390625, 82, 
20.714141845703125, 107, 
10.40594482421875, 82, 4280
35.2242431640625, 132, 
6.904754638671875, 107, 
20.814300537109375, 107, 
18.912994384765625, 82, 
37.826019287109375, 132, 4080
7.4063720703125, 82, 
39.02557373046875, 132, 
0.10009765625, 82, 
35.429107666015625, 107, 3424
6.304351806640625, 82, 
21.714385986328125, 107, 
0.09954833984375, 107, 
22.221221923828125, 132, 
0.200103759765625, 82, 
31.464691162109375, 132, 
1.400970458984375, 82, 
34.723846435546875, 107, 6648
0.198944091796875, 82, 
20.715484619140625, 132, 
8.80609130859375, 82, 
25.015899658203125, 107, 
0.10015869140625, 107, 
20.814361572265625, 107, 4936
3.103271484375, 82, 
20.8148193359375, 157, 
19.011383056640625, 82, 
32.723663330078125, 107, 
0.098876953125, 82, 
20.914306640625, 107, 
5.90533447265625, 82, 5792
27.917938232421875, 132, 
9.006195068359375, 107, 
30.822601318359375, 107, 
0.900634765625, 82, 
31.02166748046875, 132, 4080
14.00921630859375, 82, 
20.813140869140625, 132, 
0.20013427734375, 82, 
40.72784423828125, 107, 
0.10015869140625, 82, 
23.51629638671875, 107, 4936
10.607208251953125, 107, 
21.014373779296875, 132, 
8.70599365234375, 82, 
39.327117919921875, 132, 
0.10009765625, 82, 
36.72509765625, 107, 5136
0.10015869140625, 82, 
23.21588134765625, 132, 
2.70184326171875, 82, 
20.8143310546875, 107, 
10.70751953125, 107, 
32.222137451171875, 107, 4936
18.012420654296875, 82, 
37.925994873046875, 157, 
19.52044677734375, 82, 
31.0203857421875, 107, 3424
0.2001953125, 82, 
20.91436767578125, 107, 
0.100067138671875, 82, 
29.320068359375, 132, 
0.200225830078125, 107, 
21.014434814453125, 107, 
0.200164794921875, 82, 
21.014434814453125, 132, 6448
0.10009765625, 82, 
32.5223388671875, 132, 
19.313385009765625, 82, 
40.734649658203125, 107, 3424
8.405731201171875, 82, 
25.529937744140625, 107, 
5.803924560546875, 107, 
32.92279052734375, 132, 
0.100128173828125, 82, 
20.914306640625, 132, 
0.1002197265625, 82, 
20.815338134765625, 107, 6648
15.8096923828125, 82, 
20.814208984375, 132, 
0.20013427734375, 82, 
29.620574951171875, 107, 
3.101959228515625, 107, 
36.16668701171875, 107, 4936
9.106719970703125, 82, 
33.021881103515625, 157, 
0.099273681640625, 82, 
20.914154052734375, 107, 
20.11383056640625, 82, 4280
31.522979736328125, 107, 
0.100616455078125, 82, 
39.52545166015625, 132, 
16.11114501953125, 107, 
