time, pkt length, dataRate (bps)
0, 157, 0
21.2742919921875, 107, 
0.40283203125, 82, 
22.429595947265625, 107, 
0.2001953125, 82, 
21.298095703125, 132, 4280
0.20013427734375, 107, 
20.8143310546875, 107, 
0.200164794921875, 82, 
31.5216064453125, 132, 
7.305023193359375, 82, 
20.744232177734375, 132, 
0.098724365234375, 82, 
40.082275390625, 107, 6848
1.10272216796875, 82, 
22.475006103515625, 107, 
0.202301025390625, 107, 
21.58489990234375, 132, 
0.302154541015625, 82, 
22.49322509765625, 132, 
18.341644287109375, 82, 5992
20.97442626953125, 107, 
0.298370361328125, 82, 
21.451171875, 132, 
0.399627685546875, 82, 
22.34576416015625, 107, 
0.2000732421875, 107, 
21.81561279296875, 107, 
0.202056884765625, 82, 
31.45794677734375, 157, 7104
0.502471923828125, 82, 
22.428466796875, 107, 
0.2000732421875, 82, 
24.130279541015625, 107, 
0.40228271484375, 82, 
22.613311767578125, 132, 
0.39996337890625, 107, 
37.633544921875, 107, 6848
0.59991455078125, 82, 
22.327178955078125, 132, 
9.10650634765625, 82, 
25.019134521484375, 132, 
0.498138427734375, 82, 
21.373992919921875, 107, 4936
0.09893798828125, 82, 
31.574920654296875, 107, 
0.198944091796875, 107, 
21.625457763671875, 132, 
0.20037841796875, 82, 
22.430145263671875, 132, 
0.4002685546875, 82, 
22.5343017578125, 107, 6648
0.502593994140625, 82, 
22.5357666015625, 132, 
0.40020751953125, 82, 
22.791412353515625, 107, 
0.299407958984375, 107, 
21.925445556640625, 107, 
0.40252685546875, 82, 
22.51348876953125, 157, 6448
12.11578369140625, 82, 
24.536865234375, 107, 
15.96868896484375, 82, 
22.5340576171875, 107, 
0.397674560546875, 82, 
22.6065673828125, 132, 4936
0.500732421875, 107, 
22.26104736328125, 107, 
0.40264892578125, 82, 
22.474456787109375, 132, 
0.201141357421875, 82, 
21.570831298828125, 132, 
0.40032958984375, 82, 
22.514984130859375, 107, 
11.50872802734375, 82, 7704
22.555999755859375, 107, 
0.3997802734375, 107, 
22.631561279296875, 132, 
0.298187255859375, 82, 
21.99383544921875, 132, 
15.21075439453125, 82, 
22.81451416015625, 107, 5792
0.200164794921875, 82, 
26.818389892578125, 132, 
0.20013427734375, 82, 
20.61419677734375, 107, 
9.60662841796875, 107, 
20.9517822265625, 107, 
0.098785400390625, 82, 
21.2381591796875, 157, 6448
4.727935791015625, 82, 
21.658538818359375, 107, 
15.527435302734375, 82, 
20.9847412109375, 107, 
16.125091552734375, 82, 
22.6314697265625, 132, 4936
10.37872314453125, 107, 
33.424224853515625, 107, 
0.400146484375, 82, 
22.610595703125, 132, 
0.297821044921875, 82, 
22.816131591796875, 132, 5136
0.402191162109375, 82, 
22.34735107421875, 107, 
0.401763916015625, 82, 
22.629913330078125, 107, 
0.20001220703125, 107, 
21.60992431640625, 132, 
0.199493408203125, 82, 
22.098236083984375, 132, 
0.39874267578125, 82, 
22.27301025390625, 107, 8360
0.301910400390625, 82, 
22.22784423828125, 132, 
0.402984619140625, 82, 
22.883544921875, 107, 
0.503326416015625, 107, 
31.36126708984375, 107, 
0.402252197265625, 82, 
22.514007568359375, 157, 6448
0.200408935546875, 82, 
21.174591064453125, 107, 
0.2000732421875, 82, 
33.44866943359375, 107, 
0.40264892578125, 82, 
34.42919921875, 132, 4936
16.365478515625, 107, 
30.48138427734375, 107, 
0.399444580078125, 82, 
22.617523193359375, 132, 
18.812744140625, 82, 
22.04278564453125, 132, 5136
10.8389892578125, 82, 
21.191925048828125, 107, 
0.200042724609375, 82, 
21.768646240234375, 107, 
5.821441650390625, 107, 
22.733184814453125, 132, 
0.40277099609375, 82, 
22.875244140625, 132, 6648
0.49755859375, 82, 
31.0262451171875, 107, 
0.19915771484375, 82, 
21.534393310546875, 132, 
0.400390625, 82, 
22.716064453125, 107, 
15.8408203125, 107, 5792
22.278350830078125, 107, 
0.400726318359375, 82, 
39.704864501953125, 157, 
0.400238037109375, 82, 
22.612335205078125, 107, 
0.100250244140625, 82, 5136
21.0142822265625, 107, 
0.10009765625, 82, 
20.81427001953125, 132, 
0.2001953125, 107, 
20.814300537109375, 107, 
0.10009765625, 82, 
39.463775634765625, 132, 5592
0.0958251953125, 82, 
31.17694091796875, 132, 
0.50030517578125, 82, 
39.685699462890625, 107, 
0.40228271484375, 82, 
22.71563720703125, 107, 
0.397705078125, 107, 
34.08978271484375, 132, 6648
0.5003662109375, 82, 
22.5811767578125, 132, 
0.397735595703125, 82, 
22.7481689453125, 107, 
0.599761962890625, 82, 
22.7115478515625, 132, 4936
0.399932861328125, 82, 
28.705657958984375, 107, 
0.400238037109375, 107, 
22.928619384765625, 107, 
0.40234375, 82, 
23.17999267578125, 157, 
0.40252685546875, 82, 
23.0086669921875, 107, 6848
0.200164794921875, 82, 
22.040313720703125, 107, 
0.1990966796875, 82, 
21.85052490234375, 132, 
0.50048828125, 107, 
41.03985595703125, 107, 
12.749114990234375, 82, 
22.23040771484375, 132, 6448
0.0958251953125, 82, 
20.847747802734375, 132, 
0.20159912109375, 82, 
21.3114013671875, 107, 
0.398101806640625, 82, 
22.31207275390625, 107, 
0.500946044921875, 107, 
22.917999267578125, 132, 6648
0.39788818359375, 82, 
35.5191650390625, 132, 
6.370574951171875, 82, 
22.75042724609375, 107, 
8.203338623046875, 82, 
22.21343994140625, 132, 4936
0.40252685546875, 82, 
33.1712646484375, 107, 
0.497894287109375, 107, 
22.504974365234375, 107, 
0.50048828125, 82, 
33.973297119140625, 157, 
7.6500244140625, 82, 6192
22.67254638671875, 107, 
0.20013427734375, 82, 
33.251007080078125, 107, 
0.195831298828125, 82, 
21.812469482421875, 132, 
0.300140380859375, 107, 
27.8099365234375, 107, 5592
0.09588623046875, 82, 
37.136199951171875, 132, 
0.100250244140625, 82, 
25.458221435546875, 132, 
0.09912109375, 82, 
21.44671630859375, 107, 
0.2000732421875, 82, 
21.533477783203125, 107, 6448
0.20013427734375, 107, 
21.384552001953125, 132, 
0.10009765625, 82, 
21.15863037109375, 132, 
0.200164794921875, 82, 
21.098876953125, 107, 
0.400421142578125, 82, 
20.763580322265625, 132, 6648
0.100128173828125, 82, 
29.7041015625, 107, 
0.098602294921875, 107, 
30.561431884765625, 107, 
0.09478759765625, 82, 
20.966949462890625, 157, 
0.30218505859375, 82, 
21.672821044921875, 107, 6848
0.099151611328125, 82, 
31.29937744140625, 107, 
0.29833984375, 82, 
21.77178955078125, 132, 
0.402557373046875, 107, 
27.634674072265625, 107, 
19.63067626953125, 82, 5792
21.326629638671875, 132, 
0.2001953125, 82, 
21.642364501953125, 132, 
0.300201416015625, 82, 
21.331787109375, 107, 
10.876953125, 82, 
22.479217529296875, 107, 5592
20.1591796875, 107, 
22.744537353515625, 132, 
2.408355712890625, 82, 
21.845489501953125, 132, 
1.09820556640625, 82, 
23.0382080078125, 107, 
0.202056884765625, 82, 
38.05963134765625, 132, 6648
0.098541259765625, 82, 
21.30865478515625, 107, 
0.20013427734375, 107, 
22.458099365234375, 107, 
0.597930908203125, 82, 
22.81927490234375, 157, 4936
16.742156982421875, 82, 
20.91082763671875, 107, 
6.704559326171875, 82, 
20.915496826171875, 107, 
3.100982666015625, 82, 
38.626556396484375, 132, 4936
0.10028076171875, 107, 
20.90863037109375, 107, 
0.20123291015625, 82, 
20.947540283203125, 132, 
0.100250244140625, 82, 
20.929107666015625, 132, 
0.199310302734375, 82, 
21.088226318359375, 107, 
0.20025634765625, 82, 
21.07769775390625, 107, 8360
0.200286865234375, 107, 
33.0076904296875, 132, 
0.100006103515625, 82, 
21.00762939453125, 132, 
0.20013427734375, 82, 
21.175689697265625, 107, 
0.300140380859375, 82, 
21.11126708984375, 132, 6648
0.20013427734375, 82, 
37.72015380859375, 107, 
0.100067138671875, 107, 
20.954010009765625, 107, 
0.100189208984375, 82, 
21.1187744140625, 157, 
0.700439453125, 82, 
46.87646484375, 107, 6848
0.300201416015625, 82, 
23.67083740234375, 107, 
0.300201416015625, 82, 
21.8411865234375, 132, 
0.150390625, 107, 
20.905548095703125, 107, 4936
0.20025634765625, 82, 
21.728424072265625, 132, 
0.097808837890625, 82, 
20.814178466796875, 132, 
0.0999755859375, 82, 
21.01458740234375, 107, 
15.112060546875, 82, 
20.81256103515625, 107, 6448
14.610015869140625, 107, 
20.914337158203125, 132, 
18.312591552734375, 82, 
21.215911865234375, 132, 
0.098876953125, 82, 
21.214599609375, 107, 5136
0.200164794921875, 82, 
21.01556396484375, 132, 
0.098876953125, 82, 
21.114471435546875, 107, 
0.200164794921875, 107, 
21.215576171875, 107, 
0.09912109375, 82, 
21.2733154296875, 157, 
3.1143798828125, 82, 
23.887420654296875, 107, 8360
3.708221435546875, 82, 
21.828582763671875, 107, 
0.2000732421875, 82, 
21.550750732421875, 132, 
14.5501708984375, 107, 
39.182586669921875, 107, 4936
0.200225830078125, 82, 
21.7921142578125, 132, 
0.400146484375, 82, 
23.279296875, 132, 
0.397491455078125, 82, 
24.294708251953125, 107, 
0.201690673828125, 82, 
23.897247314453125, 107, 6448
0.501312255859375, 107, 
32.897735595703125, 132, 
0.600799560546875, 82, 
23.048309326171875, 132, 
0.398223876953125, 82, 
41.634857177734375, 107, 5136
0.5023193359375, 82, 
25.20367431640625, 132, 
4.11663818359375, 82, 
23.58074951171875, 107, 
0.502593994140625, 107, 
24.056671142578125, 107, 
0.4005126953125, 82, 
24.36810302734375, 157, 6448
0.49951171875, 82, 
22.715301513671875, 107, 
0.20013427734375, 82, 
21.214691162109375, 107, 
0.100067138671875, 82, 
21.270233154296875, 132, 
0.098175048828125, 107, 
22.74237060546875, 107, 6848
0.3001708984375, 82, 
23.277374267578125, 132, 
8.325286865234375, 82, 
23.639495849609375, 132, 
0.501129150390625, 82, 
24.18017578125, 107, 
0.39739990234375, 82, 
22.944732666015625, 107, 6448
0.199920654296875, 107, 
21.614898681640625, 132, 
0.200225830078125, 82, 
21.21441650390625, 132, 
0.20013427734375, 82, 
21.21856689453125, 107, 
0.097686767578125, 82, 
37.032012939453125, 132, 6648
0.500091552734375, 82, 
39.0570068359375, 107, 
0.200347900390625, 107, 
22.5068359375, 107, 
0.398101806640625, 82, 
23.4793701171875, 157, 
0.40057373046875, 82, 
28.0325927734375, 107, 6848
0.19775390625, 82, 
22.926116943359375, 107, 
0.300201416015625, 82, 
22.5606689453125, 132, 
13.2091064453125, 107, 
24.928192138671875, 107, 4936
0.50238037109375, 82, 
23.419189453125, 132, 
0.400360107421875, 82, 
30.0201416015625, 132, 
0.400299072265625, 82, 
23.034210205078125, 107, 
0.196746826171875, 82, 
22.491180419921875, 107, 6448
14.509857177734375, 107, 
21.40283203125, 132, 
6.156402587890625, 82, 
21.31707763671875, 132, 
0.09979248046875, 82, 
27.884613037109375, 107, 
0.299072265625, 82, 
22.364898681640625, 132, 6648
7.932403564453125, 82, 
21.304656982421875, 107, 
3.916534423828125, 107, 
23.584442138671875, 107, 
0.29638671875, 82, 
25.38177490234375, 157, 4936
1.100494384765625, 82, 
24.340118408203125, 107, 
0.5003662109375, 82, 
23.71728515625, 107, 
0.39739990234375, 82, 
23.444122314453125, 132, 
0.400177001953125, 107, 
24.433685302734375, 107, 6848
3.5260009765625, 82, 
24.31903076171875, 132, 
0.4002685546875, 82, 
24.554901123046875, 132, 
0.502532958984375, 82, 
40.3746337890625, 107, 
0.397857666015625, 82, 
24.3160400390625, 107, 6448
0.603424072265625, 107, 
24.111236572265625, 132, 
0.199676513671875, 82, 
23.379241943359375, 132, 
0.199554443359375, 82, 
22.162322998046875, 107, 
0.59814453125, 82, 
24.483856201171875, 132, 6648
2.305084228515625, 82, 
21.615631103515625, 107, 
0.5003662109375, 107, 
23.438262939453125, 107, 
0.09912109375, 82, 
28.321533203125, 157, 
0.20013427734375, 82, 
40.50567626953125, 107, 6848
0.200225830078125, 82, 
21.3145751953125, 107, 
0.100128173828125, 82, 
21.33538818359375, 132, 
0.09991455078125, 107, 
21.45916748046875, 107, 
0.200164794921875, 82, 
23.725006103515625, 132, 6448
0.299957275390625, 82, 
22.69354248046875, 132, 
0.300079345703125, 82, 
22.914581298828125, 107, 
0.200469970703125, 82, 
23.598602294921875, 107, 
0.40020751953125, 107, 
22.50689697265625, 132, 6648
0.200469970703125, 82, 
21.360137939453125, 132, 
0.09930419921875, 82, 
26.79046630859375, 107, 
0.49810791015625, 82, 
24.7305908203125, 132, 
