time, pkt length
0, 157
0.3139302730560303, 82
0.20583319664001465, 107
0.005002260208129883, 82
0.3244287967681885, 132
0.0040018558502197266, 107
0.25516390800476074, 107
0.30921268463134766, 82
0.0020017623901367188, 107
0.0020012855529785156, 82
0.4939405918121338, 132
0.004029512405395508, 82
0.002980947494506836, 132
0.5151815414428711, 107
0.10507965087890625, 107
0.2840912342071533, 82
0.32945990562438965, 132
0.002996683120727539, 82
0.003014802932739258, 107
0.5849254131317139, 82
0.006006002426147461, 132
0.0010006427764892578, 82
0.3211379051208496, 132
0.003017425537109375, 82
0.12608671188354492, 107
0.3160209655761719, 82
0.0050313472747802734, 107
0.16158318519592285, 107
0.43494510650634766, 157
0.005030632019042969, 82
0.003002166748046875, 107
0.3317408561706543, 82
0.0020020008087158203, 107
0.0029900074005126953, 82
0.3199291229248047, 132
0.008192777633666992, 107
0.13329839706420898, 107
0.3367605209350586, 82
0.007005453109741211, 107
0.033022165298461914, 82
0.3354480266571045, 132
0.0020132064819335938, 82
0.31539368629455566, 132
0.3338794708251953, 107
0.0040056705474853516, 107
0.003000974655151367, 82
0.3348047733306885, 132
0.254833459854126, 82
0.0030019283294677734, 107
0.3274040222167969, 82
0.26813554763793945, 132
0.00400996208190918, 82
0.3310093879699707, 132
0.00402522087097168, 82
0.07214570045471191, 107
0.3282148838043213, 82
0.0020112991333007812, 107
0.002992868423461914, 107
0.5674762725830078, 157
0.005999326705932617, 82
0.003010272979736328, 107
0.32794666290283203, 82
0.001994609832763672, 107
0.004025697708129883, 82
0.5632936954498291, 132
0.22400784492492676, 107
0.0020017623901367188, 107
0.3132152557373047, 82
0.0010018348693847656, 107
0.004001617431640625, 82
0.310213565826416, 132
0.002001523971557617, 82
0.15510964393615723, 132
0.31222105026245117, 107
0.10412812232971191, 107
0.001984119415283203, 82
0.4276251792907715, 132
0.001999378204345703, 82
0.0029926300048828125, 107
0.3102235794067383, 82
0.2993791103363037, 132
0.0020036697387695312, 82
0.3112149238586426, 132
0.16411209106445312, 82
0.09706783294677734, 107
0.4993436336517334, 82
0.0010170936584472656, 107
0.2963218688964844, 107
0.31221461296081543, 157
0.033040523529052734, 82
0.001989603042602539, 107
0.3154175281524658, 82
0.12608623504638672, 107
0.0020020008087158203, 82
0.3122141361236572, 132
0.0010013580322265625, 107
0.024016380310058594, 107
0.3152167797088623, 82
0.25217342376708984, 107
0.0830686092376709, 82
0.31220126152038574, 132
0.0020017623901367188, 82
0.002001523971557617, 132
0.3112151622772217, 107
0.0010018348693847656, 107
0.0030007362365722656, 82
0.31121349334716797, 132
0.0020186901092529297, 82
0.0, 107
0.3122134208679199, 82
0.0009942054748535156, 132
0.10806393623352051, 82
0.31221628189086914, 132
0.22916579246520996, 82
0.001991748809814453, 107
0.31322622299194336, 82
0.0019919872283935547, 107
0.0030007362365722656, 107
0.3152179718017578, 157
0.0020020008087158203, 82
0.25804686546325684, 107
0.5273799896240234, 82
0.0019855499267578125, 107
0.002012968063354492, 82
0.3132026195526123, 132
0.0020017623901367188, 107
0.002017974853515625, 107
0.41428518295288086, 82
0.0020024776458740234, 107
0.001990079879760742, 82
0.3122074604034424, 132
0.0010006427764892578, 82
0.002001523971557617, 132
0.5383710861206055, 107
0.002001047134399414, 107
0.0030019283294677734, 82
0.46431899070739746, 132
0.002001523971557617, 82
0.04202866554260254, 107
0.31222987174987793, 82
0.0019867420196533203, 132
0.002001047134399414, 82
0.5864155292510986, 132
0.18905401229858398, 82
0.0009438991546630859, 107
0.3204827308654785, 82
0.00503230094909668, 107
0.0029790401458740234, 107
0.3302299976348877, 157
0.003008604049682617, 82
0.0029909610748291016, 107
0.48795390129089355, 82
0.2810492515563965, 107
0.18471121788024902, 82
0.3302116394042969, 132
0.0010020732879638672, 107
0.0020170211791992188, 107
0.36836981773376465, 82
0.10206961631774902, 107
0.09707474708557129, 82
0.3354990482330322, 132
0.003997325897216797, 82
0.15045428276062012, 132
0.4712488651275635, 107
0.00503087043762207, 107
0.030000686645507812, 82
0.33826661109924316, 132
0.002002716064453125, 82
0.14458227157592773, 107
0.3392300605773926, 82
0.1721177101135254, 132
0.007010221481323242, 82
0.33477020263671875, 132
0.001983165740966797, 82
0.2630350589752197, 107
0.5712413787841797, 82
0.00500941276550293, 107
0.19167208671569824, 107
0.3426475524902344, 157
0.004755496978759766, 82
0.0010004043579101562, 107
0.4266378879547119, 82
0.006996870040893555, 107
0.2771875858306885, 82
0.320786714553833, 132
0.004032135009765625, 107
0.003979206085205078, 107
0.3348705768585205, 82
0.23337602615356445, 107
0.17374110221862793, 82
0.3292238712310791, 132
0.0020017623901367188, 82
0.0030019283294677734, 132
0.31121373176574707, 107
0.0020041465759277344, 107
0.0029997825622558594, 82
0.6754794120788574, 132
0.002004384994506836, 82
0.0019855499267578125, 107
0.31380224227905273, 82
0.004007577896118164, 132
0.005025386810302734, 82
0.33290553092956543, 132
0.0030078887939453125, 82
0.0030014514923095703, 107
0.33558058738708496, 82
0.4047696590423584, 107
0.005088329315185547, 107
0.3772244453430176, 157
0.23228001594543457, 82
0.0019469261169433594, 107
