"avg_time (s)" avg_latitude avg_longitude avg_altitude(m) avg_ultrasonicHeight(m) avg_speed(mps) avg_distance(m) avg_time(millisecond) avg_velocityX(mps) avg_velocityY(mps) avg_velocityZ(mps) avg_pitch(deg) avg_roll(deg) avg_yaw(deg) avg_pitchRaw avg_rollRaw avg_yawRaw avg_uplinkSignalQuality "stdDev_time (s)" stdDev_latitude stdDev_longitude stdDev_altitude(m) stdDev_ultrasonicHeight(m) stdDev_speed(mps) stdDev_distance(m) stdDev_time(millisecond) stdDev_velocityX(mps) stdDev_velocityY(mps) stdDev_velocityZ(mps) stdDev_pitch(deg) stdDev_roll(deg) stdDev_yaw(deg) stdDev_pitchRaw stdDev_rollRaw stdDev_yawRaw stdDev_uplinkSignalQuality
0.45020000000000004 48.075009400000006 11.64864 0.6 0.5700000000000001 0.4 0.12700000000000003 450.2 0.0 0.0 -0.4 0.72 1.1700000000000002 -107.68000000000002 -7.2 11.7 -1076.8 100.0 0.2858271505648125 4.898979473197623e-07 0.0 0.11832159566199231 0.1268857754044952 0.0 0.023685438564654025 285.82715056481254 0.0 0.0 0.0 0.1469693845669907 0.38483762809787714 0.04000000000000341 1.4696938456699067 3.8483762809787714 0.4 0.0
1.468 48.07500971428572 11.648639428571428 1.0571428571428572 0.9857142857142858 0.45714285714285713 0.11857142857142858 1468.0 0.0 0.0 -0.45714285714285713 0.7142857142857143 0.7857142857142857 -107.67142857142858 -7.142857142857143 7.857142857142857 -1076.7142857142858 100.0 0.2853133615618348 4.5175395031205656e-07 4.948716598141e-07 0.1590789817951435 0.12453996981544779 0.04948716593053934 0.033563828927059225 285.3133615618348 0.0 0.0 0.04948716593053934 0.14568627181693675 0.3440455593940656 0.04517539514526641 1.456862718169367 3.440455593940656 0.45175395145262565 0.0
2.52675 48.075009 11.64864 1.725 1.525 1.125 0.19 2526.75 0.0 0.0 -1.125 0.08749999999999997 1.1125 -107.625 -0.875 11.125 -1076.25 100.0 0.28330626096152545 0.0 0.0 0.32691742076555047 0.2772634126602354 0.6514407110397692 0.01802775637731995 283.30626096152554 0.0 0.0 0.6514407110397692 0.6899954709996291 0.36550478793033614 0.043301270189225624 6.899954709996291 3.6550478793033614 0.4330127018922193 0.0
3.454 48.07500871428572 11.648639857142857 3.8428571428571425 2.914285714285714 3.0142857142857147 0.21285714285714286 3454.0 0.0 0.0 -3.0142857142857147 -0.07142857142857147 0.8999999999999998 -107.65714285714286 0.7142857142857143 9.0 -1076.5714285714287 100.0 0.2703547933470281 4.517539535219615e-07 3.4992710647159236e-07 0.9955000794391056 1.4045116807006233 0.23560603574958064 0.019794866372215742 270.35479334702814 0.0 0.0 0.23560603574958064 0.6860118402024554 0.23904572186687875 0.04948716593054357 6.860118402024554 2.390457218668787 0.4948716593053935 0.0
4.52 48.075008874999995 11.64864 7.112500000000001 0.0 2.125 0.2125 4520.0 0.0125 0.0 -2.125 -0.4125000000000001 0.5375000000000001 -107.65 4.125 5.375 -1076.5 100.0 0.3018960913956987 3.307189153979881e-07 7.071067812853854e-07 0.654670718758675 0.0 0.3733296130767019 0.02947456530637899 301.8960913956986 0.033071891388307385 0.0 0.3733296130767019 0.8237680195297703 0.5194648688795038 0.05000000000000426 8.237680195297703 5.194648688795037 0.5 0.0
5.456428571428572 48.07500900000001 11.648639000000001 8.72857142857143 0.0 1.342857142857143 0.15142857142857144 5456.428571428572 0.0 0.0 -1.3285714285714287 0.4571428571428572 0.18571428571428572 -107.60000000000001 -4.571428571428571 1.8571428571428572 -1076.0 100.0 0.30426814167904 7.105427357601002e-15 1.7763568394002505e-15 0.35340905362437125 0.0 0.24411439272335803 0.011248582677159728 304.26814167903996 0.0 0.0 0.2602981022612657 0.44031528592635544 0.20303814862216993 1.4210854715202004e-14 4.403152859263554 2.030381486221699 0.0 0.0
6.477666666666667 48.075009333333334 11.648639166666667 9.633333333333333 0.0 0.3333333333333333 0.11499999999999999 6477.666666666667 0.0 0.0 -0.3333333333333333 -0.20000000000000004 -0.2833333333333334 -103.43333333333334 2.0 -2.8333333333333335 -1034.3333333333333 100.0 0.2733884090853566 4.714045196008497e-07 3.726779966330617e-07 0.11055415967851294 0.0 0.3248931448269655 0.016072751268321594 273.3884090853565 0.0 0.0 0.3248931448269655 0.5196152422706631 0.33870669054835967 4.70094553136801 5.196152422706632 3.3870669054835956 47.00945531368013 0.0
7.5265 48.075010125000006 11.64864 9.6 0.0 0.05 0.08625 7526.5 0.0 -0.075 0.0 -3.1 -0.3 -87.075 31.0 -3.0 -870.75 100.0 0.3225496085875783 3.307189153979881e-07 0.0 0.0707106781186545 0.0 0.1 0.006959705453537528 322.54960858757835 0.0 0.16393596310755001 0.0 5.389805191284746 0.31622776601683794 0.9743587634952515 53.898051912847464 3.1622776601683795 9.743587634952538 0.0
8.524666666666667 48.075011666666676 11.648631166666666 9.516666666666667 0.0 1.5116666666666667 0.5833333333333334 8524.666666666666 0.11666666666666665 -1.5 -0.13333333333333333 -14.200000000000001 -0.5166666666666667 -86.28333333333335 142.0 -5.166666666666667 -862.8333333333334 100.0 0.2555403860232057 7.453559906180869e-07 5.8713049845873135e-06 0.037267799624996364 0.0 0.5257190842603637 0.4511713150850302 255.5403860232055 0.06871842709362769 0.5196152422706631 0.07453559924999299 0.10000000000000024 0.13437096247164249 0.1462494064565373 1.0 1.3437096247164249 1.4624940645653537 0.0
9.509714285714285 48.075015 11.648594571428573 9.685714285714285 0.0 3.411428571428572 3.347142857142857 9509.714285714286 0.24285714285714285 -3.3999999999999995 -0.14285714285714285 -14.471428571428572 -1.2857142857142858 -86.3 144.71428571428572 -12.857142857142858 -863.0 100.0 0.3258293656351497 1.3093073412113338e-06 1.546292471737114e-05 0.08329931278350468 0.0 0.5115921526101088 1.150064771911494 325.8293656351497 0.04948716593053934 0.5126959555693246 0.04948716593053936 0.12777531299998754 0.3642156795423417 0.07559289460184652 1.2777531299998799 3.6421567954234177 0.7559289460184544 0.0
10.557428571428572 48.075018 11.648537285714285 9.857142857142858 0.0 4.418571428571428 7.6071428571428585 10557.42857142857 0.1285714285714286 -4.442857142857142 -0.08571428571428572 -3.157142857142857 -1.842857142857143 -86.37142857142858 31.571428571428573 -18.428571428571427 -863.7142857142857 100.0 0.296748020642265 7.559289441099173e-07 1.829687159628142e-05 0.04948716593053918 0.0 0.29997278788148063 1.3573999756437125 296.74802064226486 0.06998542122237653 0.2871393034605968 0.03499271061118826 10.535769975639742 0.5473498303048006 0.19059520091608909 105.35769975639742 5.4734983030480056 1.9059520091609048 0.0
11.5415 48.07501883333333 11.648493666666667 9.9 0.0 2.4166666666666665 10.845 11541.5 0.0 -2.4166666666666665 0.0 10.016666666666667 -0.7833333333333335 -86.38333333333334 -100.16666666666667 -7.833333333333333 -863.8333333333334 100.0 0.28825957630811394 3.7267799530904347e-07 7.3635740115224965e-06 0.0 0.0 0.7380529941828176 0.5515659525387696 288.2595763081139 0.0 0.7380529941828176 0.0 1.0699169230469356 0.7357913351548038 0.08975274678557657 10.699169230469355 7.357913351548039 0.8975274678557508 0.0
12.4845 48.075018 11.648477875 9.912500000000001 0.0 0.7625 12.025 12484.5 0.0 -0.7625 0.0 3.3000000000000003 0.8375 -86.3125 -33.0 8.375 -863.125 100.0 0.2933794471328899 0.0 2.8034576867292293e-06 0.03307189138830727 0.0 0.17984368212422697 0.193713706278105 293.37944713288965 0.0 0.17984368212422697 0.0 0.7858116822750855 0.34255474015111803 0.10532687216470799 7.858116822750856 3.42554740151118 1.0532687216470449 0.0
13.518624999999998 48.075018 11.648472125000001 9.9 0.0 0.09999999999999999 12.43375 13518.625 0.0 -0.09999999999999999 0.0 2.6125 -0.2 -69.23750000000001 -26.125 -2.0 -692.375 100.0 0.2931185500356468 0.0 3.3071891363556367e-07 0.0 0.0 0.15000000000000002 0.017275343701356537 293.1185500356468 0.0 0.15000000000000002 0.0 2.2323964141702075 0.4213074886588179 18.13483784735888 22.323964141702074 4.2130748865881795 181.34837847358878 0.0
14.51475 48.075018 11.648472 9.9 0.0 0.0 12.432500000000001 14514.75 0.0 0.0 0.0 0.6 -0.75 -14.275 -6.0 -7.5 -142.75 100.0 0.31385934349641426 0.0 0.0 0.0 0.0 0.0 0.0066143782776613355 313.859343496414 0.0 0.0 0.0 0.18708286933869708 0.2345207879911715 7.45633120240779 1.8708286933869707 2.345207879911715 74.5633120240779 0.0
15.507888888888889 48.07501744444445 11.648468555555556 9.9 0.0 0.7077777777777777 12.707777777777778 15507.888888888889 -0.16666666666666666 -0.7111111111111111 0.0 4.455555555555556 -8.722222222222221 -1.5555555555555554 -44.55555555555556 -87.22222222222223 -15.555555555555555 100.0 0.2719123406314141 6.849348891544234e-07 3.337034981673922e-06 0.0 0.0 0.4056757812664848 0.24247693030141057 271.9123406314144 0.1247219128924647 0.3899984172174277 0.0 1.2102443381502312 4.4095295233487155 1.174839101145449 12.102443381502313 44.09529523348716 11.74839101145449 0.0
16.480857142857143 48.07501442857143 11.648454428571428 9.9 0.0 1.0157142857142858 13.748571428571427 16480.85714285714 -0.3 -0.9714285714285715 0.0 1.7857142857142858 -1.0999999999999999 -0.042857142857142864 -17.857142857142858 -11.0 -0.42857142857142855 100.0 0.27089398483614985 9.035079022290653e-07 3.458205268056698e-06 0.0 0.0 0.06565214453186317 0.2601883148484448 270.8939848361498 0.0 0.06998542122237654 0.0 0.08329931278350428 0.3741657386773941 0.04948716593053936 0.8329931278350429 3.7416573867739413 0.4948716593053935 0.0
17.415857142857146 48.07501114285715 11.648442571428571 9.942857142857141 0.0 0.9500000000000001 14.625714285714285 17415.85714285714 -0.3 -0.9000000000000001 0.0 1.4142857142857144 -1.7285714285714289 0.0 -14.142857142857142 -17.285714285714285 0.0 100.0 0.2532674636886185 9.897433184561084e-07 2.664965443948926e-06 0.04948716593053918 0.0 1.1102230246251565e-16 0.20845397867272744 253.26746368861774 0.0 1.1102230246251565e-16 0.0 0.20995626366712958 0.10301575072754252 0.0 2.0995626366712954 1.0301575072754254 0.0 0.0
18.493000000000002 48.07500685714285 11.648428142857142 10.0 0.0 0.9500000000000001 15.702857142857141 18493.0 -0.3 -0.9000000000000001 0.0 1.3 -2.0 0.0 -13.0 -20.0 0.0 100.0 0.31350142401134795 1.2453996982703398e-06 4.389226141451564e-06 0.0 0.0 1.1102230246251565e-16 0.31743230035099157 313.50142401134775 0.0 1.1102230246251565e-16 0.0 0.17728105208558365 0.053452248382484926 0.0 1.7728105208558367 0.5345224838248488 0.0 0.0
19.528888888888886 48.07500377777777 11.648414888888887 9.911111111111113 0.0 0.9499999999999998 16.704444444444444 19528.88888888889 -0.3 -0.8999999999999999 0.0 1.677777777777778 -2.011111111111111 0.0 -16.77777777777778 -20.11111111111111 0.0 100.0 0.2726619577606606 6.285393594677996e-07 3.5101264444476877e-06 0.03142696805273533 0.0 1.1102230246251565e-16 0.26529275699419363 272.6619577606611 0.0 1.1102230246251565e-16 0.0 0.16178021976178927 0.07370277311900895 0.0 1.617802197617893 0.7370277311900888 0.0 0.0
20.4025 48.07500116666666 11.648403833333333 9.9 0.0 0.9500000000000001 17.543333333333333 20402.5 -0.3 -0.9 0.0 1.6166666666666665 -1.7666666666666666 0.0 -16.166666666666668 -17.666666666666668 0.0 100.0 0.20270483467347314 6.871842692013033e-07 2.114762923412191e-06 0.0 0.0 1.1102230246251565e-16 0.16499158227686087 202.70483467347296 0.0 0.0 0.0 0.06871842709362765 0.09428090415820632 0.0 0.6871842709362768 0.9428090415820634 0.0 0.0
21.463111111111107 48.07499833333334 11.648390333333332 9.9 0.0 0.9499999999999998 18.554444444444442 21463.11111111111 -0.3 -0.8999999999999999 0.0 2.011111111111111 -2.0 0.0 -20.11111111111111 -20.0 0.0 100.0 0.3033269026587377 9.428090405973371e-07 4.1899350300753695e-06 0.0 0.0 1.1102230246251565e-16 0.3123783713920994 303.3269026587375 0.0 1.1102230246251565e-16 0.0 0.18525924445036737 0.20548046676563253 0.0 1.852592444503674 2.0548046676563256 0.0 0.0
22.5325 48.07499525 11.648377125 9.9 0.0 0.95 19.57 22532.5 -0.3 -0.9 0.0 1.85 -1.9375 0.0 -18.5 -19.375 0.0 100.0 0.2905468981076897 9.682458380058222e-07 3.443744328684218e-06 0.0 0.0 0.0 0.2751817581163397 290.54689810768934 0.0 0.0 0.0 0.19364916731037082 0.16535945694153698 0.0 1.9364916731037085 1.653594569415369 0.0 0.0
23.484750000000002 48.074992124999994 11.648365375000001 10.0 0.0 0.95 20.4825 23484.75 -0.3 -0.9 0.0 1.7125 -2.1125 0.0 -17.125 -21.125 0.0 100.0 0.2598873554061446 5.994789405673331e-07 3.1598061649392165e-06 0.0 0.0 0.0 0.24231952046832786 259.88735540614516 0.0 0.0 0.0 0.11659223816361018 0.16153559979150106 0.0 1.165922381636102 1.6153559979150107 0.0 0.0
24.477285714285717 48.07498914285715 11.648353142857143 10.0 0.0 0.9500000000000001 21.41142857142857 24477.285714285714 -0.3 -0.9000000000000001 0.0 1.6285714285714286 -2.185714285714286 0.0 -16.285714285714285 -21.857142857142858 0.0 100.0 0.24867231121969896 9.897433184561084e-07 3.181579635686709e-06 0.0 0.0 1.1102230246251565e-16 0.25720634136975773 248.6723112196992 0.0 1.1102230246251565e-16 0.0 0.1385051387833237 0.14568627181693664 0.0 1.3850513878332367 1.4568627181693672 0.0 0.0
25.568714285714286 48.074985285714284 11.648339857142858 10.0 0.0 0.9500000000000001 22.454285714285714 25568.714285714286 -0.3 -0.9000000000000001 0.0 1.5142857142857145 -2.242857142857143 0.0 -15.142857142857142 -22.428571428571427 0.0 100.0 0.2882333946577299 1.030157507771328e-06 3.602720060914813e-06 0.0 0.0 1.1102230246251565e-16 0.28172210942483 288.2333946577293 0.0 1.1102230246251565e-16 0.0 0.17261494247992248 0.10497813183356468 0.0 1.7261494247992246 1.049781318335648 0.0 0.0
26.576999999999998 48.074982250000005 11.648327125 10.0 0.0 0.95 23.432499999999997 26577.0 -0.3 -0.9 0.0 1.4625 -2.075 0.0 -14.625 -20.75 0.0 100.0 0.28370627416396715 9.682458370885154e-07 3.6550478791801773e-06 0.0 0.0 0.0 0.2830083921017183 283.706274163967 0.0 0.0 0.0 0.15761900266148116 0.08291561975888508 0.0 1.5761900266148114 0.82915619758885 0.0 0.0
27.595857142857145 48.07497914285714 11.648314857142859 10.0 0.0 1.0271428571428571 24.381428571428568 27595.85714285714 -0.3 -0.9857142857142858 0.0 1.3285714285714285 -2.0 -0.014285714285714287 -13.285714285714286 -20.0 -0.14285714285714285 100.0 0.2330888417819808 9.897433180165741e-07 3.3563828923758e-06 0.0 0.0 0.03149343955006946 0.2677647459686837 233.08884178198088 0.0 0.034992710611188256 0.0 0.1385051387833237 0.21380899352993948 0.03499271061118826 1.385051387833237 2.138089935299395 0.34992710611188266 0.0
28.5315 48.074976 11.648302699999999 10.0 0.0 1.031 25.329 28531.5 -0.29999999999999993 -0.99 0.0 1.35 -2.0900000000000003 0.0 -13.5 -20.9 0.0 100.0 0.2897920806371355 7.745966672858148e-07 3.5791060337552573e-06 0.0 0.0 0.027000000000000024 0.27940830338413375 289.7920806371354 5.551115123125783e-17 0.029999999999999992 0.0 0.09219544457292886 0.19209372712298542 0.0 0.9219544457292888 1.9209372712298545 0.0 0.0
29.512875 48.074973125 11.648290750000001 10.0 0.0 1.0175 26.270000000000003 29512.875 -0.3 -0.975 0.0 1.5499999999999998 -1.9625 0.0 -15.5 -19.625 0.0 100.0 0.26454320889979416 7.806247478289117e-07 3.4186985826714067e-06 0.0 0.0 0.038971143170299774 0.2610076627227639 264.5432088997939 0.0 0.043301270189221926 0.0 0.21213203435596423 0.2595067436503336 0.0 2.1213203435596424 2.595067436503337 0.0 0.0
30.49675 48.07497012500001 11.648278625 10.0 0.0 1.0175 27.207500000000003 30496.75 -0.3 -0.975 0.0 1.4375 -2.05 0.0 -14.375 -20.5 0.0 100.0 0.29706512333156854 1.0532687205689077e-06 4.090767042830812e-06 0.0 0.0 0.038971143170299774 0.31621788374473675 297.0651233315685 0.0 0.043301270189221926 0.0 0.16535945694153695 0.2645751311064591 0.0 1.653594569415369 2.6457513110645907 0.0 0.0
31.476888888888887 48.07496677777778 11.648265777777778 10.0 0.0 1.01 28.214444444444446 31476.88888888889 -0.3 -0.9666666666666666 0.0 1.377777777777778 -1.8888888888888888 0.0 -13.777777777777779 -18.88888888888889 0.0 100.0 0.29932978633549695 1.0304020538156926e-06 4.021546904689167e-06 0.0 0.0 0.04242640687119289 0.30052217929283265 299.3297863354971 0.0 0.04714045207910316 0.0 0.18724777273725246 0.11967032904743344 0.0 1.872477727372524 1.1967032904743342 0.0 0.0
32.543000000000006 48.074963600000004 11.6482524 10.0 0.0 0.95 29.259999999999998 32543.0 -0.3 -0.9 0.0 1.48 -1.98 -0.04 -14.8 -19.8 -0.4 100.0 0.28409716647654193 1.0198039032094753e-06 4.127953488067389e-06 0.0 0.0 0.0 0.30410524493997104 284.097166476542 0.0 0.0 0.0 0.15999999999999998 0.16000000000000003 0.048989794855663564 1.6 1.5999999999999999 0.48989794855663565 0.0
33.4895 48.0749605 11.648239875 10.0 0.0 0.95 30.2525 33489.5 -0.3 -0.9 0.0 1.5 -2.0 -0.037500000000000006 -15.0 -20.0 -0.375 100.0 0.32783074901540293 1.118033989104774e-06 3.822221212855696e-06 0.0 0.0 0.0 0.29969776442275964 327.8307490154028 0.0 0.0 0.0 0.16583123951776998 0.11180339887498954 0.04841229182759271 1.6583123951777 1.118033988749895 0.4841229182759271 0.0
