"avg_OSD.flyTime [s]" "avg_CUSTOM.distance [m]" "avg_CALC.hSpeed [m/s]" "avg_CALC.distance [m]" avg_OSD.latitude avg_OSD.longitude "avg_OSD.height [m]" "avg_OSD.altitude [m]" "avg_OSD.xSpeed [m/s]" "avg_OSD.ySpeed [m/s]" "avg_OSD.zSpeed [m/s]" avg_OSD.pitch avg_OSD.roll avg_OSD.yaw "stdDev_OSD.flyTime [s]" "stdDev_CUSTOM.distance [m]" "stdDev_CALC.hSpeed [m/s]" "stdDev_CALC.distance [m]" stdDev_OSD.latitude stdDev_OSD.longitude "stdDev_OSD.height [m]" "stdDev_OSD.altitude [m]" "stdDev_OSD.xSpeed [m/s]" "stdDev_OSD.ySpeed [m/s]" "stdDev_OSD.zSpeed [m/s]" stdDev_OSD.pitch stdDev_OSD.roll stdDev_OSD.yaw
23.45 0.508 0.125 0.508 48.048228 11.654895 10.64 582.74 0.04 0.0 0.02 0.74 0.17 -35.44 0.2872281323269012 0.018867962264113226 0.11218288639538565 0.018867962264113226 0.0 0.0 0.04898979485566339 0.048989794855619 0.048989794855663564 0.0 0.04 0.26532998322843204 0.16155494421403513 0.04898979485566426
24.4 0.67625 0.28375 0.67625 48.04822675 11.654894 10.725 582.8249999999999 -0.037500000000000006 0.0 0.0 -0.7374999999999999 0.5750000000000001 -35.375 0.27386127875258304 0.07330373455697876 0.17327272578221883 0.07330373455697876 8.291561981733905e-07 7.071067812853854e-07 0.04330127018922255 0.04330127018923178 0.04841229182759271 0.0 0.0 0.3998046397929869 0.3799671038392666 0.04330127018922255
25.466666666666665 0.8366666666666667 0.1622222222222222 0.8366666666666667 48.048225111111115 11.654893222222222 10.8 582.9 0.0 0.0 0.0 -0.7555555555555555 0.6777777777777778 -35.58888888888888 0.29814239699997175 0.028284271247461894 0.09681342627018649 0.028284271247461894 3.142696797338998e-07 4.157397100689113e-07 0.0 0.0 0.0 0.0 0.0 0.25434495871687995 0.2528845928164676 0.3281071791162978
26.45 0.9469999999999998 0.162 0.9469999999999998 48.048224 11.6548948 10.8 582.8999999999999 0.0 0.02 0.0 -1.29 0.2 -41.32 0.2872281323269012 0.013453624047073686 0.11754148203932092 0.013453624047073686 0.0 5.999999999062311e-07 0.0 1.1368683772161603e-13 0.0 0.04 0.0 0.20223748416156687 0.08944271909999157 2.4947144125129825
27.45 0.915 0.11900000000000002 0.915 48.048224700000006 11.654896000000003 10.8 582.8999999999999 0.0 0.0 0.0 -1.0699999999999998 -0.36 -43.769999999999996 0.2872281323269012 0.023345235059857482 0.06609841147864295 0.023345235059857482 4.5825757159471073e-07 1.7763568394002505e-15 0.0 1.1368683772161603e-13 0.0 0.0 0.0 0.1345362404707371 0.2009975124224178 0.16155494421403535
28.45 0.786 0.199 0.778 48.0482257 11.654895499999999 10.8 582.8999999999999 0.07 -0.04 0.0 -0.45 -1.06 -39.82000000000001 0.2872281323269012 0.053702886328390216 0.070774289116882 0.05688585061331158 4.582575683385948e-07 5.000000005139782e-07 0.0 1.1368683772161603e-13 0.045825756949558406 0.066332495807108 0.0 0.33241540277189324 1.0827742146911332 0.9987992791347012
29.4875 0.76 0.6012500000000001 0.77625 48.04822625 11.65489125 10.8 582.9 -0.0625 -0.46249999999999997 0.0 -0.0375 -1.9 -39.2625 0.30593095626301 0.08321658488546621 0.3254780138503982 0.08061288668693115 4.3301270079896736e-07 2.6339134381809124e-06 0.0 0.0 0.04841229182759271 0.14086784586980805 0.0 0.1996089927833914 1.5524174696260025 0.04841229182758996
30.488888888888887 1.2277777777777776 0.8088888888888888 1.24 48.048225111111115 11.654881333333332 10.8 582.9 -0.16666666666666669 -0.6 0.0 0.7222222222222222 -0.3555555555555555 -39.288888888888884 0.2884612219054923 0.18164542859206523 0.42401374308032475 0.17537261917287875 5.665577238504319e-07 2.6246692913532116e-06 0.0 0.0 0.0816496580927726 0.0 0.0 0.16178021976178933 0.3201080064641763 0.03142696805273366
31.449999999999996 1.991 0.889 1.991 48.0482215 11.654872800000001 10.8 582.8999999999999 -0.37 -0.5999999999999999 0.0 0.14 0.22999999999999998 -39.15 0.2872281323269012 0.25200992043965253 0.14922801345591918 0.25200992043965253 1.4999999992918826e-06 2.5219040427108063e-06 0.0 1.1368683772161603e-13 0.0640312423743285 1.1102230246251565e-16 0.0 0.2615339366124404 0.2758622844826744 0.26551836094703485
32.45 2.89 0.876 2.89 48.0482157 11.6548644 10.739999999999998 582.8399999999999 -0.5 -0.5899999999999999 0.0 -0.85 -0.41 -30.470000000000006 0.2872281323269009 0.2567099530598687 0.09981983770774223 0.2567099530598687 1.6763054613881117e-06 2.2449944320616647e-06 0.04898979485566426 0.0489897948556747 0.0 0.029999999999999995 0.0 0.4364630568559039 0.1445683229480096 4.973539986769987
33.412499999999994 3.7275 0.95 3.7275 48.04821 11.654856875 10.7 582.8 -0.475 -0.6125 0.0 -1.225 -0.9375 -22.8 0.30593095626300953 0.2522771293637217 0.2335594142825333 0.2522771293637217 1.7320508078109797e-06 2.2603926650919306e-06 0.0 0.0 0.043301270189221926 0.03307189138830738 0.0 0.46300647943630335 0.3276335605520289 0.11180339887498948
34.45 4.600999999999999 0.841 4.600999999999999 48.0482045 11.654848299999998 10.7 582.8 -0.42000000000000004 -0.7 0.0 -0.71 -1.0 -22.699999999999996 0.2872281323269009 0.24431332341892462 0.06331666447310694 0.24431332341892462 1.4999999992918826e-06 2.3685438566277273e-06 0.0 0.0 0.039999999999999994 0.0 0.0 0.157797338380595 0.17320508075688776 3.552713678800501e-15
35.45 5.393 0.726 5.393 48.04820050000001 11.6548397 10.659999999999998 582.76 -0.32999999999999996 -0.74 0.0 -0.38 -0.78 -22.729999999999997 0.2872281323269009 0.2030295544988464 0.19556073225471415 0.2030295544988464 1.0246950781693658e-06 2.6095976701405666e-06 0.04898979485566339 0.048989794855619 0.0640312423743285 0.048989794855663606 0.0 0.18867962264113208 0.16613247725836153 0.04582575694955905
36.45 6.259 1.0299999999999998 6.259 48.04819630000001 11.654829600000001 10.67 582.7700000000001 -0.38 -0.79 0.0 -0.06000000000000001 -0.51 -22.709999999999997 0.2872281323269009 0.3038897826515396 0.14177446878757824 0.3038897826515396 1.417744687203155e-06 3.5270384176889696e-06 0.04582575694955824 0.045825756949516724 0.040000000000000015 0.030000000000000023 0.0 0.09165151389911681 0.10440306508910549 0.030000000000000426
37.375 7.16875 0.9075 7.16875 48.048192 11.654819 10.7 582.8 -0.3125 -0.65 0.0 -0.30000000000000004 3.9125 -22.7125 0.263391343821318 0.20805272769180405 0.21867498713844707 0.20805272769180405 1.224744871200184e-06 2.3979157615285403e-06 0.0 0.0 0.07806247497997998 0.18708286933869708 0.0 0.12247448713915891 2.4049103413641015 0.03307189138830785
38.48888888888889 7.67 0.7244444444444444 7.67 48.04818655555555 11.654817111111111 10.7 582.8 -0.3222222222222222 -0.011111111111111112 0.0 -1.3111111111111111 1.822222222222222 -22.71111111111111 0.27666443551086034 0.09104333522498452 0.3169686669096318 0.09104333522498452 2.0061633432519216e-06 8.748897639264467e-07 0.0 0.0 0.06285393610547091 0.03142696805273545 0.0 0.6402160129283525 0.7553921391903793 0.0314269680527359
39.45 7.858 0.33999999999999997 7.858 48.048182399999995 11.6548196 10.7 582.8 -0.12 0.07 0.0 -2.57 0.019999999999999973 -22.709999999999997 0.2872281323269009 0.02315167380558035 0.16552945357246848 0.02315167380558035 6.633249593956592e-07 8.000000002006403e-07 0.0 0.0 0.11661903789690602 0.045825756949558406 0.0 0.523545604508337 1.4743133995185693 0.030000000000000426
40.45 7.848999999999999 0.774 7.848999999999999 48.04818289999999 11.6548192 10.649999999999999 582.75 -0.04 -0.59 0.0 -0.22000000000000006 -9.32 -22.79 0.2872281323269009 0.12910848151844997 0.5670308633575425 0.12910848151844997 5.385164817288276e-07 3.026549189920431e-06 0.04999999999999983 0.04999999999995453 0.048989794855663564 0.439203825119955 0.0 0.5192301994298867 1.6141871019184857 0.10440306508910485
41.45 8.726 1.968 8.726 48.0481865 11.654799200000001 10.599999999999998 582.7 0.11000000000000003 -1.5999999999999999 0.0 2.5500000000000003 -2.2700000000000005 -22.78 0.2872281323269009 0.3224344894703417 0.4160721091349431 0.3224344894703417 1.9621416875128187e-06 7.386474125065363e-06 1.7763568394002505e-15 0.0 0.07 0.0894427190999916 0.0 1.0002499687578101 2.375310506018108 0.04000000000000057
42.48888888888889 10.27222222222222 2.1655555555555552 10.27222222222222 48.048188444444435 11.654772777777778 10.633333333333333 582.7333333333332 -0.2222222222222222 -1.6777777777777776 0.0 2.6555555555555554 0.17777777777777778 -22.633333333333333 0.27666443551086034 0.5211691509966964 0.7308611528131441 0.5211691509966964 1.2570787213779652e-06 7.08327886725767e-06 0.04714045207910301 0.04714045207906029 0.17497795275581804 0.04157397096415485 0.0 0.7150930182090706 0.11331154474650633 0.19436506316150948
43.45 12.259 2.1019999999999994 12.288999999999998 48.0481812 11.6547479 10.599999999999998 582.7 -0.62 -1.6300000000000001 -0.02 0.37 1.9599999999999997 -21.730000000000004 0.2872281323269009 0.5996073715357407 0.4706761094425762 0.5903295689697406 2.599999999119973e-06 6.759437846522124e-06 1.7763568394002505e-15 0.0 0.07483314773547882 0.10049875621120889 0.04 0.47759815745038214 0.7418894796396563 0.1187434208703789
44.45 13.996 1.445 13.996 48.0481717 11.654729399999999 10.709999999999999 582.8100000000001 -0.69 -1.0399999999999998 -0.07 -2.2700000000000005 5.069999999999999 -22.009999999999998 0.2872281323269009 0.38361960325301403 0.3307642665101537 0.38361960325301403 2.9342801501773274e-06 3.527038417648678e-06 0.03000000000000043 0.03000000000000682 0.08306623862918076 0.2727636339397171 0.09000000000000001 1.9194009482127492 1.8857624452724686 0.13000000000000023
45.45 14.720000000000002 0.623 14.720000000000002 48.048164099999994 11.6547247 10.7 582.8 -0.11000000000000001 -0.30000000000000004 0.0 -7.05 2.21 -22.020000000000003 0.2872281323269009 0.049799598391954907 0.625460630255814 0.049799598391954907 1.2999999983028723e-06 6.403124236247212e-07 0.0 0.0 0.18681541692269407 0.17888543819998318 0.0 0.6711929677819933 1.1995415791042843 0.15362291495737207
46.5 14.256666666666666 1.1283333333333332 14.229999999999999 48.04816666666667 11.654730166666665 10.666666666666666 582.7666666666665 0.6999999999999998 0.0 0.0 -5.75 -0.85 -21.783333333333335 0.29439202887759347 0.27059604990136554 0.4161897270343045 0.25677486896761015 2.285218200064442e-06 1.6749792696991943e-06 0.047140452079103 0.04714045207906029 0.2943920288775949 0.0 0.0 0.35939764421413056 0.46457866215887844 0.037267799624997024
47.45 13.398000000000001 1.7159999999999997 13.379 48.048178300000004 11.654733799999999 10.61 582.71 1.4200000000000002 -0.030000000000000006 0.0 -2.3 -1.6900000000000002 -21.73 0.2872281323269009 0.25887448696231186 0.3318192278937434 0.26082369524259125 4.733920151083286e-06 3.999999997006398e-07 0.029999999999999895 0.029999999999972715 0.14696938456699069 0.045825756949558406 0.0 1.5893394854467058 0.157797338380595 0.04582575694955905
48.45 12.873 1.811 12.873000000000001 48.0481945 11.6547308 10.599999999999998 582.7 1.4700000000000002 -0.2799999999999999 0.0 2.54 -0.7100000000000001 -21.830000000000005 0.2872281323269009 0.061652250567193465 0.20235859260234046 0.049000000000000314 4.522167621497898e-06 2.399999999817363e-06 1.7763568394002505e-15 0.0 0.11000000000000003 0.08717797887081348 0.0 1.777188791321845 0.6122907805936654 0.04582575694955742
49.412499999999994 13.232500000000002 1.33625 13.256250000000001 48.048205374999995 11.65472025 10.6 582.7 0.75 -0.4875 0.0 5.05 0.9 -21.8 0.2712816801776333 0.23063770290219227 0.8343850654823587 0.2201100576984158 1.932453102613298e-06 3.7996710380179893e-06 0.0 0.0 0.25495097567963926 0.09270248108869576 0.0 0.987420882906575 0.447213595499958 0.0707106781186545
50.45 14.308000000000002 1.1019999999999999 14.308000000000002 48.048208 11.6547052 10.599999999999998 582.7 0.18 -0.6799999999999999 0.0 0.3000000000000001 2.72 -21.780000000000005 0.2872281323269009 0.29992665770151206 0.49917531990273717 0.29992665770151206 0.0 4.166533331270714e-06 1.7763568394002505e-15 0.0 0.09797958971132713 0.039999999999999994 0.0 1.9590814173994913 0.4770744176750625 0.060000000000000143
51.41111111111111 14.994444444444444 0.6011111111111112 14.994444444444444 48.04820877777777 11.654695666666665 10.5 582.6 0.2888888888888889 -0.3888888888888889 0.0 -3.4555555555555557 2.5444444444444443 -21.88888888888889 0.27666443551086056 0.09956696363208833 0.21246931514113565 0.09956696363208833 6.285393594677996e-07 1.6329931623657285e-06 0.0 0.0 0.09938079899999064 0.11967032904743342 0.0 0.4855949640758257 0.5983516452371671 0.031426968052734774
52.45 14.99 0.82 14.99 48.0482131 11.654694600000001 10.5 582.6000000000001 0.8 -0.13000000000000003 0.0 -4.37 0.45 -21.82 0.2872281323269009 0.0619677335393189 0.34868323733727147 0.0619677335393189 2.211334438500403e-06 4.898979490602293e-07 0.0 1.1368683772161603e-13 0.16733200530681513 0.0640312423743285 0.0 1.4973643511183243 0.32015621187164245 0.05999999999999943
53.45 14.7 0.7379999999999999 14.7 48.0482213 11.654697299999999 10.5 582.6000000000001 0.5700000000000001 -0.03 0.0 4.159999999999999 -2.57 -21.810000000000002 0.2872281323269009 0.08270429251254129 0.3683422321700297 0.08270429251254129 1.6763054616424361e-06 7.810249675974879e-07 0.0 1.1368683772161603e-13 0.2830194339616981 0.1004987562112089 0.0 2.0040958060931118 1.915750505676561 0.06999999999999963
54.477777777777774 15.25777777777778 1.3499999999999999 15.25777777777778 48.04822466666667 11.654689333333332 10.511111111111111 582.6111111111111 0.2222222222222222 -0.6777777777777777 0.0 1.3555555555555554 -1.2555555555555555 -21.766666666666666 0.2897423291201175 0.32172375237073536 0.49737086542918635 0.32172375237073536 1.24721912872973e-06 4.4969125211353365e-06 0.031426968052735337 0.03142696805274259 0.0415739709641549 0.1314684396244359 0.0 0.527280467453541 1.7056188913321568 0.04714045207910384
55.45 16.249000000000002 0.877 16.249000000000002 48.04822779999999 11.6546759 10.5 582.6000000000001 0.05000000000000001 -0.79 0.0 2.07 0.44000000000000006 -21.800000000000004 0.2872281323269009 0.24849346067854583 0.05728001396647876 0.24849346067854583 4.000000018322681e-07 3.3000000000548583e-06 0.0 1.1368683772161603e-13 0.09219544457292887 0.030000000000000023 0.0 0.3579106033634656 0.23748684174075832 3.552713678800501e-15
56.400000000000006 17.11 0.9811111111111112 17.11 48.048226 11.654664333333335 10.466666666666667 582.5666666666667 -0.18888888888888888 -0.8666666666666667 0.0 0.9555555555555557 -0.1111111111111111 -21.8 0.2581988897471608 0.24926558794453207 0.16244277244921565 0.24926558794453207 8.164965788662703e-07 3.1972210153096547e-06 0.04714045207910301 0.04714045207911389 0.07370277311900889 0.047140452079103154 0.0 0.28327886186626583 0.11967032904743342 0.0
57.45 18.107000000000003 1.016 18.107000000000003 48.048221999999996 11.6546512 10.400000000000002 582.5 -0.32999999999999996 -0.85 0.0 0.22000000000000003 0.5000000000000001 -21.790000000000003 0.2872281323269009 0.25314225249847194 0.41514334873631303 0.25314225249847194 1.1832159566351811e-06 3.458323293302507e-06 1.7763568394002505e-15 0.0 0.04582575694955841 0.049999999999999996 0.0 0.16613247725836153 0.31304951684997057 0.030000000000000426
58.46666666666666 18.88888888888889 0.9022222222222221 18.88888888888889 48.04821744444444 11.654641222222223 10.466666666666667 582.5666666666667 -0.3888888888888889 -0.6111111111111112 0.0 -0.17777777777777778 2.1999999999999997 -21.77777777777778 0.29814239699997125 0.1999135615679074 0.30062075694498014 0.1999135615679074 1.5713484041962244e-06 2.2986845406643232e-06 0.04714045207910301 0.04714045207911389 0.031426968052735454 0.09938079899999064 0.0 0.23934065809486685 1.7745108872274886 0.06285393610547102
59.45 19.221000000000004 0.3380000000000001 19.224 48.04821400000001 11.6546373 10.5 582.6000000000001 -0.05 -0.20000000000000004 0.0 -5.390000000000001 2.7 -21.9 0.2872281323269009 0.02586503431275461 0.16749925372968086 0.027276363393971235 6.324555326838126e-07 4.582575699666528e-07 0.0 1.1368683772161603e-13 0.19621416870348585 0.08944271909999159 0.0 1.9552237723595731 1.1269427669584646 0.044721359549995635
60.45 18.993 1.128 18.993 48.048217900000004 11.6546396 10.52 582.62 0.8699999999999999 -0.02 0.0 -6.2700000000000005 0.05000000000000001 -21.830000000000002 0.2872281323269009 0.13528118864054953 0.3952163964209987 0.13528118864054953 2.9137604576062287e-06 1.4966629549187771e-06 0.03999999999999986 0.0400000000000091 0.29342801502242416 0.04 0.0 1.6056462873248265 0.6070420084310475 0.04582575694955742
