"avg_Time (s)" "avg_Delta Time (ms)" "avg_RSSI (dBm)" avg_Length "stdDev_Time (s)" "stdDev_Delta Time (ms)" "stdDev_RSSI (dBm)" stdDev_Length
0.2082706 75.4634 -45.4 60.0 0.13553998999645825 57.916806191640084 1.8547236990991407 0.0
23.634616920792077 7.001039603960396 -52.13861386138614 134.83168316831683 0.2008242699741916 8.948078398635904 0.4228545842388638 13.48344735638809
24.503000676646707 6.014119760479043 -49.76646706586826 132.11976047904193 0.30701664212939733 8.349086056190904 1.1834492760718995 13.000139287696726
25.522488983471074 8.095256198347107 -50.082644628099175 130.70247933884298 0.2903253866918146 9.063938944095788 0.3767362419848423 12.61878740235255
26.450856461538464 8.590863247863249 -50.23076923076923 131.76068376068375 0.2687420381769411 9.355791531339294 1.9628368419491937 12.921624076068785
27.4126712 6.9097040000000005 -49.832 129.992 0.25897523271667505 8.565276316872911 2.0464056293902244 13.958507656622896
28.461929368750003 7.17654375 -54.84375 132.80625 0.31970591914937263 14.694730018295193 3.4866654467413416 18.537292438150185
29.496795511811023 7.908251968503937 -47.425196850393704 131.26771653543307 0.29073913376649047 9.163808005674188 4.340832833185284 13.196545013661742
30.476040655462185 8.12835294117647 -41.46218487394958 131.2941176470588 0.27961574980725973 8.841993756484916 2.2296320530240052 15.137661276674663
31.529734325925926 7.665118518518519 -40.65185185185185 128.8148148148148 0.2874783343739873 16.25315640184978 0.7534465845897134 15.322307719615717
32.54106718181818 8.85749090909091 -40.32727272727273 132.01818181818183 0.2874676232857022 9.813553371597369 0.46921774183868875 13.789971203201405
33.51640628688524 8.305672131147542 -42.442622950819676 131.71311475409837 0.3097689507329959 10.711928157886195 1.7604450831027931 15.283377613666213
34.3542671011236 10.55761797752809 -45.82022471910113 131.2808988764045 0.2524343272947293 22.028666933459565 1.2857192954936534 18.498095112403515
35.46900268421052 18.753263157894736 -43.6140350877193 135.10526315789474 0.27919429874998636 23.334265195071083 0.6689710864890392 18.648817478644606
36.46857422151899 6.288645569620254 -42.77215189873418 137.8987341772152 0.3054993601523811 8.691150102387326 0.7786610885685923 22.50153015146273
37.461975215517235 8.118405172413794 -43.310344827586206 133.93965517241378 0.27381658955566096 27.98751689962018 0.977450881590232 29.062740927619362
38.46062852475247 9.590762376237622 -40.02970297029703 139.26732673267327 0.22969210824072978 28.772482993080374 0.8950407429694671 30.502683241525645
39.46732002970297 10.873910891089105 -42.663366336633665 131.02970297029702 0.32394082970094334 33.656404629669225 1.2127803562600046 31.382487216155592
40.46721330487805 11.988914634146342 -41.170731707317074 138.53658536585365 0.3166889010419584 36.25814584614097 1.6513474029083663 31.259806313848106
41.5685334084507 13.128690140845068 -39.04225352112676 137.1549295774648 0.25673254145848906 36.86082415132976 0.7399394668486592 30.024238043045543
42.48182096330276 9.954339449541283 -38.71559633027523 128.43119266055047 0.2925849155910014 28.45966177057948 0.664868658054805 30.791505731013956
43.61102795918367 9.928581632653062 -40.36734693877551 127.73469387755102 0.3067642387842093 32.38463961350192 2.2195226325424526 25.28593664971159
44.5133421948052 12.246805194805194 -47.97402597402598 131.0909090909091 0.25888986608529774 34.95307730540896 1.5456182386298016 35.0577193152826
45.47763164761905 10.240019047619048 -46.63809523809524 134.54285714285714 0.28234411226006406 25.747356111696092 4.384222382098291 25.138105611630653
46.56115936956521 10.960934782608694 -43.20652173913044 135.32608695652175 0.2922922840131878 18.215774639392585 2.2191755396124857 23.49704361406205
47.50629776829268 12.189658536585366 -45.91463414634146 141.08536585365854 0.2809601087324651 9.386524339503183 0.4988088130784771 17.375481196714254
48.50609825833333 8.192033333333335 -46.74166666666667 138.53333333333333 0.2598555852564874 9.869097250114734 0.5700268024887564 19.753874444157926
49.496579123711335 10.490226804123711 -47.77319587628866 132.76288659793815 0.3051088610910766 18.647837010915588 0.7392550532782498 20.6271631522318
50.26615727777778 6.818569444444445 -49.65277777777778 142.86111111111111 0.24373949293258595 18.598518852187595 3.8537850161389753 13.983428243177665
51.53412786666668 65.44826666666668 -53.86666666666667 168.2 0.26994234223400726 94.83183791003714 0.7180219742846006 7.934733769950949
52.59801133333333 14.422666666666666 -47.888888888888886 136.68055555555554 0.26673817601494115 28.629953696551215 4.161849066739565 26.25665333083793
53.618257373737364 10.068959595959598 -44.94949494949495 133.42424242424244 0.2897771977242179 10.194153432256535 0.21898468069372523 14.170028769736847
54.53612946107785 5.9846586826347306 -44.712574850299404 132.39520958083833 0.27121419556273124 8.21612724873068 0.47829282749020025 15.054375727637803
55.45865054411765 6.826007352941176 -44.99264705882353 133.375 0.2602996794404048 8.411105709554416 0.5622476365839972 17.23920698155635
56.35726509292036 4.751659292035399 -47.38495575221239 132.2433628318584 0.2745268838885426 12.470401614904608 3.161934023339772 16.525070126134498
57.514216140624995 7.6765468750000005 -47.046875 134.15625 0.29099317589726603 9.18824743376302 1.5148193735145454 17.49394426473058
58.520357145161285 8.095903225806452 -44.95161290322581 134.6290322580645 0.28488782230059 9.350263989217316 0.41842328293783376 17.84587588660892
59.474244732394354 7.066190140845071 -43.852112676056336 133.09859154929578 0.2680892526337399 15.392301112840586 0.7213756722703802 21.753519986868415
60.52984511111111 7.432918518518518 -44.18518518518518 134.93333333333334 0.3026329226831464 8.879108264411384 0.3884477215445005 19.430102647409996
61.516099753623195 7.275347826086956 -44.166666666666664 138.69565217391303 0.2883030987581187 9.42154183099666 0.37267799624996495 22.861463269780845
62.49925173837209 5.804302325581395 -45.133720930232556 136.82558139534885 0.2780664898652967 14.231483496573727 1.3849784202093716 24.71403511445923
63.482393280575536 7.126438848920863 -46.67625899280576 136.86330935251797 0.2758427679577974 9.349003664927942 1.0876403561993817 23.172857304762633
64.53389368461538 7.751607692307693 -41.715384615384615 136.44615384615383 0.2915010435872346 9.150573291410723 1.8983175359922329 21.039911354910345
65.51963929268292 8.173764227642275 -36.7479674796748 129.4471544715447 0.2793927620504993 16.2726838128462 0.9070052207606878 17.266068633285034
66.50339659999999 7.996879999999999 -36.624 132.368 0.2832000758606959 8.936419279868195 0.5609135405746595 14.760236312471424
67.28197134177216 12.037696202531647 -37.44303797468354 138.70886075949366 0.18248421418566402 39.638454196620486 0.6110135891720088 19.72735163420573
68.45379487912088 11.36432967032967 -36.065934065934066 139.15384615384616 0.23981041915389253 24.389808074998733 0.6761591236446224 18.28223366070686
69.55854875609757 12.22809756097561 -35.53658536585366 136.6341463414634 0.2839749533790323 10.810594467770004 0.5225435435519159 14.995537706282338
70.48343654347825 10.952315217391304 -37.83695652173913 135.2173913043478 0.28400928578471485 9.287330637380652 1.0454578143511586 14.76469502840013
71.46455288990826 9.213587155963303 -41.26605504587156 135.43119266055047 0.3264430067337391 17.224113203739922 2.459365927960326 19.48152122447738
72.58833673333334 11.138244444444444 -44.0 137.33333333333334 0.30644004904352107 10.14719376019368 1.5275252316519468 14.996295838935989
73.59787188636363 7.578659090909091 -42.65151515151515 141.0151515151515 0.2902468343504098 9.694035406739255 2.85769786685984 18.743073406851366
74.49243489075629 8.315747899159664 -46.04201680672269 143.21008403361344 0.30676558875792487 17.328641420084175 1.1980022445174277 18.760262826982895
75.47895112765957 10.580936170212766 -43.851063829787236 135.08510638297872 0.30423422350764956 9.423585481988862 1.6882412276491379 14.877270664859575
76.51930004385966 8.800342105263159 -39.86842105263158 132.78947368421052 0.28680550866851084 9.823373195820645 0.4494276651736666 14.396925649042032
77.57003850581394 5.841819767441861 -39.33720930232558 133.1860465116279 0.30708958816640947 14.246889659617997 1.736144251831996 19.504031561721472
78.52438338129495 7.226446043165469 -37.96402877697842 133.97122302158274 0.28620461230595085 8.811991653115127 1.1342291899289991 15.61033712393564
79.45210592349726 5.4808360655737705 -39.486338797814206 136.2622950819672 0.28895173827101506 8.17915604123653 0.510629350217428 18.148659020456456
80.49338661538462 6.187573426573426 -39.3006993006993 130.62937062937064 0.26300631621105197 8.634223443274141 0.4585621345665735 15.276325813922774
81.46191351333333 7.31508 -41.38666666666666 132.94 0.30038414854311113 15.123826635046216 0.7003491192890078 14.284831115557509
82.45382176300578 5.856086705202313 -42.08670520231214 130.04624277456648 0.28149438259399234 7.70462509757719 1.2439435287382217 12.984568443932382
83.51290259842521 7.897165354330709 -43.889763779527556 132.2755905511811 0.29914871655695513 9.339652066361435 1.993012780741731 13.870990044287739
84.57151112096774 8.012362903225808 -44.653225806451616 132.8548387096774 0.26888442738541124 16.08403979773351 1.1147425193717686 18.149332853813156
85.49563656081081 6.802797297297298 -40.8445945945946 136.22972972972974 0.28309983925752785 8.190389458746065 1.9407188617909914 17.921410490834923
86.49566496874999 7.73896875 -37.421875 133.578125 0.30823096775652536 8.934492914522258 1.788021667758811 17.49044800696583
87.5334381048951 6.995916083916084 -39.66433566433567 133.03496503496504 0.27173171213995917 15.177308099719042 1.8165673305304246 20.597851944294025
88.5189147936508 8.012325396825398 -39.29365079365079 134.36507936507937 0.2915794059004222 9.004754973909543 3.0836678333806242 17.803871156810374
89.47532014814814 6.15745061728395 -39.80246913580247 135.45679012345678 0.28275252849112803 8.658327792428604 1.8487216343046797 20.328201770632756
90.5188126148148 7.324888888888888 -38.93333333333333 137.77777777777777 0.27885230471700445 15.110305458425172 2.2050447211388304 25.627146101038065
91.46469702777776 9.28051851851852 -39.46296296296296 139.85185185185185 0.29165868995995364 8.977855018384878 3.2869718303391453 23.135196376634873
92.4202197132353 6.782845588235294 -39.22794117647059 152.7058823529412 0.2510117334064671 17.130649870866424 1.8706986417658238 30.29223295108219
93.36922643902439 22.501829268292685 -39.75609756097561 149.5609756097561 0.2509159861071993 44.00455853209979 0.982294173931818 41.30673409959948
94.37246555555556 86.15211111111111 -39.55555555555556 149.77777777777777 0.2301420920171375 80.90883931169346 1.257078722109418 38.87809373978496
95.790303 1182.574 -48.0 170.0 0.0 0.0 0.0 0.0
96.62122355555557 44.56166666666667 -40.074074074074076 161.85185185185185 0.19878473283416692 80.1663004172738 2.2758950364055135 28.808054048340825
97.60433932051282 12.642230769230768 -40.19230769230769 169.85897435897436 0.24677009509868278 16.81598545334939 1.552976400399323 8.726212147045247
98.47077545588233 14.500558823529412 -38.48529411764706 147.7941176470588 0.32650342783438074 16.471615925212568 0.9154337939697595 26.667648842927424
99.20448017948718 8.958435897435898 -38.76923076923077 161.17948717948718 0.0763992633871295 15.910417385288671 0.6965680875490322 17.45157666063853
100.40654051063832 34.17338297872341 -40.87234042553192 143.4255319148936 0.2586792219303775 111.50226771390207 1.3623668590282658 38.36706515420295
101.63760498333333 17.95698333333333 -40.583333333333336 130.95 0.28410097246087695 42.79045100622788 2.5317429218272185 23.207344383477686
102.35139332835821 14.515985074626863 -40.71641791044776 133.2537313432836 0.25531781470600606 31.542966424868382 1.5816670796106214 14.131940412003601
103.66091325925925 18.761907407407406 -43.074074074074076 138.2037037037037 0.27785369523407394 27.36905450082638 3.5945012112219406 15.206455293028522
104.579720852349 6.723335570469797 -41.644295302013425 136.5503355704698 0.2834233943772346 9.19349898964629 1.5930799408791827 18.360095422253067
105.46605535135134 23.078945945945947 -45.972972972972975 135.7027027027027 0.2690422113903237 32.94499427337565 3.07110761326309 18.618306691177622
106.41229083908046 6.650068965517242 -41.701149425287355 134.5287356321839 0.31015870915520777 14.246889452638548 1.8138353505270284 20.801104679142362
107.51119405384614 7.697992307692308 -40.23076923076923 136.46153846153845 0.25902233886072784 9.132816766176589 1.6757935504317467 19.217841808771926
108.53691180000001 5.8667454545454545 -39.11515151515152 135.5151515151515 0.2812082243523193 7.8233007810619295 1.2230417154166162 20.68658064824724
109.43429369565217 11.103152173913044 -39.02173913043478 142.67391304347825 0.24338557380811904 20.18485938655764 2.6250393821872513 22.31645361788909
110.58543049438202 11.37429213483146 -43.01123595505618 145.82022471910113 0.303011450762535 10.061243121533854 4.204049364206462 19.631757004801397
111.4901233220339 8.304813559322035 -45.25423728813559 136.78813559322035 0.3038165386327933 9.256354883427479 1.7083366906962711 16.137571538743224
112.45419879054056 6.781506756756757 -45.75675675675676 130.52027027027026 0.2625136782300464 15.268276634859712 0.7224360218715491 19.738311489777804
113.46370281818182 5.406042780748662 -45.9572192513369 132.70053475935828 0.2938591809281869 7.744327867963239 0.8262334937252607 13.993357848820827
114.48152199470898 5.2889365079365085 -45.75661375661376 132.45502645502646 0.27057722638986187 7.871513315048423 0.7007336775087112 13.947154177658781
115.52270108695652 5.442277173913043 -45.95108695652174 136.7608695652174 0.2528424049987825 13.539310219582372 0.9514285100993493 20.694133575998
116.52448597727273 7.599151515151515 -45.515151515151516 135.33333333333334 0.2927143203918227 8.449463747091102 0.9251113649984088 18.856180831641268
117.51368722448976 6.6799795918367355 -46.1156462585034 133.83673469387756 0.2777133381170586 8.751490578942825 0.8998639867195735 17.621122458138547
118.41306743283583 7.434671641791046 -45.58955223880597 137.09701492537314 0.3004114279519437 15.684403359006097 1.0804413592848048 24.244054326655167
119.44538996969698 10.143979797979798 -44.25252525252525 144.92929292929293 0.294744284366013 9.518341494592043 1.1577009116682346 22.812477768192856
120.4990965263158 7.524060150375941 -43.97744360902256 143.6766917293233 0.26914415937827335 9.079335144053008 0.7896526828942029 23.328819464918784
121.52105356329112 6.345487341772152 -44.620253164556964 138.86075949367088 0.2874630672684935 14.522596719079878 0.8389836749268624 25.603962399644512
122.4803295490196 6.569392156862745 -43.75816993464052 139.7843137254902 0.2911105520389193 8.696169018472848 1.0034329557137407 22.832135699654962
123.52253322099448 5.550580110497237 -43.09944751381215 134.95027624309392 0.2867384094272868 7.831068197666937 0.9754158901962845 22.59914344514138
124.53245566120218 5.468595628415301 -34.58469945355191 129.0 0.3117981210419223 13.461064946235005 2.9701954439473512 16.805866787224794
125.52416349999999 9.133081818181818 -37.345454545454544 131.22727272727272 0.2898301364448041 10.970385109782708 4.189676411102899 13.507344191492196
126.53848675796179 6.373904458598726 -39.87898089171974 132.31210191082803 0.28335143859973655 8.8104701775123 2.926597377471994 13.765947788361947
127.54555963333333 5.5054888888888875 -40.87777777777778 132.05555555555554 0.3096067298517755 13.724844736012658 1.5799281121323758 16.64989897274062
128.49424463703707 7.426355555555555 -38.75555555555555 136.9777777777778 0.27929923089789643 8.61694305979809 2.063677647332249 18.521445694580216
129.426532605042 8.45335294117647 -37.15966386554622 139.83193277310923 0.2998983678029855 8.970505288774804 1.2832678432820892 18.750157121013878
130.55679550735294 7.356727941176469 -37.61029411764706 132.98529411764707 0.2897634043106145 15.49963152809983 0.9406880626126115 21.204877801122873
131.38623644805196 6.393110389610389 -32.564935064935064 135.25974025974025 0.3008408060900701 8.374249816032517 4.337881050555726 17.165657800525526
132.55773247468355 6.392772151898734 -25.70253164556962 136.67088607594937 0.3001555355037875 8.57315826174909 1.9568428902443404 18.50023709665881
133.4386066142132 4.71928426395939 -28.527918781725887 136.12182741116752 0.26827414112562925 7.475379035627597 5.962274140578722 19.073605242982698
134.46222182857142 5.0904 -45.03809523809524 131.96190476190475 0.27613172387444845 12.818313276677536 3.829518954059522 19.502099427655676
135.47748886627906 5.85203488372093 -51.01162790697674 133.0872093023256 0.2583324940283489 8.974036998212942 2.632507806240824 15.859428246473128
136.48397285714285 10.773494505494506 -57.065934065934066 129.58241758241758 0.29364369704537285 13.84945480529165 2.1370730615442173 13.037617538429794
137.5223611678832 7.3440948905109495 -55.948905109489054 130.05839416058393 0.28918891756560633 16.089869416881843 4.466127452464016 20.55427794759104
138.47636201904763 9.653285714285714 -52.60952380952381 135.77142857142857 0.2825731013463852 10.791225260512785 5.168577658441234 18.607349875459295
139.52938773188404 7.194840579710146 -52.268115942028984 134.52173913043478 0.28524051032666103 9.319804596326879 3.8739932868498173 18.046725742330754
140.54220574766353 9.249149532710282 -56.94392523364486 133.66355140186917 0.25944514039496297 18.826303983981195 3.1676866635051373 29.026234967000242
141.61760935416666 10.505833333333333 -51.03125 143.61458333333334 0.2753513441668279 13.374284436985363 3.8795755915864474 19.318260894631678
142.54650222857143 5.7579142857142855 -49.502857142857145 133.17714285714285 0.27970469533069864 8.34684351073225 1.401526864180779 14.4383435083567
143.48719543165467 7.185323741007195 -49.05035971223022 132.70503597122303 0.2983945219302082 15.367596610590716 0.21868610292907428 21.169903041414212
144.58315787662337 6.491493506493507 -49.246753246753244 134.92207792207793 0.2872256296286292 8.267404414715138 0.5845598667494494 17.02272448608016
145.4492795 4.643594339622641 -49.806603773584904 133.52830188679246 0.2685634864769862 7.4426861329210645 0.6625805565725758 16.479952112937504
146.5698712179487 4.340410256410257 -49.64529914529915 133.22222222222223 0.2812326338955648 12.167036430737904 0.990467016367577 20.542060712343144
147.52819384269662 5.61135393258427 -49.48314606741573 133.68539325842696 0.3030949885727747 7.743462404115178 0.8755397635405913 17.214832581248185
148.49758591457288 4.999562814070352 -47.54271356783919 134.46231155778895 0.28406287142381903 7.440789707563643 0.9005496218833279 17.781118569181004
149.60625094594593 5.437708108108108 -48.25945945945946 131.8054054054054 0.2849034585149887 14.629590237973698 1.3265397905543699 21.462348501830476
