Time (s),Packet Interval (ms),avg_OSD.flyTime [s],Distance (m),Height (m),Speed - x (m/s),Speed - y (m/s),Speed - z (m/s),Speed (m/s)
28,0.044,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,2.133,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,1.215,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,10.517,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,9.538,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,0.913,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,0.055,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,9.861,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,26.315,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,26.759,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
28,44.707,28.44444444,14.94888889,9.877777778,-1.755555556,-0.344444444,-0.011111111,1.789061414
29,37.04,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,15.005,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,15.507,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.071,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.034,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.033,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,18.89,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,2.184,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,15.875,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,2.293,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,3.778,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.637,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.524,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,20.098,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.063,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,4.458,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,18.762,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,27.029,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,5.846,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,1.617,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,17.947,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.178,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,7.715,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.061,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,13.858,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,22.641,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,7.885,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,17.573,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,9.985,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,6.473,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,24.422,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,3.374,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,10.289,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,14.792,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.611,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,34.367,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,8.387,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,14.132,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,2.912,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,19.848,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,26.208,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,20.27,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,13.629,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,6.634,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,13.674,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,6.576,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,7.656,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,12.612,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,2.214,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,18.093,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,20.295,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,13.024,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,7.252,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,1.328,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,12.09,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,6.846,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,7.899,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.067,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,12.298,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,20.266,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,20.266,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,10.86,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,9.447,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,11.851,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,8.442,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,7.776,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,1.221,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,11.303,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,20.653,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,28.73,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,2.118,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,4.254,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,16.099,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,27.528,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,11.164,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,40.716,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,22.12,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,16.125,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,1.134,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,23.725,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,3.602,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,17.852,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,33.61,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.078,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,5.152,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
29,0.211,29.41111111,13.24333333,9.9,-2.022222222,-0.4,0,2.061403094
30,18.664,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,2.456,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,1.241,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,13.097,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,22.874,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.297,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,40.827,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.946,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,1.429,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.056,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.041,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,34.192,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,10.282,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.265,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,14.726,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,5.553,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,1.083,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,12.992,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.392,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.682,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,5.101,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,34.327,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,23.183,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,12.378,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,4.299,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,1.135,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,14.863,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,1.42,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,2.678,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.466,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,28.46,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,10.208,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.331,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,19.624,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.825,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.938,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,11.153,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,10.203,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.262,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.297,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,15.882,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,4.578,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,9.924,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,6.634,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,3.823,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,6.345,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.371,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,14.563,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,38.191,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,3.453,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,13.551,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.956,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,19.391,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,10.33,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.063,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,5.992,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,10.359,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.288,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.75,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,11.421,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,8.845,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.755,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,11.826,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,7.687,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,4.51,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.061,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,26.938,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,20.523,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,4.059,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,18.372,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.142,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,12.205,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,5.799,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,1.707,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,12.316,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.627,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,7.778,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,14.568,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,10.86,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,10.342,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,22.817,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.081,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,19.666,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.565,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,11.169,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.831,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,21.824,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,8.134,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,24.415,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.075,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,0.038,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,13.812,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
30,7.041,30.45,11.4,9.94,-2.21,-0.47,0,2.259424706
31,15.639,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,3.838,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,7.94,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,15.263,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,30.54,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,18.61,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,7.84,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,12.488,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,8.253,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,10.669,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.953,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.667,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,21.326,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,21.062,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,20.283,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,8.66,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,10.109,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,1.889,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,8.846,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,7.354,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,2.933,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,14.454,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,19.273,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,20.931,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,9.945,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,22.011,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,22.678,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,25.36,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,12.455,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,17.628,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,7.846,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,6.509,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,6.113,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,9.589,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,28.927,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.082,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,1.845,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,34.887,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,4.608,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,6.206,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,6.495,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,11.678,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,12.717,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,1.188,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,9.147,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,20.76,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,4.514,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,15.888,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,11.32,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,14.723,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,5.444,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,21.541,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.063,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,8.419,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,13.345,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,20.468,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,16.799,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,13.435,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,7.294,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,3.035,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,20.065,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.063,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,1.121,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,20.262,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,6.718,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,14.505,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,13.218,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,7.102,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,15.075,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.082,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,11.082,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,31.412,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,14.072,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,22.004,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.056,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,3.132,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,17.736,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,2.53,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,15.402,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,0.06,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,9.927,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,2.108,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,2.596,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,30.129,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
31,18.002,31.42222222,9.635555556,10.03333333,-2.322222222,-0.6,0,2.39848203
32,23.332,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,17.211,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,5.527,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.828,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,12.411,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,11.44,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,29.504,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,20.26,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,19.887,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,3.021,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.757,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.133,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,12.478,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,9.793,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,20.296,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,22.748,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,20.799,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,1.099,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,3.963,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,11.744,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.059,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,4.466,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,4.514,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,19.73,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,25.216,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,32.876,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,3.046,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,7.137,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,12.392,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,11.82,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,20.269,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,24.113,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,20.314,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,4.144,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,13.905,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.223,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,4.092,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,16.168,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,20.324,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,20.283,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.337,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,11.427,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,1.685,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.311,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.851,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.306,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.82,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.286,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.75,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,1.483,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.698,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,1.333,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.306,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.821,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,1.084,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.432,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,8.584,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,11.234,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,10.334,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.315,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.695,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,14.082,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,34.873,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,11.362,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.728,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,13.086,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,0.822,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,6.347,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,44.842,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,24.698,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,7.379,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,2.302,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
32,18.738,32.45,8.02,10.11,-2.38,-0.74,0,2.492388413
