"avg_Time (s)" "avg_Packet Interval (ms)" avg_Length "avg_RSSI (dBm)" "stdDev_Time (s)" "stdDev_Packet Interval (ms)" stdDev_Length "stdDev_RSSI (dBm)"
13.457202 0.0 151.0 -23.0 0.0 0.0 0.0 0.0
16.838829 1711.5810000000001 763.0 -24.0 0.041534999999999656 1628.5110000000002 701.0 1.0
30.157109 13276.745 62.0 -27.0 0.0 0.0 0.0 0.0
32.4900688 519.2158 149.2 -31.6 0.18009729532605398 816.0382847914427 5.268775948927796 0.4898979485566356
33.4753726 217.0826 115.0 -28.8 0.23351870262623306 150.265158764898 43.34051222586092 2.1354156504062622
34.30147214285714 132.5184285714286 139.42857142857142 -34.0 0.26174118030027227 92.05395567330086 32.20406869972064 2.0
35.40955175 247.10250000000002 103.25 -30.5 0.21443037475294352 161.48648948828506 42.043875891739575 2.0615528128088303
36.4783645 255.51725 110.0 -32.0 0.17225258622514142 266.3184192807315 27.712812921102035 1.7320508075688772
37.739973000000006 498.54400000000004 109.0 -31.0 0.03382399999999919 430.896 47.0 2.0
38.4950158 214.5556 115.0 -28.4 0.21448973402883348 153.90629912073123 43.34051222586092 2.0591260281974
39.3712182 184.9048 136.8 -29.2 0.24712913992113597 95.99899700392707 37.78571158520109 2.1354156504062622
40.41628 247.81625000000003 103.25 -25.25 0.21530491746706412 161.4297603996472 42.043875891739575 4.14578098794425
41.125555500000004 231.36599999999999 102.0 -25.5 0.09954049999999981 32.28500000000001 40.0 1.5
42.69800175 382.1404999999999 147.25 -32.25 0.04303657921103306 601.3320418265185 2.384848003542364 0.4330127018922193
43.5060415 193.50833333333333 121.16666666666667 -29.833333333333332 0.2507363329434264 197.9732130353891 42.065095057805614 3.0776975521032313
44.4862414 84.62620000000001 145.0 -30.9 0.27964746525516737 154.1605473250533 28.43589281172652 1.7000000000000002
45.39221758823529 71.2660588235294 143.11764705882354 -29.941176470588236 0.21168897453577268 103.35715107362124 38.450705421420345 2.4607647839237514
46.415678500000006 125.98466666666667 132.5 -31.5 0.19707567339370727 92.3088832700058 31.547583108694713 2.0615528128088303
47.559195375 128.83775 146.625 -32.875 0.1657402597039548 179.96367547768494 1.79843682124227 0.33071891388307384
48.73849285294117 35.946264705882356 147.5 -34.0 0.25628111065759407 68.19404105772638 23.77869783205622 1.9250668437592438
49.50618925301205 12.041518072289156 162.43373493975903 -38.265060240963855 0.273507889609288 8.035369525186747 23.111668555074566 4.19720026405841
50.54975507017544 8.918368421052632 154.50877192982455 -35.54385964912281 0.27853572884136074 6.945642290614901 9.811598591101058 2.6162124453585567
51.518945285714274 8.39447899159664 154.0672268907563 -45.621848739495796 0.267890249935692 7.313394361710215 9.284242630254132 1.9140857643414817
52.5087401832061 7.615839694656488 154.94656488549617 -47.0 0.2778265442339686 5.492413813013925 8.74779184970641 2.4275769341037097
53.52273478658536 6.087506097560976 153.890243902439 -49.542682926829265 0.26401466610541413 7.571313964722493 12.92898624434125 2.0904854429700013
54.5134610070922 7.100347517730496 151.51063829787233 -52.09929078014184 0.28360171134506745 11.47465327586055 20.625198738359618 1.759694382471635
55.487049808917206 6.3999999999999995 151.1464968152866 -47.28662420382165 0.2844319171347638 12.02374117250698 20.832610181236667 1.5722552888039958
56.48292402542373 7.7823050847457615 151.67796610169492 -48.1271186440678 0.2681179243967184 20.72768990599596 20.764980851461498 1.8845788549434208
57.49328229310345 8.655413793103447 152.43103448275863 -52.474137931034484 0.27781218980433486 27.567991174195114 19.316878512885296 4.463378198908566
58.44618696078431 9.82686274509804 153.2058823529412 -48.754901960784316 0.2780887157966848 29.315976452666867 18.37748955272915 1.7569820075066331
59.48078736633663 9.948158415841585 152.3960396039604 -47.62376237623762 0.2711703980377927 29.389305568803234 20.73265908252231 1.954185582300105
60.49663 7.652757142857142 155.54285714285714 -51.06428571428572 0.28744397936701166 13.679703627674847 8.660560381548585 1.6699474512079469
61.50958914634146 8.080105691056913 155.35772357723576 -48.94308943089431 0.2877031613758697 6.195721980427148 9.498078608693644 0.9652567206280216
62.518128528000005 8.023848000000001 155.976 -48.504 0.292453497497611 6.297868971715432 8.490431320021383 0.9684957408269793
63.47627925581395 7.755155038759691 155.51162790697674 -45.63565891472868 0.2732554441019486 6.2764394481669 8.356510045504438 0.7464436041681068
64.49856838834951 9.635621359223299 156.29126213592232 -47.980582524271846 0.2897693116412992 6.624018995500214 9.302501039584943 2.519749496426806
65.50930228205127 8.635273504273503 155.74358974358975 -46.07692307692308 0.2903183535297119 6.749115409746992 8.98351181607941 1.7934059948764831
66.4364759892473 10.729548387096774 155.86021505376345 -45.75268817204301 0.28080043777343583 6.996484411375933 10.022116830301044 0.650159847648644
67.56303738961039 12.95274025974026 158.97402597402598 -46.12987012987013 0.2865717837246383 8.237812266950614 15.845827035559987 1.7384173228337765
68.49730808974361 12.760961538461538 162.10256410256412 -48.55128205128205 0.29878966695191406 8.070231262282752 16.143260674976723 2.619686005345091
69.51646811267607 14.12705633802817 160.4788732394366 -49.08450704225352 0.29525471074547815 9.92842346943236 22.062560955462747 2.34818766719633
70.52317831707317 12.265219512195122 155.5609756097561 -46.292682926829265 0.28141146530983163 15.822420077161263 30.209470959180194 2.948698782381934
71.5194481884058 14.477304347826086 155.92753623188406 -51.56521739130435 0.2846222113908575 14.935479347585568 33.35114835846582 2.5508069815430656
72.48959622972973 13.404810810810812 159.21621621621622 -56.87837837837838 0.28250926069956517 12.56796117081981 26.296269527984112 3.3041853176821907
73.47862073239435 14.18242253521127 162.6338028169014 -54.690140845070424 0.30755077094267835 8.245603700448154 17.199934029205057 2.0800294506025474
74.46996788679245 16.85624528301887 164.60377358490567 -66.33962264150944 0.24865664554612488 7.28234568758042 14.150591190585496 5.514794497364939
75.4907231369863 15.154876712328765 164.45205479452054 -66.13698630136986 0.284870308158917 15.437865161291725 17.859452119939032 5.572228270981182
76.50132665671643 14.749492537313431 163.23880597014926 -59.149253731343286 0.2940977611959395 8.563133263865536 16.312333537540372 1.2001707756999778
77.50688132352943 14.935426470588236 163.76470588235293 -59.61764705882353 0.2911822952102258 7.543384993247934 16.519255829146452 1.2722075737577747
78.48052040579708 14.488898550724638 163.3913043478261 -61.608695652173914 0.30578137721289045 8.355814969307437 17.771673757802024 2.409025248207838
79.5187766969697 14.936666666666666 163.6818181818182 -66.68181818181819 0.29500442277311045 8.619997789378424 17.72189118004185 2.5770495868342844
80.50174079452056 13.80613698630137 163.12328767123287 -66.95890410958904 0.2882658746099791 8.45727568803492 18.365352433676183 1.1157448051669718
81.491182015625 15.674890625 164.8125 -71.109375 0.29038823458090623 7.643385993207598 17.14813674280678 1.6594161953455198
82.48199100000002 16.72471186440678 163.89830508474577 -71.98305084745763 0.3058991156600378 15.381286413383545 18.34111331967687 2.664846645021498
83.48139993023256 23.30460465116279 162.04651162790697 -74.18604651162791 0.3552673040556212 35.82205049195747 17.094747579534605 3.7741828867919143
84.47014482352941 14.902955882352941 164.4558823529412 -60.955882352941174 0.2911989876519117 7.649477209037428 15.630319163812036 2.703123593665254
85.47671749230769 15.148015384615384 163.83076923076922 -55.38461538461539 0.29268414657101643 8.495642261214424 16.259027533384675 1.3888823142513684
86.47268306153845 15.524646153846154 164.93846153846152 -53.93846153846154 0.29129253500328905 7.6783434800658545 15.856934346332691 0.782047078593159
87.48105821875 15.4653125 164.1875 -59.671875 0.2826962620653167 8.146440459019127 16.74895052682406 4.362677960195435
88.46724496 13.541813333333334 160.17333333333335 -63.93333333333333 0.3012458814061554 10.142879571000645 22.23772970026892 1.7384539747207062
89.48540042647059 14.695985294117648 163.80882352941177 -67.67647058823529 0.29117388361486474 8.004248279163361 15.940382821572069 2.4878597964479443
90.469276578125 15.577375 163.40625 -71.84375 0.2753644483003843 10.145755321654224 14.93289024058973 2.4252496649829682
91.52594115254237 16.94542372881356 164.03389830508473 -71.32203389830508 0.2775503650198852 8.854043025940165 14.127705802567359 2.800972458042976
92.47344384615384 15.178369230769231 163.7846153846154 -70.98461538461538 0.2810752230594419 7.5717098822255275 16.44617543353264 1.6123781546552496
93.45392301449276 14.672710144927537 164.04347826086956 -70.7536231884058 0.2929927280425927 8.354779118497543 18.270459869519712 1.4285474238088824
94.4426419 16.673866666666665 163.15 -72.61666666666666 0.27603095737753225 13.216549975273004 18.421748921677697 1.9671609548336968
95.47477115151514 15.171727272727273 164.03030303030303 -67.74242424242425 0.2872310760023922 7.782006910944212 19.002368031833917 2.032393767476906
96.51071645901641 16.46455737704918 163.98360655737704 -74.98360655737704 0.2875634988864008 9.698129933854311 17.47925402924774 1.3966212540163192
97.479232078125 15.33309375 164.421875 -68.234375 0.2821241402457163 7.41901737032681 17.99462132094963 1.3198270187320003
98.44833535714287 14.254042857142858 163.24285714285713 -68.74285714285715 0.2887505340813382 7.979155016909845 18.747522285271053 2.54494296475924
99.4845361969697 15.208939393939394 164.27272727272728 -66.21212121212122 0.2874037117201026 7.68023250689478 18.301801082544138 2.19168643739315
100.48556346153845 15.508153846153848 163.8153846153846 -61.04615384615385 0.2850225275687229 7.841278145873078 16.81473008790192 1.1559979934873355
101.4897030625 15.670343749999999 164.5625 -59.25 0.28689953748589625 7.845744637259482 16.04278946287085 1.8957188610128877
102.48293519354839 16.016290322580648 165.20967741935485 -63.46774193548387 0.2766710659766209 8.486937567258964 14.485963280155252 2.8096477906663417
103.45234124637682 14.561884057971016 163.20289855072463 -63.333333333333336 0.28973207388878325 8.302248900036162 16.742361191452964 2.2241537499421313
104.47477585294118 14.631235294117648 163.86764705882354 -63.39705882352941 0.2809897121871863 8.360582962571954 17.06898150909378 2.066111051926477
105.47631397058822 14.783647058823528 165.2941176470588 -59.73529411764706 0.282483489383735 7.700868126701319 17.570077189834635 3.3633738622139857
106.49462196923076 15.321215384615384 164.41538461538462 -55.723076923076924 0.27318972879357495 7.595099295430945 15.323076923076922 3.8531014173707363
107.47470704545454 15.103772727272728 164.03030303030303 -59.45454545454545 0.27924517341036215 7.402727735989997 16.707800479951562 8.092611329275721
108.45955697142857 14.333271428571429 162.68571428571428 -50.94285714285714 0.29279802185406867 8.75352714040204 17.522673358613204 4.035151667483124
109.48330935384614 15.427492307692308 164.36923076923077 -39.87692307692308 0.2804980083558213 8.772458736335558 17.845119333410707 1.7232142802394894
110.47493817741935 16.029467741935484 165.0483870967742 -47.08064516129032 0.2682739949311283 7.311083006834923 17.36740311465506 4.371086773763124
111.48677868181818 15.216545454545455 163.8030303030303 -43.78787878787879 0.27450782271693525 7.794166383364564 17.298817350511406 2.884205428710755
112.50563172580644 16.277145161290317 164.61290322580646 -48.70967741935484 0.2728819487500372 8.239767973257605 18.655064899645605 0.5502813583623222
113.44599786764707 14.57485294117647 163.27941176470588 -47.94117647058823 0.27808834550974976 7.9424654848714145 19.301665265124676 3.68575298772248
114.47021171641792 14.99583582089552 164.23880597014926 -59.47761194029851 0.27753844127657984 8.073949865817335 16.973279749063362 4.9636235228183185
