"avg_Time (s)" "avg_Speed (m/s)" "avg_Distance (m)" "avg_Height (m)" "stdDev_Time (s)" "stdDev_Speed (m/s)" "stdDev_Distance (m)" "stdDev_Height (m)"
0.5338461538461539 0.3115384615384616 0.1469230769230769 0.37307692307692303 0.324138585307592 0.06401275760420477 0.34139723344795453 0.09828409491677415
1.4793125 0.4375 0.11499999999999999 0.7499999999999999 0.2889111495663503 0.0484122918275927 0.007071067811865472 0.11180339887498951
2.5106923076923082 0.4282051282051283 0.09743589743589745 1.2307692307692306 0.29310584015091207 0.044999817371241646 0.004366509324596517 0.15876744185038685
3.549225806451614 1.3774193548387093 0.12064516129032257 2.003225806451613 0.29191345488085796 0.6089174303998409 0.025644654083034568 0.42463181088785384
4.56167741935484 2.9709677419354845 0.22064516129032258 4.058064516129032 0.2852891444512521 0.24651578289732645 0.01683611400090308 0.7178705937605023
5.52290625 2.3781250000000003 0.145 6.762499999999999 0.30118270611198356 0.4910030390690062 0.04949747468305833 0.8550402037331345
6.505633333333333 1.3399999999999999 0.11833333333333335 8.96 0.26402644859096125 0.265329983228432 0.017904065335994385 0.37469987990390397
7.469999999999999 0.14516129032258066 0.13516129032258065 9.590322580645163 0.292744521449522 0.2283725163926175 0.012409925201078286 0.029565004483585955
8.482000000000001 0.5857142857142856 0.12142857142857144 9.6 0.3241340110862437 0.427312436476341 0.08025469660107508 0.0
9.495774193548389 2.358709677419355 1.4958064516129028 9.600000000000003 0.2850171143336121 0.5857321965159332 0.7622960824887738 3.552713678800501e-15
10.504699999999998 4.214 5.198000000000002 9.659999999999997 0.31285536061679786 0.5238867562110473 1.4313522743662137 0.048989794855663384
11.551375 5.7275 10.20875 9.85 0.30809790279768756 0.4325048169288601 1.801315057811931 0.04999999999999982
12.535375 5.42625 16.439999999999998 10.025 0.27343186422763527 0.7687154463779168 1.4897063469019654 0.04330127018922177
13.489851851851851 2.268518518518518 20.263333333333335 9.981481481481481 0.2546385533789826 0.9602187393687139 0.6952803857544199 0.03884477215444992
14.374366666666665 0.297 21.32366666666666 9.946666666666664 0.2735957459870717 0.2576451047468203 0.09064521805123225 0.049888765156985704
15.45272 0.5591999999999999 21.3216 10.016 0.266920290723654 0.5379808175018883 0.19286637861483225 0.03666060555964659
16.536107142857144 1.4771428571428575 20.08571428571429 10.114285714285716 0.256921658332668 0.02657296462534042 0.4031255438218128 0.03499271061118814
17.513166666666667 1.3419999999999994 18.62933333333333 10.033333333333333 0.26978288595749633 0.057061370470748385 0.4242242593513742 0.04714045207910301
18.527218750000003 1.1912500000000001 17.225 10.0125 0.26105910901257107 0.06716351316004843 0.28753260684659715 0.03307189138830727
19.58539285714286 1.022857142857143 16.195714285714285 10.05714285714286 0.279207467573809 0.03614031611621009 0.29427184433334214 0.04948716593053918
20.546451612903223 1.0 15.121612903225802 10.100000000000003 0.26043014526339786 0.0 0.34088212676764945 3.552713678800501e-15
21.476137931034483 1.0 14.113448275862071 10.100000000000001 0.2623788684902088 0.0 0.27427994586539484 1.7763568394002505e-15
22.49278125 0.9624999999999999 13.0590625 10.1 0.3063281261954858 0.029047375096555653 0.3211245803325401 0.0
23.502750000000002 0.917142857142857 12.148571428571428 10.1 0.3082593556684742 0.03614031611621003 0.2698903783511568 0.0
24.552035714285715 0.9396428571428572 11.133214285714287 10.142857142857144 0.302954909674556 0.04515703891161715 0.3212703975895495 0.049487165930539166
25.458000000000002 0.9600000000000001 10.23 10.099999999999998 0.27988362966391284 0.022188007849009185 0.25885844067306807 1.7763568394002505e-15
26.485742857142856 0.9411428571428571 9.223142857142856 10.100000000000001 0.3077302476295151 0.0031815796359028724 0.34125626255747155 1.7763568394002505e-15
27.42085714285714 0.9428571428571431 8.278571428571428 10.1 0.28369157224574915 0.00451753951452626 0.21774353009437322 0.0
28.507 0.9456249999999999 7.3881250000000005 10.1 0.300806000605041 0.004960783708246112 0.3341260755687887 0.0
29.5285625 0.94 6.3774999999999995 10.1 0.2722417282375168 0.0 0.23662998542027594 0.0
30.461151515151514 0.9412121212121212 5.52969696969697 10.1 0.292906037391052 0.0032637362467481867 0.24367744263969815 0.0
31.418366666666667 0.9400000000000002 4.719333333333334 10.100000000000001 0.2899208493518341 2.220446049250313e-16 0.2446621252984523 1.7763568394002505e-15
32.51870967741936 0.9632258064516132 3.8693548387096777 10.100000000000003 0.2729057728852391 0.03938127086975966 0.1762318027004164 3.552713678800501e-15
33.545482758620686 0.9582758620689655 3.2151724137931037 10.100000000000001 0.27810090214111177 0.053824040617504454 0.2235083997442659 1.7763568394002505e-15
34.537967741935475 0.986451612903226 2.6974193548387104 10.100000000000003 0.24872364297010566 0.016761782008731085 0.07326345486624689 3.552713678800501e-15
35.44782142857143 0.9914285714285717 2.5921428571428566 10.1 0.2856561436376946 0.04453844933748546 0.01718744202216559 0.0
36.516343750000004 0.9425 2.7800000000000002 10.1 0.2843341574379302 0.004330127018922197 0.08923284148787375 0.0
37.49722580645161 0.9400000000000003 3.188064516129032 10.0741935483871 0.28013806615349646 3.3306690738754696e-16 0.18521860414531818 0.04375696763306609
38.5799375 0.9737500000000001 3.98375 10.025 0.2680383528410626 0.04357106264483348 0.20377300483626387 0.04330127018922178
