Time,Packet Inter-arrival (ms),Time (s),avg_OSD.height [m]
65.298845,0.26,65,10.4
65.299178,0.333,65,10.4
65.299506,0.328,65,10.4
65.302017,2.511,65,10.4
65.327954,25.937,65,10.4
65.328697,0.743,65,10.4
65.328786,0.089,65,10.4
65.329043,0.257,65,10.4
65.329738,0.695,65,10.4
65.329926,0.188,65,10.4
65.330192,0.266,65,10.4
65.33454,4.348,65,10.4
65.334591,0.051,65,10.4
65.33461,0.019,65,10.4
65.336291,1.681,65,10.4
65.336672,0.381,65,10.4
65.336749,0.077,65,10.4
65.363687,26.938,65,10.4
65.376523,12.836,65,10.4
65.376574,0.051,65,10.4
65.376598,0.024,65,10.4
65.376636,0.038,65,10.4
65.376664,0.028,65,10.4
65.378411,1.747,65,10.4
65.378448,0.037,65,10.4
65.378468,0.02,65,10.4
65.378947,0.479,65,10.4
65.399872,20.925,65,10.4
65.400559,0.687,65,10.4
65.400895,0.336,65,10.4
65.401241,0.346,65,10.4
65.401553,0.312,65,10.4
65.403702,2.149,65,10.4
65.404021,0.319,65,10.4
65.404352,0.331,65,10.4
65.404493,0.141,65,10.4
65.405143,0.65,65,10.4
65.428418,23.275,65,10.4
65.429069,0.651,65,10.4
65.429409,0.34,65,10.4
65.430138,0.729,65,10.4
65.430442,0.304,65,10.4
65.430803,0.361,65,10.4
65.431103,0.3,65,10.4
65.431439,0.336,65,10.4
65.432392,0.953,65,10.4
65.432446,0.054,65,10.4
65.437136,4.69,65,10.4
65.448123,10.987,65,10.4
65.463092,14.969,65,10.4
65.479399,16.307,65,10.4
65.479463,0.064,65,10.4
65.479719,0.256,65,10.4
65.479746,0.027,65,10.4
65.48006,0.314,65,10.4
65.480086,0.026,65,10.4
65.480105,0.019,65,10.4
65.480123,0.018,65,10.4
65.495323,15.2,65,10.4
65.511931,16.608,66,10.4
65.512229,0.298,66,10.4
65.512579,0.35,66,10.4
65.512905,0.326,66,10.4
65.513245,0.34,66,10.4
65.513276,0.031,66,10.4
65.513565,0.289,66,10.4
65.513711,0.146,66,10.4
65.528659,14.948,66,10.4
65.529294,0.635,66,10.4
65.529624,0.33,66,10.4
65.530111,0.487,66,10.4
65.530679,0.568,66,10.4
65.531012,0.333,66,10.4
65.531344,0.332,66,10.4
65.531665,0.321,66,10.4
65.532103,0.438,66,10.4
65.532271,0.168,66,10.4
65.535293,3.022,66,10.4
65.561642,26.349,66,10.4
65.573007,11.365,66,10.4
65.573324,0.317,66,10.4
65.573658,0.334,66,10.4
65.573989,0.331,66,10.4
65.577334,3.345,66,10.4
65.577645,0.311,66,10.4
65.577672,0.027,66,10.4
65.577695,0.023,66,10.4
65.59454,16.845,66,10.4
65.595218,0.678,66,10.4
65.610477,15.259,66,10.4
65.610532,0.055,66,10.4
65.610556,0.024,66,10.4
65.610578,0.022,66,10.4
65.610601,0.023,66,10.4
65.610624,0.023,66,10.4
65.610647,0.023,66,10.4
65.628258,17.611,66,10.4
65.684453,56.195,66,10.4
65.68452,0.067,66,10.4
65.687409,2.889,66,10.4
65.687453,0.044,66,10.4
65.687481,0.028,66,10.4
65.687508,0.027,66,10.4
65.687541,0.033,66,10.4
65.687563,0.022,66,10.4
65.687584,0.021,66,10.4
65.687606,0.022,66,10.4
65.687628,0.022,66,10.4
65.687731,0.103,66,10.4
65.688074,0.343,66,10.4
65.688408,0.334,66,10.4
65.689113,0.705,66,10.4
65.689451,0.338,66,10.4
65.689789,0.338,66,10.4
65.690861,1.072,66,10.4
65.690918,0.057,66,10.4
65.693586,2.668,66,10.4
65.695783,2.197,66,10.4
65.712704,16.921,66,10.4
65.712763,0.059,66,10.4
65.772951,60.188,66,10.4
65.773012,0.061,66,10.4
65.773041,0.029,66,10.4
65.773069,0.028,66,10.4
65.773095,0.026,66,10.4
65.773118,0.023,66,10.4
65.77314,0.022,66,10.4
65.793199,20.059,66,10.4
65.793256,0.057,66,10.4
65.793281,0.025,66,10.4
65.793309,0.028,66,10.4
65.793328,0.019,66,10.4
65.793348,0.02,66,10.4
65.794602,1.254,66,10.4
65.794646,0.044,66,10.4
65.794671,0.025,66,10.4
65.794693,0.022,66,10.4
65.794716,0.023,66,10.4
65.794738,0.022,66,10.4
65.79476,0.022,66,10.4
65.794784,0.024,66,10.4
65.794808,0.024,66,10.4
65.794831,0.023,66,10.4
65.794853,0.022,66,10.4
65.794976,0.123,66,10.4
65.795022,0.046,66,10.4
65.795337,0.315,66,10.4
65.810049,14.712,66,10.4
65.810151,0.102,66,10.4
65.810576,0.425,66,10.4
65.81061,0.034,66,10.4
65.810632,0.022,66,10.4
65.811608,0.976,66,10.4
65.81165,0.042,66,10.4
65.811674,0.024,66,10.4
65.828669,16.995,66,10.4
65.829471,0.802,66,10.4
65.82998,0.509,66,10.4
65.836637,6.657,66,10.4
65.836709,0.072,66,10.4
65.836762,0.053,66,10.4
65.836792,0.03,66,10.4
65.836817,0.025,66,10.4
65.836843,0.026,66,10.4
65.836865,0.022,66,10.4
65.861848,24.983,66,10.4
65.864235,2.387,66,10.4
65.869925,5.69,66,10.4
65.869977,0.052,66,10.4
65.870002,0.025,66,10.4
65.870026,0.024,66,10.4
65.870139,0.113,66,10.4
65.870168,0.029,66,10.4
65.870185,0.017,66,10.4
65.884806,14.621,66,10.4
65.895166,10.36,66,10.4
65.897546,2.38,66,10.4
65.897599,0.053,66,10.4
65.897618,0.019,66,10.4
65.897637,0.019,66,10.4
65.897864,0.227,66,10.4
65.898207,0.343,66,10.4
65.898533,0.326,66,10.4
65.899059,0.526,66,10.4
65.934762,35.703,66,10.4
65.935485,0.723,66,10.4
65.938211,2.726,66,10.4
65.938267,0.056,66,10.4
65.938291,0.024,66,10.4
65.938321,0.03,66,10.4
65.938349,0.028,66,10.4
65.938377,0.028,66,10.4
65.939845,1.468,66,10.4
65.939893,0.048,66,10.4
65.939918,0.025,66,10.4
65.962154,22.236,66,10.4
65.962803,0.649,66,10.4
65.96314,0.337,66,10.4
65.963483,0.343,66,10.4
65.963797,0.314,66,10.4
65.96452,0.723,66,10.4
65.964862,0.342,66,10.4
65.965159,0.297,66,10.4
65.965592,0.433,66,10.4
65.995956,30.364,66,10.4
65.996656,0.7,66,10.4
65.99709,0.434,66,10.4
65.99731,0.22,66,10.4
65.99765,0.34,66,10.4
65.998336,0.686,66,10.4
65.998664,0.328,66,10.4
65.999003,0.339,66,10.4
65.999318,0.315,66,10.4
66.029142,29.824,66,10.4
66.030439,1.297,66,10.4
66.030495,0.056,66,10.4
66.030523,0.028,66,10.4
66.03116,0.637,66,10.4
66.032189,1.029,66,10.4
66.03224,0.051,66,10.4
66.032273,0.033,66,10.4
66.032779,0.506,66,10.4
66.033258,0.479,66,10.4
66.062159,28.901,66,10.4
66.062771,0.612,66,10.4
66.063089,0.318,66,10.4
66.063418,0.329,66,10.4
66.065528,2.11,66,10.4
66.065558,0.03,66,10.4
66.065584,0.026,66,10.4
66.065611,0.027,66,10.4
66.065637,0.026,66,10.4
66.065654,0.017,66,10.4
66.070153,4.499,66,10.4
66.072873,2.72,66,10.4
66.102793,29.92,66,10.4
66.103331,0.538,66,10.4
66.103564,0.233,66,10.4
66.103635,0.071,66,10.4
66.128304,24.669,66,10.4
66.12884,0.536,66,10.4
66.129077,0.237,66,10.4
66.130098,1.021,66,10.4
66.130153,0.055,66,10.4
66.134362,4.209,66,10.4
66.142997,8.635,66,10.4
66.148646,5.649,66,10.4
66.152202,3.556,66,10.4
66.162108,9.906,66,10.4
66.16487,2.762,66,10.4
66.165067,0.197,66,10.4
66.165622,0.555,66,10.4
66.165845,0.223,66,10.4
66.16593,0.085,66,10.4
66.195317,29.387,66,10.4
66.195852,0.535,66,10.4
66.196055,0.203,66,10.4
66.196277,0.222,66,10.4
66.196428,0.151,66,10.4
66.212909,16.481,66,10.4
66.233876,20.967,66,10.4
66.234411,0.535,66,10.4
66.234634,0.223,66,10.4
66.234856,0.222,66,10.4
66.234927,0.071,66,10.4
66.235791,0.864,66,10.4
66.268522,32.731,66,10.4
66.269042,0.52,66,10.4
66.269264,0.222,66,10.4
66.270123,0.859,66,10.4
66.301103,30.98,66,10.4
66.301913,0.81,66,10.4
66.301952,0.039,66,10.4
66.302069,0.117,66,10.4
66.328636,26.567,66,10.4
66.329184,0.548,66,10.4
66.329401,0.217,66,10.4
66.330306,0.905,66,10.4
66.330341,0.035,66,10.4
66.335233,4.892,66,10.4
66.350195,14.962,66,10.4
66.350262,0.067,66,10.4
66.35029,0.028,66,10.4
66.361741,11.451,66,10.4
66.362286,0.545,66,10.4
66.362511,0.225,66,10.4
66.362745,0.234,66,10.4
66.374411,11.666,66,10.4
66.38264,8.229,66,10.4
66.39255,9.91,66,10.4
66.396258,3.708,66,10.4
66.396777,0.519,66,10.4
66.397017,0.24,66,10.4
66.397108,0.091,66,10.4
66.429187,32.079,66,10.4
66.430107,0.92,66,10.4
66.430239,0.132,66,10.4
66.430279,0.04,66,10.4
66.436422,6.143,66,10.4
66.449033,12.611,66,10.4
66.456813,7.78,66,10.4
66.462163,5.35,66,10.4
66.462657,0.494,66,10.4
66.462881,0.224,66,10.4
66.463155,0.274,66,10.4
66.486869,23.714,66,10.4
66.498904,12.035,66,10.4
66.500532,1.628,67,10.49
66.500785,0.253,67,10.49
66.500878,0.093,67,10.49
66.528889,28.011,67,10.49
66.536321,7.432,67,10.49
66.536371,0.05,67,10.49
66.536399,0.028,67,10.49
66.537884,1.485,67,10.49
66.563301,25.417,67,10.49
66.56611,2.809,67,10.49
66.566168,0.058,67,10.49
66.566192,0.024,67,10.49
66.600427,34.235,67,10.49
66.602069,1.642,67,10.49
66.602108,0.039,67,10.49
66.602133,0.025,67,10.49
66.602155,0.022,67,10.49
66.629541,27.386,67,10.49
66.632313,2.772,67,10.49
66.632371,0.058,67,10.49
66.632399,0.028,67,10.49
66.632428,0.029,67,10.49
66.637388,4.96,67,10.49
66.643808,6.42,67,10.49
66.644093,0.285,67,10.49
66.658194,14.101,67,10.49
66.664219,6.025,67,10.49
66.667898,3.679,67,10.49
66.667956,0.058,67,10.49
66.667984,0.028,67,10.49
66.668004,0.02,67,10.49
66.66803,0.026,67,10.49
66.668049,0.019,67,10.49
66.668067,0.018,67,10.49
66.668085,0.018,67,10.49
66.673833,5.748,67,10.49
66.700859,27.026,67,10.49
66.703825,2.966,67,10.49
66.704056,0.231,67,10.49
66.704261,0.205,67,10.49
66.705917,1.656,67,10.49
66.705966,0.049,67,10.49
66.705986,0.02,67,10.49
66.729925,23.939,67,10.49
66.730423,0.498,67,10.49
66.730632,0.209,67,10.49
66.730854,0.222,67,10.49
66.732031,1.177,67,10.49
66.732074,0.043,67,10.49
66.738377,6.303,67,10.49
66.762454,24.077,67,10.49
66.768784,6.33,67,10.49
66.768854,0.07,67,10.49
66.768884,0.03,67,10.49
66.768904,0.02,67,10.49
66.768922,0.018,67,10.49
66.768992,0.07,67,10.49
66.796442,27.45,67,10.49
66.798624,2.182,67,10.49
66.79867,0.046,67,10.49
66.798694,0.024,67,10.49
66.798717,0.023,67,10.49
66.802976,4.259,67,10.49
66.803201,0.225,67,10.49
66.8033,0.099,67,10.49
66.803339,0.039,67,10.49
66.841361,38.022,67,10.49
66.842964,1.603,67,10.49
66.843497,0.533,67,10.49
66.846543,3.046,67,10.49
66.846597,0.054,67,10.49
66.846621,0.024,67,10.49
66.846643,0.022,67,10.49
66.846661,0.018,67,10.49
66.863116,16.455,67,10.49
66.863685,0.569,67,10.49
66.863907,0.222,67,10.49
66.864131,0.224,67,10.49
66.864355,0.224,67,10.49
66.864571,0.216,67,10.49
66.864612,0.041,67,10.49
66.877089,12.477,67,10.49
66.896179,19.09,67,10.49
66.896715,0.536,67,10.49
66.896939,0.224,67,10.49
66.897184,0.245,67,10.49
66.897485,0.301,67,10.49
66.897527,0.042,67,10.49
66.932419,34.892,67,10.49
66.93297,0.551,67,10.49
66.933204,0.234,67,10.49
66.933412,0.208,67,10.49
66.933616,0.204,67,10.49
66.9396,5.984,67,10.49
66.966976,27.376,67,10.49
66.967511,0.535,67,10.49
66.967731,0.22,67,10.49
66.967958,0.227,67,10.49
66.968061,0.103,67,10.49
66.996752,28.691,67,10.49
67.000683,3.931,67,10.49
67.001528,0.845,67,10.49
67.001577,0.049,67,10.49
67.001754,0.177,67,10.49
67.001914,0.16,67,10.49
67.030165,28.251,67,10.49
67.030754,0.589,67,10.49
67.030998,0.244,67,10.49
67.031266,0.268,67,10.49
67.031507,0.241,67,10.49
67.031747,0.24,67,10.49
67.032253,0.506,67,10.49
67.040302,8.049,67,10.49
67.066486,26.184,67,10.49
67.067326,0.84,67,10.49
67.067556,0.23,67,10.49
67.067769,0.213,67,10.49
67.068009,0.24,67,10.49
67.06816,0.151,67,10.49
67.087315,19.155,67,10.49
67.098746,11.431,67,10.49
67.100674,1.928,67,10.49
67.100888,0.214,67,10.49
67.101106,0.218,67,10.49
67.101132,0.026,67,10.49
67.101155,0.023,67,10.49
67.130469,29.314,67,10.49
67.131006,0.537,67,10.49
67.131228,0.222,67,10.49
67.131464,0.236,67,10.49
67.131675,0.211,67,10.49
67.131745,0.07,67,10.49
67.14359,11.845,67,10.49
67.168808,25.218,67,10.49
67.169377,0.569,67,10.49
67.169595,0.218,67,10.49
67.169887,0.292,67,10.49
67.170063,0.176,67,10.49
67.170277,0.214,67,10.49
67.170973,0.696,67,10.49
67.17119,0.217,67,10.49
67.171368,0.178,67,10.49
67.172591,1.223,67,10.49
67.179281,6.69,67,10.49
67.181958,2.677,67,10.49
67.202491,20.533,67,10.49
67.208857,6.366,67,10.49
67.208923,0.066,67,10.49
67.209062,0.139,67,10.49
67.20928,0.218,67,10.49
67.209309,0.029,67,10.49
67.209333,0.024,67,10.49
67.209373,0.04,67,10.49
67.209396,0.023,67,10.49
67.209417,0.021,67,10.49
67.20944,0.023,67,10.49
67.236509,27.069,67,10.49
67.23707,0.561,67,10.49
67.237307,0.237,67,10.49
67.237504,0.197,67,10.49
67.237731,0.227,67,10.49
67.237942,0.211,67,10.49
67.238527,0.585,67,10.49
67.238747,0.22,67,10.49
67.238972,0.225,67,10.49
67.239148,0.176,67,10.49
67.241871,2.723,67,10.49
67.265948,24.077,67,10.49
67.266502,0.554,67,10.49
67.266725,0.223,67,10.49
67.266935,0.21,67,10.49
67.267085,0.15,67,10.49
67.30293,35.845,67,10.49
67.306641,3.711,67,10.49
67.306706,0.065,67,10.49
67.306738,0.032,67,10.49
67.306757,0.019,67,10.49
67.306776,0.019,67,10.49
67.306796,0.02,67,10.49
67.306821,0.025,67,10.49
67.331165,24.344,67,10.49
67.336649,5.484,67,10.49
67.336733,0.084,67,10.49
67.336754,0.021,67,10.49
67.336774,0.02,67,10.49
67.336792,0.018,67,10.49
67.33691,0.118,67,10.49
67.336935,0.025,67,10.49
67.344066,7.131,67,10.49
67.367082,23.016,67,10.49
67.369578,2.496,67,10.49
67.369628,0.05,67,10.49
67.369688,0.06,67,10.49
67.369707,0.019,67,10.49
67.369726,0.019,67,10.49
67.382986,13.26,67,10.49
67.385339,2.353,67,10.49
67.385404,0.065,67,10.49
67.397155,11.751,67,10.49
67.399279,2.124,67,10.49
67.399375,0.096,67,10.49
67.399528,0.153,67,10.49
67.399567,0.039,67,10.49
67.399692,0.125,67,10.49
67.413909,14.217,67,10.49
67.433212,19.303,67,10.49
67.433798,0.586,67,10.49
67.438079,4.281,67,10.49
67.438351,0.272,67,10.49
67.438525,0.174,67,10.49
67.438553,0.028,67,10.49
67.438577,0.024,67,10.49
67.443476,4.899,67,10.49
67.465369,21.893,67,10.49
67.471783,6.414,67,10.49
67.471835,0.052,67,10.49
67.472928,1.093,67,10.49
67.472968,0.04,67,10.49
67.472993,0.025,67,10.49
67.473025,0.032,67,10.49
67.473442,0.417,67,10.49
67.478207,4.765,67,10.49
67.496759,18.552,67,10.49
67.49731,0.551,67,10.49
67.497561,0.251,67,10.49
67.498989,1.428,67,10.49
67.499237,0.248,67,10.49
67.499273,0.036,67,10.49
67.53146,32.187,68,10.44
67.532055,0.595,68,10.44
67.532201,0.146,68,10.44
67.532453,0.252,68,10.44
67.532805,0.352,68,10.44
67.532963,0.158,68,10.44
67.533001,0.038,68,10.44
67.54429,11.289,68,10.44
67.563517,19.227,68,10.44
67.564047,0.53,68,10.44
67.564286,0.239,68,10.44
67.564967,0.681,68,10.44
67.565128,0.161,68,10.44
67.565379,0.251,68,10.44
67.565627,0.248,68,10.44
67.565792,0.165,68,10.44
67.596973,31.181,68,10.44
67.59751,0.537,68,10.44
67.597763,0.253,68,10.44
67.598009,0.246,68,10.44
67.59827,0.261,68,10.44
67.598836,0.566,68,10.44
67.599038,0.202,68,10.44
67.599151,0.113,68,10.44
67.631746,32.595,68,10.44
67.632409,0.663,68,10.44
67.632627,0.218,68,10.44
67.632844,0.217,68,10.44
67.633088,0.244,68,10.44
67.633287,0.199,68,10.44
67.6335,0.213,68,10.44
67.633731,0.231,68,10.44
67.633953,0.222,68,10.44
67.633995,0.042,68,10.44
67.644891,10.896,68,10.44
67.65132,6.429,68,10.44
67.672212,20.892,68,10.44
67.674773,2.561,68,10.44
67.674818,0.045,68,10.44
67.674843,0.025,68,10.44
67.674871,0.028,68,10.44
67.674893,0.022,68,10.44
67.674916,0.023,68,10.44
67.674939,0.023,68,10.44
67.67501,0.071,68,10.44
67.675388,0.378,68,10.44
67.675424,0.036,68,10.44
67.685164,9.74,68,10.44
67.70599,20.826,68,10.44
67.708688,2.698,68,10.44
67.708752,0.064,68,10.44
67.708917,0.165,68,10.44
67.708946,0.029,68,10.44
67.708969,0.023,68,10.44
67.708991,0.022,68,10.44
67.709013,0.022,68,10.44
67.709044,0.031,68,10.44
67.709163,0.119,68,10.44
67.709452,0.289,68,10.44
67.709734,0.282,68,10.44
67.709931,0.197,68,10.44
67.710111,0.18,68,10.44
67.738472,28.361,68,10.44
67.74162,3.148,68,10.44
67.741686,0.066,68,10.44
67.741707,0.021,68,10.44
67.741726,0.019,68,10.44
67.741745,0.019,68,10.44
67.741763,0.018,68,10.44
67.741781,0.018,68,10.44
67.7418,0.019,68,10.44
67.74308,1.28,68,10.44
67.743125,0.045,68,10.44
67.744746,1.621,68,10.44
67.744795,0.049,68,10.44
67.746005,1.21,68,10.44
67.770532,24.527,68,10.44
67.773199,2.667,68,10.44
67.780207,7.008,68,10.44
67.78027,0.063,68,10.44
67.780295,0.025,68,10.44
67.780317,0.022,68,10.44
67.780341,0.024,68,10.44
67.780364,0.023,68,10.44
67.780388,0.024,68,10.44
67.78041,0.022,68,10.44
67.780433,0.023,68,10.44
67.780456,0.023,68,10.44
67.780478,0.022,68,10.44
67.783913,3.435,68,10.44
67.807192,23.279,68,10.44
67.807818,0.626,68,10.44
67.808035,0.217,68,10.44
67.808258,0.223,68,10.44
67.808483,0.225,68,10.44
67.808708,0.225,68,10.44
67.817365,8.657,68,10.44
67.817685,0.32,68,10.44
67.817713,0.028,68,10.44
67.817737,0.024,68,10.44
67.830656,12.919,68,10.44
67.831364,0.708,68,10.44
67.831663,0.299,68,10.44
67.831973,0.31,68,10.44
67.832301,0.328,68,10.44
67.832907,0.606,68,10.44
67.833155,0.248,68,10.44
67.833404,0.249,68,10.44
67.833469,0.065,68,10.44
67.846534,13.065,68,10.44
67.862298,15.764,68,10.44
67.863457,1.159,68,10.44
67.864175,0.718,68,10.44
67.871313,7.138,68,10.44
67.871369,0.056,68,10.44
67.875422,4.053,68,10.44
67.875482,0.06,68,10.44
67.875507,0.025,68,10.44
67.897288,21.781,68,10.44
67.897846,0.558,68,10.44
67.898094,0.248,68,10.44
67.898548,0.454,68,10.44
67.89922,0.672,68,10.44
67.899261,0.041,68,10.44
67.900633,1.372,68,10.44
67.902356,1.723,68,10.44
67.931195,28.839,68,10.44
67.935188,3.993,68,10.44
67.935511,0.323,68,10.44
67.935851,0.34,68,10.44
67.936168,0.317,68,10.44
67.936865,0.697,68,10.44
67.936898,0.033,68,10.44
67.937092,0.194,68,10.44
67.947194,10.102,68,10.44
67.964074,16.88,68,10.44
67.970886,6.812,68,10.44
67.971594,0.708,68,10.44
67.97208,0.486,68,10.44
67.972398,0.318,68,10.44
67.972722,0.324,68,10.44
67.972795,0.073,68,10.44
67.998077,25.282,68,10.44
68.00713,9.053,68,10.44
68.00719,0.06,68,10.44
68.00721,0.02,68,10.44
68.007229,0.019,68,10.44
68.007444,0.215,68,10.44
68.030789,23.345,68,10.44
68.031424,0.635,68,10.44
68.031711,0.287,68,10.44
68.032038,0.327,68,10.44
68.032368,0.33,68,10.44
68.033027,0.659,68,10.44
68.033114,0.087,68,10.44
68.047879,14.765,68,10.44
68.064003,16.124,68,10.44
68.072528,8.525,68,10.44
68.072787,0.259,68,10.44
68.072815,0.028,68,10.44
68.073123,0.308,68,10.44
68.073456,0.333,68,10.44
68.0735,0.044,68,10.44
68.09322,19.72,68,10.44
68.101637,8.417,68,10.44
68.102319,0.682,68,10.44
68.102669,0.35,68,10.44
68.102983,0.314,68,10.44
68.103348,0.365,68,10.44
68.105612,2.264,68,10.44
68.105935,0.323,68,10.44
68.106281,0.346,68,10.44
68.106317,0.036,68,10.44
68.107517,1.2,68,10.44
68.131422,23.905,68,10.44
68.143572,12.15,68,10.44
68.143892,0.32,68,10.44
68.144217,0.325,68,10.44
68.144562,0.345,68,10.44
68.145012,0.45,68,10.44
68.150665,5.653,68,10.44
68.150817,0.152,68,10.44
68.150844,0.027,68,10.44
68.164986,14.142,68,10.44
68.175927,10.941,68,10.44
68.175994,0.067,68,10.44
68.176038,0.044,68,10.44
68.176268,0.23,68,10.44
68.176583,0.315,68,10.44
68.17691,0.327,68,10.44
68.177443,0.533,68,10.44
68.189856,12.413,68,10.44
68.193525,3.669,68,10.44
68.202632,9.107,68,10.44
68.203406,0.774,68,10.44
68.203653,0.247,68,10.44
68.203987,0.334,68,10.44
68.204315,0.328,68,10.44
68.205027,0.712,68,10.44
68.205354,0.327,68,10.44
68.205702,0.348,68,10.44
68.206018,0.316,68,10.44
68.206306,0.288,68,10.44
68.233985,27.679,68,10.44
68.258902,24.917,68,10.44
68.259243,0.341,68,10.44
68.259547,0.304,68,10.44
68.259877,0.33,68,10.44
68.260213,0.336,68,10.44
68.260552,0.339,68,10.44
68.26088,0.328,68,10.44
68.26091,0.03,68,10.44
68.264012,3.102,68,10.44
68.273602,9.59,68,10.44
68.273915,0.313,68,10.44
68.274228,0.313,68,10.44
68.274558,0.33,68,10.44
68.275289,0.731,68,10.44
68.27562,0.331,68,10.44
68.275948,0.328,68,10.44
68.27628,0.332,68,10.44
68.276805,0.525,68,10.44
68.27705,0.245,68,10.44
68.29756,20.51,68,10.44
68.298254,0.694,68,10.44
68.298584,0.33,68,10.44
68.298916,0.332,68,10.44
68.299255,0.339,68,10.44
68.301637,2.382,68,10.44
68.302477,0.84,68,10.44
68.302524,0.047,68,10.44
68.302549,0.025,68,10.44
68.331586,29.037,68,10.44
68.332178,0.592,68,10.44
68.333128,0.95,68,10.44
68.333178,0.05,68,10.44
68.333204,0.026,68,10.44
68.34852,15.316,68,10.44
68.348573,0.053,68,10.44
68.349161,0.588,68,10.44
68.349197,0.036,68,10.44
68.350045,0.848,68,10.44
68.364461,14.416,68,10.44
68.37836,13.899,68,10.44
68.379033,0.673,68,10.44
68.379079,0.046,68,10.44
68.379316,0.237,68,10.44
68.379738,0.422,68,10.44
68.380344,0.606,68,10.44
68.380716,0.372,68,10.44
68.380756,0.04,68,10.44
68.396514,15.758,68,10.44
68.399221,2.707,68,10.44
68.42086,21.639,68,10.44
68.420926,0.066,68,10.44
68.420951,0.025,68,10.44
68.420971,0.02,68,10.44
68.420989,0.018,68,10.44
68.421029,0.04,68,10.44
68.421048,0.019,68,10.44
68.421316,0.268,68,10.44
68.42136,0.044,68,10.44
68.421379,0.019,68,10.44
68.427954,6.575,68,10.44
68.432992,5.038,68,10.44
68.433654,0.662,68,10.44
68.433991,0.337,68,10.44
68.434331,0.34,68,10.44
68.434786,0.455,68,10.44
68.437238,2.452,68,10.44
68.43729,0.052,68,10.44
68.437314,0.024,68,10.44
68.437335,0.021,68,10.44
68.437723,0.388,68,10.44
68.450877,13.154,68,10.44
68.465187,14.31,68,10.44
68.465772,0.585,68,10.44
68.466105,0.333,68,10.44
68.466443,0.338,68,10.44
68.467179,0.736,68,10.44
68.467502,0.323,68,10.44
68.467827,0.325,68,10.44
68.468151,0.324,68,10.44
68.468594,0.443,68,10.44
68.498625,30.031,68,10.44
68.499371,0.746,68,10.44
68.499735,0.364,68,10.44
68.50003,0.295,69,10.48
68.500356,0.326,69,10.48
68.512497,12.141,69,10.48
68.512558,0.061,69,10.48
68.512578,0.02,69,10.48
68.512596,0.018,69,10.48
68.512623,0.027,69,10.48
68.512712,0.089,69,10.48
68.531707,18.995,69,10.48
68.545914,14.207,69,10.48
68.545973,0.059,69,10.48
68.546001,0.028,69,10.48
68.546026,0.025,69,10.48
68.546213,0.187,69,10.48
68.546541,0.328,69,10.48
68.546896,0.355,69,10.48
68.546931,0.035,69,10.48
68.551542,4.611,69,10.48
68.565921,14.379,69,10.48
68.565992,0.071,69,10.48
68.566023,0.031,69,10.48
68.566097,0.074,69,10.48
68.566823,0.726,69,10.48
68.567142,0.319,69,10.48
68.56752,0.378,69,10.48
68.567806,0.286,69,10.48
68.568064,0.258,69,10.48
68.574231,6.167,69,10.48
68.59781,23.579,69,10.48
68.613348,15.538,69,10.48
68.613408,0.06,69,10.48
68.613429,0.021,69,10.48
68.613449,0.02,69,10.48
68.613467,0.018,69,10.48
68.613486,0.019,69,10.48
68.613504,0.018,69,10.48
68.613521,0.017,69,10.48
68.631839,18.318,69,10.48
68.655695,23.856,69,10.48
68.655758,0.063,69,10.48
68.655782,0.024,69,10.48
68.655808,0.026,69,10.48
68.655835,0.027,69,10.48
68.655856,0.021,69,10.48
68.655879,0.023,69,10.48
68.655901,0.022,69,10.48
68.656083,0.182,69,10.48
68.664987,8.904,69,10.48
68.665638,0.651,69,10.48
68.665974,0.336,69,10.48
68.66631,0.336,69,10.48
68.666638,0.328,69,10.48
68.667325,0.687,69,10.48
68.66766,0.335,69,10.48
68.667988,0.328,69,10.48
68.668105,0.117,69,10.48
68.68266,14.555,69,10.48
68.684559,1.899,69,10.48
68.700647,16.088,69,10.48
68.701283,0.636,69,10.48
68.701604,0.321,69,10.48
68.701931,0.327,69,10.48
68.702275,0.344,69,10.48
68.705861,3.586,69,10.48
68.705912,0.051,69,10.48
68.705935,0.023,69,10.48
68.705958,0.023,69,10.48
68.70598,0.022,69,10.48
68.743091,37.111,69,10.48
68.743781,0.69,69,10.48
68.744118,0.337,69,10.48
68.74463,0.512,69,10.48
68.74478,0.15,69,10.48
68.745587,0.807,69,10.48
68.746017,0.43,69,10.48
68.755307,9.29,69,10.48
68.755371,0.064,69,10.48
68.755401,0.03,69,10.48
68.755488,0.087,69,10.48
68.767445,11.957,69,10.48
68.787821,20.376,69,10.48
68.787884,0.063,69,10.48
68.787913,0.029,69,10.48
68.787934,0.021,69,10.48
68.78796,0.026,69,10.48
68.787981,0.021,69,10.48
68.788003,0.022,69,10.48
68.788027,0.024,69,10.48
68.801902,13.875,69,10.48
68.845179,43.277,69,10.48
68.889274,44.095,69,10.48
68.889345,0.071,69,10.48
68.890137,0.792,69,10.48
68.890173,0.036,69,10.48
68.890626,0.453,69,10.48
68.890662,0.036,69,10.48
68.890679,0.017,69,10.48
68.890695,0.016,69,10.48
68.890713,0.018,69,10.48
68.890732,0.019,69,10.48
68.89075,0.018,69,10.48
68.890769,0.019,69,10.48
68.890788,0.019,69,10.48
68.890806,0.018,69,10.48
68.890832,0.026,69,10.48
68.89085,0.018,69,10.48
68.890867,0.017,69,10.48
68.890885,0.018,69,10.48
68.890902,0.017,69,10.48
