"avg_OSD.flyTime [s]" "avg_OSD.height [m]" "stdDev_OSD.flyTime [s]" "stdDev_OSD.height [m]"
431.5 0.0 0.25819888974715627 0.0
432.45 0.0 0.2872281323268975 0.0
433.45 0.08 0.2872281323268975 0.07483314773547883
434.45 0.42000000000000004 0.2872281323268975 0.12489995996796796
435.45 0.86 0.2872281323268975 0.16248076809271925
436.45 1.31 0.2872281323268975 0.08306623862918072
437.45 1.4 0.2872281323268975 0.0
438.45 1.4 0.2872281323268975 0.0
439.45 1.42 0.2872281323268975 0.040000000000000036
440.45 1.5 0.2872281323268975 0.0
441.45 1.5 0.2872281323268975 0.0
442.45 1.5 0.2872281323268975 0.0
443.45 1.5 0.2872281323268975 0.0
444.45 1.5 0.2872281323268975 0.0
445.45 1.5 0.2872281323268975 0.0
446.45 1.5 0.2872281323268975 0.0
447.45 1.75 0.2872281323268975 0.10246950765959595
448.45 1.8999999999999997 0.2872281323268975 2.220446049250313e-16
449.45 1.8999999999999997 0.2872281323268975 2.220446049250313e-16
450.45 2.07 0.2872281323268975 0.19519221295943137
451.45 3.2 0.2872281323268975 0.38729833462074165
452.45 4.53 0.2872281323268975 0.33181320046074114
453.45 5.04 0.2872281323268975 0.04898979485566339
454.45 5.03 0.2872281323268975 0.04582575694955823
455.44999999999993 5.4 0.2872281323268975 0.23237900077244508
456.44999999999993 6.35 0.2872281323268975 0.28722813232690136
457.44999999999993 7.519999999999999 0.2872281323268975 0.35999999999999993
458.44999999999993 8.830000000000002 0.2872281323268975 0.38223029707232803
459.44999999999993 9.97 0.2872281323268975 0.20024984394500772
460.44999999999993 10.2 0.2872281323268975 0.0
461.44999999999993 10.2 0.2872281323268975 0.0
462.44999999999993 10.2 0.2872281323268975 0.0
463.7 10.2 0.14142135623730148 0.0
464.44999999999993 10.2 0.2872281323268975 0.0
465.44999999999993 10.2 0.2872281323268975 0.0
466.44999999999993 10.2 0.2872281323268975 0.0
467.44999999999993 10.139999999999997 0.2872281323268975 0.04898979485566339
468.44999999999993 10.14 0.2872281323268975 0.04898979485566339
