"avg_Time (s)" "avg_Packet Interval (ms)" "avg_RSSI (dBm)" avg_Length "stdDev_Time (s)" "stdDev_Packet Interval (ms)" "stdDev_RSSI (dBm)" stdDev_Length
26.689622 0.0 -49.0 216.0 0.0 0.0 0.0 0.0
32.490086000000005 1212.7169999999999 -47.6 64.0 0.18009932263837136 2201.54103929979 0.4898979485566356 0.0
33.47824133333334 250.95966666666666 -46.333333333333336 64.0 0.028739693542014316 307.5809488902429 0.4714045207910317 0.0
34.249627833333335 210.02599999999998 -45.0 64.0 0.24718899279189535 201.17706906354908 0.5773502691896257 0.0
35.359232000000006 298.48949999999996 -45.0 64.0 0.0039890000000006864 290.5115 0.0 0.0
36.37924833333334 169.61233333333334 -48.5 109.0 0.001229920277452792 377.6753420614354 1.5 45.0
37.540079 696.4605 -47.0 64.0 0.23373699999999786 228.9865 0.0 0.0
38.48524666666666 246.26433333333333 -49.0 64.0 0.027866818623985642 302.1739346461828 0.0 0.0
39.332563 314.62725 -48.5 64.0 0.2624176657715719 240.15264999513852 0.5 0.0
40.366378499999996 299.6225 -49.0 64.0 0.003984499999997837 291.6535 0.0 0.0
41.026034 655.671 -49.0 64.0 0.0 0.0 0.0 0.0
42.698021000000004 431.91099999999994 -44.5 64.0 0.04303690251981514 687.5092671564508 0.5 0.0
43.51834124999999 191.67600000000002 -45.25 64.0 0.0023387947082846934 328.69806930449107 0.4330127018922193 0.0
44.36704593333334 82.70720000000001 -44.93333333333333 165.33333333333334 0.19560918223828092 160.2358276333979 0.6798692684790381 71.65348716023682
45.385729000000005 64.02007142857143 -46.285714285714285 67.57142857142857 0.14668390189938552 107.03504420613459 0.7953949089757174 12.876968840942821
46.353149599999995 173.38080000000002 -44.8 64.0 0.15210261400199548 174.58757218702593 0.7483314773547882 0.0
47.559215249999994 154.3685 -44.25 64.0 0.16574103347598607 244.09973525180234 0.4330127018922193 0.0
48.82110503703703 11.381796296296296 -45.76851851851852 639.925925925926 0.18966065011614855 46.1260125224126 1.5551972691441307 698.4002050149207
49.53462377966101 2.4028668280871672 -47.0 828.4285714285714 0.2780027583775696 4.708859957665901 1.6050766917629442 732.139822352418
50.5041358129771 1.9402576335877861 -48.98664122137404 736.0 0.28235958612245415 3.3714695275544146 1.6362464542556407 718.1997452281653
51.51641723948812 1.829758683729433 -48.16270566727605 748.8500914076783 0.2803968569174678 3.2969501612699705 1.7116223825010783 719.4477006571055
52.508403248618784 1.833775322283609 -48.51749539594844 685.8066298342542 0.2819057232943023 2.905732224068725 1.6395120067094806 702.0459323670344
53.47976962562396 1.6611247920133112 -50.30948419301165 724.1514143094842 0.2803652624237556 3.601819196858199 1.615459805399571 710.4032194080024
54.50220274526316 2.107709473684211 -50.21263157894737 762.5536842105263 0.2841148152170442 7.109733180855867 1.441873204532957 723.5913522235754
55.493496266514796 2.292585421412301 -49.277904328018224 783.1002277904328 0.2644876561718347 8.060923010866828 1.3717750932876758 721.6911447464319
56.43241184466019 2.219072815533981 -49.20145631067961 824.8956310679612 0.28143391631735404 11.516414639760592 1.2754964065189283 713.6541316980168
57.525479982035925 3.016859281437126 -48.883233532934135 839.4251497005988 0.28299026865082383 16.920395481744553 1.3717052063061068 705.133468549954
58.484822767015714 2.60640052356021 -49.704188481675395 944.6937172774869 0.2832793251931205 15.649319086580487 1.13899618065786 703.2583275730487
59.45266292541436 2.7796132596685084 -50.17403314917127 839.3232044198895 0.2849149770652873 16.604889902151914 1.2938826656587887 703.9684102363728
60.54225434791667 2.2405333333333335 -49.49583333333333 660.8083333333333 0.28084417876787454 7.563132084255099 1.4634374962927374 695.3986661840497
61.510451316973416 2.0323680981595094 -49.95501022494888 671.560327198364 0.2932057972276009 3.2359918439633 1.4646553123327446 699.0650613941885
62.49326351636363 1.8236072727272725 -50.403636363636366 732.3672727272727 0.2966234413607056 3.0534854972848526 1.3405512619629332 714.8391323303052
63.480586857142846 1.9055485714285714 -50.499047619047616 745.8780952380953 0.2885532042567383 3.3352078670170235 1.4587989344202852 722.9601559173168
