Time,Packet Inter-arrival (s),Time (s),avg_OSD.height [m]
48.214982,0.000782,48,10.14
48.215768,0.000786,48,10.14
48.218784,0.003016,48,10.14
48.240239,0.021455,48,10.14
48.262824,0.022585,48,10.14
48.28337,0.020546,48,10.14
48.299432,0.016062,48,10.14
48.299503,7.10E-05,48,10.14
48.322038,0.022535,48,10.14
48.34153,0.019492,48,10.14
48.362071,0.020541,48,10.14
48.377539,0.015468,48,10.14
48.412734,0.035195,48,10.14
48.418566,0.005832,48,10.14
48.426361,0.007795,48,10.14
48.447281,0.02092,48,10.14
48.471761,0.02448,48,10.14
48.492073,0.020312,48,10.14
48.512345,0.020272,49,10.1
48.53276,0.020415,49,10.1
48.553257,0.020497,49,10.1
48.573574,0.020317,49,10.1
48.593855,0.020281,49,10.1
48.618877,0.025022,49,10.1
48.639485,0.020608,49,10.1
48.659849,0.020364,49,10.1
48.6895,0.029651,49,10.1
48.709906,0.020406,49,10.1
48.725846,0.01594,49,10.1
48.743882,0.018036,49,10.1
48.746223,0.002341,49,10.1
48.761129,0.014906,49,10.1
48.781965,0.020836,49,10.1
48.802307,0.020342,49,10.1
48.826749,0.024442,49,10.1
48.826929,0.00018,49,10.1
48.833286,0.006357,49,10.1
48.844448,0.011162,49,10.1
48.865574,0.021126,49,10.1
48.892434,0.02686,49,10.1
48.912735,0.020301,49,10.1
48.933466,0.020731,49,10.1
48.956758,0.023292,49,10.1
48.976989,0.020231,49,10.1
48.997349,0.02036,49,10.1
49.02054,0.023191,49,10.1
49.024776,0.004236,49,10.1
49.033176,0.0084,49,10.1
49.033438,0.000262,49,10.1
49.033485,4.70E-05,49,10.1
49.033522,3.70E-05,49,10.1
49.04098,0.007458,49,10.1
49.05358,0.0126,49,10.1
49.073855,0.020275,49,10.1
49.09701,0.023155,49,10.1
49.117348,0.020338,49,10.1
49.121038,0.00369,49,10.1
49.134391,0.013353,49,10.1
49.137805,0.003414,49,10.1
49.160677,0.022872,49,10.1
49.199345,0.038668,49,10.1
49.209538,0.010193,49,10.1
49.233978,0.02444,49,10.1
49.258482,0.024504,49,10.1
49.27875,0.020268,49,10.1
49.300757,0.022007,49,10.1
49.323287,0.02253,49,10.1
49.339484,0.016197,49,10.1
49.368559,0.029075,49,10.1
49.379086,0.010527,49,10.1
49.400638,0.021552,49,10.1
49.42445,0.023812,49,10.1
49.439596,0.015146,49,10.1
49.444741,0.005145,49,10.1
49.476309,0.031568,49,10.1
49.489072,0.012763,49,10.1
49.510277,0.021205,50,10.1
49.510342,6.50E-05,50,10.1
49.510379,3.70E-05,50,10.1
49.510416,3.70E-05,50,10.1
49.510452,3.60E-05,50,10.1
49.510922,0.00047,50,10.1
49.531223,0.020301,50,10.1
49.554462,0.023239,50,10.1
49.576778,0.022316,50,10.1
49.597076,0.020298,50,10.1
49.619108,0.022032,50,10.1
49.639405,0.020297,50,10.1
49.660083,0.020678,50,10.1
49.680635,0.020552,50,10.1
49.700923,0.020288,50,10.1
49.723572,0.022649,50,10.1
49.74398,0.020408,50,10.1
49.746384,0.002404,50,10.1
49.767689,0.021305,50,10.1
49.794258,0.026569,50,10.1
49.82693,0.032672,50,10.1
49.844232,0.017302,50,10.1
49.849057,0.004825,50,10.1
49.849113,5.60E-05,50,10.1
49.865149,0.016036,50,10.1
49.886889,0.02174,50,10.1
49.925737,0.038848,50,10.1
49.938459,0.012722,50,10.1
49.961664,0.023205,50,10.1
50.027275,0.065611,50,10.1
50.053147,0.025872,50,10.1
50.053209,6.20E-05,50,10.1
50.053251,4.20E-05,50,10.1
50.053292,4.10E-05,50,10.1
50.061415,0.008123,50,10.1
50.094046,0.032631,50,10.1
50.106193,0.012147,50,10.1
50.128016,0.021823,50,10.1
50.138622,0.010606,50,10.1
50.152473,0.013851,50,10.1
50.153266,0.000793,50,10.1
50.174501,0.021235,50,10.1
50.194977,0.020476,50,10.1
50.221082,0.026105,50,10.1
50.247637,0.026555,50,10.1
50.255945,0.008308,50,10.1
50.256758,0.000813,50,10.1
50.271514,0.014756,50,10.1
50.275659,0.004145,50,10.1
50.292137,0.016478,50,10.1
50.350076,0.057939,50,10.1
50.355974,0.005898,50,10.1
50.361378,0.005404,50,10.1
50.368832,0.007454,50,10.1
50.408821,0.039989,50,10.1
50.40888,5.90E-05,50,10.1
50.410005,0.001125,50,10.1
50.42245,0.012445,50,10.1
50.43744,0.01499,50,10.1
50.4381,0.00066,50,10.1
50.438159,5.90E-05,50,10.1
50.458279,0.02012,50,10.1
50.459351,0.001072,50,10.1
50.492262,0.032911,50,10.1
50.502563,0.010301,51,10.1
50.52591,0.023347,51,10.1
50.546185,0.020275,51,10.1
50.566459,0.020274,51,10.1
50.588081,0.021622,51,10.1
50.608523,0.020442,51,10.1
50.629472,0.020949,51,10.1
50.649841,0.020369,51,10.1
50.670237,0.020396,51,10.1
50.692214,0.021977,51,10.1
50.712495,0.020281,51,10.1
50.74158,0.029085,51,10.1
50.764268,0.022688,51,10.1
50.76873,0.004462,51,10.1
50.788249,0.019519,51,10.1
50.81057,0.022321,51,10.1
50.831291,0.020721,51,10.1
50.852175,0.020884,51,10.1
50.87054,0.018365,51,10.1
50.872235,0.001695,51,10.1
50.891271,0.019036,51,10.1
50.907567,0.016296,51,10.1
50.940994,0.033427,51,10.1
50.951186,0.010192,51,10.1
50.985375,0.034189,51,10.1
50.995559,0.010184,51,10.1
51.015827,0.020268,51,10.1
51.036592,0.020765,51,10.1
51.056859,0.020267,51,10.1
51.077221,0.020362,51,10.1
51.08633,0.009109,51,10.1
51.086399,6.90E-05,51,10.1
51.086449,5.00E-05,51,10.1
51.086499,5.00E-05,51,10.1
51.097498,0.010999,51,10.1
51.117944,0.020446,51,10.1
51.138226,0.020282,51,10.1
51.156222,0.017996,51,10.1
51.158494,0.002272,51,10.1
51.178793,0.020299,51,10.1
51.195639,0.016846,51,10.1
51.199052,0.003413,51,10.1
51.219528,0.020476,51,10.1
51.240047,0.020519,51,10.1
51.260337,0.02029,51,10.1
51.280611,0.020274,51,10.1
51.300901,0.02029,51,10.1
51.321176,0.020275,51,10.1
51.341435,0.020259,51,10.1
51.361749,0.020314,51,10.1
51.382019,0.02027,51,10.1
51.395987,0.013968,51,10.1
51.402303,0.006316,51,10.1
51.422579,0.020276,51,10.1
51.442855,0.020276,51,10.1
51.463122,0.020267,51,10.1
51.48339,0.020268,51,10.1
51.497277,0.013887,51,10.1
51.503653,0.006376,52,10.1
51.523917,0.020264,52,10.1
51.544201,0.020284,52,10.1
51.564462,0.020261,52,10.1
51.584725,0.020263,52,10.1
51.605715,0.02099,52,10.1
51.626066,0.020351,52,10.1
51.646338,0.020272,52,10.1
51.667052,0.020714,52,10.1
51.692061,0.025009,52,10.1
51.749468,0.057407,52,10.1
51.761718,0.01225,52,10.1
51.785666,0.023948,52,10.1
51.806382,0.020716,52,10.1
51.810529,0.004147,52,10.1
51.846157,0.035628,52,10.1
51.856853,0.010696,52,10.1
51.862815,0.005962,52,10.1
51.877265,0.01445,52,10.1
51.904787,0.027522,52,10.1
51.905318,0.000531,52,10.1
51.905706,0.000388,52,10.1
51.993329,0.087623,52,10.1
52.004436,0.011107,52,10.1
52.0271,0.022664,52,10.1
52.048611,0.021511,52,10.1
52.080738,0.032127,52,10.1
52.094097,0.013359,52,10.1
52.112398,0.018301,52,10.1
52.11247,7.20E-05,52,10.1
52.112506,3.60E-05,52,10.1
52.112544,3.80E-05,52,10.1
52.116217,0.003673,52,10.1
52.136475,0.020258,52,10.1
52.159203,0.022728,52,10.1
52.179471,0.020268,52,10.1
52.196589,0.017118,52,10.1
52.199867,0.003278,52,10.1
52.213093,0.013226,52,10.1
52.222386,0.009293,52,10.1
52.242728,0.020342,52,10.1
52.263007,0.020279,52,10.1
52.283684,0.020677,52,10.1
52.305237,0.021553,52,10.1
52.326859,0.021622,52,10.1
52.34716,0.020301,52,10.1
52.355777,0.008617,52,10.1
52.355844,6.70E-05,52,10.1
52.367582,0.011738,52,10.1
52.392766,0.025184,52,10.1
52.413039,0.020273,52,10.1
52.415125,0.002086,52,10.1
52.423991,0.008866,52,10.1
52.434348,0.010357,52,10.1
52.471059,0.036711,52,10.1
52.482406,0.011347,52,10.1
52.488566,0.00616,52,10.1
52.489059,0.000493,52,10.1
52.491151,0.002092,52,10.1
52.494282,0.003131,52,10.1
52.504177,0.009895,53,10.2
52.518991,0.014814,53,10.2
52.524528,0.005537,53,10.2
52.544819,0.020291,53,10.2
52.583384,0.038565,53,10.2
52.596266,0.012882,53,10.2
52.61676,0.020494,53,10.2
52.637024,0.020264,53,10.2
52.658532,0.021508,53,10.2
52.678889,0.020357,53,10.2
52.699181,0.020292,53,10.2
52.725606,0.026425,53,10.2
52.746148,0.020542,53,10.2
52.769723,0.023575,53,10.2
52.790566,0.020843,53,10.2
52.793959,0.003393,53,10.2
52.81114,0.017181,53,10.2
52.831458,0.020318,53,10.2
52.831549,9.10E-05,53,10.2
52.854336,0.022787,53,10.2
52.874598,0.020262,53,10.2
52.894867,0.020269,53,10.2
52.915137,0.02027,53,10.2
52.928937,0.0138,53,10.2
52.93068,0.001743,53,10.2
52.935452,0.004772,53,10.2
52.955858,0.020406,53,10.2
52.976161,0.020303,53,10.2
52.99892,0.022759,53,10.2
53.01981,0.02089,53,10.2
53.040236,0.020426,53,10.2
53.061796,0.02156,53,10.2
53.082563,0.020767,53,10.2
53.108217,0.025654,53,10.2
53.128582,0.020365,53,10.2
53.13321,0.004628,53,10.2
53.133274,6.40E-05,53,10.2
53.133322,4.80E-05,53,10.2
53.133669,0.000347,53,10.2
53.153091,0.019422,53,10.2
53.173348,0.020257,53,10.2
53.193626,0.020278,53,10.2
53.214301,0.020675,53,10.2
53.215752,0.001451,53,10.2
53.236299,0.020547,53,10.2
53.236844,0.000545,53,10.2
53.2609,0.024056,53,10.2
53.281189,0.020289,53,10.2
53.293439,0.01225,53,10.2
53.295178,0.001739,53,10.2
53.297161,0.001983,53,10.2
53.298442,0.001281,53,10.2
53.305636,0.007194,53,10.2
53.307927,0.002291,53,10.2
53.32988,0.021953,53,10.2
53.350259,0.020379,53,10.2
53.371347,0.021088,53,10.2
53.391692,0.020345,53,10.2
53.411992,0.0203,53,10.2
53.435335,0.023343,53,10.2
53.439481,0.004146,53,10.2
53.471555,0.032074,53,10.2
53.48209,0.010535,53,10.2
53.510895,0.028805,54,10.2
53.532019,0.021124,54,10.2
53.542307,0.010288,54,10.2
53.547584,0.005277,54,10.2
53.557657,0.010073,54,10.2
53.592918,0.035261,54,10.2
53.606673,0.013755,54,10.2
53.629579,0.022906,54,10.2
53.669259,0.03968,54,10.2
53.694406,0.025147,54,10.2
53.707127,0.012721,54,10.2
53.764547,0.05742,54,10.2
53.774983,0.010436,54,10.2
53.795407,0.020424,54,10.2
53.817544,0.022137,54,10.2
53.837842,0.020298,54,10.2
53.846279,0.008437,54,10.2
53.860484,0.014205,54,10.2
53.884515,0.024031,54,10.2
53.906653,0.022138,54,10.2
53.931491,0.024838,54,10.2
53.948128,0.016637,54,10.2
53.948189,6.10E-05,54,10.2
53.965853,0.017664,54,10.2
53.976042,0.010189,54,10.2
53.996309,0.020267,54,10.2
54.016572,0.020263,54,10.2
54.03025,0.013678,54,10.2
54.032167,0.001917,54,10.2
54.036819,0.004652,54,10.2
54.05845,0.021631,54,10.2
54.080454,0.022004,54,10.2
54.10078,0.020326,54,10.2
54.130497,0.029717,54,10.2
54.15181,0.021313,54,10.2
54.152429,0.000619,54,10.2
54.152485,5.60E-05,54,10.2
54.152528,4.30E-05,54,10.2
54.152568,4.00E-05,54,10.2
54.176488,0.02392,54,10.2
54.196872,0.020384,54,10.2
54.220041,0.023169,54,10.2
54.240251,0.02021,54,10.2
54.244541,0.00429,54,10.2
54.251808,0.007267,54,10.2
54.265285,0.013477,54,10.2
54.28601,0.020725,54,10.2
54.326306,0.040296,54,10.2
54.357341,0.031035,54,10.2
54.369196,0.011855,54,10.2
54.375702,0.006506,54,10.2
54.375768,6.60E-05,54,10.2
54.39299,0.017222,54,10.2
54.432272,0.039282,54,10.2
54.446969,0.014697,54,10.2
54.455749,0.00878,54,10.2
54.455815,6.60E-05,54,10.2
54.468659,0.012844,54,10.2
54.494893,0.026234,54,10.2
54.509841,0.014948,55,10.2
54.509904,6.30E-05,55,10.2
54.512267,0.002363,55,10.2
54.512326,5.90E-05,55,10.2
54.512361,3.50E-05,55,10.2
54.512393,3.20E-05,55,10.2
54.512993,0.0006,55,10.2
54.513042,4.90E-05,55,10.2
54.514352,0.00131,55,10.2
54.516672,0.00232,55,10.2
54.53973,0.023058,55,10.2
54.556923,0.017193,55,10.2
54.561738,0.004815,55,10.2
54.582003,0.020265,55,10.2
54.602293,0.02029,55,10.2
54.626386,0.024093,55,10.2
54.646652,0.020266,55,10.2
54.672054,0.025402,55,10.2
54.694484,0.02243,55,10.2
54.71476,0.020276,55,10.2
54.735027,0.020267,55,10.2
54.758704,0.023677,55,10.2
54.778972,0.020268,55,10.2
54.812241,0.033269,55,10.2
54.827824,0.015583,55,10.2
54.848332,0.020508,55,10.2
54.86296,0.014628,55,10.2
54.870834,0.007874,55,10.2
54.895051,0.024217,55,10.2
54.915332,0.020281,55,10.2
54.941629,0.026297,55,10.2
54.960292,0.018663,55,10.2
54.960371,7.90E-05,55,10.2
54.964242,0.003871,55,10.2
55.004666,0.040424,55,10.2
55.015997,0.011331,55,10.2
55.036602,0.020605,55,10.2
55.056873,0.020271,55,10.2
55.077139,0.020266,55,10.2
55.097408,0.020269,55,10.2
55.098082,0.000674,55,10.2
55.117689,0.019607,55,10.2
55.141403,0.023714,55,10.2
55.16419,0.022787,55,10.2
55.164849,0.000659,55,10.2
55.164908,5.90E-05,55,10.2
55.164981,7.30E-05,55,10.2
55.168321,0.00334,55,10.2
55.190593,0.022272,55,10.2
55.21727,0.026677,55,10.2
55.241503,0.024233,55,10.2
55.256876,0.015373,55,10.2
55.26258,0.005704,55,10.2
55.26549,0.00291,55,10.2
55.292436,0.026946,55,10.2
55.302861,0.010425,55,10.2
55.314213,0.011352,55,10.2
55.315637,0.001424,55,10.2
55.327184,0.011547,55,10.2
55.348034,0.02085,55,10.2
55.387077,0.039043,55,10.2
55.40103,0.013953,55,10.2
55.422556,0.021526,55,10.2
55.444296,0.02174,55,10.2
55.468155,0.023859,55,10.2
55.472761,0.004606,55,10.2
55.504358,0.031597,56,10.15
55.514576,0.010218,56,10.15
55.54035,0.025774,56,10.15
55.56113,0.02078,56,10.15
55.56935,0.00822,56,10.15
55.626715,0.057365,56,10.15
55.636913,0.010198,56,10.15
55.665047,0.028134,56,10.15
55.686213,0.021166,56,10.15
55.712179,0.025966,56,10.15
55.740622,0.028443,56,10.15
55.761848,0.021226,56,10.15
55.787725,0.025877,56,10.15
55.808211,0.020486,56,10.15
55.834015,0.025804,56,10.15
55.85545,0.021435,56,10.15
55.873123,0.017673,56,10.15
55.875706,0.002583,56,10.15
55.904554,0.028848,56,10.15
55.925782,0.021228,56,10.15
55.946314,0.020532,56,10.15
55.966681,0.020367,56,10.15
55.976126,0.009445,56,10.15
55.976187,6.10E-05,56,10.15
55.987441,0.011254,56,10.15
56.007935,0.020494,56,10.15
56.030714,0.022779,56,10.15
56.0511,0.020386,56,10.15
56.071565,0.020465,56,10.15
56.093776,0.022211,56,10.15
56.114049,0.020273,56,10.15
56.134332,0.020283,56,10.15
56.160111,0.025779,56,10.15
56.180382,0.020271,56,10.15
56.189812,0.00943,56,10.15
56.209424,0.019612,56,10.15
56.209488,6.40E-05,56,10.15
56.209529,4.10E-05,56,10.15
56.262746,0.053217,56,10.15
56.268553,0.005807,56,10.15
56.277683,0.00913,56,10.15
56.288738,0.011055,56,10.15
56.299474,0.010736,56,10.15
56.321669,0.022195,56,10.15
56.343717,0.022048,56,10.15
56.372404,0.028687,56,10.15
56.407706,0.035302,56,10.15
56.417887,0.010181,56,10.15
56.433788,0.015901,56,10.15
56.434961,0.001173,56,10.15
56.442478,0.007517,56,10.15
56.466323,0.023845,56,10.15
56.488063,0.02174,56,10.15
56.493982,0.005919,56,10.15
56.50376,0.009778,57,10.14
56.5098,0.00604,57,10.14
56.541456,0.031656,57,10.14
56.545268,0.003812,57,10.14
56.548784,0.003516,57,10.14
56.552387,0.003603,57,10.14
56.557699,0.005312,57,10.14
56.559558,0.001859,57,10.14
56.583583,0.024025,57,10.14
56.596537,0.012954,57,10.14
56.610991,0.014454,57,10.14
56.636612,0.025621,57,10.14
56.665721,0.029109,57,10.14
56.686049,0.020328,57,10.14
56.70336,0.017311,57,10.14
56.707909,0.004549,57,10.14
56.728678,0.020769,57,10.14
56.749039,0.020361,57,10.14
56.769309,0.02027,57,10.14
56.790694,0.021385,57,10.14
56.813532,0.022838,57,10.14
56.834845,0.021313,57,10.14
56.856564,0.021719,57,10.14
56.876928,0.020364,57,10.14
56.89815,0.021222,57,10.14
56.900652,0.002502,57,10.14
56.918484,0.017832,57,10.14
56.93876,0.020276,57,10.14
56.959252,0.020492,57,10.14
56.979597,0.020345,57,10.14
57.000811,0.021214,57,10.14
57.001219,0.000408,57,10.14
57.004949,0.00373,57,10.14
57.027415,0.022466,57,10.14
57.048729,0.021314,57,10.14
57.069494,0.020765,57,10.14
57.095222,0.025728,57,10.14
57.117064,0.021842,57,10.14
57.138985,0.021921,57,10.14
57.165627,0.026642,57,10.14
57.18685,0.021223,57,10.14
57.207239,0.020389,57,10.14
57.20756,0.000321,57,10.14
57.208346,0.000786,57,10.14
57.208407,6.10E-05,57,10.14
57.208445,3.80E-05,57,10.14
57.213105,0.00466,57,10.14
57.229142,0.016037,57,10.14
57.265021,0.035879,57,10.14
57.27576,0.010739,57,10.14
57.295547,0.019787,57,10.14
57.297804,0.002257,57,10.14
57.313096,0.015292,57,10.14
57.318711,0.005615,57,10.14
57.34369,0.024979,57,10.14
57.369254,0.025564,57,10.14
57.389506,0.020252,57,10.14
57.418951,0.029445,57,10.14
57.465348,0.046397,57,10.14
57.47648,0.011132,57,10.14
57.496805,0.020325,57,10.14
57.516043,0.019238,58,10.12
57.522341,0.006298,58,10.12
57.542599,0.020258,58,10.12
57.566008,0.023409,58,10.12
57.588513,0.022505,58,10.12
57.611194,0.022681,58,10.12
57.616419,0.005225,58,10.12
57.636526,0.020107,58,10.12
57.66113,0.024604,58,10.12
57.681747,0.020617,58,10.12
57.702031,0.020284,58,10.12
57.724841,0.02281,58,10.12
57.745096,0.020255,58,10.12
57.765598,0.020502,58,10.12
57.779048,0.01345,58,10.12
57.789416,0.010368,58,10.12
57.809889,0.020473,58,10.12
57.830725,0.020836,58,10.12
57.851003,0.020278,58,10.12
57.871431,0.020428,58,10.12
57.893275,0.021844,58,10.12
57.913548,0.020273,58,10.12
57.919982,0.006434,58,10.12
57.935381,0.015399,58,10.12
57.956425,0.021044,58,10.12
57.992492,0.036067,58,10.12
58.003457,0.010965,58,10.12
58.021289,0.017832,58,10.12
58.023181,0.001892,58,10.12
58.037572,0.014391,58,10.12
58.050037,0.012465,58,10.12
58.077991,0.027954,58,10.12
58.101725,0.023734,58,10.12
58.133073,0.031348,58,10.12
58.143271,0.010198,58,10.12
58.166846,0.023575,58,10.12
58.187112,0.020266,58,10.12
58.211442,0.02433,58,10.12
58.226347,0.014905,58,10.12
58.227415,0.001068,58,10.12
58.22822,0.000805,58,10.12
58.228279,5.90E-05,58,10.12
58.23922,0.010941,58,10.12
58.245177,0.005957,58,10.12
58.261137,0.01596,58,10.12
58.281418,0.020281,58,10.12
58.304097,0.022679,58,10.12
58.310952,0.006855,58,10.12
58.31225,0.001298,58,10.12
58.314302,0.002052,58,10.12
58.315874,0.001572,58,10.12
58.325463,0.009589,58,10.12
58.327515,0.002052,58,10.12
58.327822,0.000307,58,10.12
58.361135,0.033313,58,10.12
58.371789,0.010654,58,10.12
58.394876,0.023087,58,10.12
58.416417,0.021541,58,10.12
58.437046,0.020629,58,10.12
58.453861,0.016815,58,10.12
58.453926,6.50E-05,58,10.12
58.461724,0.007798,58,10.12
58.482276,0.020552,58,10.12
58.503499,0.021223,59,10.19
58.528562,0.025063,59,10.19
58.529416,0.000854,59,10.19
58.549729,0.020313,59,10.19
58.567189,0.01746,59,10.19
58.574978,0.007789,59,10.19
58.584235,0.009257,59,10.19
58.585847,0.001612,59,10.19
58.586114,0.000267,59,10.19
58.593303,0.007189,59,10.19
58.612092,0.018789,59,10.19
58.62754,0.015448,59,10.19
58.63519,0.00765,59,10.19
58.647786,0.012596,59,10.19
58.669936,0.02215,59,10.19
58.690437,0.020501,59,10.19
58.715031,0.024594,59,10.19
58.73719,0.022159,59,10.19
58.766436,0.029246,59,10.19
58.778645,0.012209,59,10.19
58.809746,0.031101,59,10.19
58.820066,0.01032,59,10.19
58.846086,0.02602,59,10.19
58.872934,0.026848,59,10.19
58.908729,0.035795,59,10.19
58.919061,0.010332,59,10.19
58.935812,0.016751,59,10.19
58.942212,0.0064,59,10.19
58.972559,0.030347,59,10.19
58.982892,0.010333,59,10.19
59.004879,0.021987,59,10.19
59.025699,0.02082,59,10.19
59.036418,0.010719,59,10.19
59.037393,0.000975,59,10.19
59.037489,9.60E-05,59,10.19
59.043342,0.005853,59,10.19
59.045978,0.002636,59,10.19
59.066233,0.020255,59,10.19
59.086539,0.020306,59,10.19
59.110906,0.024367,59,10.19
59.154776,0.04387,59,10.19
59.187589,0.032813,59,10.19
59.202765,0.015176,59,10.19
59.223492,0.020727,59,10.19
59.241742,0.01825,59,10.19
59.242244,0.000502,59,10.19
59.242605,0.000361,59,10.19
59.242652,4.70E-05,59,10.19
59.2441,0.001448,59,10.19
59.26768,0.02358,59,10.19
59.287951,0.020271,59,10.19
59.308999,0.021048,59,10.19
59.329929,0.02093,59,10.19
59.331232,0.001303,59,10.19
59.342678,0.011446,59,10.19
59.354433,0.011755,59,10.19
59.37468,0.020247,59,10.19
59.395465,0.020785,59,10.19
59.415792,0.020327,59,10.19
59.437732,0.02194,59,10.19
59.45954,0.021808,59,10.19
59.479849,0.020309,59,10.19
59.503499,0.02365,60,10.2
59.515569,0.01207,60,10.2
59.516076,0.000507,60,10.2
59.516126,5.00E-05,60,10.2
59.518581,0.002455,60,10.2
59.518638,5.70E-05,60,10.2
59.523859,0.005221,60,10.2
59.544444,0.020585,60,10.2
59.544894,0.00045,60,10.2
59.566529,0.021635,60,10.2
59.586883,0.020354,60,10.2
59.607854,0.020971,60,10.2
59.631841,0.023987,60,10.2
59.645393,0.013552,60,10.2
59.652112,0.006719,60,10.2
59.688467,0.036355,60,10.2
59.706756,0.018289,60,10.2
59.731957,0.025201,60,10.2
59.756939,0.024982,60,10.2
59.782168,0.025229,60,10.2
59.791257,0.009089,60,10.2
59.80242,0.011163,60,10.2
59.82473,0.02231,60,10.2
59.846045,0.021315,60,10.2
59.868495,0.02245,60,10.2
59.888756,0.020261,60,10.2
59.909024,0.020268,60,10.2
59.930933,0.021909,60,10.2
59.949825,0.018892,60,10.2
59.951176,0.001351,60,10.2
59.973024,0.021848,60,10.2
59.99858,0.025556,60,10.2
60.02145,0.02287,60,10.2
60.042631,0.021181,60,10.2
60.050299,0.007668,60,10.2
60.050696,0.000397,60,10.2
60.064636,0.01394,60,10.2
60.084895,0.020259,60,10.2
60.105202,0.020307,60,10.2
60.131152,0.02595,60,10.2
60.151426,0.020274,60,10.2
60.172072,0.020646,60,10.2
60.192423,0.020351,60,10.2
60.21268,0.020257,60,10.2
60.234237,0.021557,60,10.2
60.255354,0.021117,60,10.2
60.25601,0.000656,60,10.2
60.256675,0.000665,60,10.2
60.257438,0.000763,60,10.2
60.263623,0.006185,60,10.2
60.274338,0.010715,60,10.2
60.294599,0.020261,60,10.2
60.320274,0.025675,60,10.2
60.321404,0.00113,60,10.2
60.322396,0.000992,60,10.2
60.343598,0.021202,60,10.2
60.344343,0.000745,60,10.2
60.356334,0.011991,60,10.2
60.372251,0.015917,60,10.2
60.393875,0.021624,60,10.2
60.414189,0.020314,60,10.2
60.435803,0.021614,60,10.2
60.456074,0.020271,60,10.2
60.476363,0.020289,60,10.2
60.481079,0.004716,60,10.2
60.483437,0.002358,60,10.2
60.497206,0.013769,60,10.2
60.520577,0.023371,61,10.24
60.542795,0.022218,61,10.24
60.55901,0.016215,61,10.24
60.565091,0.006081,61,10.24
60.585418,0.020327,61,10.24
60.605779,0.020361,61,10.24
60.626774,0.020995,61,10.24
60.628599,0.001825,61,10.24
60.647341,0.018742,61,10.24
60.648528,0.001187,61,10.24
60.64958,0.001052,61,10.24
60.649669,8.90E-05,61,10.24
60.655158,0.005489,61,10.24
60.661886,0.006728,61,10.24
60.668868,0.006982,61,10.24
60.690343,0.021475,61,10.24
60.714175,0.023832,61,10.24
60.734622,0.020447,61,10.24
60.759059,0.024437,61,10.24
60.786921,0.027862,61,10.24
60.808134,0.021213,61,10.24
60.82892,0.020786,61,10.24
60.849324,0.020404,61,10.24
60.871083,0.021759,61,10.24
60.897858,0.026775,61,10.24
60.924601,0.026743,61,10.24
60.948038,0.023437,61,10.24
60.966468,0.01843,61,10.24
60.973619,0.007151,61,10.24
60.995005,0.021386,61,10.24
61.020121,0.025116,61,10.24
61.043319,0.023198,61,10.24
61.067176,0.023857,61,10.24
61.067241,6.50E-05,61,10.24
61.069305,0.002064,61,10.24
61.089567,0.020262,61,10.24
61.111117,0.02155,61,10.24
61.131403,0.020286,61,10.24
61.15167,0.020267,61,10.24
61.171935,0.020265,61,10.24
61.192213,0.020278,61,10.24
61.213048,0.020835,61,10.24
61.239149,0.026101,61,10.24
61.260304,0.021155,61,10.24
61.270861,0.010557,61,10.24
61.270931,7.00E-05,61,10.24
61.273366,0.002435,61,10.24
61.274036,0.00067,61,10.24
61.294528,0.020492,61,10.24
61.307275,0.012747,61,10.24
61.327878,0.020603,61,10.24
61.329479,0.001601,61,10.24
61.352102,0.022623,61,10.24
61.359343,0.007241,61,10.24
61.373763,0.01442,61,10.24
61.375737,0.001974,61,10.24
61.399826,0.024089,61,10.24
61.420298,0.020472,61,10.24
61.447326,0.027028,61,10.24
61.478348,0.031022,61,10.24
61.507712,0.029364,62,10.3
61.520122,0.01241,62,10.3
61.544461,0.024339,62,10.3
61.565438,0.020977,62,10.3
61.576689,0.011251,62,10.3
61.585819,0.00913,62,10.3
61.606139,0.02032,62,10.3
61.633633,0.027494,62,10.3
61.64652,0.012887,62,10.3
61.667093,0.020573,62,10.3
61.676897,0.009804,62,10.3
61.687351,0.010454,62,10.3
61.710139,0.022788,62,10.3
61.730565,0.020426,62,10.3
61.758676,0.028111,62,10.3
61.781222,0.022546,62,10.3
61.810164,0.028942,62,10.3
61.842806,0.032642,62,10.3
61.855827,0.013021,62,10.3
61.878659,0.022832,62,10.3
61.898928,0.020269,62,10.3
61.919201,0.020273,62,10.3
61.940512,0.021311,62,10.3
61.961111,0.020599,62,10.3
61.981474,0.020363,62,10.3
61.981608,0.000134,62,10.3
62.001751,0.020143,62,10.3
62.042226,0.040475,62,10.3
62.052453,0.010227,62,10.3
62.087397,0.034944,62,10.3
62.087701,0.000304,62,10.3
62.08847,0.000769,62,10.3
62.099791,0.011321,62,10.3
62.132484,0.032693,62,10.3
62.151138,0.018654,62,10.3
62.171384,0.020246,62,10.3
62.191668,0.020284,62,10.3
62.212156,0.020488,62,10.3
62.234724,0.022568,62,10.3
62.254981,0.020257,62,10.3
62.276341,0.02136,62,10.3
62.284669,0.008328,62,10.3
62.285443,0.000774,62,10.3
62.28683,0.001387,62,10.3
62.286887,5.70E-05,62,10.3
62.304348,0.017461,62,10.3
62.324612,0.020264,62,10.3
62.347445,0.022833,62,10.3
62.370425,0.02298,62,10.3
62.375562,0.005137,62,10.3
62.387414,0.011852,62,10.3
62.390685,0.003271,62,10.3
62.411475,0.02079,62,10.3
