Time,Packet Inter-arrival (s),Time (s),avg_OSD.height [m]
121.852587,0.020364,122,48.01
121.876182,0.023595,122,48.01
121.887893,0.011711,122,48.01
121.896503,0.00861,122,48.01
121.941222,0.044719,122,48.01
121.954774,0.013552,122,48.01
121.963776,0.009002,122,48.01
121.994465,0.030689,122,48.01
122.011442,0.016977,122,48.01
122.036164,0.024722,122,48.01
122.047717,0.011553,122,48.01
122.057351,0.009634,122,48.01
122.077629,0.020278,122,48.01
122.09794,0.020311,122,48.01
122.11822,0.02028,122,48.01
122.138626,0.020406,122,48.01
122.152125,0.013499,122,48.01
122.153751,0.001626,122,48.01
122.161737,0.007986,122,48.01
122.183267,0.02153,122,48.01
122.203593,0.020326,122,48.01
122.223931,0.020338,122,48.01
122.244301,0.02037,122,48.01
122.26505,0.020749,122,48.01
122.285645,0.020595,122,48.01
122.306617,0.020972,122,48.01
122.327164,0.020547,122,48.01
122.348195,0.021031,122,48.01
122.355338,0.007143,122,48.01
122.355424,8.60E-05,122,48.01
122.355465,4.10E-05,122,48.01
122.355501,3.60E-05,122,48.01
122.371142,0.015641,122,48.01
122.402874,0.031732,122,48.01
122.413066,0.010192,122,48.01
122.434043,0.020977,122,48.01
122.44222,0.008177,122,48.01
122.456407,0.014187,122,48.01
122.457418,0.001011,122,48.01
122.478175,0.020757,122,48.01
122.516409,0.038234,123,48.91
122.530106,0.013697,123,48.91
122.565789,0.035683,123,48.91
122.579799,0.01401,123,48.91
122.606818,0.027019,123,48.91
122.627103,0.020285,123,48.91
122.647359,0.020256,123,48.91
122.659853,0.012494,123,48.91
122.687132,0.027279,123,48.91
122.703786,0.016654,123,48.91
122.724083,0.020297,123,48.91
122.74595,0.021867,123,48.91
122.76095,0.015,123,48.91
122.770205,0.009255,123,48.91
122.791547,0.021342,123,48.91
122.813106,0.021559,123,48.91
122.833373,0.020267,123,48.91
122.853766,0.020393,123,48.91
122.854093,0.000327,123,48.91
122.874141,0.020048,123,48.91
122.895081,0.02094,123,48.91
122.915611,0.02053,123,48.91
122.935882,0.020271,123,48.91
122.956201,0.020319,123,48.91
122.976647,0.020446,123,48.91
122.996916,0.020269,123,48.91
122.997958,0.001042,123,48.91
122.998018,6.00E-05,123,48.91
123.016759,0.018741,123,48.91
123.016818,5.90E-05,123,48.91
123.017195,0.000377,123,48.91
123.041034,0.023839,123,48.91
123.064684,0.02365,123,48.91
123.071084,0.0064,123,48.91
123.071146,6.20E-05,123,48.91
123.07118,3.40E-05,123,48.91
123.071212,3.20E-05,123,48.91
123.085901,0.014689,123,48.91
123.112389,0.026488,123,48.91
123.133564,0.021175,123,48.91
123.153869,0.020305,123,48.91
123.165045,0.011176,123,48.91
123.168457,0.003412,123,48.91
123.174154,0.005697,123,48.91
123.195601,0.021447,123,48.91
123.216925,0.021324,123,48.91
123.241634,0.024709,123,48.91
123.263315,0.021681,123,48.91
123.283844,0.020529,123,48.91
123.305808,0.021964,123,48.91
123.32644,0.020632,123,48.91
123.346784,0.020344,123,48.91
123.369983,0.023199,123,48.91
123.370125,0.000142,123,48.91
123.370171,4.60E-05,123,48.91
123.370913,0.000742,123,48.91
123.374402,0.003489,123,48.91
123.394657,0.020255,123,48.91
123.414945,0.020288,123,48.91
123.436627,0.021682,123,48.91
123.456912,0.020285,123,48.91
123.459562,0.00265,123,48.91
123.472154,0.012592,123,48.91
123.477261,0.005107,123,48.91
123.497926,0.020665,123,48.91
123.49928,0.001354,123,48.91
123.51954,0.02026,124,49.1
123.539823,0.020283,124,49.1
123.560198,0.020375,124,49.1
123.582703,0.022505,124,49.1
123.603245,0.020542,124,49.1
123.623625,0.02038,124,49.1
123.644913,0.021288,124,49.1
123.668468,0.023555,124,49.1
123.675268,0.0068,124,49.1
123.688926,0.013658,124,49.1
123.711782,0.022856,124,49.1
123.751067,0.039285,124,49.1
123.764668,0.013601,124,49.1
123.776314,0.011646,124,49.1
123.785268,0.008954,124,49.1
123.805794,0.020526,124,49.1
123.826221,0.020427,124,49.1
123.830436,0.004215,124,49.1
123.832742,0.002306,124,49.1
123.846518,0.013776,124,49.1
123.86747,0.020952,124,49.1
123.887906,0.020436,124,49.1
123.908239,0.020333,124,49.1
123.945926,0.037687,124,49.1
123.958271,0.012345,124,49.1
123.980173,0.021902,124,49.1
124.002342,0.022169,124,49.1
124.026316,0.023974,124,49.1
124.050215,0.023899,124,49.1
124.071854,0.021639,124,49.1
124.083158,0.011304,124,49.1
124.102409,0.019251,124,49.1
124.132202,0.029793,124,49.1
124.152091,0.019889,124,49.1
124.17583,0.023739,124,49.1
124.184567,0.008737,124,49.1
124.184859,0.000292,124,49.1
124.198723,0.013864,124,49.1
124.220694,0.021971,124,49.1
124.240968,0.020274,124,49.1
124.268972,0.028004,124,49.1
124.291927,0.022955,124,49.1
124.312427,0.0205,124,49.1
124.333729,0.021302,124,49.1
124.358505,0.024776,124,49.1
124.378885,0.02038,124,49.1
124.389022,0.010137,124,49.1
124.389083,6.10E-05,124,49.1
124.390589,0.001506,124,49.1
124.390644,5.50E-05,124,49.1
124.399229,0.008585,124,49.1
124.421103,0.021874,124,49.1
124.445656,0.024553,124,49.1
124.466248,0.020592,124,49.1
124.474944,0.008696,124,49.1
124.486881,0.011937,124,49.1
124.495897,0.009016,124,49.1
124.544472,0.048575,125,49.17
124.563717,0.019245,125,49.17
124.574447,0.01073,125,49.17
124.596137,0.02169,125,49.17
124.602434,0.006297,125,49.17
124.60315,0.000716,125,49.17
124.604734,0.001584,125,49.17
124.604793,5.90E-05,125,49.17
124.604828,3.50E-05,125,49.17
124.618276,0.013448,125,49.17
124.642177,0.023901,125,49.17
124.673802,0.031625,125,49.17
124.683988,0.010186,125,49.17
124.693537,0.009549,125,49.17
124.706577,0.01304,125,49.17
124.728629,0.022052,125,49.17
124.748973,0.020344,125,49.17
124.775436,0.026463,125,49.17
124.796533,0.021097,125,49.17
124.797061,0.000528,125,49.17
124.820808,0.023747,125,49.17
124.841031,0.020223,125,49.17
124.863238,0.022207,125,49.17
124.883535,0.020297,125,49.17
124.905679,0.022144,125,49.17
124.927974,0.022295,125,49.17
124.948464,0.02049,125,49.17
124.969537,0.021073,125,49.17
124.992673,0.023136,125,49.17
125.014213,0.02154,125,49.17
125.026397,0.012184,125,49.17
125.037051,0.010654,125,49.17
125.057335,0.020284,125,49.17
125.059282,0.001947,125,49.17
125.059356,7.40E-05,125,49.17
125.077734,0.018378,125,49.17
125.090459,0.012725,125,49.17
125.090524,6.50E-05,125,49.17
125.099858,0.009334,125,49.17
125.101986,0.002128,125,49.17
125.102055,6.90E-05,125,49.17
125.102096,4.10E-05,125,49.17
125.117669,0.015573,125,49.17
125.145818,0.028149,125,49.17
125.182769,0.036951,125,49.17
125.196612,0.013843,125,49.17
125.202615,0.006003,125,49.17
125.202679,6.40E-05,125,49.17
125.220324,0.017645,125,49.17
125.242528,0.022204,125,49.17
125.265272,0.022744,125,49.17
125.285587,0.020315,125,49.17
125.311358,0.025771,125,49.17
125.332366,0.021008,125,49.17
125.352917,0.020551,125,49.17
125.373468,0.020551,125,49.17
125.399367,0.025899,125,49.17
125.404535,0.005168,125,49.17
125.405187,0.000652,125,49.17
125.405405,0.000218,125,49.17
125.405965,0.00056,125,49.17
125.420419,0.014454,125,49.17
125.450268,0.029849,125,49.17
125.472602,0.022334,125,49.17
125.49288,0.020278,125,49.17
125.497022,0.004142,125,49.17
125.507633,0.010611,126,49.15
125.52386,0.016227,126,49.15
125.549435,0.025575,126,49.15
125.569955,0.02052,126,49.15
125.595717,0.025762,126,49.15
125.616013,0.020296,126,49.15
125.636286,0.020273,126,49.15
125.668217,0.031931,126,49.15
125.678397,0.01018,126,49.15
125.699328,0.020931,126,49.15
125.709701,0.010373,126,49.15
125.719781,0.01008,126,49.15
125.740025,0.020244,126,49.15
125.761392,0.021367,126,49.15
125.781717,0.020325,126,49.15
125.802625,0.020908,126,49.15
125.80313,0.000505,126,49.15
125.813065,0.009935,126,49.15
125.825627,0.012562,126,49.15
125.845896,0.020269,126,49.15
125.871491,0.025595,126,49.15
125.899112,0.027621,126,49.15
125.920797,0.021685,126,49.15
125.942262,0.021465,126,49.15
125.96474,0.022478,126,49.15
125.985073,0.020333,126,49.15
126.011308,0.026235,126,49.15
126.032843,0.021535,126,49.15
126.053105,0.020262,126,49.15
126.075196,0.022091,126,49.15
126.101127,0.025931,126,49.15
126.117842,0.016715,126,49.15
126.121619,0.003777,126,49.15
126.1419,0.020281,126,49.15
126.164421,0.022521,126,49.15
126.184757,0.020336,126,49.15
126.205063,0.020306,126,49.15
126.218379,0.013316,126,49.15
126.21846,8.10E-05,126,49.15
126.226211,0.007751,126,49.15
126.246681,0.02047,126,49.15
126.269553,0.022872,126,49.15
126.290503,0.02095,126,49.15
126.315951,0.025448,126,49.15
126.342199,0.026248,126,49.15
126.371908,0.029709,126,49.15
126.382095,0.010187,126,49.15
126.404017,0.021922,126,49.15
126.421987,0.01797,126,49.15
126.422054,6.70E-05,126,49.15
126.42209,3.60E-05,126,49.15
126.422377,0.000287,126,49.15
126.42426,0.001883,126,49.15
126.446126,0.021866,126,49.15
126.469015,0.022889,126,49.15
126.48929,0.020275,126,49.15
126.511136,0.021846,127,49.2
126.511863,0.000727,127,49.2
126.524461,0.012598,127,49.2
126.547757,0.023296,127,49.2
126.56681,0.019053,127,49.2
126.579255,0.012445,127,49.2
126.601772,0.022517,127,49.2
126.622043,0.020271,127,49.2
126.642494,0.020451,127,49.2
126.662932,0.020438,127,49.2
126.683848,0.020916,127,49.2
126.704429,0.020581,127,49.2
126.729035,0.024606,127,49.2
126.729298,0.000263,127,49.2
126.749554,0.020256,127,49.2
126.769972,0.020418,127,49.2
126.791322,0.02135,127,49.2
126.812759,0.021437,127,49.2
126.827461,0.014702,127,49.2
126.833052,0.005591,127,49.2
126.854175,0.021123,127,49.2
126.877835,0.02366,127,49.2
126.898237,0.020402,127,49.2
126.922122,0.023885,127,49.2
126.942415,0.020293,127,49.2
126.962725,0.02031,127,49.2
126.983119,0.020394,127,49.2
127.003442,0.020323,127,49.2
127.023705,0.020263,127,49.2
127.043975,0.02027,127,49.2
127.064477,0.020502,127,49.2
127.084777,0.0203,127,49.2
127.105195,0.020418,127,49.2
127.112207,0.007012,127,49.2
127.11227,6.30E-05,127,49.2
127.11231,4.00E-05,127,49.2
127.125084,0.012774,127,49.2
127.125492,0.000408,127,49.2
127.126593,0.001101,127,49.2
127.133297,0.006704,127,49.2
127.146575,0.013278,127,49.2
127.166814,0.020239,127,49.2
127.177223,0.010409,127,49.2
127.185384,0.008161,127,49.2
127.187047,0.001663,127,49.2
127.191616,0.004569,127,49.2
127.230398,0.038782,127,49.2
127.234096,0.003698,127,49.2
127.234436,0.00034,127,49.2
127.284814,0.050378,127,49.2
127.297555,0.012741,127,49.2
127.377605,0.08005,127,49.2
127.391872,0.014267,127,49.2
127.414558,0.022686,127,49.2
127.437602,0.023044,127,49.2
127.437663,6.10E-05,127,49.2
127.437705,4.20E-05,127,49.2
127.437746,4.10E-05,127,49.2
127.438994,0.001248,127,49.2
127.459242,0.020248,127,49.2
127.481104,0.021862,127,49.2
127.503364,0.02226,128,49.2
127.526944,0.02358,128,49.2
127.534474,0.00753,128,49.2
127.539568,0.005094,128,49.2
127.546578,0.00701,128,49.2
127.636926,0.090348,128,49.2
127.647938,0.011012,128,49.2
127.670474,0.022536,128,49.2
127.690744,0.02027,128,49.2
127.713347,0.022603,128,49.2
127.740574,0.027227,128,49.2
127.756668,0.016094,128,49.2
127.769397,0.012729,128,49.2
127.789719,0.020322,128,49.2
127.816158,0.026439,128,49.2
127.842939,0.026781,128,49.2
127.856967,0.014028,128,49.2
127.868383,0.011416,128,49.2
127.890156,0.021773,128,49.2
127.897155,0.006999,128,49.2
127.898621,0.001466,128,49.2
127.90044,0.001819,128,49.2
127.902649,0.002209,128,49.2
127.90321,0.000561,128,49.2
127.910632,0.007422,128,49.2
127.934339,0.023707,128,49.2
127.954675,0.020336,128,49.2
127.974961,0.020286,128,49.2
128.004278,0.029317,128,49.2
128.024548,0.02027,128,49.2
128.044824,0.020276,128,49.2
128.067348,0.022524,128,49.2
128.08797,0.020622,128,49.2
128.108357,0.020387,128,49.2
128.112473,0.004116,128,49.2
128.130363,0.01789,128,49.2
128.145346,0.014983,128,49.2
128.150655,0.005309,128,49.2
128.171238,0.020583,128,49.2
128.191551,0.020313,128,49.2
128.211827,0.020276,128,49.2
128.232149,0.020322,128,49.2
128.245838,0.013689,128,49.2
128.247107,0.001269,128,49.2
128.248621,0.001514,128,49.2
128.252426,0.003805,128,49.2
128.277977,0.025551,128,49.2
128.305414,0.027437,128,49.2
128.325805,0.020391,128,49.2
128.346412,0.020607,128,49.2
128.366899,0.020487,128,49.2
128.387161,0.020262,128,49.2
128.414109,0.026948,128,49.2
128.451184,0.037075,128,49.2
128.451916,0.000732,128,49.2
128.453265,0.001349,128,49.2
128.453881,0.000616,128,49.2
128.457221,0.00334,128,49.2
128.482089,0.024868,128,49.2
128.502073,0.019984,129,49.16
128.514263,0.01219,129,49.16
128.540817,0.026554,129,49.16
128.542626,0.001809,129,49.16
128.551774,0.009148,129,49.16
128.572151,0.020377,129,49.16
128.594312,0.022161,129,49.16
128.614724,0.020412,129,49.16
128.635012,0.020288,129,49.16
128.655276,0.020264,129,49.16
128.675596,0.02032,129,49.16
128.695858,0.020262,129,49.16
128.716997,0.021139,129,49.16
128.737342,0.020345,129,49.16
128.754191,0.016849,129,49.16
128.758109,0.003918,129,49.16
128.778752,0.020643,129,49.16
128.804334,0.025582,129,49.16
128.824854,0.02052,129,49.16
128.847857,0.023003,129,49.16
128.855812,0.007955,129,49.16
128.869941,0.014129,129,49.16
128.891861,0.02192,129,49.16
128.912165,0.020304,129,49.16
128.934791,0.022626,129,49.16
128.955112,0.020321,129,49.16
128.975396,0.020284,129,49.16
128.995912,0.020516,129,49.16
129.018022,0.02211,129,49.16
129.044929,0.026907,129,49.16
129.121294,0.076365,129,49.16
129.133569,0.012275,129,49.16
129.153854,0.020285,129,49.16
129.159275,0.005421,129,49.16
129.174779,0.015504,129,49.16
129.195792,0.021013,129,49.16
129.216821,0.021029,129,49.16
129.237266,0.020445,129,49.16
129.259109,0.021843,129,49.16
129.260685,0.001576,129,49.16
129.260757,7.20E-05,129,49.16
129.284382,0.023625,129,49.16
129.307343,0.022961,129,49.16
129.328175,0.020832,129,49.16
129.34844,0.020265,129,49.16
129.371286,0.022846,129,49.16
129.391617,0.020331,129,49.16
129.408974,0.017357,129,49.16
129.411888,0.002914,129,49.16
129.416518,0.00463,129,49.16
129.416581,6.30E-05,129,49.16
129.421852,0.005271,129,49.16
129.43266,0.010808,129,49.16
129.452924,0.020264,129,49.16
129.466394,0.01347,129,49.16
129.466453,5.90E-05,129,49.16
129.466506,5.30E-05,129,49.16
129.466544,3.80E-05,129,49.16
129.474617,0.008073,129,49.16
129.496064,0.021447,129,49.16
129.516792,0.020728,130,49.11
129.537069,0.020277,130,49.11
129.553401,0.016332,130,49.11
129.553563,0.000162,130,49.11
129.557713,0.00415,130,49.11
129.567603,0.00989,130,49.11
129.580401,0.012798,130,49.11
129.605616,0.025215,130,49.11
129.608377,0.002761,130,49.11
129.608436,5.90E-05,130,49.11
129.61216,0.003724,130,49.11
129.619509,0.007349,130,49.11
129.620098,0.000589,130,49.11
129.620149,5.10E-05,130,49.11
129.620364,0.000215,130,49.11
129.627999,0.007635,130,49.11
129.630517,0.002518,130,49.11
129.637551,0.007034,130,49.11
129.650783,0.013232,130,49.11
129.683646,0.032863,130,49.11
129.696919,0.013273,130,49.11
129.720463,0.023544,130,49.11
129.763312,0.042849,130,49.11
129.770605,0.007293,130,49.11
129.777896,0.007291,130,49.11
129.798219,0.020323,130,49.11
129.818706,0.020487,130,49.11
129.839306,0.0206,130,49.11
129.864592,0.025286,130,49.11
129.871618,0.007026,130,49.11
129.884865,0.013247,130,49.11
129.914504,0.029639,130,49.11
129.929745,0.015241,130,49.11
129.950039,0.020294,130,49.11
129.973593,0.023554,130,49.11
129.9939,0.020307,130,49.11
130.001354,0.007454,130,49.11
130.004196,0.002842,130,49.11
130.008538,0.004342,130,49.11
130.01169,0.003152,130,49.11
130.019473,0.007783,130,49.11
130.066984,0.047511,130,49.11
130.079499,0.012515,130,49.11
130.104296,0.024797,130,49.11
130.124638,0.020342,130,49.11
130.147953,0.023315,130,49.11
130.17389,0.025937,130,49.11
130.178436,0.004546,130,49.11
130.197428,0.018992,130,49.11
130.217688,0.02026,130,49.11
130.242179,0.024491,130,49.11
130.263589,0.02141,130,49.11
130.278539,0.01495,130,49.11
130.278925,0.000386,130,49.11
130.284756,0.005831,130,49.11
130.30731,0.022554,130,49.11
130.327674,0.020364,130,49.11
130.368815,0.041141,130,49.11
130.380843,0.012028,130,49.11
130.40138,0.020537,130,49.11
130.422855,0.021475,130,49.11
130.447067,0.024212,130,49.11
130.469453,0.022386,130,49.11
130.481659,0.012206,130,49.11
130.481949,0.00029,130,49.11
130.481994,4.50E-05,130,49.11
130.482312,0.000318,130,49.11
130.489762,0.00745,130,49.11
130.510006,0.020244,131,49.1
130.530468,0.020462,131,49.1
130.551649,0.021181,131,49.1
130.571448,0.019799,131,49.1
130.572041,0.000593,131,49.1
130.583896,0.011855,131,49.1
130.592309,0.008413,131,49.1
130.612681,0.020372,131,49.1
130.633351,0.02067,131,49.1
130.653961,0.02061,131,49.1
130.68098,0.027019,131,49.1
130.701283,0.020303,131,49.1
130.72157,0.020287,131,49.1
130.742399,0.020829,131,49.1
130.763464,0.021065,131,49.1
130.784019,0.020555,131,49.1
130.787722,0.003703,131,49.1
130.808006,0.020284,131,49.1
130.829191,0.021185,131,49.1
130.859098,0.029907,131,49.1
130.869517,0.010419,131,49.1
130.888927,0.01941,131,49.1
130.890076,0.001149,131,49.1
130.910452,0.020376,131,49.1
130.946655,0.036203,131,49.1
130.961495,0.01484,131,49.1
130.982719,0.021224,131,49.1
131.005775,0.023056,131,49.1
131.026304,0.020529,131,49.1
131.046573,0.020269,131,49.1
131.066853,0.02028,131,49.1
131.087192,0.020339,131,49.1
131.108232,0.02104,131,49.1
131.135827,0.027595,131,49.1
131.15615,0.020323,131,49.1
131.177339,0.021189,131,49.1
131.184931,0.007592,131,49.1
131.192466,0.007535,131,49.1
131.199149,0.006683,131,49.1
131.221768,0.022619,131,49.1
131.242172,0.020404,131,49.1
131.262425,0.020253,131,49.1
131.282701,0.020276,131,49.1
131.294823,0.012122,131,49.1
131.294881,5.80E-05,131,49.1
131.304546,0.009665,131,49.1
131.32482,0.020274,131,49.1
131.352366,0.027546,131,49.1
131.376162,0.023796,131,49.1
131.398681,0.022519,131,49.1
131.41996,0.021279,131,49.1
131.43725,0.01729,131,49.1
131.438635,0.001385,131,49.1
131.439864,0.001229,131,49.1
131.450054,0.01019,131,49.1
131.450132,7.80E-05,131,49.1
131.460298,0.010166,131,49.1
131.481125,0.020827,131,49.1
131.501022,0.019897,132,49.1
131.502473,0.001451,132,49.1
131.50253,5.70E-05,132,49.1
131.50258,5.00E-05,132,49.1
131.502644,6.40E-05,132,49.1
131.530437,0.027793,132,49.1
131.571067,0.04063,132,49.1
131.584691,0.013624,132,49.1
131.587345,0.002654,132,49.1
131.600757,0.013412,132,49.1
131.602469,0.001712,132,49.1
131.610569,0.0081,132,49.1
131.633232,0.022663,132,49.1
131.637706,0.004474,132,49.1
131.638545,0.000839,132,49.1
131.661485,0.02294,132,49.1
131.68243,0.020945,132,49.1
131.688049,0.005619,132,49.1
131.703844,0.015795,132,49.1
131.72612,0.022276,132,49.1
131.749353,0.023233,132,49.1
131.776656,0.027303,132,49.1
131.798363,0.021707,132,49.1
131.804043,0.00568,132,49.1
131.818753,0.01471,132,49.1
131.841352,0.022599,132,49.1
131.861619,0.020267,132,49.1
131.881902,0.020283,132,49.1
131.902569,0.020667,132,49.1
131.905472,0.002903,132,49.1
131.923961,0.018489,132,49.1
131.94898,0.025019,132,49.1
131.973299,0.024319,132,49.1
131.993584,0.020285,132,49.1
132.013859,0.020275,132,49.1
132.038292,0.024433,132,49.1
132.058895,0.020603,132,49.1
132.081655,0.02276,132,49.1
132.106149,0.024494,132,49.1
132.112649,0.0065,132,49.1
132.12299,0.010341,132,49.1
132.126619,0.003629,132,49.1
132.12671,9.10E-05,132,49.1
132.149951,0.023241,132,49.1
132.175789,0.025838,132,49.1
132.200461,0.024672,132,49.1
132.209219,0.008758,132,49.1
132.220743,0.011524,132,49.1
132.259512,0.038769,132,49.1
132.273985,0.014473,132,49.1
132.29741,0.023425,132,49.1
132.31278,0.01537,132,49.1
132.312844,6.40E-05,132,49.1
132.317731,0.004887,132,49.1
132.345688,0.027957,132,49.1
132.368771,0.023083,132,49.1
132.389056,0.020285,132,49.1
132.409532,0.020476,132,49.1
132.433222,0.02369,132,49.1
132.45348,0.020258,132,49.1
132.47386,0.02038,132,49.1
132.494211,0.020351,132,49.1
132.514616,0.020405,133,49.1
132.514675,5.90E-05,133,49.1
132.514716,4.10E-05,133,49.1
132.514778,6.20E-05,133,49.1
132.514852,7.40E-05,133,49.1
132.537053,0.022201,133,49.1
132.557326,0.020273,133,49.1
132.577969,0.020643,133,49.1
132.599372,0.021403,133,49.1
132.603884,0.004512,133,49.1
132.616515,0.012631,133,49.1
132.619813,0.003298,133,49.1
132.645511,0.025698,133,49.1
132.66777,0.022259,133,49.1
132.688203,0.020433,133,49.1
132.708731,0.020528,133,49.1
132.729944,0.021213,133,49.1
132.731443,0.001499,133,49.1
132.750973,0.01953,133,49.1
132.794701,0.043728,133,49.1
132.811996,0.017295,133,49.1
132.818812,0.006816,133,49.1
132.833175,0.014363,133,49.1
132.855968,0.022793,133,49.1
132.883655,0.027687,133,49.1
132.904787,0.021132,133,49.1
132.917002,0.012215,133,49.1
132.919656,0.002654,133,49.1
132.927205,0.007549,133,49.1
132.947771,0.020566,133,49.1
132.969126,0.021355,133,49.1
132.989683,0.020557,133,49.1
133.015347,0.025664,133,49.1
133.035609,0.020262,133,49.1
133.056076,0.020467,133,49.1
133.084183,0.028107,133,49.1
133.104455,0.020272,133,49.1
133.125017,0.020562,133,49.1
133.146725,0.021708,133,49.1
133.167366,0.020641,133,49.1
133.187634,0.020268,133,49.1
133.207938,0.020304,133,49.1
133.223725,0.015787,133,49.1
133.228239,0.004514,133,49.1
133.248514,0.020275,133,49.1
133.269484,0.02097,133,49.1
133.289886,0.020402,133,49.1
133.310265,0.020379,133,49.1
133.324531,0.014266,133,49.1
133.325128,0.000597,133,49.1
133.330706,0.005578,133,49.1
133.351346,0.02064,133,49.1
133.372381,0.021035,133,49.1
133.392778,0.020397,133,49.1
133.418184,0.025406,133,49.1
133.462527,0.044343,133,49.1
133.476528,0.014001,133,49.1
133.490438,0.01391,133,49.1
133.491495,0.001057,133,49.1
133.493716,0.002221,133,49.1
133.496978,0.003262,133,49.1
133.508329,0.011351,134,49.1
133.525484,0.017155,134,49.1
133.5294,0.003916,134,49.1
133.529467,6.70E-05,134,49.1
133.530673,0.001206,134,49.1
133.531617,0.000944,134,49.1
133.550214,0.018597,134,49.1
133.574167,0.023953,134,49.1
133.606826,0.032659,134,49.1
133.617026,0.0102,134,49.1
133.62166,0.004634,134,49.1
133.631201,0.009541,134,49.1
133.646368,0.015167,134,49.1
133.666634,0.020266,134,49.1
133.688332,0.021698,134,49.1
133.71279,0.024458,134,49.1
133.713941,0.001151,134,49.1
133.719993,0.006052,134,49.1
133.735368,0.015375,134,49.1
133.755641,0.020273,134,49.1
133.759806,0.004165,134,49.1
133.781453,0.021647,134,49.1
133.805544,0.024091,134,49.1
133.825974,0.02043,134,49.1
133.833796,0.007822,134,49.1
133.846659,0.012863,134,49.1
133.880302,0.033643,134,49.1
133.890482,0.01018,134,49.1
133.911167,0.020685,134,49.1
133.931782,0.020615,134,49.1
133.937421,0.005639,134,49.1
133.952086,0.014665,134,49.1
133.972957,0.020871,134,49.1
133.993243,0.020286,134,49.1
134.01361,0.020367,134,49.1
134.038894,0.025284,134,49.1
134.059231,0.020337,134,49.1
134.090836,0.031605,134,49.1
134.103109,0.012273,134,49.1
134.123501,0.020392,134,49.1
134.143777,0.020276,134,49.1
134.168114,0.024337,134,49.1
134.188422,0.020308,134,49.1
134.208827,0.020405,134,49.1
134.229814,0.020987,134,49.1
134.239334,0.00952,134,49.1
134.250702,0.011368,134,49.1
134.270971,0.020269,134,49.1
134.280344,0.009373,134,49.1
134.291283,0.010939,134,49.1
134.31243,0.021147,134,49.1
134.332751,0.020321,134,49.1
134.342005,0.009254,134,49.1
134.342062,5.70E-05,134,49.1
134.35583,0.013768,134,49.1
134.376652,0.020822,134,49.1
134.401288,0.024636,134,49.1
134.421546,0.020258,134,49.1
134.444845,0.023299,134,49.1
134.468273,0.023428,134,49.1
134.491619,0.023346,134,49.1
134.514595,0.022976,135,49.1
134.534869,0.020274,135,49.1
134.545943,0.011074,135,49.1
134.54601,6.70E-05,135,49.1
134.54605,4.00E-05,135,49.1
134.546109,5.90E-05,135,49.1
134.556852,0.010743,135,49.1
134.581572,0.02472,135,49.1
134.60262,0.021048,135,49.1
134.623421,0.020801,135,49.1
134.62379,0.000369,135,49.1
134.623834,4.40E-05,135,49.1
134.623873,3.90E-05,135,49.1
134.62391,3.70E-05,135,49.1
134.623947,3.70E-05,135,49.1
134.635818,0.011871,135,49.1
134.64859,0.012772,135,49.1
134.65515,0.00656,135,49.1
134.680814,0.025664,135,49.1
134.691005,0.010191,135,49.1
134.711265,0.02026,135,49.1
134.759979,0.048714,135,49.1
134.770202,0.010223,135,49.1
134.790664,0.020462,135,49.1
134.811176,0.020512,135,49.1
134.832161,0.020985,135,49.1
134.849801,0.01764,135,49.1
134.852469,0.002668,135,49.1
134.875304,0.022835,135,49.1
134.899153,0.023849,135,49.1
134.919426,0.020273,135,49.1
134.93972,0.020294,135,49.1
134.951095,0.011375,135,49.1
134.960209,0.009114,135,49.1
134.980529,0.02032,135,49.1
135.001276,0.020747,135,49.1
135.021552,0.020276,135,49.1
135.049291,0.027739,135,49.1
135.069769,0.020478,135,49.1
135.09007,0.020301,135,49.1
135.112465,0.022395,135,49.1
135.133044,0.020579,135,49.1
135.153995,0.020951,135,49.1
135.17805,0.024055,135,49.1
135.198341,0.020291,135,49.1
135.218606,0.020265,135,49.1
135.242526,0.02392,135,49.1
135.254817,0.012291,135,49.1
135.262847,0.00803,135,49.1
135.283184,0.020337,135,49.1
135.304884,0.0217,135,49.1
135.325174,0.02029,135,49.1
135.356813,0.031639,135,49.1
135.357966,0.001153,135,49.1
135.364334,0.006368,135,49.1
135.376788,0.012454,135,49.1
135.4012,0.024412,135,49.1
135.423652,0.022452,135,49.1
135.446993,0.023341,135,49.1
135.473083,0.02609,135,49.1
135.494047,0.020964,135,49.1
135.514316,0.020269,136,49.1
135.532007,0.017691,136,49.1
135.535312,0.003305,136,49.1
135.537085,0.001773,136,49.1
135.544766,0.007681,136,49.1
135.545815,0.001049,136,49.1
135.557427,0.011612,136,49.1
135.56147,0.004043,136,49.1
135.561533,6.30E-05,136,49.1
135.561572,3.90E-05,136,49.1
135.562484,0.000912,136,49.1
135.582606,0.020122,136,49.1
135.60344,0.020834,136,49.1
135.623852,0.020412,136,49.1
135.644104,0.020252,136,49.1
135.652634,0.00853,136,49.1
135.663551,0.010917,136,49.1
135.664339,0.000788,136,49.1
135.684609,0.02027,136,49.1
135.711139,0.02653,136,49.1
135.725948,0.014809,136,49.1
135.732653,0.006705,136,49.1
135.749607,0.016954,136,49.1
135.752922,0.003315,136,49.1
135.773236,0.020314,136,49.1
135.779752,0.006516,136,49.1
135.793714,0.013962,136,49.1
135.816162,0.022448,136,49.1
135.816402,0.00024,136,49.1
135.837582,0.02118,136,49.1
