"Time (s)" "Packet Inter-arrival (ms)" "avg_OSD.flyTime [s]" "Distance (m)" "Height (m)"
20.0 8.493 20.45 12.816 10.8
20.0 6.465 20.45 12.816 10.8
20.0 17.254 20.45 12.816 10.8
20.0 3.003 20.45 12.816 10.8
20.0 12.843 20.45 12.816 10.8
20.0 0.054 20.45 12.816 10.8
20.0 3.993 20.45 12.816 10.8
20.0 0.039 20.45 12.816 10.8
20.0 3.3 20.45 12.816 10.8
20.0 0.538 20.45 12.816 10.8
20.0 0.039 20.45 12.816 10.8
20.0 0.027 20.45 12.816 10.8
20.0 0.024 20.45 12.816 10.8
20.0 0.022 20.45 12.816 10.8
20.0 0.021 20.45 12.816 10.8
20.0 0.021 20.45 12.816 10.8
20.0 1.356 20.45 12.816 10.8
20.0 0.695 20.45 12.816 10.8
20.0 0.337 20.45 12.816 10.8
20.0 0.328 20.45 12.816 10.8
20.0 0.331 20.45 12.816 10.8
20.0 0.694 20.45 12.816 10.8
20.0 0.336 20.45 12.816 10.8
20.0 0.33 20.45 12.816 10.8
20.0 0.24 20.45 12.816 10.8
20.0 7.507 20.45 12.816 10.8
20.0 7.422 20.45 12.816 10.8
20.0 14.691 20.45 12.816 10.8
20.0 5.557 20.45 12.816 10.8
20.0 0.026 20.45 12.816 10.8
20.0 1.708 20.45 12.816 10.8
20.0 0.046 20.45 12.816 10.8
20.0 0.279 20.45 12.816 10.8
20.0 0.334 20.45 12.816 10.8
20.0 0.339 20.45 12.816 10.8
20.0 4.247 20.45 12.816 10.8
20.0 0.165 20.45 12.816 10.8
20.0 13.644 20.45 12.816 10.8
20.0 8.496 20.45 12.816 10.8
20.0 11.754 20.45 12.816 10.8
20.0 3.419 20.45 12.816 10.8
20.0 2.328 20.45 12.816 10.8
20.0 0.037 20.45 12.816 10.8
20.0 0.293 20.45 12.816 10.8
20.0 0.331 20.45 12.816 10.8
20.0 0.329 20.45 12.816 10.8
20.0 0.037 20.45 12.816 10.8
20.0 0.63 20.45 12.816 10.8
20.0 7.536 20.45 12.816 10.8
20.0 5.315 20.45 12.816 10.8
20.0 7.035 20.45 12.816 10.8
20.0 1.584 20.45 12.816 10.8
20.0 0.087 20.45 12.816 10.8
20.0 0.031 20.45 12.816 10.8
20.0 0.109 20.45 12.816 10.8
20.0 0.585 20.45 12.816 10.8
20.0 0.843 20.45 12.816 10.8
20.0 0.05 20.45 12.816 10.8
20.0 0.03 20.45 12.816 10.8
20.0 0.78 20.45 12.816 10.8
20.0 9.149 20.45 12.816 10.8
20.0 13.208 20.45 12.816 10.8
20.0 2.401 20.45 12.816 10.8
20.0 0.313 20.45 12.816 10.8
20.0 0.342 20.45 12.816 10.8
20.0 0.312 20.45 12.816 10.8
20.0 3.67 20.45 12.816 10.8
20.0 6.338 20.45 12.816 10.8
20.0 0.063 20.45 12.816 10.8
20.0 0.03 20.45 12.816 10.8
20.0 0.031 20.45 12.816 10.8
20.0 5.031 20.45 12.816 10.8
20.0 8.854 20.45 12.816 10.8
20.0 1.549 20.45 12.816 10.8
20.0 6.179 20.45 12.816 10.8
20.0 0.669 20.45 12.816 10.8
20.0 0.336 20.45 12.816 10.8
20.0 0.326 20.45 12.816 10.8
20.0 0.331 20.45 12.816 10.8
20.0 0.749 20.45 12.816 10.8
20.0 0.315 20.45 12.816 10.8
20.0 0.349 20.45 12.816 10.8
20.0 0.216 20.45 12.816 10.8
20.0 9.259 20.45 12.816 10.8
20.0 18.348 20.45 12.816 10.8
20.0 0.628 20.45 12.816 10.8
20.0 0.397 20.45 12.816 10.8
20.0 0.258 20.45 12.816 10.8
20.0 0.327 20.45 12.816 10.8
20.0 0.466 20.45 12.816 10.8
20.0 1.32 20.45 12.816 10.8
20.0 0.22 20.45 12.816 10.8
20.0 0.023 20.45 12.816 10.8
20.0 0.021 20.45 12.816 10.8
20.0 8.934 20.45 12.816 10.8
20.0 9.906 20.45 12.816 10.8
20.0 5.624 20.45 12.816 10.8
20.0 4.049 20.45 12.816 10.8
20.0 3.953 20.45 12.816 10.8
20.0 0.615 20.45 12.816 10.8
20.0 0.222 20.45 12.816 10.8
20.0 0.22 20.45 12.816 10.8
20.0 0.225 20.45 12.816 10.8
20.0 0.22 20.45 12.816 10.8
20.0 0.907 20.45 12.816 10.8
20.0 0.033 20.45 12.816 10.8
20.0 0.029 20.45 12.816 10.8
20.0 4.364 20.45 12.816 10.8
20.0 10.385 20.45 12.816 10.8
20.0 1.166 20.45 12.816 10.8
20.0 8.733 20.45 12.816 10.8
20.0 8.512 20.45 12.816 10.8
20.0 0.752 20.45 12.816 10.8
20.0 4.486 20.45 12.816 10.8
20.0 0.067 20.45 12.816 10.8
20.0 0.024 20.45 12.816 10.8
20.0 0.023 20.45 12.816 10.8
20.0 0.018 20.45 12.816 10.8
20.0 0.017 20.45 12.816 10.8
20.0 0.017 20.45 12.816 10.8
20.0 6.696 20.45 12.816 10.8
20.0 10.386 20.45 12.816 10.8
20.0 6.949 20.45 12.816 10.8
20.0 2.922 20.45 12.816 10.8
20.0 7.1 20.45 12.816 10.8
20.0 0.067 20.45 12.816 10.8
20.0 0.029 20.45 12.816 10.8
20.0 0.024 20.45 12.816 10.8
20.0 0.022 20.45 12.816 10.8
20.0 0.022 20.45 12.816 10.8
20.0 0.066 20.45 12.816 10.8
20.0 0.023 20.45 12.816 10.8
20.0 1.558 20.45 12.816 10.8
20.0 11.348 20.45 12.816 10.8
20.0 10.236 20.45 12.816 10.8
20.0 0.556 20.45 12.816 10.8
20.0 0.281 20.45 12.816 10.8
20.0 0.251 20.45 12.816 10.8
20.0 0.226 20.45 12.816 10.8
20.0 0.252 20.45 12.816 10.8
20.0 1.844 20.45 12.816 10.8
20.0 0.035 20.45 12.816 10.8
20.0 0.075 20.45 12.816 10.8
20.0 0.023 20.45 12.816 10.8
20.0 6.803 20.45 12.816 10.8
20.0 10.792 20.45 12.816 10.8
20.0 2.866 20.45 12.816 10.8
20.0 7.047 20.45 12.816 10.8
20.0 10.859 20.45 12.816 10.8
20.0 2.612 20.45 12.816 10.8
20.0 0.046 20.45 12.816 10.8
20.0 0.028 20.45 12.816 10.8
20.0 0.023 20.45 12.816 10.8
20.0 0.022 20.45 12.816 10.8
20.0 0.021 20.45 12.816 10.8
20.0 0.022 20.45 12.816 10.8
20.0 0.022 20.45 12.816 10.8
20.0 0.073 20.45 12.816 10.8
20.0 0.03 20.45 12.816 10.8
20.0 6.682 20.45 12.816 10.8
20.0 9.311 20.45 12.816 10.8
20.0 10.949 20.45 12.816 10.8
20.0 3.097 20.45 12.816 10.8
20.0 2.649 20.45 12.816 10.8
20.0 0.217 20.45 12.816 10.8
20.0 0.031 20.45 12.816 10.8
20.0 0.291 20.45 12.816 10.8
20.0 0.14 20.45 12.816 10.8
20.0 0.026 20.45 12.816 10.8
20.0 0.024 20.45 12.816 10.8
20.0 0.031 20.45 12.816 10.8
20.0 0.129 20.45 12.816 10.8
20.0 0.104 20.45 12.816 10.8
20.0 0.675 20.45 12.816 10.8
21.0 12.875 21.45 15.103 10.82
21.0 15.765 21.45 15.103 10.82
21.0 0.63 21.45 15.103 10.82
21.0 0.23 21.45 15.103 10.82
21.0 0.257 21.45 15.103 10.82
21.0 2.339 21.45 15.103 10.82
21.0 0.039 21.45 15.103 10.82
21.0 0.024 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 1.179 21.45 15.103 10.82
21.0 10.817 21.45 15.103 10.82
21.0 0.37 21.45 15.103 10.82
21.0 9.112 21.45 15.103 10.82
21.0 8.996 21.45 15.103 10.82
21.0 0.47 21.45 15.103 10.82
21.0 2.901 21.45 15.103 10.82
21.0 0.043 21.45 15.103 10.82
21.0 0.118 21.45 15.103 10.82
21.0 0.026 21.45 15.103 10.82
21.0 0.017 21.45 15.103 10.82
21.0 0.017 21.45 15.103 10.82
21.0 0.017 21.45 15.103 10.82
21.0 0.016 21.45 15.103 10.82
21.0 0.015 21.45 15.103 10.82
21.0 0.017 21.45 15.103 10.82
21.0 8.891 21.45 15.103 10.82
21.0 15.614 21.45 15.103 10.82
21.0 4.711 21.45 15.103 10.82
21.0 11.235 21.45 15.103 10.82
21.0 0.067 21.45 15.103 10.82
21.0 0.028 21.45 15.103 10.82
21.0 0.018 21.45 15.103 10.82
21.0 0.019 21.45 15.103 10.82
21.0 0.018 21.45 15.103 10.82
21.0 0.018 21.45 15.103 10.82
21.0 5.006 21.45 15.103 10.82
21.0 3.853 21.45 15.103 10.82
21.0 4.657 21.45 15.103 10.82
21.0 0.648 21.45 15.103 10.82
21.0 0.336 21.45 15.103 10.82
21.0 0.38 21.45 15.103 10.82
21.0 0.277 21.45 15.103 10.82
21.0 2.196 21.45 15.103 10.82
21.0 0.048 21.45 15.103 10.82
21.0 11.728 21.45 15.103 10.82
21.0 9.765 21.45 15.103 10.82
21.0 8.115 21.45 15.103 10.82
21.0 0.677 21.45 15.103 10.82
21.0 0.35 21.45 15.103 10.82
21.0 0.329 21.45 15.103 10.82
21.0 0.313 21.45 15.103 10.82
21.0 0.775 21.45 15.103 10.82
21.0 0.036 21.45 15.103 10.82
21.0 0.561 21.45 15.103 10.82
21.0 1.829 21.45 15.103 10.82
21.0 20.271 21.45 15.103 10.82
21.0 7.696 21.45 15.103 10.82
21.0 1.997 21.45 15.103 10.82
21.0 0.221 21.45 15.103 10.82
21.0 0.028 21.45 15.103 10.82
21.0 0.024 21.45 15.103 10.82
21.0 0.023 21.45 15.103 10.82
21.0 10.274 21.45 15.103 10.82
21.0 4.098 21.45 15.103 10.82
21.0 16.205 21.45 15.103 10.82
21.0 3.43 21.45 15.103 10.82
21.0 6.205 21.45 15.103 10.82
21.0 5.972 21.45 15.103 10.82
21.0 2.647 21.45 15.103 10.82
21.0 0.043 21.45 15.103 10.82
21.0 0.029 21.45 15.103 10.82
21.0 0.03 21.45 15.103 10.82
21.0 0.017 21.45 15.103 10.82
21.0 2.198 21.45 15.103 10.82
21.0 6.696 21.45 15.103 10.82
21.0 6.828 21.45 15.103 10.82
21.0 6.169 21.45 15.103 10.82
21.0 0.317 21.45 15.103 10.82
21.0 0.317 21.45 15.103 10.82
21.0 0.026 21.45 15.103 10.82
21.0 0.26 21.45 15.103 10.82
21.0 1.575 21.45 15.103 10.82
21.0 1.105 21.45 15.103 10.82
21.0 19.204 21.45 15.103 10.82
21.0 3.557 21.45 15.103 10.82
21.0 2.353 21.45 15.103 10.82
21.0 0.039 21.45 15.103 10.82
21.0 0.027 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 2.03 21.45 15.103 10.82
21.0 11.254 21.45 15.103 10.82
21.0 1.07 21.45 15.103 10.82
21.0 17.032 21.45 15.103 10.82
21.0 0.561 21.45 15.103 10.82
21.0 0.249 21.45 15.103 10.82
21.0 0.246 21.45 15.103 10.82
21.0 0.261 21.45 15.103 10.82
21.0 0.176 21.45 15.103 10.82
21.0 3.087 21.45 15.103 10.82
21.0 11.459 21.45 15.103 10.82
21.0 8.839 21.45 15.103 10.82
21.0 3.832 21.45 15.103 10.82
21.0 0.07 21.45 15.103 10.82
21.0 0.082 21.45 15.103 10.82
21.0 1.668 21.45 15.103 10.82
21.0 1.915 21.45 15.103 10.82
21.0 1.68 21.45 15.103 10.82
21.0 0.58 21.45 15.103 10.82
21.0 0.248 21.45 15.103 10.82
21.0 1.126 21.45 15.103 10.82
21.0 0.029 21.45 15.103 10.82
21.0 0.213 21.45 15.103 10.82
21.0 0.251 21.45 15.103 10.82
21.0 0.249 21.45 15.103 10.82
21.0 0.236 21.45 15.103 10.82
21.0 7.656 21.45 15.103 10.82
21.0 1.168 21.45 15.103 10.82
21.0 18.29 21.45 15.103 10.82
21.0 1.94 21.45 15.103 10.82
21.0 1.146 21.45 15.103 10.82
21.0 0.595 21.45 15.103 10.82
21.0 0.245 21.45 15.103 10.82
21.0 0.249 21.45 15.103 10.82
21.0 0.252 21.45 15.103 10.82
21.0 0.242 21.45 15.103 10.82
21.0 0.591 21.45 15.103 10.82
21.0 0.245 21.45 15.103 10.82
21.0 0.123 21.45 15.103 10.82
21.0 12.89 21.45 15.103 10.82
21.0 3.676 21.45 15.103 10.82
21.0 14.541 21.45 15.103 10.82
21.0 0.592 21.45 15.103 10.82
21.0 0.344 21.45 15.103 10.82
21.0 0.118 21.45 15.103 10.82
21.0 0.231 21.45 15.103 10.82
21.0 0.627 21.45 15.103 10.82
21.0 0.234 21.45 15.103 10.82
21.0 0.255 21.45 15.103 10.82
21.0 0.031 21.45 15.103 10.82
21.0 3.326 21.45 15.103 10.82
21.0 20.306 21.45 15.103 10.82
21.0 6.744 21.45 15.103 10.82
21.0 0.635 21.45 15.103 10.82
21.0 0.243 21.45 15.103 10.82
21.0 0.258 21.45 15.103 10.82
21.0 0.243 21.45 15.103 10.82
21.0 0.648 21.45 15.103 10.82
21.0 0.247 21.45 15.103 10.82
21.0 0.247 21.45 15.103 10.82
21.0 0.078 21.45 15.103 10.82
21.0 10.905 21.45 15.103 10.82
21.0 12.964 21.45 15.103 10.82
21.0 7.294 21.45 15.103 10.82
21.0 0.572 21.45 15.103 10.82
21.0 0.517 21.45 15.103 10.82
21.0 0.239 21.45 15.103 10.82
21.0 0.248 21.45 15.103 10.82
21.0 0.25 21.45 15.103 10.82
21.0 0.251 21.45 15.103 10.82
21.0 0.613 21.45 15.103 10.82
21.0 0.038 21.45 15.103 10.82
21.0 0.028 21.45 15.103 10.82
21.0 13.111 21.45 15.103 10.82
21.0 4.384 21.45 15.103 10.82
21.0 12.592 21.45 15.103 10.82
21.0 0.544 21.45 15.103 10.82
21.0 0.233 21.45 15.103 10.82
21.0 1.353 21.45 15.103 10.82
21.0 0.047 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 3.835 21.45 15.103 10.82
21.0 0.059 21.45 15.103 10.82
21.0 2.272 21.45 15.103 10.82
21.0 20.279 21.45 15.103 10.82
21.0 12.032 21.45 15.103 10.82
21.0 4.637 21.45 15.103 10.82
21.0 0.048 21.45 15.103 10.82
21.0 0.027 21.45 15.103 10.82
21.0 0.023 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 3.986 21.45 15.103 10.82
21.0 17.797 21.45 15.103 10.82
21.0 0.567 21.45 15.103 10.82
21.0 3.373 21.45 15.103 10.82
21.0 0.999 21.45 15.103 10.82
21.0 0.179 21.45 15.103 10.82
21.0 3.678 21.45 15.103 10.82
21.0 0.1 21.45 15.103 10.82
21.0 0.03 21.45 15.103 10.82
21.0 0.025 21.45 15.103 10.82
21.0 0.026 21.45 15.103 10.82
21.0 0.024 21.45 15.103 10.82
21.0 7.607 21.45 15.103 10.82
21.0 1.486 21.45 15.103 10.82
21.0 6.252 21.45 15.103 10.82
21.0 12.22 21.45 15.103 10.82
21.0 4.913 21.45 15.103 10.82
21.0 1.892 21.45 15.103 10.82
21.0 0.034 21.45 15.103 10.82
21.0 0.025 21.45 15.103 10.82
21.0 0.025 21.45 15.103 10.82
21.0 0.025 21.45 15.103 10.82
21.0 0.044 21.45 15.103 10.82
21.0 1.211 21.45 15.103 10.82
21.0 20.252 21.45 15.103 10.82
21.0 10.062 21.45 15.103 10.82
21.0 4.594 21.45 15.103 10.82
21.0 0.035 21.45 15.103 10.82
21.0 0.026 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 0.023 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 7.101 21.45 15.103 10.82
21.0 19.437 21.45 15.103 10.82
21.0 1.32 21.45 15.103 10.82
21.0 3.92 21.45 15.103 10.82
21.0 0.051 21.45 15.103 10.82
21.0 0.196 21.45 15.103 10.82
21.0 0.025 21.45 15.103 10.82
21.0 0.226 21.45 15.103 10.82
21.0 0.248 21.45 15.103 10.82
21.0 0.026 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 5.059 21.45 15.103 10.82
21.0 11.463 21.45 15.103 10.82
21.0 4.128 21.45 15.103 10.82
21.0 13.133 21.45 15.103 10.82
21.0 0.096 21.45 15.103 10.82
21.0 0.029 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 0.022 21.45 15.103 10.82
21.0 0.023 21.45 15.103 10.82
21.0 0.021 21.45 15.103 10.82
21.0 3.111 21.45 15.103 10.82
21.0 16.882 21.45 15.103 10.82
21.0 3.447 21.45 15.103 10.82
21.0 5.728 21.45 15.103 10.82
21.0 7.496 21.45 15.103 10.82
21.0 1.121 21.45 15.103 10.82
21.0 0.346 21.45 15.103 10.82
21.0 0.033 21.45 15.103 10.82
21.0 0.018 21.45 15.103 10.82
21.0 0.018 21.45 15.103 10.82
21.0 0.017 21.45 15.103 10.82
21.0 0.165 21.45 15.103 10.82
21.0 5.37 21.45 15.103 10.82
21.0 9.559 21.45 15.103 10.82
21.0 0.685 21.45 15.103 10.82
21.0 0.337 21.45 15.103 10.82
21.0 0.319 21.45 15.103 10.82
21.0 0.328 21.45 15.103 10.82
21.0 0.692 21.45 15.103 10.82
21.0 0.319 21.45 15.103 10.82
21.0 0.246 21.45 15.103 10.82
21.0 8.293 21.45 15.103 10.82
21.0 7.681 21.45 15.103 10.82
21.0 4.91 21.45 15.103 10.82
21.0 8.288 21.45 15.103 10.82
21.0 1.629 21.45 15.103 10.82
21.0 8.694 21.45 15.103 10.82
21.0 0.305 21.45 15.103 10.82
21.0 0.327 21.45 15.103 10.82
21.0 0.346 21.45 15.103 10.82
21.0 0.336 21.45 15.103 10.82
21.0 0.662 21.45 15.103 10.82
21.0 0.217 21.45 15.103 10.82
21.0 7.8 21.45 15.103 10.82
21.0 15.019 21.45 15.103 10.82
21.0 0.2 21.45 15.103 10.82
21.0 0.697 21.45 15.103 10.82
21.0 4.5 21.45 15.103 10.82
21.0 1.233 21.45 15.103 10.82
21.0 0.092 21.45 15.103 10.82
21.0 0.554 21.45 15.103 10.82
21.0 4.495 21.45 15.103 10.82
21.0 0.041 21.45 15.103 10.82
21.0 0.196 21.45 15.103 10.82
21.0 0.024 21.45 15.103 10.82
21.0 13.819 21.45 15.103 10.82
21.0 9.606 21.45 15.103 10.82
21.0 0.675 21.45 15.103 10.82
21.0 0.335 21.45 15.103 10.82
21.0 0.378 21.45 15.103 10.82
21.0 0.302 21.45 15.103 10.82
21.0 0.662 21.45 15.103 10.82
21.0 0.315 21.45 15.103 10.82
21.0 0.308 21.45 15.103 10.82
21.0 7.676 21.45 15.103 10.82
21.0 5.798 21.45 15.103 10.82
21.0 1.194 21.45 15.103 10.82
21.0 13.707 21.45 15.103 10.82
21.0 1.977 21.45 15.103 10.82
21.0 0.699 21.45 15.103 10.82
21.0 0.317 21.45 15.103 10.82
21.0 0.333 21.45 15.103 10.82
21.0 0.34 21.45 15.103 10.82
21.0 0.71 21.45 15.103 10.82
21.0 0.328 21.45 15.103 10.82
21.0 0.336 21.45 15.103 10.82
21.0 0.05 21.45 15.103 10.82
21.0 15.194 21.45 15.103 10.82
21.0 4.253 21.45 15.103 10.82
21.0 2.296 21.45 15.103 10.82
21.0 8.356 21.45 15.103 10.82
21.0 5.379 21.45 15.103 10.82
21.0 0.053 21.45 15.103 10.82
21.0 0.824 21.45 15.103 10.82
21.0 0.317 21.45 15.103 10.82
21.0 0.348 21.45 15.103 10.82
21.0 0.31 21.45 15.103 10.82
21.0 0.697 21.45 15.103 10.82
21.0 0.343 21.45 15.103 10.82
21.0 0.33 21.45 15.103 10.82
21.0 0.096 21.45 15.103 10.82
21.0 2.398 21.45 15.103 10.82
21.0 14.647 21.45 15.103 10.82
21.0 7.2 21.45 15.103 10.82
22.0 13.067 22.45 15.5 10.8
22.0 1.942 22.45 15.5 10.8
22.0 0.062 22.45 15.5 10.8
22.0 0.03 22.45 15.5 10.8
22.0 0.019 22.45 15.5 10.8
22.0 0.019 22.45 15.5 10.8
22.0 0.019 22.45 15.5 10.8
22.0 0.019 22.45 15.5 10.8
22.0 0.018 22.45 15.5 10.8
22.0 2.626 22.45 15.5 10.8
22.0 13.539 22.45 15.5 10.8
22.0 0.672 22.45 15.5 10.8
22.0 0.337 22.45 15.5 10.8
22.0 0.328 22.45 15.5 10.8
22.0 0.34 22.45 15.5 10.8
22.0 0.36 22.45 15.5 10.8
22.0 1.87 22.45 15.5 10.8
22.0 0.048 22.45 15.5 10.8
22.0 0.019 22.45 15.5 10.8
22.0 0.018 22.45 15.5 10.8
22.0 14.559 22.45 15.5 10.8
22.0 3.741 22.45 15.5 10.8
22.0 10.89 22.45 15.5 10.8
22.0 3.712 22.45 15.5 10.8
22.0 0.423 22.45 15.5 10.8
22.0 2.762 22.45 15.5 10.8
22.0 0.384 22.45 15.5 10.8
22.0 0.291 22.45 15.5 10.8
22.0 0.299 22.45 15.5 10.8
22.0 1.971 22.45 15.5 10.8
22.0 0.113 22.45 15.5 10.8
22.0 0.205 22.45 15.5 10.8
22.0 0.167 22.45 15.5 10.8
22.0 0.044 22.45 15.5 10.8
22.0 3.228 22.45 15.5 10.8
22.0 0.219 22.45 15.5 10.8
22.0 16.409 22.45 15.5 10.8
22.0 4.313 22.45 15.5 10.8
22.0 6.831 22.45 15.5 10.8
22.0 0.059 22.45 15.5 10.8
22.0 0.03 22.45 15.5 10.8
22.0 0.022 22.45 15.5 10.8
22.0 0.218 22.45 15.5 10.8
22.0 0.332 22.45 15.5 10.8
22.0 0.024 22.45 15.5 10.8
22.0 0.204 22.45 15.5 10.8
22.0 8.233 22.45 15.5 10.8
22.0 3.589 22.45 15.5 10.8
22.0 16.701 22.45 15.5 10.8
22.0 3.136 22.45 15.5 10.8
22.0 0.423 22.45 15.5 10.8
22.0 0.318 22.45 15.5 10.8
22.0 0.328 22.45 15.5 10.8
22.0 0.337 22.45 15.5 10.8
22.0 0.687 22.45 15.5 10.8
22.0 0.342 22.45 15.5 10.8
22.0 0.322 22.45 15.5 10.8
22.0 0.21 22.45 15.5 10.8
22.0 14.156 22.45 15.5 10.8
22.0 11.757 22.45 15.5 10.8
22.0 0.675 22.45 15.5 10.8
22.0 0.458 22.45 15.5 10.8
22.0 1.944 22.45 15.5 10.8
22.0 0.2 22.45 15.5 10.8
22.0 0.05 22.45 15.5 10.8
22.0 0.031 22.45 15.5 10.8
22.0 0.028 22.45 15.5 10.8
22.0 0.027 22.45 15.5 10.8
22.0 5.218 22.45 15.5 10.8
22.0 2.221 22.45 15.5 10.8
22.0 18.06 22.45 15.5 10.8
22.0 3.073 22.45 15.5 10.8
22.0 7.238 22.45 15.5 10.8
22.0 0.336 22.45 15.5 10.8
22.0 0.325 22.45 15.5 10.8
22.0 0.329 22.45 15.5 10.8
22.0 0.026 22.45 15.5 10.8
22.0 0.644 22.45 15.5 10.8
22.0 0.336 22.45 15.5 10.8
22.0 0.216 22.45 15.5 10.8
22.0 7.739 22.45 15.5 10.8
22.0 2.543 22.45 15.5 10.8
22.0 15.771 22.45 15.5 10.8
22.0 1.928 22.45 15.5 10.8
22.0 0.466 22.45 15.5 10.8
22.0 0.043 22.45 15.5 10.8
22.0 0.028 22.45 15.5 10.8
22.0 0.258 22.45 15.5 10.8
22.0 0.322 22.45 15.5 10.8
22.0 0.326 22.45 15.5 10.8
22.0 0.78 22.45 15.5 10.8
22.0 0.037 22.45 15.5 10.8
22.0 18.017 22.45 15.5 10.8
22.0 3.285 22.45 15.5 10.8
22.0 10.374 22.45 15.5 10.8
22.0 1.785 22.45 15.5 10.8
22.0 0.561 22.45 15.5 10.8
22.0 1.718 22.45 15.5 10.8
22.0 0.046 22.45 15.5 10.8
22.0 0.028 22.45 15.5 10.8
22.0 0.24 22.45 15.5 10.8
22.0 0.33 22.45 15.5 10.8
22.0 0.325 22.45 15.5 10.8
22.0 0.308 22.45 15.5 10.8
22.0 0.066 22.45 15.5 10.8
22.0 2.565 22.45 15.5 10.8
22.0 11.998 22.45 15.5 10.8
22.0 4.383 22.45 15.5 10.8
22.0 3.907 22.45 15.5 10.8
22.0 5.784 22.45 15.5 10.8
22.0 2.386 22.45 15.5 10.8
22.0 0.038 22.45 15.5 10.8
22.0 0.028 22.45 15.5 10.8
22.0 0.018 22.45 15.5 10.8
22.0 0.268 22.45 15.5 10.8
22.0 0.312 22.45 15.5 10.8
22.0 0.354 22.45 15.5 10.8
22.0 0.035 22.45 15.5 10.8
22.0 11.037 22.45 15.5 10.8
22.0 3.123 22.45 15.5 10.8
22.0 12.552 22.45 15.5 10.8
22.0 4.756 22.45 15.5 10.8
22.0 1.813 22.45 15.5 10.8
22.0 0.316 22.45 15.5 10.8
22.0 0.328 22.45 15.5 10.8
22.0 0.046 22.45 15.5 10.8
22.0 0.019 22.45 15.5 10.8
22.0 3.374 22.45 15.5 10.8
22.0 0.074 22.45 15.5 10.8
22.0 0.02 22.45 15.5 10.8
22.0 14.269 22.45 15.5 10.8
22.0 1.895 22.45 15.5 10.8
22.0 8.861 22.45 15.5 10.8
22.0 0.969 22.45 15.5 10.8
22.0 1.103 22.45 15.5 10.8
22.0 0.091 22.45 15.5 10.8
22.0 7.485 22.45 15.5 10.8
22.0 4.369 22.45 15.5 10.8
22.0 0.097 22.45 15.5 10.8
22.0 2.401 22.45 15.5 10.8
22.0 0.037 22.45 15.5 10.8
22.0 0.026 22.45 15.5 10.8
22.0 0.022 22.45 15.5 10.8
22.0 0.11 22.45 15.5 10.8
22.0 0.031 22.45 15.5 10.8
22.0 8.741 22.45 15.5 10.8
22.0 2.527 22.45 15.5 10.8
22.0 1.008 22.45 15.5 10.8
22.0 0.332 22.45 15.5 10.8
22.0 0.33 22.45 15.5 10.8
22.0 0.747 22.45 15.5 10.8
22.0 2.915 22.45 15.5 10.8
22.0 0.315 22.45 15.5 10.8
22.0 1.161 22.45 15.5 10.8
22.0 0.032 22.45 15.5 10.8
22.0 10.097 22.45 15.5 10.8
22.0 2.577 22.45 15.5 10.8
22.0 2.071 22.45 15.5 10.8
22.0 1.07 22.45 15.5 10.8
22.0 14.448 22.45 15.5 10.8
22.0 5.815 22.45 15.5 10.8
22.0 9.417 22.45 15.5 10.8
22.0 0.063 22.45 15.5 10.8
22.0 0.028 22.45 15.5 10.8
22.0 0.022 22.45 15.5 10.8
22.0 0.023 22.45 15.5 10.8
22.0 3.269 22.45 15.5 10.8
22.0 0.035 22.45 15.5 10.8
22.0 0.018 22.45 15.5 10.8
22.0 0.017 22.45 15.5 10.8
22.0 7.358 22.45 15.5 10.8
22.0 13.726 22.45 15.5 10.8
22.0 6.969 22.45 15.5 10.8
22.0 1.715 22.45 15.5 10.8
22.0 0.48 22.45 15.5 10.8
22.0 0.502 22.45 15.5 10.8
22.0 0.502 22.45 15.5 10.8
22.0 0.728 22.45 15.5 10.8
22.0 1.635 22.45 15.5 10.8
22.0 0.038 22.45 15.5 10.8
22.0 0.022 22.45 15.5 10.8
22.0 0.063 22.45 15.5 10.8
22.0 14.598 22.45 15.5 10.8
22.0 6.163 22.45 15.5 10.8
22.0 5.768 22.45 15.5 10.8
22.0 0.303 22.45 15.5 10.8
22.0 0.332 22.45 15.5 10.8
22.0 2.715 22.45 15.5 10.8
22.0 0.039 22.45 15.5 10.8
22.0 0.023 22.45 15.5 10.8
22.0 0.023 22.45 15.5 10.8
22.0 0.245 22.45 15.5 10.8
22.0 0.28 22.45 15.5 10.8
22.0 2.175 22.45 15.5 10.8
22.0 2.172 22.45 15.5 10.8
22.0 19.664 22.45 15.5 10.8
22.0 2.384 22.45 15.5 10.8
22.0 8.108 22.45 15.5 10.8
22.0 0.054 22.45 15.5 10.8
22.0 3.318 22.45 15.5 10.8
