"Time (s)" "Packet Inter-arrival (ms)" "avg_OSD.flyTime [s]" "Distance (m)" "Height (m)"
181.0 4.651 181.45 13.024 25.6
181.0 1.828 181.45 13.024 25.6
181.0 6.119 181.45 13.024 25.6
181.0 9.105 181.45 13.024 25.6
181.0 11.179 181.45 13.024 25.6
181.0 20.278 181.45 13.024 25.6
181.0 20.262 181.45 13.024 25.6
181.0 20.242 181.45 13.024 25.6
181.0 11.893 181.45 13.024 25.6
181.0 8.32 181.45 13.024 25.6
181.0 20.25 181.45 13.024 25.6
181.0 20.242 181.45 13.024 25.6
181.0 12.1 181.45 13.024 25.6
181.0 0.678 181.45 13.024 25.6
181.0 0.054 181.45 13.024 25.6
181.0 0.356 181.45 13.024 25.6
181.0 0.208 181.45 13.024 25.6
181.0 0.774 181.45 13.024 25.6
181.0 0.358 181.45 13.024 25.6
181.0 2.805 181.45 13.024 25.6
181.0 0.166 181.45 13.024 25.6
181.0 0.363 181.45 13.024 25.6
181.0 0.19 181.45 13.024 25.6
181.0 0.154 181.45 13.024 25.6
181.0 0.356 181.45 13.024 25.6
181.0 0.333 181.45 13.024 25.6
181.0 0.246 181.45 13.024 25.6
181.0 0.042 181.45 13.024 25.6
181.0 1.697 181.45 13.024 25.6
181.0 20.35 181.45 13.024 25.6
181.0 2.454 181.45 13.024 25.6
181.0 1.018 181.45 13.024 25.6
181.0 0.052 181.45 13.024 25.6
181.0 8.024 181.45 13.024 25.6
181.0 1.734 181.45 13.024 25.6
181.0 6.989 181.45 13.024 25.6
181.0 20.1 181.45 13.024 25.6
181.0 0.171 181.45 13.024 25.6
181.0 1.534 181.45 13.024 25.6
181.0 0.321 181.45 13.024 25.6
181.0 0.081 181.45 13.024 25.6
181.0 18.429 181.45 13.024 25.6
181.0 20.293 181.45 13.024 25.6
181.0 20.479 181.45 13.024 25.6
181.0 11.53 181.45 13.024 25.6
181.0 0.657 181.45 13.024 25.6
181.0 8.147 181.45 13.024 25.6
181.0 20.265 181.45 13.024 25.6
181.0 20.252 181.45 13.024 25.6
181.0 0.02 181.45 13.024 25.6
181.0 9.337 181.45 13.024 25.6
181.0 10.902 181.45 13.024 25.6
181.0 6.909 181.45 13.024 25.6
181.0 9.812 181.45 13.024 25.6
181.0 1.896 181.45 13.024 25.6
181.0 2.094 181.45 13.024 25.6
181.0 0.065 181.45 13.024 25.6
181.0 0.03 181.45 13.024 25.6
181.0 0.073 181.45 13.024 25.6
181.0 0.974 181.45 13.024 25.6
181.0 0.256 181.45 13.024 25.6
181.0 0.975 181.45 13.024 25.6
181.0 0.176 181.45 13.024 25.6
181.0 0.202 181.45 13.024 25.6
181.0 0.764 181.45 13.024 25.6
181.0 0.163 181.45 13.024 25.6
181.0 1.025 181.45 13.024 25.6
181.0 0.503 181.45 13.024 25.6
181.0 0.725 181.45 13.024 25.6
181.0 0.504 181.45 13.024 25.6
181.0 5.467 181.45 13.024 25.6
181.0 0.059 181.45 13.024 25.6
181.0 0.03 181.45 13.024 25.6
181.0 0.027 181.45 13.024 25.6
181.0 7.253 181.45 13.024 25.6
181.0 5.69 181.45 13.024 25.6
181.0 8.528 181.45 13.024 25.6
181.0 0.769 181.45 13.024 25.6
181.0 0.242 181.45 13.024 25.6
181.0 5.532 181.45 13.024 25.6
181.0 0.26 181.45 13.024 25.6
181.0 14.456 181.45 13.024 25.6
181.0 8.073 181.45 13.024 25.6
181.0 2.846 181.45 13.024 25.6
181.0 0.92 181.45 13.024 25.6
181.0 0.296 181.45 13.024 25.6
181.0 8.857 181.45 13.024 25.6
181.0 20.341 181.45 13.024 25.6
181.0 4.861 181.45 13.024 25.6
181.0 11.893 181.45 13.024 25.6
181.0 3.494 181.45 13.024 25.6
181.0 20.251 181.45 13.024 25.6
181.0 20.36 181.45 13.024 25.6
181.0 2.743 181.45 13.024 25.6
181.0 17.541 181.45 13.024 25.6
181.0 20.294 181.45 13.024 25.6
181.0 16.621 181.45 13.024 25.6
181.0 0.438 181.45 13.024 25.6
181.0 1.109 181.45 13.024 25.6
181.0 2.089 181.45 13.024 25.6
181.0 7.03 181.45 13.024 25.6
181.0 5.94 181.45 13.024 25.6
181.0 1.04 181.45 13.024 25.6
181.0 0.051 181.45 13.024 25.6
181.0 0.722 181.45 13.024 25.6
181.0 0.489 181.45 13.024 25.6
181.0 2.903 181.45 13.024 25.6
181.0 2.169 181.45 13.024 25.6
181.0 0.07 181.45 13.024 25.6
181.0 0.291 181.45 13.024 25.6
181.0 0.977 181.45 13.024 25.6
181.0 0.49 181.45 13.024 25.6
181.0 0.534 181.45 13.024 25.6
181.0 0.52 181.45 13.024 25.6
181.0 0.899 181.45 13.024 25.6
181.0 0.148 181.45 13.024 25.6
181.0 0.073 181.45 13.024 25.6
181.0 0.073 181.45 13.024 25.6
181.0 1.087 181.45 13.024 25.6
181.0 0.336 181.45 13.024 25.6
181.0 0.505 181.45 13.024 25.6
181.0 0.299 181.45 13.024 25.6
181.0 6.113 181.45 13.024 25.6
181.0 9.541 181.45 13.024 25.6
181.0 1.129 181.45 13.024 25.6
181.0 2.924 181.45 13.024 25.6
181.0 4.116 181.45 13.024 25.6
181.0 0.785 181.45 13.024 25.6
181.0 0.487 181.45 13.024 25.6
181.0 2.568 181.45 13.024 25.6
181.0 9.654 181.45 13.024 25.6
181.0 1.071 181.45 13.024 25.6
181.0 16.868 181.45 13.024 25.6
181.0 0.857 181.45 13.024 25.6
181.0 0.475 181.45 13.024 25.6
181.0 1.852 181.45 13.024 25.6
181.0 0.064 181.45 13.024 25.6
181.0 0.149 181.45 13.024 25.6
181.0 20.309 181.45 13.024 25.6
181.0 20.286 181.45 13.024 25.6
182.0 20.329 182.45 13.172 25.6
182.0 20.248 182.45 13.172 25.6
182.0 20.248 182.45 13.172 25.6
182.0 20.272 182.45 13.172 25.6
182.0 20.473 182.45 13.172 25.6
182.0 11.662 182.45 13.172 25.6
182.0 4.091 182.45 13.172 25.6
182.0 0.511 182.45 13.172 25.6
182.0 0.741 182.45 13.172 25.6
182.0 0.086 182.45 13.172 25.6
182.0 0.349 182.45 13.172 25.6
182.0 0.529 182.45 13.172 25.6
182.0 0.521 182.45 13.172 25.6
182.0 0.76 182.45 13.172 25.6
182.0 0.496 182.45 13.172 25.6
182.0 0.785 182.45 13.172 25.6
182.0 0.086 182.45 13.172 25.6
182.0 0.146 182.45 13.172 25.6
182.0 1.078 182.45 13.172 25.6
182.0 0.489 182.45 13.172 25.6
182.0 5.497 182.45 13.172 25.6
182.0 0.328 182.45 13.172 25.6
182.0 0.044 182.45 13.172 25.6
182.0 0.348 182.45 13.172 25.6
182.0 0.317 182.45 13.172 25.6
182.0 1.874 182.45 13.172 25.6
182.0 0.047 182.45 13.172 25.6
182.0 0.033 182.45 13.172 25.6
182.0 0.032 182.45 13.172 25.6
182.0 0.144 182.45 13.172 25.6
182.0 0.847 182.45 13.172 25.6
182.0 1.387 182.45 13.172 25.6
182.0 8.408 182.45 13.172 25.6
182.0 18.719 182.45 13.172 25.6
182.0 0.846 182.45 13.172 25.6
182.0 0.483 182.45 13.172 25.6
182.0 0.673 182.45 13.172 25.6
182.0 0.426 182.45 13.172 25.6
182.0 20.345 182.45 13.172 25.6
182.0 10.327 182.45 13.172 25.6
182.0 0.832 182.45 13.172 25.6
182.0 0.492 182.45 13.172 25.6
182.0 4.326 182.45 13.172 25.6
182.0 0.487 182.45 13.172 25.6
182.0 0.753 182.45 13.172 25.6
182.0 3.064 182.45 13.172 25.6
182.0 20.304 182.45 13.172 25.6
182.0 20.383 182.45 13.172 25.6
182.0 20.286 182.45 13.172 25.6
182.0 11.454 182.45 13.172 25.6
182.0 8.808 182.45 13.172 25.6
182.0 20.254 182.45 13.172 25.6
182.0 20.283 182.45 13.172 25.6
182.0 16.457 182.45 13.172 25.6
182.0 0.842 182.45 13.172 25.6
182.0 0.486 182.45 13.172 25.6
182.0 0.852 182.45 13.172 25.6
182.0 0.491 182.45 13.172 25.6
182.0 0.617 182.45 13.172 25.6
182.0 0.222 182.45 13.172 25.6
182.0 0.501 182.45 13.172 25.6
182.0 0.283 182.45 13.172 25.6
182.0 0.52 182.45 13.172 25.6
182.0 0.495 182.45 13.172 25.6
182.0 2.574 182.45 13.172 25.6
182.0 0.515 182.45 13.172 25.6
182.0 0.423 182.45 13.172 25.6
182.0 0.518 182.45 13.172 25.6
182.0 0.829 182.45 13.172 25.6
182.0 0.499 182.45 13.172 25.6
182.0 4.444 182.45 13.172 25.6
182.0 0.462 182.45 13.172 25.6
182.0 0.247 182.45 13.172 25.6
182.0 0.383 182.45 13.172 25.6
182.0 0.506 182.45 13.172 25.6
182.0 0.857 182.45 13.172 25.6
182.0 0.491 182.45 13.172 25.6
182.0 0.834 182.45 13.172 25.6
182.0 0.398 182.45 13.172 25.6
182.0 2.896 182.45 13.172 25.6
182.0 0.066 182.45 13.172 25.6
182.0 0.333 182.45 13.172 25.6
182.0 2.875 182.45 13.172 25.6
182.0 0.283 182.45 13.172 25.6
182.0 0.218 182.45 13.172 25.6
182.0 2.446 182.45 13.172 25.6
182.0 0.079 182.45 13.172 25.6
182.0 0.034 182.45 13.172 25.6
182.0 0.028 182.45 13.172 25.6
182.0 7.134 182.45 13.172 25.6
182.0 10.382 182.45 13.172 25.6
182.0 0.821 182.45 13.172 25.6
182.0 0.489 182.45 13.172 25.6
182.0 0.87 182.45 13.172 25.6
182.0 0.481 182.45 13.172 25.6
182.0 0.875 182.45 13.172 25.6
182.0 0.326 182.45 13.172 25.6
182.0 0.039 182.45 13.172 25.6
182.0 4.944 182.45 13.172 25.6
182.0 20.431 182.45 13.172 25.6
182.0 6.953 182.45 13.172 25.6
182.0 0.834 182.45 13.172 25.6
182.0 0.493 182.45 13.172 25.6
182.0 0.878 182.45 13.172 25.6
182.0 0.495 182.45 13.172 25.6
182.0 2.232 182.45 13.172 25.6
182.0 0.198 182.45 13.172 25.6
182.0 0.218 182.45 13.172 25.6
182.0 8.028 182.45 13.172 25.6
182.0 20.826 182.45 13.172 25.6
182.0 20.554 182.45 13.172 25.6
182.0 0.078 182.45 13.172 25.6
182.0 20.252 182.45 13.172 25.6
182.0 20.273 182.45 13.172 25.6
182.0 20.255 182.45 13.172 25.6
182.0 20.237 182.45 13.172 25.6
182.0 13.501 182.45 13.172 25.6
182.0 0.864 182.45 13.172 25.6
182.0 0.49 182.45 13.172 25.6
182.0 0.853 182.45 13.172 25.6
182.0 0.493 182.45 13.172 25.6
182.0 0.776 182.45 13.172 25.6
182.0 0.147 182.45 13.172 25.6
182.0 0.789 182.45 13.172 25.6
182.0 0.499 182.45 13.172 25.6
182.0 0.863 182.45 13.172 25.6
182.0 0.498 182.45 13.172 25.6
182.0 0.793 182.45 13.172 25.6
182.0 0.166 182.45 13.172 25.6
182.0 0.331 182.45 13.172 25.6
182.0 0.32 182.45 13.172 25.6
182.0 0.485 182.45 13.172 25.6
182.0 0.207 182.45 13.172 25.6
182.0 0.59 182.45 13.172 25.6
182.0 0.083 182.45 13.172 25.6
182.0 0.959 182.45 13.172 25.6
182.0 0.512 182.45 13.172 25.6
182.0 2.038 182.45 13.172 25.6
182.0 0.472 182.45 13.172 25.6
182.0 0.765 182.45 13.172 25.6
182.0 0.501 182.45 13.172 25.6
182.0 2.842 182.45 13.172 25.6
182.0 0.342 182.45 13.172 25.6
182.0 0.346 182.45 13.172 25.6
182.0 0.042 182.45 13.172 25.6
182.0 1.86 182.45 13.172 25.6
182.0 0.051 182.45 13.172 25.6
182.0 0.092 182.45 13.172 25.6
182.0 0.035 182.45 13.172 25.6
182.0 0.032 182.45 13.172 25.6
182.0 0.202 182.45 13.172 25.6
182.0 0.498 182.45 13.172 25.6
182.0 0.755 182.45 13.172 25.6
182.0 0.499 182.45 13.172 25.6
182.0 3.887 182.45 13.172 25.6
182.0 0.241 182.45 13.172 25.6
182.0 0.048 182.45 13.172 25.6
182.0 0.041 182.45 13.172 25.6
182.0 0.039 182.45 13.172 25.6
182.0 0.116 182.45 13.172 25.6
182.0 0.042 182.45 13.172 25.6
182.0 0.051 182.45 13.172 25.6
182.0 0.201 182.45 13.172 25.6
182.0 0.488 182.45 13.172 25.6
182.0 1.885 182.45 13.172 25.6
182.0 1.906 182.45 13.172 25.6
182.0 0.046 182.45 13.172 25.6
182.0 0.447 182.45 13.172 25.6
182.0 5.31 182.45 13.172 25.6
182.0 0.091 182.45 13.172 25.6
182.0 1.894 182.45 13.172 25.6
182.0 15.158 182.45 13.172 25.6
182.0 0.545 182.45 13.172 25.6
182.0 0.288 182.45 13.172 25.6
182.0 0.512 182.45 13.172 25.6
182.0 0.991 182.45 13.172 25.6
182.0 0.502 182.45 13.172 25.6
182.0 2.007 182.45 13.172 25.6
182.0 0.793 182.45 13.172 25.6
182.0 0.091 182.45 13.172 25.6
182.0 0.04 182.45 13.172 25.6
182.0 15.14 182.45 13.172 25.6
182.0 10.775 182.45 13.172 25.6
182.0 0.072 182.45 13.172 25.6
182.0 0.034 182.45 13.172 25.6
182.0 0.086 182.45 13.172 25.6
182.0 0.028 182.45 13.172 25.6
182.0 21.977 182.45 13.172 25.6
182.0 2.033 182.45 13.172 25.6
182.0 7.462 182.45 13.172 25.6
182.0 0.667 182.45 13.172 25.6
182.0 20.251 182.45 13.172 25.6
182.0 20.312 182.45 13.172 25.6
182.0 20.688 182.45 13.172 25.6
182.0 19.951 182.45 13.172 25.6
182.0 0.333 182.45 13.172 25.6
182.0 11.388 182.45 13.172 25.6
182.0 8.957 182.45 13.172 25.6
182.0 10.057 182.45 13.172 25.6
182.0 0.738 182.45 13.172 25.6
182.0 0.5 182.45 13.172 25.6
182.0 0.74 182.45 13.172 25.6
182.0 0.493 182.45 13.172 25.6
182.0 0.818 182.45 13.172 25.6
182.0 0.311 182.45 13.172 25.6
182.0 0.788 182.45 13.172 25.6
182.0 0.485 182.45 13.172 25.6
182.0 0.134 182.45 13.172 25.6
182.0 0.446 182.45 13.172 25.6
182.0 0.218 182.45 13.172 25.6
182.0 0.503 182.45 13.172 25.6
182.0 2.512 182.45 13.172 25.6
182.0 0.476 182.45 13.172 25.6
182.0 0.046 182.45 13.172 25.6
182.0 0.125 182.45 13.172 25.6
182.0 0.475 182.45 13.172 25.6
182.0 0.557 182.45 13.172 25.6
182.0 0.293 182.45 13.172 25.6
182.0 0.255 182.45 13.172 25.6
182.0 1.14 182.45 13.172 25.6
182.0 0.487 182.45 13.172 25.6
182.0 0.825 182.45 13.172 25.6
182.0 0.098 182.45 13.172 25.6
182.0 0.755 182.45 13.172 25.6
182.0 0.476 182.45 13.172 25.6
182.0 0.155 182.45 13.172 25.6
182.0 0.431 182.45 13.172 25.6
182.0 0.268 182.45 13.172 25.6
182.0 0.498 182.45 13.172 25.6
182.0 3.361 182.45 13.172 25.6
182.0 0.138 182.45 13.172 25.6
182.0 0.047 182.45 13.172 25.6
182.0 0.028 182.45 13.172 25.6
182.0 0.029 182.45 13.172 25.6
182.0 0.027 182.45 13.172 25.6
182.0 0.028 182.45 13.172 25.6
182.0 0.15 182.45 13.172 25.6
182.0 0.819 182.45 13.172 25.6
182.0 0.495 182.45 13.172 25.6
182.0 0.868 182.45 13.172 25.6
182.0 0.537 182.45 13.172 25.6
182.0 2.54 182.45 13.172 25.6
182.0 0.063 182.45 13.172 25.6
182.0 0.071 182.45 13.172 25.6
182.0 6.284 182.45 13.172 25.6
182.0 1.124 182.45 13.172 25.6
182.0 5.113 182.45 13.172 25.6
182.0 11.233 182.45 13.172 25.6
182.0 4.928 182.45 13.172 25.6
182.0 3.971 182.45 13.172 25.6
182.0 10.988 182.45 13.172 25.6
182.0 3.566 182.45 13.172 25.6
182.0 0.081 182.45 13.172 25.6
182.0 0.428 182.45 13.172 25.6
182.0 0.852 182.45 13.172 25.6
182.0 0.036 182.45 13.172 25.6
182.0 0.022 182.45 13.172 25.6
182.0 0.021 182.45 13.172 25.6
182.0 1.968 182.45 13.172 25.6
182.0 8.158 182.45 13.172 25.6
182.0 0.074 182.45 13.172 25.6
182.0 0.052 182.45 13.172 25.6
182.0 2.378 182.45 13.172 25.6
182.0 0.867 182.45 13.172 25.6
182.0 0.465 182.45 13.172 25.6
182.0 2.122 182.45 13.172 25.6
182.0 0.478 182.45 13.172 25.6
182.0 0.897 182.45 13.172 25.6
182.0 0.144 182.45 13.172 25.6
182.0 0.038 182.45 13.172 25.6
182.0 5.624 182.45 13.172 25.6
182.0 1.732 182.45 13.172 25.6
182.0 19.148 182.45 13.172 25.6
182.0 5.569 182.45 13.172 25.6
182.0 14.831 182.45 13.172 25.6
182.0 20.332 182.45 13.172 25.6
182.0 5.996 182.45 13.172 25.6
182.0 0.688 182.45 13.172 25.6
182.0 0.3 182.45 13.172 25.6
182.0 0.277 182.45 13.172 25.6
182.0 0.547 182.45 13.172 25.6
182.0 12.644 182.45 13.172 25.6
182.0 20.32 182.45 13.172 25.6
183.0 20.49 183.45 13.892 25.52
183.0 9.48 183.45 13.892 25.52
183.0 3.652 183.45 13.892 25.52
183.0 1.158 183.45 13.892 25.52
183.0 5.945 183.45 13.892 25.52
183.0 6.883 183.45 13.892 25.52
183.0 1.345 183.45 13.892 25.52
183.0 0.044 183.45 13.892 25.52
183.0 0.027 183.45 13.892 25.52
183.0 0.026 183.45 13.892 25.52
183.0 0.025 183.45 13.892 25.52
183.0 0.025 183.45 13.892 25.52
183.0 0.023 183.45 13.892 25.52
183.0 0.025 183.45 13.892 25.52
183.0 0.025 183.45 13.892 25.52
183.0 0.026 183.45 13.892 25.52
183.0 0.025 183.45 13.892 25.52
183.0 0.075 183.45 13.892 25.52
183.0 0.89 183.45 13.892 25.52
183.0 0.049 183.45 13.892 25.52
183.0 0.026 183.45 13.892 25.52
183.0 0.392 183.45 13.892 25.52
183.0 0.042 183.45 13.892 25.52
183.0 0.075 183.45 13.892 25.52
183.0 0.838 183.45 13.892 25.52
183.0 0.491 183.45 13.892 25.52
183.0 2.4 183.45 13.892 25.52
183.0 0.51 183.45 13.892 25.52
183.0 6.745 183.45 13.892 25.52
183.0 18.193 183.45 13.892 25.52
183.0 0.112 183.45 13.892 25.52
183.0 0.042 183.45 13.892 25.52
183.0 0.032 183.45 13.892 25.52
183.0 0.032 183.45 13.892 25.52
183.0 0.031 183.45 13.892 25.52
183.0 0.031 183.45 13.892 25.52
183.0 0.03 183.45 13.892 25.52
183.0 0.032 183.45 13.892 25.52
183.0 0.033 183.45 13.892 25.52
183.0 0.032 183.45 13.892 25.52
183.0 0.031 183.45 13.892 25.52
183.0 0.909 183.45 13.892 25.52
183.0 0.47 183.45 13.892 25.52
183.0 0.544 183.45 13.892 25.52
183.0 0.338 183.45 13.892 25.52
183.0 0.049 183.45 13.892 25.52
183.0 0.071 183.45 13.892 25.52
183.0 2.942 183.45 13.892 25.52
183.0 5.139 183.45 13.892 25.52
183.0 0.744 183.45 13.892 25.52
183.0 3.672 183.45 13.892 25.52
183.0 0.074 183.45 13.892 25.52
183.0 4.578 183.45 13.892 25.52
183.0 0.086 183.45 13.892 25.52
183.0 0.023 183.45 13.892 25.52
183.0 0.033 183.45 13.892 25.52
183.0 2.844 183.45 13.892 25.52
183.0 16.785 183.45 13.892 25.52
183.0 0.826 183.45 13.892 25.52
183.0 0.486 183.45 13.892 25.52
183.0 0.865 183.45 13.892 25.52
183.0 0.505 183.45 13.892 25.52
183.0 0.94 183.45 13.892 25.52
183.0 0.291 183.45 13.892 25.52
183.0 0.194 183.45 13.892 25.52
183.0 20.141 183.45 13.892 25.52
183.0 20.266 183.45 13.892 25.52
183.0 20.376 183.45 13.892 25.52
183.0 20.247 183.45 13.892 25.52
183.0 20.252 183.45 13.892 25.52
183.0 20.304 183.45 13.892 25.52
183.0 20.311 183.45 13.892 25.52
183.0 8.975 183.45 13.892 25.52
183.0 1.362 183.45 13.892 25.52
183.0 0.479 183.45 13.892 25.52
183.0 0.756 183.45 13.892 25.52
183.0 0.496 183.45 13.892 25.52
183.0 0.754 183.45 13.892 25.52
183.0 0.485 183.45 13.892 25.52
183.0 0.865 183.45 13.892 25.52
183.0 1.568 183.45 13.892 25.52
183.0 0.075 183.45 13.892 25.52
183.0 0.162 183.45 13.892 25.52
183.0 0.959 183.45 13.892 25.52
183.0 0.474 183.45 13.892 25.52
183.0 1.003 183.45 13.892 25.52
183.0 0.443 183.45 13.892 25.52
183.0 0.196 183.45 13.892 25.52
183.0 0.425 183.45 13.892 25.52
183.0 0.502 183.45 13.892 25.52
183.0 0.892 183.45 13.892 25.52
183.0 0.39 183.45 13.892 25.52
183.0 0.141 183.45 13.892 25.52
183.0 6.298 183.45 13.892 25.52
183.0 0.129 183.45 13.892 25.52
183.0 0.069 183.45 13.892 25.52
183.0 0.053 183.45 13.892 25.52
183.0 0.047 183.45 13.892 25.52
183.0 0.045 183.45 13.892 25.52
183.0 0.045 183.45 13.892 25.52
183.0 0.046 183.45 13.892 25.52
183.0 0.047 183.45 13.892 25.52
183.0 0.121 183.45 13.892 25.52
183.0 0.908 183.45 13.892 25.52
183.0 0.495 183.45 13.892 25.52
183.0 2.204 183.45 13.892 25.52
183.0 0.084 183.45 13.892 25.52
183.0 0.151 183.45 13.892 25.52
183.0 3.722 183.45 13.892 25.52
183.0 0.203 183.45 13.892 25.52
183.0 0.077 183.45 13.892 25.52
183.0 0.147 183.45 13.892 25.52
183.0 3.662 183.45 13.892 25.52
183.0 0.264 183.45 13.892 25.52
183.0 2.59 183.45 13.892 25.52
183.0 0.104 183.45 13.892 25.52
183.0 1.482 183.45 13.892 25.52
183.0 10.548 183.45 13.892 25.52
183.0 2.043 183.45 13.892 25.52
183.0 0.51 183.45 13.892 25.52
183.0 0.863 183.45 13.892 25.52
183.0 0.482 183.45 13.892 25.52
183.0 0.864 183.45 13.892 25.52
183.0 0.496 183.45 13.892 25.52
183.0 0.369 183.45 13.892 25.52
183.0 0.216 183.45 13.892 25.52
183.0 2.685 183.45 13.892 25.52
183.0 22.805 183.45 13.892 25.52
183.0 3.69 183.45 13.892 25.52
183.0 0.854 183.45 13.892 25.52
183.0 0.529 183.45 13.892 25.52
183.0 0.981 183.45 13.892 25.52
183.0 0.504 183.45 13.892 25.52
183.0 5.07 183.45 13.892 25.52
183.0 0.488 183.45 13.892 25.52
183.0 0.048 183.45 13.892 25.52
183.0 11.549 183.45 13.892 25.52
183.0 10.139 183.45 13.892 25.52
183.0 0.804 183.45 13.892 25.52
183.0 0.494 183.45 13.892 25.52
183.0 2.553 183.45 13.892 25.52
183.0 0.551 183.45 13.892 25.52
183.0 0.57 183.45 13.892 25.52
183.0 0.061 183.45 13.892 25.52
183.0 0.344 183.45 13.892 25.52
183.0 3.794 183.45 13.892 25.52
183.0 2.038 183.45 13.892 25.52
183.0 4.676 183.45 13.892 25.52
183.0 20.282 183.45 13.892 25.52
183.0 3.301 183.45 13.892 25.52
183.0 0.844 183.45 13.892 25.52
183.0 0.847 183.45 13.892 25.52
183.0 0.489 183.45 13.892 25.52
183.0 1.65 183.45 13.892 25.52
183.0 0.332 183.45 13.892 25.52
183.0 0.233 183.45 13.892 25.52
183.0 13.765 183.45 13.892 25.52
183.0 12.005 183.45 13.892 25.52
183.0 3.357 183.45 13.892 25.52
183.0 0.482 183.45 13.892 25.52
183.0 1.205 183.45 13.892 25.52
183.0 0.48 183.45 13.892 25.52
183.0 3.018 183.45 13.892 25.52
183.0 2.754 183.45 13.892 25.52
183.0 0.468 183.45 13.892 25.52
183.0 0.244 183.45 13.892 25.52
183.0 16.818 183.45 13.892 25.52
183.0 1.598 183.45 13.892 25.52
183.0 0.854 183.45 13.892 25.52
183.0 0.487 183.45 13.892 25.52
183.0 2.174 183.45 13.892 25.52
183.0 0.326 183.45 13.892 25.52
183.0 0.327 183.45 13.892 25.52
183.0 0.364 183.45 13.892 25.52
183.0 0.206 183.45 13.892 25.52
183.0 5.624 183.45 13.892 25.52
183.0 8.311 183.45 13.892 25.52
183.0 0.634 183.45 13.892 25.52
183.0 13.572 183.45 13.892 25.52
183.0 0.843 183.45 13.892 25.52
183.0 0.503 183.45 13.892 25.52
183.0 0.845 183.45 13.892 25.52
183.0 0.492 183.45 13.892 25.52
183.0 2.977 183.45 13.892 25.52
183.0 0.483 183.45 13.892 25.52
183.0 0.73 183.45 13.892 25.52
183.0 1.022 183.45 13.892 25.52
183.0 0.837 183.45 13.892 25.52
183.0 19.442 183.45 13.892 25.52
183.0 6.457 183.45 13.892 25.52
183.0 0.792 183.45 13.892 25.52
183.0 0.483 183.45 13.892 25.52
183.0 4.752 183.45 13.892 25.52
183.0 0.453 183.45 13.892 25.52
183.0 0.811 183.45 13.892 25.52
183.0 6.545 183.45 13.892 25.52
183.0 18.834 183.45 13.892 25.52
183.0 0.818 183.45 13.892 25.52
183.0 0.518 183.45 13.892 25.52
183.0 0.335 183.45 13.892 25.52
183.0 0.264 183.45 13.892 25.52
183.0 0.279 183.45 13.892 25.52
183.0 0.243 183.45 13.892 25.52
183.0 0.271 183.45 13.892 25.52
183.0 0.062 183.45 13.892 25.52
183.0 9.108 183.45 13.892 25.52
183.0 0.503 183.45 13.892 25.52
183.0 9.649 183.45 13.892 25.52
183.0 1.005 183.45 13.892 25.52
183.0 0.221 183.45 13.892 25.52
183.0 7.065 183.45 13.892 25.52
183.0 3.68 183.45 13.892 25.52
183.0 0.539 183.45 13.892 25.52
183.0 0.278 183.45 13.892 25.52
183.0 0.234 183.45 13.892 25.52
183.0 0.244 183.45 13.892 25.52
183.0 1.593 183.45 13.892 25.52
183.0 0.198 183.45 13.892 25.52
183.0 0.202 183.45 13.892 25.52
183.0 4.02 183.45 13.892 25.52
183.0 1.973 183.45 13.892 25.52
183.0 15.565 183.45 13.892 25.52
183.0 5.393 183.45 13.892 25.52
183.0 3.118 183.45 13.892 25.52
183.0 0.574 183.45 13.892 25.52
183.0 0.262 183.45 13.892 25.52
183.0 0.29 183.45 13.892 25.52
183.0 0.413 183.45 13.892 25.52
183.0 0.071 183.45 13.892 25.52
183.0 0.956 183.45 13.892 25.52
183.0 0.071 183.45 13.892 25.52
183.0 17.343 183.45 13.892 25.52
183.0 13.477 183.45 13.892 25.52
183.0 0.632 183.45 13.892 25.52
183.0 0.238 183.45 13.892 25.52
183.0 0.253 183.45 13.892 25.52
183.0 0.249 183.45 13.892 25.52
183.0 0.254 183.45 13.892 25.52
183.0 0.309 183.45 13.892 25.52
183.0 0.089 183.45 13.892 25.52
183.0 5.19 183.45 13.892 25.52
183.0 7.502 183.45 13.892 25.52
183.0 1.643 183.45 13.892 25.52
183.0 6.676 183.45 13.892 25.52
183.0 4.545 183.45 13.892 25.52
183.0 5.516 183.45 13.892 25.52
183.0 3.472 183.45 13.892 25.52
183.0 0.214 183.45 13.892 25.52
183.0 0.222 183.45 13.892 25.52
183.0 0.365 183.45 13.892 25.52
183.0 0.136 183.45 13.892 25.52
183.0 1.202 183.45 13.892 25.52
183.0 0.111 183.45 13.892 25.52
183.0 1.246 183.45 13.892 25.52
183.0 8.836 183.45 13.892 25.52
183.0 17.854 183.45 13.892 25.52
183.0 0.807 183.45 13.892 25.52
183.0 0.253 183.45 13.892 25.52
183.0 2.572 183.45 13.892 25.52
183.0 0.086 183.45 13.892 25.52
183.0 0.063 183.45 13.892 25.52
183.0 0.047 183.45 13.892 25.52
183.0 0.054 183.45 13.892 25.52
183.0 4.372 183.45 13.892 25.52
183.0 20.784 183.45 13.892 25.52
183.0 3.308 183.45 13.892 25.52
183.0 0.611 183.45 13.892 25.52
183.0 0.245 183.45 13.892 25.52
183.0 0.375 183.45 13.892 25.52
183.0 0.524 183.45 13.892 25.52
183.0 0.083 183.45 13.892 25.52
183.0 0.052 183.45 13.892 25.52
183.0 0.052 183.45 13.892 25.52
183.0 14.916 183.45 13.892 25.52
