"avg_OSD.flyTime [s]" "avg_CUSTOM.hSpeed [m/s]" "avg_CUSTOM.distance [m]" "avg_CALC.hSpeed [m/s]" "avg_CALC.distance [m]" avg_OSD.latitude avg_OSD.longitude "avg_OSD.height [m]" "avg_OSD.altitude [m]" "avg_OSD.xSpeed [m/s]" "avg_OSD.ySpeed [m/s]" "avg_OSD.zSpeed [m/s]" avg_OSD.pitch avg_OSD.roll avg_OSD.yaw "stdDev_OSD.flyTime [s]" "stdDev_CUSTOM.hSpeed [m/s]" "stdDev_CUSTOM.distance [m]" "stdDev_CALC.hSpeed [m/s]" "stdDev_CALC.distance [m]" stdDev_OSD.latitude stdDev_OSD.longitude "stdDev_OSD.height [m]" "stdDev_OSD.altitude [m]" "stdDev_OSD.xSpeed [m/s]" "stdDev_OSD.ySpeed [m/s]" "stdDev_OSD.zSpeed [m/s]" stdDev_OSD.pitch stdDev_OSD.roll stdDev_OSD.yaw
0.45 0.0 0.008 0.015000000000000003 3.3199999999999994 48.074667999999996 11.649250999999998 0.0 533.2 0.0 0.0 0.0 1.0499999999999998 3.3699999999999997 174.20999999999998 0.2872281323269014 0.0 0.007483314773547883 0.0191049731745428 1.1066706827236366 7.105427357601002e-15 1.7763568394002505e-15 0.0 0.0 0.0 0.0 0.0 0.0806225774829855 0.06403124237432854 0.6007495318350203
1.45 0.0 0.027000000000000003 0.011 3.6910000000000003 48.074667999999996 11.649250999999998 0.0 533.2 0.0 0.0 0.0 1.1300000000000001 3.3600000000000003 173.8 0.2872281323269014 0.0 0.006403124237432849 0.012206555615733703 0.003000000000000069 7.105427357601002e-15 1.7763568394002505e-15 0.0 0.0 0.0 0.0 0.0 0.06403124237432846 0.10198039027185568 0.0
2.45 0.02 0.072 0.07999999999999999 3.707 48.074667999999996 11.649251600000001 0.04 533.24 0.0 0.02 -0.22000000000000003 0.36 0.68 174.82 0.2872281323269014 0.04 0.029257477676655586 0.050199601592044535 0.007810249675906636 7.105427357601002e-15 4.898979490602293e-07 0.048989794855663564 0.048989794855619 0.0 0.04 0.16613247725836153 0.6053098380168622 0.8072174428244226 0.4791659420284329
3.45 0.0 0.174 0.08600000000000001 0.4860000000000001 48.074667999999996 11.649253 0.39 533.59 0.0 0.0 -0.45 0.3 1.5 174.89000000000001 0.2872281323269014 0.0 0.027640549922170504 0.03527038417709679 1.0814730694751487 7.105427357601002e-15 0.0 0.15132745950421556 0.15132745950421841 0.0 0.0 0.0670820393249937 0.21908902300206645 0.23237900077244503 0.09433981132056067
4.45 0.19 0.336 0.302 0.268 48.07466699999999 11.649254800000001 0.9 534.1000000000001 0.0 0.19 -0.37 0.47000000000000003 0.12000000000000019 174.8 0.2872281323269015 0.15132745950421556 0.1041345283755585 0.18285513391753597 0.10205880657738459 7.105427357601002e-15 1.3999999999673004e-06 0.14142135623730953 0.1414213562373095 0.0 0.15132745950421556 0.0640312423743285 0.26851443164195105 3.907121702737195 0.06324555320337298
5.45 0.06000000000000001 0.6130000000000001 0.123 0.525 48.074666099999995 11.6492579 1.14 534.3399999999999 0.0 0.06000000000000001 -0.02 0.7499999999999999 2.5799999999999996 174.25000000000003 0.2872281323269015 0.048989794855663564 0.032572994949804666 0.06034069936618235 0.021563858652847843 2.9999999924257285e-07 2.999999997754799e-07 0.048989794855663495 0.0489897948556747 0.0 0.048989794855663564 0.04 0.12041594578792299 0.5564171097297422 1.0623088063270467
6.45 0.0 0.671 0.027000000000000003 0.567 48.07466599999999 11.649258 1.1999999999999997 534.3999999999999 0.0 0.0 0.0 0.8099999999999999 1.8400000000000003 162.43 0.2872281323269015 0.0 0.008306623862918082 0.015524174696260024 0.006403124237432806 7.105427357601002e-15 0.0 2.220446049250313e-16 1.1368683772161603e-13 0.0 0.0 0.0 0.42532340636273475 0.25768197453450253 5.33761182552647
7.450000000000001 0.0 0.704 0.047 0.595 48.07466599999999 11.6492587 1.1999999999999997 534.3999999999999 0.0 0.0 0.0 1.12 1.43 155.58999999999997 0.28722813232690153 0.0 0.012806248474865708 0.016155494421403512 0.008062257748298557 7.105427357601002e-15 4.582575699666528e-07 2.220446049250313e-16 1.1368683772161603e-13 0.0 0.0 0.0 0.17204650534085253 0.14177446878757827 0.053851648071341976
8.45 0.0 0.7710000000000001 0.085 0.6 48.07466599999999 11.649259 1.3599999999999999 534.56 0.0 0.0 -0.51 0.7900000000000001 1.48 155.62 0.28722813232690153 0.0 0.0277308492477241 0.046097722286464436 0.019493588689617924 7.105427357601002e-15 0.0 0.17435595774162696 0.17435595774162876 0.0 0.0 0.37269290307168446 0.1135781669160055 0.18867962264113208 0.05999999999999659
9.45 0.0 0.8639999999999999 0.06900000000000002 0.543 48.074666799999996 11.6492582 2.4 535.5999999999999 0.0 0.0 -1.2700000000000002 0.8700000000000001 1.36 155.68 0.28722813232690153 0.0 0.01907878402833893 0.021656407827707714 0.007810249675906661 3.999999989900971e-07 4.000000004111826e-07 0.3872983346207417 0.38729833462075053 0.0 0.0 0.04582575694955844 0.11874342087037917 0.2727636339397171 0.039999999999997725
10.45 0.0 0.9540000000000001 0.10100000000000002 0.5970000000000001 48.07466699999999 11.6492594 3.75 536.95 0.0 0.0 -1.31 1.2100000000000002 2.24 155.67 0.28722813232690153 0.0 0.03261901286060017 0.03269556544854363 0.02282542442102665 7.105427357601002e-15 4.898979481899958e-07 0.4031128874149275 0.4031128874149303 0.0 0.0 0.02999999999999996 0.15779733838059498 0.46946778377222015 0.04582575694955579
11.45 0.0 1.041 0.06200000000000001 0.641 48.07466699999999 11.64926 5.26 538.46 0.0 0.0 -1.6199999999999999 1.69 2.73 155.7 0.28722813232690153 0.0 0.01757839583124696 0.03026549190084311 0.009433981132056613 7.105427357601002e-15 0.0 0.48826222462934815 0.48826222462935154 0.0 0.0 0.09797958971132713 0.27730849247724093 0.33778691508109077 0.07745966692415494
12.45 0.0 1.111 0.07400000000000001 0.6579999999999999 48.07466699999999 11.64926 7.1 540.3 0.0 0.0 -1.9 1.77 2.6999999999999997 155.65 0.28722813232690153 0.0 0.02118962010041702 0.02244994432064365 0.018330302779823376 7.105427357601002e-15 0.0 0.5744562646538027 0.5744562646538108 0.0 0.0 0.0894427190999916 0.20518284528683192 0.19493588689617927 0.04999999999999716
13.45 0.0 1.1880000000000002 0.076 0.688 48.07466699999999 11.6492605 9.1 542.3 0.0 0.0 -1.9499999999999997 2.5900000000000003 2.5600000000000005 155.71999999999997 0.28722813232690153 0.0 0.02088061301782112 0.03611094017053558 0.016613247725836118 7.105427357601002e-15 4.999999996257998e-07 0.574456264653803 0.5744562646538108 0.0 0.0 0.050000000000000044 0.33600595232822883 0.3292415526630866 0.0400000000000091
14.45 0.0 1.259 0.051000000000000004 0.7489999999999999 48.07466699999999 11.649261199999998 10.87 544.0699999999999 0.0 0.0 -1.1199999999999999 3.0500000000000003 2.71 155.77000000000004 0.28722813232690153 0.0 0.017000000000000015 0.03014962686336267 0.013747727084867531 7.105427357601002e-15 4.0000000041118254e-07 0.349428104193123 0.34942810419312237 0.0 0.0 0.6554387843269576 0.3827531841800928 0.25475478405713997 0.04582575694956882
15.45 0.0 1.322 0.05800000000000001 0.805 48.07466699999999 11.649261999999998 11.3 544.5 0.0 0.0 -0.02 2.57 2.42 155.67 0.28722813232690153 0.0 0.016613247725836167 0.016613247725836153 0.014999999999999973 7.105427357601002e-15 1.7763568394002505e-15 0.0 0.0 0.0 0.0 0.04 0.07810249675906661 0.14000000000000004 0.04582575694955579
16.45 0.0 1.37 0.04 0.845 48.07466699999999 11.649263000000001 11.3 544.5 0.0 0.0 0.0 2.82 2.8 155.67 0.2872281323269012 0.0 0.014832396974191248 0.027568097504180444 0.006708203932499375 7.105427357601002e-15 1.7763568394002505e-15 0.0 0.0 0.0 0.0 0.0 0.10770329614269003 0.07745966692414823 0.04582575694955579
17.45 0.0 1.424 0.044 0.877 48.074666699999995 11.649263000000001 11.3 544.5 0.0 0.0 0.0 2.81 2.81 155.68 0.2872281323269012 0.0 0.016248076809271934 0.019595917942265426 0.009000000000000008 4.5825756833859485e-07 1.7763568394002505e-15 0.0 0.0 0.0 0.0 0.0 0.18138357147217055 0.09433981132056597 0.039999999999997725
18.45 0.0 1.467 0.032999999999999995 0.8940000000000001 48.07466599999999 11.649263000000001 11.3 544.5 0.0 0.0 0.0 2.5 2.6599999999999997 155.7 0.2872281323269012 0.0 0.009000000000000008 0.011874342087037916 0.006633249580710806 7.105427357601002e-15 1.7763568394002505e-15 0.0 0.0 0.0 0.0 0.0 0.08944271909999167 0.16852299546352711 0.0
19.45 0.0 1.496 0.031 0.882 48.07466599999999 11.649263000000001 11.3 544.5 0.0 0.0 0.0 2.45 2.12 155.71999999999997 0.2872281323269012 0.0 0.011135528725660053 0.024269322199023193 0.0040000000000000036 7.105427357601002e-15 1.7763568394002505e-15 0.0 0.0 0.0 0.0 0.0 0.10246950765959607 0.18867962264113203 0.0400000000000091
20.45 0.0 1.5490000000000002 0.046 0.9199999999999999 48.07466599999999 11.6492634 11.3 544.5 0.0 0.0 0.0 2.38 2.05 155.7 0.2872281323269012 0.0 0.013000000000000012 0.018 0.010000000000000009 7.105427357601002e-15 4.898979490602293e-07 0.0 0.0 0.0 0.0 0.0 0.18867962264113208 0.11180339887498958 0.0
21.45 0.0 1.596 0.068 0.9520000000000002 48.074666099999995 11.649264 11.38 544.5800000000002 0.0 0.0 0.0 2.2800000000000002 2.2600000000000002 155.02 0.2872281323269012 0.0 0.020591260281973972 0.03487119154832539 0.011661903789690613 2.9999999924257285e-07 0.0 0.039999999999999855 0.0400000000000091 0.0 0.0 0.0 0.13999999999999993 0.3954743986657038 1.144377560073594
22.45 0.0 1.6800000000000002 0.07500000000000002 0.994 48.07466699999999 11.6492647 11.39 544.5900000000001 0.0 0.0 0.0 2.48 2.62 142.79 0.2872281323269012 0.0 0.02144761058952724 0.010246950765959597 0.012806248474865708 7.105427357601002e-15 4.5825756915262385e-07 0.0299999999999999 0.030000000000006823 0.0 0.0 0.0 0.27495454169735034 0.21354156504062619 5.855160117366561
