"avg_Time (s)" avg_latitude avg_longitude avg_altitude(m) avg_speed(mps) avg_distance(m) avg_velocityX(mps) avg_velocityY(mps) avg_velocityZ(mps) avg_pitch(deg) avg_roll(deg) avg_yaw(deg) avg_timestamp "stdDev_Time (s)" stdDev_latitude stdDev_longitude stdDev_altitude(m) stdDev_speed(mps) stdDev_distance(m) stdDev_velocityX(mps) stdDev_velocityY(mps) stdDev_velocityZ(mps) stdDev_pitch(deg) stdDev_roll(deg) stdDev_yaw(deg) stdDev_timestamp
34.50927777777778 48.04823688888889 11.65490077777778 10.533333333333333 0.7688888888888888 3.011111111111111 0.03333333333333333 -0.7666666666666667 0.0 -0.29999999999999993 -2.533333333333333 -1.5444444444444447 1574690000000.0 0.31293375329391604 7.370277293292727e-07 4.4165793139941634e-06 0.047140452079103 0.20151892353625223 0.2646357851187781 0.047140452079103175 0.2 0.0 0.14907119849998599 1.451436070471816 0.04969039949999537 0.0
35.48983333333334 48.048239444444434 11.654886999999999 10.6 1.0555555555555558 3.873333333333333 0.15555555555555559 -1.0444444444444447 0.0 0.5222222222222221 -0.6111111111111112 -1.6111111111111114 1574690000000.0 0.3022705282064767 9.558139185332846e-07 4.496912521310899e-06 0.0 0.044996570514036896 0.29762019047399624 0.049690399499995326 0.04969039949999537 0.0 0.30102704853653484 0.5486234175834893 0.0314269680527354 0.0
36.48972222222223 48.04823999999999 11.654871333333334 10.6 1.1000000000000003 4.989999999999999 0.022222222222222223 -1.1000000000000003 0.0 0.3444444444444445 0.7333333333333333 -1.6333333333333335 1574690000000.0 0.2685164604007969 7.105427357601002e-15 4.320493799070426e-06 0.0 2.220446049250313e-16 0.3242427074481913 0.041573970964154904 2.220446049250313e-16 0.0 0.18921540406584889 0.149071198499986 0.047140452079103105 0.0
37.4602 48.04823859999999 11.6548552 10.599999999999998 1.092 6.207 -0.08 -1.0900000000000003 0.0 -0.27999999999999997 1.0299999999999998 -1.5900000000000003 1574690000000.0 0.2981133341533041 1.0198039032094753e-06 4.791659420227536e-06 1.7763568394002505e-15 0.02400000000000002 0.375314534757182 0.060000000000000005 0.03000000000000003 0.0 0.285657137141714 0.272213151776324 0.03000000000000003 0.0
38.412000000000006 48.048235250000005 11.65484025 10.6 1.0825 7.36875 -0.2 -1.0625 0.0 -1.175 -0.2125 -1.5750000000000002 1574690000000.0 0.27721314002045455 9.682458370885154e-07 4.29389100916686e-06 0.0 0.04841229182759275 0.3434544183730935 0.0 0.04841229182759275 0.0 0.18540496217739152 0.4512136411945011 0.043301270189221974 0.0
39.5064 48.04823305 11.654823350000001 10.599999999999998 1.1000000000000003 8.660999999999998 -0.06000000000000001 -1.1000000000000003 0.0 -0.5800000000000001 -0.9000000000000001 -1.6199999999999999 1574690000000.0 0.2884238894405253 2.179449466267756e-07 4.186585720986342e-06 1.7763568394002505e-15 2.220446049250313e-16 0.3164158655946319 0.04898979485566356 2.220446049250313e-16 0.0 0.2619160170741759 0.20000000000000007 0.05999999999999997 0.0
40.531150000000004 48.048232399999996 11.654807899999998 10.530000000000001 1.2100000000000002 9.801 0.0 -1.2100000000000002 0.0 -0.27 -1.2399999999999998 -1.6000000000000003 1574690000000.0 0.2880215747127291 4.898979508006965e-07 4.86723740936727e-06 0.04582575694955823 0.06999999999999999 0.3581466180211674 0.0 0.06999999999999999 0.0 0.08999999999999998 0.11135528725660043 2.220446049250313e-16 0.0
41.507666666666665 48.048233333333336 11.654790944444446 10.533333333333335 1.3555555555555554 11.027222222222221 0.06666666666666668 -1.3555555555555554 0.0 0.2277777777777778 -0.8888888888888888 -1.6000000000000003 1574690000000.0 0.25297167166832435 4.714045196008497e-07 5.104161942488923e-06 0.047140452079103 0.049690399499995264 0.352369842882219 0.047140452079103175 0.049690399499995264 0.0 0.30877096070200566 0.09362388636862623 2.220446049250313e-16 0.0
42.47559999999999 48.048234599999994 11.6547724 10.5 1.5100000000000002 12.391 0.05 -1.5100000000000002 0.0 0.9100000000000001 -1.0399999999999998 -1.6400000000000001 1574690000000.0 0.2911888390718298 4.898979473197623e-07 6.343500611210511e-06 0.0 0.07000000000000006 0.4527791956351348 0.05000000000000001 0.07000000000000006 0.0 0.09433981132056604 0.19595917942265426 0.048989794855663495 0.0
43.50715 48.048234699999995 11.654747400000002 10.589999999999998 1.6849999999999998 14.231499999999997 0.0 -1.6900000000000002 0.0 0.32 -0.1 -1.5850000000000002 1574690000000.0 0.29017223764516215 4.5825756833859485e-07 7.465922581952067e-06 0.02999999999999989 0.035707142142714206 0.5670826659315203 0.0 0.029999999999999964 0.0 0.2712931993250107 0.40865633483405095 0.0476969600708473 0.0
44.525999999999996 48.048233499999995 11.6547236 10.619999999999997 1.61 16.015000000000004 -0.06000000000000001 -1.61 0.0 0.33 1.1200000000000003 -1.5900000000000003 1574690000000.0 0.29264346908823985 4.999999987376214e-07 6.829348431525727e-06 0.039999999999999855 0.053851648071345015 0.517865812735307 0.04898979485566356 0.053851648071345015 0.0 0.1345362404707371 0.5599999999999999 0.03000000000000003 0.0
45.51476470588235 48.048230823529416 11.654703 10.7 1.3935294117647057 17.567647058823532 -0.2117647058823529 -1.3764705882352943 0.0 -0.38235294117647056 1.552941176470588 -1.611764705882353 1574690000000.0 0.25976019017814106 1.1997692987951697e-06 5.615105676816515e-06 0.0 0.07136823947342631 0.42629083432854387 0.07578881603955956 0.08065476000471813 0.0 0.36012300858856394 0.9030130264572915 0.03221897397089208 0.0
46.4315 48.048226666666665 11.654686222222221 10.699999999999998 1.3033333333333335 18.866666666666667 -0.24444444444444446 -1.2777777777777777 0.0 -0.9111111111111112 0.5222222222222224 -1.588888888888889 1574690000000.0 0.2812500370370344 1.154700538198793e-06 4.755763235322875e-06 1.7763568394002505e-15 0.039721250959376654 0.36974465663632144 0.04969039949999532 0.041573970964154945 0.0 0.10999438818457406 0.41573970964154905 0.031426968052735475 0.0
47.50599999999999 48.048222555555554 11.654670833333332 10.622222222222222 0.8972222222222221 20.060555555555556 -0.2222222222222222 -0.8555555555555556 0.0 -0.5944444444444444 3.927777777777777 -1.6 1574690000000.0 0.30872605620157506 1.3425606627606266e-06 3.3374973990891894e-06 0.04157397096415476 0.23579194113915947 0.2720186313517314 0.0415739709641549 0.2629368792488718 0.0 0.24826558857227035 1.7757019130334397 0.047140452079103154 0.0
48.527899999999995 48.04821780000001 11.6546661 10.599999999999998 0.25399999999999995 20.510999999999996 -0.20999999999999996 -0.12000000000000002 0.0 -3.8400000000000007 3.250000000000001 -1.7 1574690000000.0 0.2944433561824745 1.5362291513379077e-06 2.999999997754799e-07 1.7763568394002505e-15 0.14967965793654125 0.03832753579347343 0.10440306508910549 0.13266499161421602 0.0 1.5428544973522291 1.6032778923193571 0.04472135954999579 0.0
49.50072222222222 48.04821533333333 11.654669111111112 10.577777777777776 0.22777777777777775 20.331111111111106 0.13333333333333333 0.17777777777777778 0.0 -4.044444444444445 1.1000000000000003 -1.6666666666666667 1574690000000.0 0.2600183338740124 4.714045196008497e-07 1.7284832431039904e-06 0.04157397096415475 0.1858181774254833 0.14325148395154974 0.14142135623730953 0.1314684396244359 0.0 0.3890475866669243 0.5676462121975466 0.04714045207910311 0.0
50.470299999999995 48.0482196 11.654677500000002 10.5 0.7130000000000001 19.629 0.5799999999999998 0.41000000000000003 0.0 -1.65 -0.32999999999999996 -1.5400000000000003 1574690000000.0 0.2925245459786242 2.0099751241692954e-06 2.6551836094233527e-06 0.0 0.07389857914736929 0.23666220653074266 0.08717797887081345 0.029999999999999992 0.0 1.241974234837422 0.17349351572897473 0.048989794855663606 0.0
51.46164285714286 48.048226928571424 11.654684142857144 10.5 0.5692857142857145 19.02 0.5000000000000001 0.22857142857142862 0.0 3.164285714285714 -0.08571428571428573 -1.5857142857142859 1574690000000.0 0.3273164932213064 2.186461122529821e-06 8.329931279949974e-07 0.0 0.14930621868755337 0.09418826132501133 0.10690449676496973 0.1665986255670086 0.0 1.0216283520908755 0.34404555939406556 0.03499271061118829 0.0
52.53115789473684 48.04823305263157 11.65468152631579 10.521052631578947 0.3463157894736842 19.13315789473684 0.3368421052631579 -0.05263157894736842 0.0 1.5052631578947366 1.7578947368421056 -1.578947368421053 1574690000000.0 0.293681578935578 1.700578360136599e-06 1.697317420328671e-06 0.04076824574955161 0.04391505272632243 0.1166665347578735 0.048237638894272024 0.04993069989739546 0.0 0.26650502949836136 0.6611917386321892 0.04076824574955179 0.0
53.5461 48.048235899999995 11.654676949999999 10.58 0.08100000000000002 19.449499999999993 0.05 -0.04 0.0 1.1599999999999997 2.9800000000000004 -1.58 1574690000000.0 0.2927278428848197 3.000000013742011e-07 1.0712142645866219e-06 0.039999999999999855 0.0820914124619622 0.07877023549539502 0.0806225774829855 0.048989794855663564 0.0 0.6476109943476872 0.13638181696985857 0.060000000000000005 0.0
54.516 48.04823411111111 11.654674333333332 10.6 0.13333333333333336 19.665555555555557 -0.13333333333333336 0.0 0.0 -0.3333333333333333 3.166666666666667 -1.6000000000000003 1574690000000.0 0.26508237713334715 7.370277293292727e-07 4.7140452043823233e-07 0.0 0.047140452079103175 0.040307460327149006 0.047140452079103175 0.0 0.0 0.4447221354708778 0.08164965809277251 2.220446049250313e-16 0.0
55.5036875 48.048230375 11.6546755625 10.525 0.2575 19.614375 -0.17500000000000002 0.1625 0.0 -2.1 2.1125 -1.6125 1574690000000.0 0.31753517890739397 1.2183492933055907e-06 1.3213984071737002e-06 0.04330127018922178 0.045207853300062814 0.07769883766826893 0.04330127018922193 0.09921567416492214 0.0 0.46904157598234303 0.6101997623729462 0.03307189138830734 0.0
56.51474999999999 48.048228 11.6546819 10.5 0.31199999999999994 19.169000000000004 -0.01 0.30999999999999994 0.0 -1.94 0.10000000000000005 -2.5999999999999996 1574690000000.0 0.2957485207063598 0.0 2.022374841621671e-06 0.0 0.029933259094191537 0.15699999999999995 0.03 0.030000000000000013 0.0 0.1685229954635272 0.5882176467941098 0.5966573556070518 0.0
57.54260000000001 48.048229199999994 11.654688199999999 10.51 0.265 18.6895 0.13500000000000004 0.2 -0.04 -0.71 -0.95 -4.295 1574690000000.0 0.29589650217601393 8.717797879741895e-07 1.6613247726233681e-06 0.029999999999999895 0.03840572873934304 0.1195188269688083 0.0653834841531101 0.06324555320336758 0.066332495807108 0.4721228653645151 0.21330729007701546 0.17168284713389412 0.0
58.51455555555555 48.04823277777777 11.654690777777777 10.711111111111112 0.37 18.466666666666672 0.2444444444444444 0.0 -0.26666666666666666 0.9888888888888892 -0.6555555555555556 -4.366666666666666 1574690000000.0 0.26647810462946825 1.030402055603488e-06 4.157397093304093e-07 0.07370277311900934 0.02494438257849295 0.018257418583506085 0.04969039949999531 0.047140452079103175 0.047140452079103154 0.21314806770278757 0.24993826398226648 0.04714045207910342 0.0
59.48538888888889 48.04823611111111 11.654687500000001 11.044444444444444 0.445 18.668888888888887 0.1444444444444445 -0.20000000000000004 -0.35555555555555557 1.6333333333333333 1.077777777777778 -4.3 1574690000000.0 0.3150906640051564 8.748897645781731e-07 2.088327347734085e-06 0.1535586106787248 0.04901813723284247 0.15117645645951044 0.0955813918560292 0.06666666666666667 0.04969039949999535 0.3366501646120693 0.8534606386520676 0.0 0.0
60.51115 48.048236499999994 11.654680699999998 11.479999999999999 0.4410000000000001 19.165 -0.05 -0.24000000000000005 -0.36 0.62 3.04 -4.370000000000002 1574690000000.0 0.2961523720992293 4.999999987376214e-07 2.002498439282013e-06 0.09797958971132678 0.053749418601506754 0.15324816475246958 0.05000000000000001 0.04898979485566356 0.048989794855663585 0.5268775948927797 0.5238320341483518 0.06403124237432865 0.0
61.53310000000001 48.048232899999995 11.654676499999999 11.87 0.4699999999999999 19.511 -0.22000000000000003 -0.06000000000000001 -0.4000000000000001 -1.14 3.2399999999999998 -4.46 1574690000000.0 0.29762777088168274 1.5132745957290873e-06 6.708203931451002e-07 0.1417744687875783 0.022360679774997894 0.06220128616033576 0.059999999999999984 0.06633249580710801 5.551115123125783e-17 0.6296030495478878 0.1280624847486569 0.04898979485566339 0.0
62.504777777777775 48.04822877777778 11.654677444444445 12.344444444444443 0.5377777777777779 19.491111111111113 -0.2222222222222222 0.13333333333333336 -0.4666666666666667 -2.244444444444445 1.7111111111111112 -4.400000000000001 1574690000000.0 0.26790038686786294 1.0304020538156926e-06 1.1653431649093036e-06 0.15713484026367736 0.03520662115056634 0.0677322251294579 0.0415739709641549 0.047140452079103175 0.047140452079103154 0.3303570832737446 0.9350513288875221 0.047140452079103216 0.0
63.450722222222225 48.04822611111111 11.654681555555555 12.899999999999999 0.6066666666666666 19.23444444444444 -0.07777777777777778 0.03333333333333334 -0.5888888888888888 -1.3666666666666667 -2.7000000000000006 -4.366666666666666 1574690000000.0 0.3009903663197272 3.1426967973389975e-07 6.849348887061696e-07 0.18257418583505525 0.03620926830400072 0.043997755273829445 0.041573970964154904 0.10540925533894599 0.031426968052735434 0.21081851067789195 0.6912147117775906 0.04714045207910342 0.0
64.5465 48.048228555555546 11.654678888888888 13.644444444444446 0.7833333333333334 19.39 0.19999999999999998 -0.4555555555555555 -0.5888888888888888 0.38888888888888895 -2.788888888888889 -4.400000000000001 1574690000000.0 0.2922818749844812 1.4229164972520696e-06 1.5947444549920376e-06 0.20061633428075315 0.12092238098144703 0.11244751862288689 0.0816496580927726 0.1571348402636772 0.031426968052735434 0.4408185427750528 0.12862041003100244 0.047140452079103216 0.0
