"avg_Time (s)" "avg_Packet Interval (ms)" "avg_Packet Length (bytes)" "avg_RSSI (dBm)" "stdDev_Time (s)" "stdDev_Packet Interval (ms)" "stdDev_Packet Length (bytes)" "stdDev_RSSI (dBm)"
3.6286962162162166 2.6405202702702706 897.5878378378378 -43.96621621621622 0.11217802769449205 5.085612644097594 729.0854964977929 0.6918008280444454
16.787344829268292 106.60214634146344 958.9186991869918 -42.39837398373984 0.09351634949327357 1150.4119075145422 720.5076642223773 0.4895632265796617
17.60407763391137 2.042073217726397 1058.329479768786 -42.435452793834294 0.23425429544583706 9.356534410135493 693.3719910932928 0.4958161536055499
18.491591734643734 2.402884520884521 1019.2727272727273 -42.5945945945946 0.28008441115068317 10.054352411844038 703.2055328585878 0.5008790996852376
19.52044255244755 2.372909090909091 971.4801864801865 -42.75990675990676 0.28791120049061814 5.657943952146249 718.9612506320871 0.4379183548091804
20.48265873195876 2.532981958762887 947.5335051546392 -43.3041237113402 0.2769954526956207 5.4883865831186665 720.1613195645766 0.7428584421731206
21.543784799498745 2.568225563909775 1005.2055137844611 -47.581453634085214 0.27263394223857423 10.241487482239593 712.424149148806 2.5116783657073776
22.494120265789473 2.6173447368421057 931.9973684210527 -48.0 0.28638208275761573 5.8155854676168675 723.6120162027954 0.6529286250990105
23.495239988452656 2.295942263279446 963.4549653579677 -47.39491916859122 0.2759948697147407 5.000959692092314 724.242723676718 0.6753133259121319
24.50723350393701 2.6471889763779526 962.3149606299213 -46.93175853018373 0.29297468607448696 9.611970622906965 715.9133259697811 0.48121053005754105
25.537670455056176 1.861494382022472 1002.8632958801498 -46.91760299625468 0.3071151442639619 4.368052945491003 713.021020513425 0.42921086860522323
26.579674063492064 1.5935507936507938 1022.6269841269841 -46.99523809523809 0.3104764227952667 4.069582509665526 702.9016654805628 0.6772794718527922
27.534435612341774 1.585273734177215 1080.9636075949368 -46.88449367088607 0.2668013935625423 7.910493734055119 685.4658308925125 0.8701884325752615
28.382672074487893 1.841370577281192 986.3482309124768 -47.53631284916201 0.31092084379251567 4.653923202981119 707.8924892343292 0.5484732481968462
29.466422895377132 2.440866180048662 968.6739659367397 -46.742092457420924 0.2915457832176308 5.017930837712681 722.2964362898186 0.45919055113813595
30.556020990697675 2.3397697674418603 888.0837209302325 -47.013953488372096 0.2968409852444374 6.864408535676427 732.229365809373 0.3670000287363509
31.475919445026175 2.5895157068062824 940.2853403141361 -46.86387434554974 0.28111917643344564 5.355920477448117 724.3879957033558 0.46590975568378645
32.518295990588236 2.3607764705882355 925.52 -47.190588235294115 0.3024460983824118 5.42134865308162 728.7009425804574 0.516919274483144
33.47043027624309 2.7604005524861877 930.0939226519337 -46.91436464088398 0.2924039379188368 9.75509547867786 723.092760543076 0.38026344411017016
34.49655766501241 2.4870322580645166 905.468982630273 -46.707196029776675 0.2893858294756751 5.103241062927946 734.437690006404 0.525878991245485
35.51276776923077 4.807254807692308 462.7307692307692 -46.53365384615385 0.3141753170758582 6.234986872902408 661.3532561633532 0.5269853626859166
36.50638997815534 2.251373786407767 873.7038834951456 -46.54611650485437 0.25933987767518424 4.616784952976616 736.4572303405274 0.5216752942589971
37.48196778841871 2.394469933184855 913.9331848552339 -46.922048997772826 0.29057084240714137 8.790345944864043 726.197080988015 0.4332292246301094
38.509951555819484 2.3635130641330164 949.833729216152 -47.00475059382423 0.26529621945598625 4.7341306232657825 727.1302888166581 0.5807491656287654
39.522939870044056 2.2172026431718064 941.5264317180616 -44.147577092511014 0.2909436484963063 4.549035091896499 726.0202985943076 3.6199132120202755
40.62607250206897 1.3807365517241381 1111.703448275862 -34.39310344827586 0.26674487610701203 6.98971576124586 680.5982391187606 0.7674099001288005
