"avg_OSD.flyTime [s]" "stdDev_OSD.flyTime [s]"
0.5 0.25819888974716115
1.45 0.2872281323269014
2.45 0.2872281323269014
3.45 0.2872281323269014
4.5 0.2581988897471612
5.45 0.2872281323269015
6.45 0.2872281323269015
7.450000000000001 0.28722813232690153
8.488888888888889 0.2766644355108608
9.45 0.28722813232690153
10.45 0.28722813232690153
11.45 0.28722813232690153
12.444444444444445 0.3022549001941211
13.45 0.28722813232690153
14.45 0.28722813232690153
15.45 0.28722813232690153
16.422222222222224 0.2897423291201175
17.5 0.2581988897471608
18.45 0.2872281323269012
19.45 0.2872281323269012
20.433333333333334 0.2981423969999716
21.45 0.2872281323269012
22.45 0.2872281323269012
23.45 0.2872281323269012
24.4 0.27386127875258304
25.466666666666665 0.29814239699997175
26.45 0.2872281323269012
27.45 0.2872281323269012
28.45 0.2872281323269012
29.4875 0.30593095626301
30.488888888888887 0.2884612219054923
31.449999999999996 0.2872281323269012
32.45 0.2872281323269009
33.412499999999994 0.30593095626300953
34.45 0.2872281323269009
35.45 0.2872281323269009
36.45 0.2872281323269009
37.375 0.263391343821318
38.48888888888889 0.27666443551086034
39.45 0.2872281323269009
40.45 0.2872281323269009
41.45 0.2872281323269009
42.48888888888889 0.27666443551086034
43.45 0.2872281323269009
44.45 0.2872281323269009
45.45 0.2872281323269009
46.5 0.29439202887759347
47.45 0.2872281323269009
48.45 0.2872281323269009
49.412499999999994 0.2712816801776333
50.45 0.2872281323269009
51.41111111111111 0.27666443551086056
52.45 0.2872281323269009
53.45 0.2872281323269009
54.477777777777774 0.2897423291201175
55.45 0.2872281323269009
56.400000000000006 0.2581988897471608
57.45 0.2872281323269009
58.46666666666666 0.29814239699997125
59.45 0.2872281323269009
60.45 0.2872281323269009
61.45 0.2872281323269009
62.4875 0.2934173648576372
63.455555555555556 0.30225490019412043
64.45 0.2872281323269024
65.45 0.2872281323269024
66.46666666666667 0.2981423969999728
67.48888888888888 0.27666443551086095
68.46666666666667 0.2981423969999728
69.45 0.2872281323269024
70.425 0.3072051431861136
71.45 0.2872281323269024
72.45 0.2872281323269024
73.45 0.2872281323269024
74.375 0.263391343821319
75.46666666666667 0.2981423969999728
76.45 0.2872281323269024
77.45 0.2872281323269024
78.45 0.2872281323269024
79.5 0.2915475947422655
80.45 0.2872281323269024
81.45555555555556 0.30225490019412216
82.45 0.2872281323269024
83.51428571428572 0.2799416848895075
84.45 0.2872281323269024
85.45 0.2872281323269024
86.45 0.2872281323269024
87.3875 0.28476964374736524
88.45 0.2872281323269024
89.45 0.2872281323269024
90.45 0.2872281323269024
91.41111111111111 0.27666443551086234
92.4875 0.27128168017763543
93.45 0.2872281323269024
94.45 0.2872281323269024
95.41111111111111 0.27666443551086234
96.48888888888888 0.27666443551086095
97.42222222222222 0.2897423291201185
98.45 0.2872281323269024
99.45 0.2872281323269024
100.5125 0.27128168017763543
101.45 0.2872281323269024
102.45 0.2872281323269024
103.45 0.2872281323269024
104.47777777777777 0.2897423291201191
105.45 0.2872281323269024
106.45 0.2872281323269024
107.4 0.2581988897471611
108.44444444444444 0.302254900194122
109.45 0.2872281323269024
110.45 0.2872281323269024
111.45 0.2872281323269024
112.52857142857142 0.26572964625340617
113.5 0.2581988897471623
114.45000000000002 0.2872281323269024
115.45000000000002 0.2872281323269024
116.4375 0.28256636388643486
117.4888888888889 0.27666443551086095
