"avg_Time (s)" "avg_DeltaTime (ms)" "avg_RSSI (dBm)" avg_Length "stdDev_Time (s)" "stdDev_DeltaTime (ms)" "stdDev_RSSI (dBm)" stdDev_Length
6.961895 0.0 -57.0 64.0 0.0 0.0 0.0 0.0
19.50924098454746 2.1610353200883003 -57.55187637969095 681.7130242825607 0.2919780905986611 3.4564763544742303 1.3762659474926904 708.8602870858333
20.510260227990972 2.2605643340857786 -57.12415349887133 686.3295711060948 0.2828637084575637 5.1711590635716815 1.2908530064801234 705.9121084999916
21.473073714922048 2.1503763919821828 -57.0913140311804 766.6748329621381 0.27836697455830284 6.826802111687253 1.3458309168840594 721.2715178813953
22.46986038020833 2.6933489583333334 -57.138020833333336 617.0572916666666 0.301507472629534 8.261018952807502 1.3594623016347207 677.8039461569977
23.51581529305136 3.021407854984895 -57.57703927492447 770.9516616314199 0.30382786956219576 14.721961852871395 1.3062544161326075 716.4986601450739
24.574298366876306 2.0871844863731654 -57.723270440251575 933.2641509433962 0.2827348853282566 13.867936903129943 1.1285059027600948 705.7261759814279
25.57985191906005 2.607490861618799 -57.885117493472585 840.0156657963446 0.27581940335229294 15.41220021091409 1.1950126666280783 714.6766032788291
26.588043255255254 3.0209309309309313 -57.5015015015015 618.3003003003003 0.30850085966215096 16.673600127850545 1.2701815259468248 674.5838356061989
27.34380120605187 1.4400331412103746 -58.05331412103747 269.3659942363112 0.3110395571885947 2.906178486954493 1.5965684461823941 484.73211508721204
28.53481302487562 2.4885348258706466 -57.691542288557216 499.9651741293532 0.2987376630035627 3.4931545017598733 1.405171015052976 633.022268816042
29.505218672376877 2.139777301927195 -57.88436830835118 620.5396145610279 0.2906964583812288 3.5001074908056147 1.467532918366837 691.0521723876828
30.515214321033216 1.8400239852398521 -58.12730627306273 763.0811808118082 0.2851892572381574 3.1597193645202637 1.3489204834876134 719.4289381861928
31.51780696981132 1.8892452830188677 -58.70377358490566 654.5716981132075 0.2919967191652774 3.2075145818322364 1.472062122375422 701.0427217292604
32.494445932119206 1.653228476821192 -57.86754966887417 718.0612582781457 0.2866946403004083 2.8713848588095936 1.6464913394781981 712.9354818034454
33.47583859146342 2.019058943089431 -55.65650406504065 828.7743902439024 0.2959513835825345 3.659603524132469 1.836259224902733 732.3302488694435
34.494945664634145 2.05390243902439 -56.542682926829265 826.1077235772358 0.2931122518497898 4.145999123289735 1.787549338983963 729.6905838447749
