"Time (s)" "Packet Interval (ms)" "avg_Time (s)" "avg_Speed (m/s)" "avg_Distance (m)" "Distance (m)" "avg_Height (m)" "Height (m)"
1.0 0.858 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.047 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.108 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.13 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.55 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.245 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.041 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.204 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.224 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.215 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.214 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.173 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.228 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.542 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.227 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.228 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.04 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.029 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.026 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.096 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 81.49 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.598 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.055 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.028 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.027 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.067 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.232 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.301 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.04 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 23.855 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.528 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.141 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.079 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 30.682 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 1.914 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.459 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 29.439 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 30.483 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 3.999 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 19.483 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 5.187 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 11.459 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 30.025 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 27.353 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 20.675 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 40.025 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 12.625 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 6.855 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 16.144 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 23.939 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 29.944 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 17.875 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.06 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.031 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.027 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.026 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.028 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.026 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.024 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.027 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 6.239 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 33.899 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 9.747 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.643 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.23 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 6.458 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 15.282 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 6.165 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.6 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.211 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 20.074 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 10.599 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.695 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.5 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.049 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 29.601 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 1.401 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.056 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 32.283 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.708 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.04 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 31.597 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 1.61 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.05 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.028 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 32.146 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.511 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.227 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.034 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 21.439 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.66 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.04 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.033 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.079 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 10.6 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.591 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.14 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.041 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 33.483 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.071 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.037 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.199 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.033 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 3.457 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 33.47 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.567 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.196 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 5.144 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 28.373 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 2.404 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.087 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 0.034 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 25.754 1.4793125 0.4375 0.115 0.0 0.75 0.0
1.0 100.756 1.4793125 0.4375 0.115 0.0 0.75 0.0
2.0 2.845 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 19.532 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 19.925 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.561 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.228 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.084 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.251 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.145 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 2.175 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.086 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.027 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.027 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 83.106 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.223 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.219 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 1.134 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.058 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.026 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 6.924 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.069 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.034 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.088 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 4.395 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 28.785 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.538 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.215 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.228 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.457 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 29.361 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 2.815 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.791 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.225 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.236 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.039 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 34.103 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.065 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.03 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.026 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 22.947 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.076 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 7.602 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.476 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.224 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.254 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 17.2 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 6.491 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 7.273 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 1.801 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.472 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.085 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.171 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 32.162 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 2.552 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.213 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.437 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 30.725 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.556 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.219 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.089 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 31.648 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 2.862 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.055 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.028 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.025 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 16.327 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 15.014 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.497 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.262 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.044 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 26.826 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.474 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.238 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.263 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 32.566 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.676 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.087 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.031 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 1.698 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 2.129 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.232 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.296 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 27.968 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.169 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.082 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.129 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 32.506 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.552 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.194 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 35.044 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.463 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.17 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 3.356 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 13.868 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 10.08 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 4.148 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.281 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.149 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 32.781 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.501 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.082 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 34.248 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.061 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.029 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 4.627 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 26.959 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.469 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.045 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 32.747 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.45 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.057 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 32.62 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.487 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 6.891 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 15.742 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 13.125 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.155 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 31.042 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.471 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.19 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 35.031 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.526 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.043 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 4.344 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 25.226 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.482 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.044 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 33.032 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.458 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.045 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 32.976 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.48 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
2.0 0.163 2.510692308 0.428205128 0.097435897 0.0 1.230769231 2.0
3.0 8.198 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 15.585 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 8.929 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.518 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.038 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 32.675 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.712 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.068 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 34.119 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.681 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.042 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 7.284 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 44.668 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.173 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.035 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 12.771 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.532 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
3.0 0.176 3.549225806 1.377419355 0.120645161 0.0 2.003225806 2.0
