"avg_Time (s)" "avg_DeltaTime (ms)" avg_Length "stdDev_Time (s)" "stdDev_DeltaTime (ms)" stdDev_Length
26.689622 0.0 216.0 0.0 0.0 0.0
32.490086000000005 1212.7169999999999 64.0 0.18009932263837136 2201.54103929979 0.0
33.47824133333334 250.95966666666666 64.0 0.028739693542014316 307.5809488902429 0.0
34.249627833333335 210.02599999999998 64.0 0.24718899279189535 201.17706906354908 0.0
35.359232000000006 298.48949999999996 64.0 0.0039890000000006864 290.5115 0.0
36.37924833333334 169.61233333333334 109.0 0.001229920277452792 377.6753420614354 45.0
37.540079 696.4605 64.0 0.23373699999999786 228.9865 0.0
38.48524666666666 246.26433333333333 64.0 0.027866818623985642 302.1739346461828 0.0
39.332563 314.62725 64.0 0.2624176657715719 240.15264999513852 0.0
40.366378499999996 299.6225 64.0 0.003984499999997837 291.6535 0.0
41.026034 655.671 64.0 0.0 0.0 0.0
42.698021000000004 431.91099999999994 64.0 0.04303690251981514 687.5092671564508 0.0
43.51834124999999 191.67600000000002 64.0 0.0023387947082846934 328.69806930449107 0.0
44.36704593333334 82.70720000000001 165.33333333333334 0.19560918223828092 160.2358276333979 71.65348716023682
45.385729000000005 64.02007142857143 67.57142857142857 0.14668390189938552 107.03504420613459 12.876968840942821
46.353149599999995 173.38080000000002 64.0 0.15210261400199548 174.58757218702593 0.0
47.559215249999994 154.3685 64.0 0.16574103347598607 244.09973525180234 0.0
48.82110503703703 11.381796296296296 639.925925925926 0.18966065011614855 46.1260125224126 698.4002050149207
49.53462377966101 2.4028668280871672 828.4285714285714 0.2780027583775696 4.708859957665901 732.139822352418
50.5041358129771 1.9402576335877861 736.0 0.28235958612245415 3.3714695275544146 718.1997452281653
51.51641723948812 1.829758683729433 748.8500914076783 0.2803968569174678 3.2969501612699705 719.4477006571055
52.508403248618784 1.833775322283609 685.8066298342542 0.2819057232943023 2.905732224068725 702.0459323670344
53.47976962562396 1.6611247920133112 724.1514143094842 0.2803652624237556 3.601819196858199 710.4032194080024
