"avg_OSD.flyTime [s]" "avg_CUSTOM.hSpeed [m/s]" "avg_CUSTOM.distance [m]" "avg_CALC.hSpeed [m/s]" "avg_CALC.distance [m]" avg_OSD.latitude avg_OSD.longitude "avg_OSD.height [m]" "avg_OSD.altitude [m]" "avg_OSD.xSpeed [m/s]" "avg_OSD.ySpeed [m/s]" "avg_OSD.zSpeed [m/s]" avg_OSD.pitch avg_OSD.roll avg_OSD.yaw "stdDev_OSD.flyTime [s]" "stdDev_CUSTOM.hSpeed [m/s]" "stdDev_CUSTOM.distance [m]" "stdDev_CALC.hSpeed [m/s]" "stdDev_CALC.distance [m]" stdDev_OSD.latitude stdDev_OSD.longitude "stdDev_OSD.height [m]" "stdDev_OSD.altitude [m]" "stdDev_OSD.xSpeed [m/s]" "stdDev_OSD.ySpeed [m/s]" "stdDev_OSD.zSpeed [m/s]" stdDev_OSD.pitch stdDev_OSD.roll stdDev_OSD.yaw
0.45 0.0 0.066 0.14499999999999996 0.8859999999999999 48.18204250000001 11.6138061 0.0 543.2 0.0 0.0 0.0 5.7299999999999995 -3.6100000000000003 103.29 0.2872281323269014 0.0 0.05043808085167397 0.07297259759663213 0.2976306435836203 4.999999987376214e-07 2.999999997754799e-07 0.0 0.0 0.0 0.0 0.0 0.06403124237432845 0.14456832294800961 0.7582216034906956
1.45 0.0 0.24100000000000002 0.16399999999999998 1.134 48.1820412 11.613805 0.0 543.2 0.0 0.0 0.0 5.71 -3.5700000000000003 102.81999999999998 0.2872281323269014 0.0 0.04805205510693586 0.01743559577416269 0.04152107898405333 4.00000001832268e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.1044030650891055 0.20024984394500792 0.13266499161421424
2.45 0.0 0.39 0.087 1.274 48.18204000000001 11.6138039 0.08 543.28 0.0 0.0 -0.29 0.8300000000000001 -0.10999999999999999 103.85999999999999 0.2872281323269014 0.0 0.04024922359499621 0.05514526271584896 0.04029888335921981 7.105427357601002e-15 2.999999997754799e-07 0.08717797887081348 0.08717797887078113 0.0 0.0 0.20712315177207982 1.3431678971744372 0.7354590403278759 0.18547236990991225
3.45 0.0 0.509 0.062 0.25 48.18203900000001 11.6138035 0.47000000000000003 543.67 0.0 0.0 -0.4 0.42000000000000004 0.85 104.08 0.2872281323269014 0.0 0.03505709628591621 0.06477653896280659 0.3605828614895611 7.105427357601002e-15 4.999999996257998e-07 0.1268857754044952 0.12688577540448015 0.0 0.0 0.0 0.1777638883463118 0.11180339887498951 0.039999999999997725
4.45 0.0 0.625 0.07400000000000001 0.183 48.1820386 11.6138035 0.9299999999999999 544.13 0.0 0.0 -0.44000000000000006 0.8300000000000001 0.8299999999999998 104.02000000000001 0.2872281323269015 0.0 0.04153311931459039 0.0698856208386246 0.011874342087037913 4.898979508006965e-07 4.999999996257998e-07 0.1676305461424021 0.16763054614239886 0.0 0.0 0.04898979485566356 0.04582575694955839 0.1004987562112089 0.039999999999997725
5.45 0.0 0.744 0.078 0.24699999999999997 48.18203799999999 11.6138041 1.1999999999999997 544.3999999999999 0.0 0.0 -0.05 0.5999999999999999 1.05 104.0 0.2872281323269015 0.0 0.01959591794226544 0.04069397989875161 0.01734935157289748 7.105427357601002e-15 2.999999997754799e-07 2.220446049250313e-16 1.1368683772161603e-13 0.0 0.0 0.0806225774829855 0.06324555320336757 0.12041594578792296 0.0
6.45 0.0 0.861 0.121 0.33699999999999997 48.1820373 11.6138056 1.7299999999999998 544.9300000000001 0.0 0.0 -1.21 0.4 0.8400000000000001 104.17 0.2872281323269015 0.0 0.037536648758246915 0.0645677938294317 0.03001666203960726 4.582575683385948e-07 4.898979490602294e-07 0.363455636907725 0.36345563690772753 0.0 0.0 0.5467174773134658 0.10954451150103323 0.09165151389911681 0.0458257569495623
7.450000000000001 0.0 0.977 0.10200000000000001 0.438 48.1820369 11.613806599999998 3.5100000000000002 546.7099999999999 0.0 0.0 -1.98 0.5199999999999999 0.19 104.13 0.28722813232690153 0.0 0.027946377224964243 0.0620966987850401 0.022271057451320096 3.00000001374201e-07 4.898979481899958e-07 0.5906775770248943 0.5906775770249063 0.0 0.0 0.040000000000000036 0.15362291495737215 0.17578395831246943 0.0458257569495623
8.45 0.0 1.108 0.186 0.42800000000000005 48.182036999999994 11.6138071 5.6 548.8 0.0 0.0 -1.9899999999999998 0.26999999999999996 0.75 104.05999999999999 0.28722813232690153 0.0 0.06352952069707432 0.10061808982484213 0.023999999999999997 7.105427357601002e-15 7.000000001612858e-07 0.5744562646538027 0.5744562646538108 0.0 0.0 0.03000000000000003 0.07810249675906654 0.08062257748298553 0.048989794855660775
9.45 0.0 1.361 0.281 0.595 48.18203669999999 11.6138102 7.6 550.8 0.0 0.0 -1.94 0.6300000000000001 -0.13999999999999999 104.05 0.28722813232690153 0.0 0.0874585616163449 0.08836854644046149 0.07877182237323191 4.5825757159471084e-07 1.077032961214599e-06 0.5744562646538028 0.5744562646538108 0.0 0.0 0.048989794855663606 0.25317977802344327 0.2973213749463701 0.049999999999997165
