"avg_Time (s)" "avg_Packet Interval (ms)" "avg_Packet Length" "stdDev_Time (s)" "stdDev_Packet Interval (ms)" "stdDev_Packet Length"
0.6135794000000001 61.76446666666667 107.86666666666666 0.31149169842823526 63.13119115922194 40.03975801902681
1.1394462 24.937599999999996 104.5 0.0664846044100437 27.429237452761967 38.029593739612835
2.4945299268292684 42.48007317073171 97.34146341463415 0.1866713357591802 161.10769297620953 33.02741636890114
3.351454047619048 42.56171428571429 101.71428571428571 0.29720052124505286 45.610404177684075 31.83610238339465
4.3716235 72.05085714285715 97.64285714285714 0.300616861447959 69.78335504039539 38.634934492830524
5.381292157894737 53.63273684210527 106.0 0.2918941403377283 63.16604916687287 43.95931133026971
6.423173882352942 59.757941176470595 106.05882352941177 0.2978632416005871 75.36994823923376 35.37608129835301
7.41527215 50.63765 85.6 0.2776285760645463 67.71070895159421 13.8144851514633
8.447882928571428 73.24307142857143 89.42857142857143 0.31343459685155195 83.79656885616693 18.24325427467951
9.40356847368421 53.16284210526315 95.10526315789474 0.29369503185328455 48.31839805777719 27.92262756607812
10.485973266666667 67.9988 87.33333333333333 0.30162268228156985 79.83291944655411 13.6853530787075
11.380903222222223 51.99827777777778 106.83333333333333 0.21968015073019118 64.06392406096825 42.53136097830243
12.334199000000002 67.99346666666665 96.26666666666667 0.25803810822538076 67.34719724122816 34.883552316560625
13.4159145625 65.2054375 89.0 0.2737999947390816 83.28487978916758 16.38596960817394
14.446806142857142 71.95335714285714 86.35714285714286 0.3113637606348782 75.18226341518051 13.97756949471516
15.435816944444444 55.01638888888888 97.72222222222223 0.2567756735296552 52.43034083867733 30.191620536454877
16.379162466666664 48.13986666666666 93.13333333333334 0.1826092908355129 57.73493848369076 35.424787304309326
17.363929764705883 59.95358823529412 102.47058823529412 0.18848576029271075 78.22995347357372 40.369058691700744
18.369021285714286 81.46971428571429 89.14285714285714 0.20283550066439465 99.06564476968114 20.938198663335537
19.511929818181816 42.813500000000005 107.0909090909091 0.23763765678915405 72.54916152998976 43.270721878665555
20.409957999999996 69.65114285714286 105.0 0.20965917463963185 89.54143688806647 50.71066385457233
21.498120761904765 51.259952380952384 97.61904761904762 0.2246907396733193 95.74820074573387 34.45006903092978
22.43470141176471 66.72282352941177 121.47058823529412 0.28742598206148146 69.43430766875584 54.58842545605823
23.508977176470587 52.10035294117648 95.94117647058823 0.2447574626372319 51.814100000063775 39.042165122332115
24.480556933333332 65.59579999999998 91.8 0.1955845899793634 79.69735688314888 19.819855364423493
25.560151529411762 62.206647058823535 102.29411764705883 0.22968234672954366 82.39307927885632 40.66037919137202
26.421496619047616 48.429571428571435 107.0952380952381 0.24452758809774955 52.387310222420616 43.28961688101681
27.613104047619053 50.512714285714274 102.57142857142857 0.24174873745186132 57.76935660772715 38.47642621332782
28.5595722 63.0438 107.0 0.1935692351803181 62.59338713549006 45.34754679141971
29.544709105263156 55.51826315789474 98.05263157894737 0.28205362458561606 54.22602581674335 30.241960539709034
30.5269899375 55.3504375 113.0 0.21488881456885672 59.35895781490014 53.594542632622584
31.536421777777775 57.58383333333333 108.66666666666667 0.27206702277595674 63.605403026306575 48.88421694848621
32.477351066666664 67.99059999999999 92.13333333333334 0.2520738420816329 71.75886332042893 19.7783270835079
