avg_Time(seconds) avg_TimeModified(seconds) avg_Latitude avg_Longitude avg_Altitude(feet) stdDev_Time(seconds) stdDev_TimeModified(seconds) stdDev_Latitude stdDev_Longitude stdDev_Altitude(feet)
264.45 142.25 48.074616546 11.648984023 6.9 0.2872281323268975 0.2872281323268975 9.645724382071747e-08 2.276422632344341e-07 0.0
265.45 143.25 48.07461671 11.648984637999998 6.9 0.2872281323268975 0.2872281323268975 1.986454134665708e-07 1.3128594723942683e-07 0.0
266.45 144.25 48.074617191 11.648984782 6.9 0.2872281323268975 0.2872281323268975 1.4355835118827912e-07 1.202331069649718e-07 0.0
267.45 145.25 48.074616321 11.648985058 6.9 0.2872281323268975 0.2872281323268975 3.240817798382669e-07 6.599999997030699e-08 0.0
268.45 146.25 48.074615624 11.648985080000001 6.9 0.2872281323268975 0.2872281323268975 1.214248735005789e-07 9.757048727619254e-08 0.0
269.45 147.25 48.07461571700001 11.648984961 6.9 0.2872281323268975 0.2872281323268975 2.275104377980863e-07 2.4925689543480076e-07 0.0
270.45 148.25 48.074616752 11.648986765 6.9 0.2872281323268975 0.2872281323268975 1.8760597074530836e-07 2.781456455282649e-07 0.0
271.45 149.25 48.074616484 11.648985925 6.9 0.2872281323268975 0.2872281323268975 3.579720661397353e-07 9.69538550131339e-07 0.0
272.45 150.25 48.07461442 11.648977878000002 6.9 0.2872281323268975 0.2872281323268975 7.985361605414089e-07 3.698044888921432e-06 0.0
273.45 151.25 48.07461066 11.648961563 6.9 0.2872281323268975 0.2872281323268975 1.3498518430681193e-06 5.699198277001131e-06 0.0
274.45 152.25 48.074605053 11.648939464000001 6.87 0.2872281323268975 0.2872281323268975 1.7334938708288234e-06 7.104629758341556e-06 0.09000000000000022
275.45 153.25 48.074598246 11.648912915 6.6 0.2872281323268975 0.2872281323268975 2.2111499282732267e-06 8.02961300472671e-06 0.0
276.45 154.25 48.074590117 11.648883704000001 6.6 0.2872281323268975 0.2872281323268975 2.4018744770433066e-06 8.702849188596893e-06 0.0
277.45 155.25 48.074581265999996 11.648852530000001 6.6 0.2872281323268975 0.2872281323268975 2.7394276763862784e-06 9.108535557063034e-06 0.0
278.45 156.25 48.074572218 11.648822800000001 6.6 0.2872281323268975 0.2872281323268975 2.1601518475868846e-06 6.809098325124604e-06 0.0
279.45 157.25 48.074568727 11.648814359 6.6 0.2872281323268975 0.2872281323268975 2.13777922218456e-07 3.4705763197806886e-07 0.0
280.45 158.25 48.07456938200001 11.648819974 6.6 0.2872281323268975 0.2872281323268975 6.646924087709131e-07 3.2259423431062724e-06 0.0
281.45 159.25 48.074572445 11.648835602 6.6 0.2872281323268975 0.2872281323268975 1.1691129131000485e-06 5.532011930792793e-06 0.0
282.45 160.25 48.074577438 11.648857420000002 6.6 0.2872281323268975 0.2872281323268975 1.6258892946710744e-06 6.9784998387554295e-06 0.0
283.45 161.25 48.074583614 11.648883316 6.6899999999999995 0.2872281323268975 0.2872281323268975 1.932802111093197e-06 7.80335210004991e-06 0.13747727084867553
284.45 162.25 48.074590781999994 11.648911628 6.9 0.2872281323268975 0.2872281323268975 2.0826127831196253e-06 8.377856289127149e-06 0.0
285.45 163.25 48.074598588 11.6489412 6.93 0.2872281323268975 0.2872281323268975 2.33602568572702e-06 8.66925371644626e-06 0.08999999999999996
286.45 164.25 48.074607011 11.64897238 7.2 0.2872281323268975 0.2872281323268975 2.4796711465618872e-06 9.168581133416136e-06 0.0
287.45 165.25 48.07461562499999 11.649004102000001 7.2 0.2872281323268975 0.2872281323268975 2.3767130656279728e-06 8.928387088287096e-06 0.0
288.45 166.25 48.074620154 11.649020466 7.2 0.2872281323268975 0.2872281323268975 3.046046616815553e-07 7.75321868565268e-07 0.0
289.45 167.25 48.074620335999995 11.649018395999999 7.08 0.2872281323268975 0.2872281323268975 8.924124606436952e-08 1.6878518890001595e-06 0.1469693845669906
290.45 168.25 48.074621056 11.649014343000001 7.24 0.2872281323268975 0.2872281323268975 3.735291149869618e-07 2.1702764804675844e-07 0.3039736830714132
291.45 169.25 48.074621709999995 11.649014424 8.26 0.2872281323268975 0.2872281323268975 1.0207840147371286e-07 7.158212087789863e-08 0.22449944320643644
292.45 170.25 48.074620863 11.649014475000001 9.080000000000002 0.2872281323268975 0.2872281323268975 3.729892760332243e-07 1.0763363814719588e-07 0.14696938456699016
293.45 171.25 48.07461965900001 11.649014388000001 9.2 0.2872281323268975 0.2872281323268975 2.7987318584008123e-07 1.1258774349768663e-07 0.0
294.45 172.25 48.074619072999994 11.649014798 9.2 0.2872281323268975 0.2872281323268975 8.450443850622642e-08 1.235151814516876e-07 0.0
295.45 173.25 48.074619367 11.649014977 9.2 0.2872281323268975 0.2872281323268975 1.7498857200031074e-07 2.1470910460324994e-08 0.0
296.45 174.25 48.07461987 11.649015034000001 9.2 0.2872281323268975 0.2872281323268975 9.643650682121991e-08 5.023942678242835e-08 0.0
297.45 175.25 48.074620044 11.649015017 9.2 0.2872281323268975 0.2872281323268975 6.199999969768923e-08 5.984145724598429e-08 0.0
298.45 176.25 48.07461977 11.64901514 9.2 0.2872281323268975 0.2872281323268975 9.848857880818477e-08 6.526867560875973e-08 0.0
299.45 177.25 48.074619654 11.649014996000002 9.2 0.2872281323268975 0.2872281323268975 9.830564561241266e-08 1.0199999991300503e-07 0.0
