"avg_OSD.flyTime [s]" "avg_CUSTOM.distance [m]" "stdDev_OSD.flyTime [s]" "stdDev_CUSTOM.distance [m]"
61.45 18.631999999999998 0.2872281323269009 0.07807688518377305
62.4875 19.83875 0.2934173648576372 0.5632814016990085
63.455555555555556 21.41222222222222 0.30225490019412043 0.37484153030248163
64.45 22.398000000000003 0.2872281323269024 0.24999199987199633
65.45 22.883 0.2872281323269024 0.07349149610669253
66.46666666666667 22.60888888888889 0.2981423969999728 0.043319085976929864
67.48888888888888 22.64333333333333 0.27666443551086095 0.041633319989322716
68.46666666666667 22.964444444444446 0.2981423969999728 0.15833235867146314
69.45 23.666 0.2872281323269024 0.24413930449642882
70.425 24.4925 0.3072051431861136 0.2631895704620525
71.45 25.334 0.2872281323269024 0.2062134816155334
72.45 25.932 0.2872281323269024 0.13833293172632455
73.45 26.244 0.2872281323269024 0.034117444218463897
74.375 26.0925 0.263391343821319 0.04322904116447618
75.46666666666667 25.864444444444445 0.2981423969999728 0.09990118574661787
76.45 25.663999999999998 0.2872281323269024 0.014282856857086142
77.45 25.794999999999998 0.2872281323269024 0.07486654793697949
78.45 26.070999999999998 0.2872281323269024 0.0830000000000001
79.5 26.33625 0.2915475947422655 0.04998437255783048
80.45 26.386000000000003 0.2872281323269024 0.006633249580710979
81.45555555555556 26.30777777777778 0.30225490019412216 0.025724082006200483
82.45 26.416000000000004 0.2872281323269024 0.09779570542718082
83.51428571428572 27.087142857142855 0.2799416848895075 0.2884794761560435
84.45 28.242 0.2872281323269024 0.38618130457079325
85.45 29.391 0.2872281323269024 0.22739613013417825
86.45 29.800999999999995 0.2872281323269024 0.03910242959203427
87.3875 29.755000000000003 0.28476964374736524 0.08616843969807078
88.45 29.258999999999997 0.2872281323269024 0.1404599587070993
89.45 28.932 0.2872281323269024 0.03867815921162749
90.45 29.167999999999996 0.2872281323269024 0.14641038214552993
91.41111111111111 29.75 0.27666443551086234 0.18006171781426053
92.4875 30.377499999999998 0.27128168017763543 0.13562355990018848
93.45 30.478999999999996 0.2872281323269024 0.10054352291420846
94.45 30.107999999999997 0.2872281323269024 0.09249864863877716
95.41111111111111 29.790000000000003 0.27666443551086234 0.09741092797468279
96.48888888888888 29.576666666666668 0.27666443551086095 0.04082482904638678
97.42222222222222 29.24666666666667 0.2897423291201185 0.14491376746189472
98.45 28.424 0.2872281323269024 0.33130650461468464
99.45 27.146000000000004 0.2872281323269024 0.38309789871519767
100.5125 25.95875 0.27128168017763543 0.2642649002421632
101.45 25.271 0.2872281323269024 0.135827095971312
102.45 25.023000000000003 0.2872281323269024 0.035791060336346166
103.45 24.796 0.2872281323269024 0.16776173580408568
104.47777777777777 23.72222222222222 0.2897423291201191 0.40265170440683357
105.45 22.113999999999997 0.2872281323269024 0.5755032580272679
106.45 19.972 0.2872281323269024 0.6346936268783548
107.4 18.00111111111111 0.2581988897471611 0.491786865407825
108.44444444444444 16.23 0.302254900194122 0.4955804677345547
109.45 14.766000000000002 0.2872281323269024 0.3526244461179626
110.45 13.52 0.2872281323269024 0.38685914749427874
111.45 12.078 0.2872281323269024 0.4474997206703041
112.52857142857142 10.304285714285713 0.26572964625340617 0.4413569058792974
113.5 8.743333333333332 0.2581988897471623 0.41587925598129544
114.45000000000002 7.313999999999998 0.2872281323269024 0.38335883973113233
115.45000000000002 6.111000000000001 0.2872281323269024 0.29463367085246733
116.4375 5.307499999999999 0.28256636388643486 0.15888281845435648
117.4888888888889 5.035555555555556 0.27666443551086095 0.031661792997277796
118.45000000000002 5.404000000000001 0.2872281323269024 0.1861827059637925
119.45000000000002 6.163 0.2872281323269024 0.25235094610482434
120.45000000000002 7.196000000000001 0.2872281323269024 0.3395644268765504
121.52857142857144 8.48857142857143 0.28139593719417555 0.34995626548913494
122.45000000000002 9.565000000000001 0.2872281323269024 0.34615747861341956
123.45000000000002 10.811 0.2872281323269024 0.33868717129528253
124.45000000000002 12.019 0.2872281323269024 0.3481795513811802
125.475 12.98875 0.30720514318611414 0.1938709300024118
126.45000000000002 13.107999999999999 0.2872281323269024 0.07756287771866091
127.46666666666667 12.785555555555554 0.2981423969999728 0.12685171668011208
128.45 12.313999999999998 0.2872281323269034 0.13857849761055993
129.4 12.248571428571427 0.2725540575476996 0.07453255691854588
130.45 12.778 0.2872281323269034 0.2163700533807764
131.45 13.465 0.2872281323269034 0.1624961538006362
132.45 13.785000000000002 0.2872281323269034 0.03354101966249695
133.39999999999998 13.476666666666667 0.2581988897471623 0.14764823060233392
134.4888888888889 12.676666666666668 0.2766644355108621 0.20210008521632156
135.45 12.253 0.2872281323269034 0.04313930922024569
136.45 12.558000000000002 0.2872281323269034 0.1830191246837335
137.45000000000002 13.36625 0.2958039891549832 0.2542605700851
138.4888888888889 13.967777777777778 0.2766644355108621 0.09162456945817024
139.45 13.941999999999998 0.2872281323269034 0.10916043239196138
140.43333333333334 13.356666666666666 0.2981423969999744 0.24257873864880344
141.45 12.597000000000001 0.2872281323269034 0.18515128949051368
142.5375 12.4275 0.24968730444297815 0.08212033852828428
143.45 12.954999999999998 0.2872281323269034 0.21096208190098997
144.45 13.799000000000001 0.2872281323269034 0.26782270254778623
145.45 14.158000000000001 0.2872281323269034 0.06852736679604753
146.4666666666667 13.58222222222222 0.2981423969999748 0.2422935674744715
147.45 12.475 0.2872281323269034 0.40242390585053467
148.45 11.129000000000001 0.2872281323269034 0.33595981902602573
149.45 10.108 0.2872281323269034 0.25419677417308
150.44444444444446 9.373333333333333 0.30225490019412304 0.17003267659809135
151.45 8.828999999999999 0.2872281323269034 0.17626400653565108
152.45 8.181 0.2872281323269034 0.19274075853332112
153.45 7.399000000000001 0.2872281323269034 0.24748535310195638
154.46250000000003 6.49625 0.3038811445285819 0.27202653822743106
155.4777777777778 5.663333333333334 0.2897423291201187 0.21648710508172692
156.45 4.933000000000001 0.2872281323269034 0.203324863211561
157.45 4.321 0.2872281323269034 0.15501290268877635
158.45 3.9349999999999996 0.2872281323269034 0.06152235366108808
159.4888888888889 3.9666666666666663 0.2766644355108621 0.07378647873726221
160.45 4.404 0.2872281323269034 0.16668533228811705
161.45 5.184 0.2872281323269034 0.28143205219022227
162.39999999999998 6.171111111111111 0.2581988897471623 0.28714860436306194
163.47500000000002 7.4174999999999995 0.30720514318611375 0.36275852850070933
164.5 8.645555555555555 0.2581988897471636 0.3279942787817803
165.45 9.901 0.2872281323269034 0.38043264844121877
166.41111111111113 11.211111111111112 0.27666443551086123 0.3839399387185578
167.44285714285715 12.709999999999999 0.3155817433482101 0.4689806575359555
168.45 14.222999999999999 0.2872281323269034 0.44853205013688846
169.4909090909091 15.866363636363639 0.30287874998105113 0.47818354648840794
170.45 17.660000000000004 0.2872281323269034 0.526098850027255
171.41111111111113 19.49111111111111 0.27666443551086123 0.5317778242094978
172.4888888888889 21.626666666666665 0.2766644355108621 0.5476819839610904
173.4777777777778 23.60888888888889 0.2897423291201187 0.5682418195030159
174.45 25.537 0.2872281323269034 0.572574012683077
175.425 27.44625 0.30720514318611636 0.6041923845100995
176.45 29.412 0.2872281323269034 0.5289196536337063
177.45 31.232999999999997 0.2872281323269034 0.5224184146830961
178.45 33.02999999999999 0.2872281323269034 0.5114684741017764
179.45 34.80500000000001 0.2872281323269034 0.5022200712834972
180.4875 36.63 0.30593095626301164 0.5402082931610724
181.41111111111113 38.20666666666667 0.27666443551086123 0.44798313460317823
182.45 39.861999999999995 0.2872281323269034 0.4435718656542591
183.41111111111113 41.367777777777775 0.27666443551086123 0.43473562279665445
184.4857142857143 42.817142857142855 0.3090472521826298 0.3190035506167955
185.45 43.426 0.2872281323269034 0.10336343647538054
186.45 43.384 0.2872281323269034 0.19283153269110337
187.4375 42.42 0.2496873044429778 0.40168395536789864
188.43333333333334 40.6311111111111 0.2981423969999744 0.6277374618322967
189.44444444444446 38.47666666666667 0.30225490019412304 0.6406246951218787
190.45 36.346999999999994 0.2872281323269034 0.5994672634931787
191.45 34.333000000000006 0.2872281323269034 0.5532820257337127
192.3625 32.62625 0.24968730444298048 0.4669833374971757
193.4888888888889 30.53777777777778 0.2766644355108621 0.5098535253226664
194.45 28.697999999999997 0.2872281323269034 0.558136184098469
195.45 26.778 0.2872281323269034 0.5659646632078721
196.45 24.717000000000002 0.2872281323269034 0.579293535265154
197.4875 22.75125 0.29341736485763903 0.5291133503324218
198.45 21.023000000000003 0.2872281323269034 0.4946119691232705
199.45 19.372999999999998 0.2872281323269034 0.4806672445673822
200.45 17.793 0.2872281323269034 0.4951777458650587
201.42222222222225 16.36888888888889 0.2897423291201211 0.4460305033027937
202.4888888888889 14.813333333333336 0.2766644355108621 0.36980475328956447
203.45 13.615 0.2872281323269034 0.32821486864552624
204.45 12.508000000000001 0.2872281323269034 0.30749959349566636
205.44444444444446 11.411111111111113 0.30225490019412304 0.3304019250833226
206.4777777777778 10.487777777777778 0.2897423291201187 0.20622413792213667
207.45 9.823 0.2872281323269034 0.19173158320944414
208.45 9.337 0.2872281323269034 0.11243220179290281
209.39999999999998 9.077777777777776 0.2581988897471623 0.028974232912012024
210.5125 8.877500000000001 0.28476964374736546 0.09202581159652998
211.45 8.334999999999999 0.2872281323269034 0.22276669409945457
212.45 7.4959999999999996 0.2872281323269034 0.23122283624244386
213.45 7.093000000000001 0.2872281323269034 0.04428317965096904
214.44444444444446 7.305555555555555 0.30225490019412304 0.06800508332488582
215.4875 7.713749999999999 0.2712816801776367 0.1796480935050522
216.45 8.072 0.2872281323269034 0.033406586176979974
217.45 7.938 0.2872281323269034 0.10495713410721551
218.4 7.512499999999999 0.29154759474226555 0.15856780883899493
219.45 7.077 0.2872281323269034 0.06870953354520765
220.45 7.0409999999999995 0.2872281323269034 0.02879236009777598
221.45 7.337000000000001 0.2872281323269034 0.11967038062946066
222.41111111111113 7.683333333333334 0.27666443551086123 0.09486832980505153
223.5 7.819999999999999 0.2581988897471636 0.009428090415820746
224.45 7.63 0.2872281323269034 0.09959919678390983
225.41111111111113 7.245555555555555 0.27666443551086123 0.12885056901621542
226.45 6.832000000000001 0.2872281323269034 0.08340263784797225
227.52857142857144 6.82 0.26572964625340517 0.05154748157905348
228.45 7.103 0.2872281323269034 0.1112699420328779
229.45 7.431 0.2872281323269034 0.07502666192761095
230.44444444444446 7.617777777777778 0.30225490019412304 0.03292340531117584
231.52499999999998 7.515 0.2633913438213224 0.06855654600401037
232.45 7.236999999999999 0.2872281323269034 0.09165696918401779
233.45 6.961999999999999 0.2872281323269034 0.05635601121442152
234.45 6.939 0.2872281323269034 0.061065538563088176
235.425 7.22 0.30720514318611636 0.0931396800509858
236.45 7.516 0.2872281323269034 0.07901898506055355
237.45 7.619 0.2872281323269034 0.0284429253066558
238.45 7.489 0.2872281323269034 0.05957348403442588
239.34285714285713 7.25 0.2610809554642474 0.08349508112115689
240.45 7.008 0.2872281323269034 0.03124099870362645
241.45 7.0489999999999995 0.2872281323269034 0.035341194094144684
242.45 7.273999999999999 0.2872281323269034 0.08499411744350306
243.42222222222225 7.5344444444444445 0.2897423291201211 0.0770441592149321
244.45 7.617 0.2872281323269034 0.006403124237432712
245.45 7.569 0.2872281323269034 0.03360059523282303
246.45 7.43 0.2872281323269034 0.06016643582596526
247.45 7.359999999999999 0.2872281323269034 0.03794733192202045
