Time (s),Packet Interval (ms),avg_Time (s),avg_Speed (m/s),avg_Distance (m),Distance (m),avg_Height (m),Height (m)
1,7.625,1.4793125,0.4375,0.115,0,0.75,0
1,48.966,1.4793125,0.4375,0.115,0,0.75,0
1,10.235,1.4793125,0.4375,0.115,0,0.75,0
1,40.947,1.4793125,0.4375,0.115,0,0.75,0
1,34.104,1.4793125,0.4375,0.115,0,0.75,0
1,22.695,1.4793125,0.4375,0.115,0,0.75,0
1,4.063,1.4793125,0.4375,0.115,0,0.75,0
1,41.094,1.4793125,0.4375,0.115,0,0.75,0
1,5.873,1.4793125,0.4375,0.115,0,0.75,0
1,0.064,1.4793125,0.4375,0.115,0,0.75,0
1,34.573,1.4793125,0.4375,0.115,0,0.75,0
1,32.551,1.4793125,0.4375,0.115,0,0.75,0
1,12.684,1.4793125,0.4375,0.115,0,0.75,0
1,17.491,1.4793125,0.4375,0.115,0,0.75,0
1,1.818,1.4793125,0.4375,0.115,0,0.75,0
1,26.587,1.4793125,0.4375,0.115,0,0.75,0
1,31.474,1.4793125,0.4375,0.115,0,0.75,0
1,7.91,1.4793125,0.4375,0.115,0,0.75,0
1,3.698,1.4793125,0.4375,0.115,0,0.75,0
1,32.909,1.4793125,0.4375,0.115,0,0.75,0
1,3.926,1.4793125,0.4375,0.115,0,0.75,0
1,16.938,1.4793125,0.4375,0.115,0,0.75,0
1,51.724,1.4793125,0.4375,0.115,0,0.75,0
1,10.217,1.4793125,0.4375,0.115,0,0.75,0
1,21.299,1.4793125,0.4375,0.115,0,0.75,0
1,45.892,1.4793125,0.4375,0.115,0,0.75,0
1,162.013,1.4793125,0.4375,0.115,0,0.75,0
2,20.885,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,38.125,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,12.192,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,50.673,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,11.683,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,12.923,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,9.441,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,26.938,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,27.726,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,12.381,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,17.859,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,10.206,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,5.93,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,2.129,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,1.547,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,18.845,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,5.709,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,27.277,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,6.457,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,29.018,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,25.796,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,10.379,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,28.559,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,4.214,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,40.498,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,33.24,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,6.178,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,11.115,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,7.697,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,0.068,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,14.663,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,22.419,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,27.11,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,11.254,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,16.849,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,13.477,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,8.08,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,28.704,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,17.301,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,12.363,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,9.372,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,19.398,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,0.869,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,45.892,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,10.248,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,49.798,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,3.877,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,31.794,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,33.518,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,22.646,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,25.806,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,27.975,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,15.109,2.510692308,0.428205128,0.097435897,0,1.230769231,2
2,28.37,2.510692308,0.428205128,0.097435897,0,1.230769231,2
3,22.106,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,0.968,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,23.589,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,25.793,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,20.677,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,40.857,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,10.246,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,34.802,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,14.937,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,21.344,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,15.466,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,5.7,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,37.332,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,10.352,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,26.093,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,30.273,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,9.652,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,19.994,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,28.547,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,26.271,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,21.432,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,0.922,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,19.612,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,32.175,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,19.428,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,23.99,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,7.688,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,4.59,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,36.581,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,10.306,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,5.438,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,24.328,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,21.511,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,6.272,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,28.309,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,15.632,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,4.757,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,5.402,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,20.357,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,15.305,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,2.831,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,1.441,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,1.064,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,1.162,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,1.135,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,20.509,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,20.033,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,14.279,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,23.388,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,14.554,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,10.802,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,9.51,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,23.059,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,21.696,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,20.282,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,22.849,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,14.203,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,9.333,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,11.565,3.549225806,1.377419355,0.120645161,0,2.003225806,2
3,8.784,3.549225806,1.377419355,0.120645161,0,2.003225806,2
4,20.829,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,30.938,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,6.713,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,3.593,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,23.404,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,20.441,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,20.332,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,20.28,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,20.371,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,28.746,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,33.817,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,24.738,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,8.427,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,6.443,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,37.77,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,10.371,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,26.091,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,4.296,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,6.396,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,17.581,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,22.784,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,32.304,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,11.037,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,20.566,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,27.91,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,2.707,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,30.916,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,17.156,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,49.395,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,4.388,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,1.465,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,5.462,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,50.195,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,5.567,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,38.432,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,37.017,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,11.667,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,11.889,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,19.242,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,1.306,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,19.702,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,4.548,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,14.585,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,24.077,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,34.374,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,12.074,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,13.632,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,7.646,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,20.365,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,52.643,4.561677419,2.970967742,0.220645161,0,4.058064516,4
4,11.828,4.561677419,2.970967742,0.220645161,0,4.058064516,4
5,28.716,5.52290625,2.378125,0.145,0,6.7625,6
5,31.541,5.52290625,2.378125,0.145,0,6.7625,6
5,17.161,5.52290625,2.378125,0.145,0,6.7625,6
5,30.624,5.52290625,2.378125,0.145,0,6.7625,6
5,3.34,5.52290625,2.378125,0.145,0,6.7625,6
5,15.896,5.52290625,2.378125,0.145,0,6.7625,6
5,18.899,5.52290625,2.378125,0.145,0,6.7625,6
5,22.334,5.52290625,2.378125,0.145,0,6.7625,6
5,20.506,5.52290625,2.378125,0.145,0,6.7625,6
5,20.599,5.52290625,2.378125,0.145,0,6.7625,6
5,6.832,5.52290625,2.378125,0.145,0,6.7625,6
5,14.59,5.52290625,2.378125,0.145,0,6.7625,6
5,22.842,5.52290625,2.378125,0.145,0,6.7625,6
5,21.696,5.52290625,2.378125,0.145,0,6.7625,6
5,24.646,5.52290625,2.378125,0.145,0,6.7625,6
5,10.387,5.52290625,2.378125,0.145,0,6.7625,6
5,9.992,5.52290625,2.378125,0.145,0,6.7625,6
5,25.723,5.52290625,2.378125,0.145,0,6.7625,6
5,24.643,5.52290625,2.378125,0.145,0,6.7625,6
5,3.663,5.52290625,2.378125,0.145,0,6.7625,6
5,20.567,5.52290625,2.378125,0.145,0,6.7625,6
5,6.972,5.52290625,2.378125,0.145,0,6.7625,6
5,13.667,5.52290625,2.378125,0.145,0,6.7625,6
5,1.079,5.52290625,2.378125,0.145,0,6.7625,6
5,22.777,5.52290625,2.378125,0.145,0,6.7625,6
5,20.719,5.52290625,2.378125,0.145,0,6.7625,6
5,20.263,5.52290625,2.378125,0.145,0,6.7625,6
5,20.3,5.52290625,2.378125,0.145,0,6.7625,6
5,11.889,5.52290625,2.378125,0.145,0,6.7625,6
5,9.721,5.52290625,2.378125,0.145,0,6.7625,6
5,23.054,5.52290625,2.378125,0.145,0,6.7625,6
5,20.564,5.52290625,2.378125,0.145,0,6.7625,6
5,33.436,5.52290625,2.378125,0.145,0,6.7625,6
5,10.188,5.52290625,2.378125,0.145,0,6.7625,6
5,4.381,5.52290625,2.378125,0.145,0,6.7625,6
5,0.08,5.52290625,2.378125,0.145,0,6.7625,6
5,17.344,5.52290625,2.378125,0.145,0,6.7625,6
5,22.103,5.52290625,2.378125,0.145,0,6.7625,6
5,28.279,5.52290625,2.378125,0.145,0,6.7625,6
5,20.998,5.52290625,2.378125,0.145,0,6.7625,6
5,4.621,5.52290625,2.378125,0.145,0,6.7625,6
5,8.563,5.52290625,2.378125,0.145,0,6.7625,6
5,17.372,5.52290625,2.378125,0.145,0,6.7625,6
5,10.437,5.52290625,2.378125,0.145,0,6.7625,6
5,22.99,5.52290625,2.378125,0.145,0,6.7625,6
5,36.523,5.52290625,2.378125,0.145,0,6.7625,6
5,9.396,5.52290625,2.378125,0.145,0,6.7625,6
5,0.84,5.52290625,2.378125,0.145,0,6.7625,6
5,2.907,5.52290625,2.378125,0.145,0,6.7625,6
5,31.662,5.52290625,2.378125,0.145,0,6.7625,6
5,12.728,5.52290625,2.378125,0.145,0,6.7625,6
5,43.133,5.52290625,2.378125,0.145,0,6.7625,6
5,1.237,5.52290625,2.378125,0.145,0,6.7625,6
5,4.298,5.52290625,2.378125,0.145,0,6.7625,6
5,11.899,5.52290625,2.378125,0.145,0,6.7625,6
5,10.679,5.52290625,2.378125,0.145,0,6.7625,6
5,10.353,5.52290625,2.378125,0.145,0,6.7625,6
5,32.053,5.52290625,2.378125,0.145,0,6.7625,6
5,38.548,5.52290625,2.378125,0.145,0,6.7625,6
6,42.419,6.505633333,1.34,0.118333333,0,8.96,8
6,19.217,6.505633333,1.34,0.118333333,0,8.96,8
6,23.65,6.505633333,1.34,0.118333333,0,8.96,8
6,19.965,6.505633333,1.34,0.118333333,0,8.96,8
6,0.567,6.505633333,1.34,0.118333333,0,8.96,8
6,17.431,6.505633333,1.34,0.118333333,0,8.96,8
6,37.19,6.505633333,1.34,0.118333333,0,8.96,8
6,31.642,6.505633333,1.34,0.118333333,0,8.96,8
6,14.872,6.505633333,1.34,0.118333333,0,8.96,8
6,36.967,6.505633333,1.34,0.118333333,0,8.96,8
6,15.586,6.505633333,1.34,0.118333333,0,8.96,8
6,24.349,6.505633333,1.34,0.118333333,0,8.96,8
6,27.952,6.505633333,1.34,0.118333333,0,8.96,8
6,3.565,6.505633333,1.34,0.118333333,0,8.96,8
6,22.365,6.505633333,1.34,0.118333333,0,8.96,8
6,59.475,6.505633333,1.34,0.118333333,0,8.96,8
6,3.327,6.505633333,1.34,0.118333333,0,8.96,8
6,9.767,6.505633333,1.34,0.118333333,0,8.96,8
6,8.313,6.505633333,1.34,0.118333333,0,8.96,8
6,36.644,6.505633333,1.34,0.118333333,0,8.96,8
6,29.922,6.505633333,1.34,0.118333333,0,8.96,8
6,11.003,6.505633333,1.34,0.118333333,0,8.96,8
6,13.523,6.505633333,1.34,0.118333333,0,8.96,8
6,13.936,6.505633333,1.34,0.118333333,0,8.96,8
6,40.528,6.505633333,1.34,0.118333333,0,8.96,8
6,16.42,6.505633333,1.34,0.118333333,0,8.96,8
6,22.66,6.505633333,1.34,0.118333333,0,8.96,8
6,18.899,6.505633333,1.34,0.118333333,0,8.96,8
6,0.153,6.505633333,1.34,0.118333333,0,8.96,8
6,26.788,6.505633333,1.34,0.118333333,0,8.96,8
6,21.518,6.505633333,1.34,0.118333333,0,8.96,8
6,35.613,6.505633333,1.34,0.118333333,0,8.96,8
6,14.306,6.505633333,1.34,0.118333333,0,8.96,8
6,3.478,6.505633333,1.34,0.118333333,0,8.96,8
6,40.414,6.505633333,1.34,0.118333333,0,8.96,8
6,19.311,6.505633333,1.34,0.118333333,0,8.96,8
6,20.087,6.505633333,1.34,0.118333333,0,8.96,8
6,0.746,6.505633333,1.34,0.118333333,0,8.96,8
6,19.586,6.505633333,1.34,0.118333333,0,8.96,8
6,0.898,6.505633333,1.34,0.118333333,0,8.96,8
6,44.588,6.505633333,1.34,0.118333333,0,8.96,8
6,5.742,6.505633333,1.34,0.118333333,0,8.96,8
6,10.91,6.505633333,1.34,0.118333333,0,8.96,8
6,0.745,6.505633333,1.34,0.118333333,0,8.96,8
6,32.471,6.505633333,1.34,0.118333333,0,8.96,8
6,6.461,6.505633333,1.34,0.118333333,0,8.96,8
6,12.586,6.505633333,1.34,0.118333333,0,8.96,8
6,14.046,6.505633333,1.34,0.118333333,0,8.96,8
6,18.004,6.505633333,1.34,0.118333333,0,8.96,8
6,3.374,6.505633333,1.34,0.118333333,0,8.96,8
6,17.727,6.505633333,1.34,0.118333333,0,8.96,8
6,5.575,6.505633333,1.34,0.118333333,0,8.96,8
7,29.607,7.47,0.14516129,0.13516129,0,9.590322581,10
7,19.336,7.47,0.14516129,0.13516129,0,9.590322581,10
7,15.038,7.47,0.14516129,0.13516129,0,9.590322581,10
7,37.777,7.47,0.14516129,0.13516129,0,9.590322581,10
7,26.592,7.47,0.14516129,0.13516129,0,9.590322581,10
7,14.971,7.47,0.14516129,0.13516129,0,9.590322581,10
7,15.432,7.47,0.14516129,0.13516129,0,9.590322581,10
7,6.39,7.47,0.14516129,0.13516129,0,9.590322581,10
7,23.216,7.47,0.14516129,0.13516129,0,9.590322581,10
7,20.576,7.47,0.14516129,0.13516129,0,9.590322581,10
7,20.424,7.47,0.14516129,0.13516129,0,9.590322581,10
7,20.407,7.47,0.14516129,0.13516129,0,9.590322581,10
7,61.507,7.47,0.14516129,0.13516129,0,9.590322581,10
7,11.167,7.47,0.14516129,0.13516129,0,9.590322581,10
7,24.088,7.47,0.14516129,0.13516129,0,9.590322581,10
7,4.613,7.47,0.14516129,0.13516129,0,9.590322581,10
7,7.148,7.47,0.14516129,0.13516129,0,9.590322581,10
7,27.268,7.47,0.14516129,0.13516129,0,9.590322581,10
7,38.29,7.47,0.14516129,0.13516129,0,9.590322581,10
7,2.163,7.47,0.14516129,0.13516129,0,9.590322581,10
7,12.909,7.47,0.14516129,0.13516129,0,9.590322581,10
7,12.806,7.47,0.14516129,0.13516129,0,9.590322581,10
7,19.848,7.47,0.14516129,0.13516129,0,9.590322581,10
7,19.452,7.47,0.14516129,0.13516129,0,9.590322581,10
7,33.537,7.47,0.14516129,0.13516129,0,9.590322581,10
7,14.524,7.47,0.14516129,0.13516129,0,9.590322581,10
7,13.771,7.47,0.14516129,0.13516129,0,9.590322581,10
7,11.624,7.47,0.14516129,0.13516129,0,9.590322581,10
7,49.957,7.47,0.14516129,0.13516129,0,9.590322581,10
7,16.803,7.47,0.14516129,0.13516129,0,9.590322581,10
7,22.108,7.47,0.14516129,0.13516129,0,9.590322581,10
7,0.065,7.47,0.14516129,0.13516129,0,9.590322581,10
7,28.671,7.47,0.14516129,0.13516129,0,9.590322581,10
7,15.486,7.47,0.14516129,0.13516129,0,9.590322581,10
7,21.327,7.47,0.14516129,0.13516129,0,9.590322581,10
7,16.218,7.47,0.14516129,0.13516129,0,9.590322581,10
7,10.491,7.47,0.14516129,0.13516129,0,9.590322581,10
7,8.33,7.47,0.14516129,0.13516129,0,9.590322581,10
7,15.741,7.47,0.14516129,0.13516129,0,9.590322581,10
7,43.617,7.47,0.14516129,0.13516129,0,9.590322581,10
7,16.739,7.47,0.14516129,0.13516129,0,9.590322581,10
7,2.906,7.47,0.14516129,0.13516129,0,9.590322581,10
7,23.349,7.47,0.14516129,0.13516129,0,9.590322581,10
7,29.704,7.47,0.14516129,0.13516129,0,9.590322581,10
7,29.691,7.47,0.14516129,0.13516129,0,9.590322581,10
7,30.198,7.47,0.14516129,0.13516129,0,9.590322581,10
7,11.615,7.47,0.14516129,0.13516129,0,9.590322581,10
7,12.598,7.47,0.14516129,0.13516129,0,9.590322581,10
7,15.099,7.47,0.14516129,0.13516129,0,9.590322581,10
8,38.282,8.482,0.585714286,0.121428571,0,9.6,10
8,20.958,8.482,0.585714286,0.121428571,0,9.6,10
8,43.329,8.482,0.585714286,0.121428571,0,9.6,10
8,16.357,8.482,0.585714286,0.121428571,0,9.6,10
8,21.285,8.482,0.585714286,0.121428571,0,9.6,10
8,10.651,8.482,0.585714286,0.121428571,0,9.6,10
8,14.394,8.482,0.585714286,0.121428571,0,9.6,10
8,12.541,8.482,0.585714286,0.121428571,0,9.6,10
8,14.169,8.482,0.585714286,0.121428571,0,9.6,10
8,31.429,8.482,0.585714286,0.121428571,0,9.6,10
8,16.842,8.482,0.585714286,0.121428571,0,9.6,10
8,22.625,8.482,0.585714286,0.121428571,0,9.6,10
8,18.936,8.482,0.585714286,0.121428571,0,9.6,10
8,21.952,8.482,0.585714286,0.121428571,0,9.6,10
8,20.292,8.482,0.585714286,0.121428571,0,9.6,10
8,24.54,8.482,0.585714286,0.121428571,0,9.6,10
8,27.015,8.482,0.585714286,0.121428571,0,9.6,10
8,6.657,8.482,0.585714286,0.121428571,0,9.6,10
8,18.41,8.482,0.585714286,0.121428571,0,9.6,10
8,22.117,8.482,0.585714286,0.121428571,0,9.6,10
8,49.226,8.482,0.585714286,0.121428571,0,9.6,10
8,9.368,8.482,0.585714286,0.121428571,0,9.6,10
8,38.172,8.482,0.585714286,0.121428571,0,9.6,10
8,10.223,8.482,0.585714286,0.121428571,0,9.6,10
8,22.414,8.482,0.585714286,0.121428571,0,9.6,10
8,19.634,8.482,0.585714286,0.121428571,0,9.6,10
8,3.648,8.482,0.585714286,0.121428571,0,9.6,10
8,6.673,8.482,0.585714286,0.121428571,0,9.6,10
8,15.067,8.482,0.585714286,0.121428571,0,9.6,10
8,51.663,8.482,0.585714286,0.121428571,0,9.6,10
8,22.082,8.482,0.585714286,0.121428571,0,9.6,10
8,23.416,8.482,0.585714286,0.121428571,0,9.6,10
8,1.816,8.482,0.585714286,0.121428571,0,9.6,10
8,0.951,8.482,0.585714286,0.121428571,0,9.6,10
8,15.759,8.482,0.585714286,0.121428571,0,9.6,10
8,20.395,8.482,0.585714286,0.121428571,0,9.6,10
8,20.45,8.482,0.585714286,0.121428571,0,9.6,10
8,18.242,8.482,0.585714286,0.121428571,0,9.6,10
8,2.372,8.482,0.585714286,0.121428571,0,9.6,10
8,19.921,8.482,0.585714286,0.121428571,0,9.6,10
8,3.339,8.482,0.585714286,0.121428571,0,9.6,10
8,37.743,8.482,0.585714286,0.121428571,0,9.6,10
8,10.206,8.482,0.585714286,0.121428571,0,9.6,10
8,31.755,8.482,0.585714286,0.121428571,0,9.6,10
8,6.506,8.482,0.585714286,0.121428571,0,9.6,10
8,12.167,8.482,0.585714286,0.121428571,0,9.6,10
8,7.592,8.482,0.585714286,0.121428571,0,9.6,10
8,10.198,8.482,0.585714286,0.121428571,0,9.6,10
8,32.793,8.482,0.585714286,0.121428571,0,9.6,10
8,10.938,8.482,0.585714286,0.121428571,0,9.6,10
