Data Rate (kbps),Data Rate (kbps)2,Data Rate (kbps)3,Packet Interval (ms),Packet Interval (ms)2,Packet Interval (ms)3,Packet Length (bytes),Packet Length (bytes)2,Packet Length (bytes)3
,,,0.483,20.353,,76,76,
,,,9.935,15.277,,102,88,
,,,20.264,6.366,,102,79,
,,,20.259,21.661,,76,74,
,,,20.691,5.836,,128,85,
,,,20.264,21.656,,76,85,
,,,9.716,12.512,,76,74,
,,,11.058,9.381,,102,310,
,,,20.279,32.892,,102,76,
,,,20.266,2.708,,76,76,
,,,20.631,0.269,,128,180,
,,,17.599,21.478,,79,85,
,,,2.799,11.94,,76,154,
,,,8.475,9.457,,84,85,
,,,11.779,10.536,,102,128,
,,,20.26,10.182,,102,102,
,,,20.271,5.461,,102,79,
,,,20.952,14.865,,102,102,
,,,20.252,5.691,,102,76,
,,,8.449,1.262,,79,76,
,,,0.051,16.826,,76,154,
,,,0.519,19.856,,79,85,
,,,11.233,1.117,,76,154,
,,,21.633,16.097,,102,85,
,,,20.277,18.907,,102,76,
,,,20.308,1.07,,102,74,
,,,21.546,20.563,,102,180,
,,,20.27,10.306,,76,154,
,,,20.651,29.138,,102,74,
,,,20.265,0.114,,128,76,
,,,20.256,0.59,,76,85,
,,,20.356,19.667,,102,154,
,,,20.304,5.268,,76,85,
,,,19.905,15.317,,74,154,
,,,2.553,20.834,,102,102,
,,,20.422,20.312,,128,154,
,,,10.545,18.714,,74,85,
,,,9.721,1.545,,76,102,
,,,20.735,20.892,,102,85,
,,,20.263,2.741,,76,128,
,,,,41.734,,,180,
,,,,13.05,,,154,
,,,,2.245,,,76,
,,,,18.032,,,102,
,,,,20.296,,,128,
,,,,1.902,,,85,
,,,,12.405,,,85,
,,,,5.953,,,154,
,,,,20.251,,,102,
,,,,20.596,,,154,
,,,,3.072,,,76,
,,,,0.043,,,76,
,,,,17.337,,,128,
,,,,17.984,,,85,
,,,,3.108,,,102,
,,,,20.302,,,154,
,,,,0.149,,,85,
,,,,20.846,,,102,
,,,,20.141,,,75,
,,,,0.077,,,79,
,,,,0.074,,,154,
,,,,23.217,,,102,
,,,,13.008,,,85,
,,,,8.132,,,128,
,,,,12.601,,,85,
,,,,7.735,,,154,
,,,,20.584,,,128,
,,,,20.391,,,128,
,,,,20.314,,,102,
,,,,11.05,,,85,
,,,,9.427,,,128,
,,,,13.21,,,85,
,,,,7.048,,,154,
,,,,22.9,,,87,
,,,,3.482,,,154,
,,,,14.691,,,76,
,,,,0.059,,,84,
,,,,25.27,,,128,
,,,,3.093,,,85,
,,,,22.309,,,128,
,,,,1.597,,,85,
,,,,47.425,,,79,
,,,,3.895,,,74,
,,,,15.085,,,83,
,,,,0.044,,,83,
,,,,11.524,,,85,
,,,,19.874,,,74,
,,,,0.275,,,85,
,,,,0.839,,,336,
,,,,11.376,,,102,
,,,,29.306,,,180,
,,,,9.688,,,76,
,,,,6.16,,,76,
,,,,18.503,,,154,
,,,,2.008,,,85,
,,,,16.192,,,128,
,,,,5.832,,,85,
,,,,17.221,,,128,
,,,,6.864,,,79,
,,,,26.896,,,206,
,,,,12.619,,,76,
,,,,1.648,,,76,
,,,,0.048,,,76,
,,,,16.017,,,85,
,,,,17.602,,,154,
,,,,0.894,,,85,
,,,,9.411,,,102,
,,,,3.737,,,74,
,,,,16.553,,,154,
,,,,21.075,,,128,
,,,,9.428,,,74,
,,,,10.9,,,128,
,,,,7.733,,,85,
,,,,14.379,,,128,
,,,,7.154,,,85,
,,,,60.203,,,258,
,,,,2.797,,,76,
,,,,1.673,,,76,
,,,,22.823,,,85,
,,,,0.066,,,87,
,,,,4.667,,,154,
,,,,10.821,,,76,
,,,,11.327,,,85,
,,,,12.121,,,154,
,,,,31.155,,,180,
,,,,6.795,,,76,
,,,,14.097,,,76,
,,,,13.627,,,85,
,,,,6.635,,,154,
,,,,14.563,,,85,
,,,,28.498,,,180,
,,,,31.687,,,76,
,,,,0.068,,,76,
,,,,6.331,,,154,
,,,,12.569,,,85,
,,,,19.045,,,154,
,,,,2.477,,,85,
,,,,8.227,,,154,
,,,,23.992,,,102,
,,,,27.208,,,154,
,,,,12.442,,,75,
,,,,5.943,,,79,
,,,,0.053,,,85,
,,,,3.384,,,154,
,,,,16.732,,,85,
,,,,21.758,,,180,
,,,,13.498,,,76,
,,,,23.207,,,154,
,,,,21.03,,,85,
,,,,4.714,,,128,
,,,,20.31,,,85,
,,,,40.515,,,232,
,,,,26.344,,,76,
,,,,1.6,,,84,
,,,,10.553,,,154,
,,,,4.396,,,85,
,,,,5.832,,,128,
,,,,6.776,,,85,
,,,,13.62,,,76,
,,,,19.902,,,74,
,,,,0.44,,,180,
,,,,20.345,,,102,
,,,,16.137,,,79,
,,,,6.713,,,154,
,,,,1.654,,,85,
,,,,4.716,,,74,
,,,,16.054,,,85,
,,,,2.552,,,128,
,,,,42.757,,,206,
,,,,32.684,,,128,
,,,,5.593,,,85,
,,,,2.121,,,76,
,,,,0.206,,,76,
,,,,2.352,,,128,
,,,,14.776,,,85,
,,,,5.487,,,102,
,,,,20.458,,,154,
,,,,19.397,,,79,
,,,,0.904,,,128,
,,,,20.521,,,128,
,,,,12.018,,,85,
,,,,5.425,,,76,
,,,,0.391,,,76,
,,,,5.75,,,128,
,,,,0.542,,,74,
,,,,12.004,,,85,
,,,,38.022,,,74,
,,,,35.403,,,85,
,,,,15.858,,,336,
,,,,5.602,,,85,
,,,,19.137,,,128,
,,,,14.661,,,128,
,,,,26.553,,,154,
,,,,18.19,,,85,
,,,,3.962,,,128,
,,,,16.703,,,85,
,,,,3.958,,,102,
,,,,40.318,,,206,
,,,,12.691,,,74,
,,,,1.334,,,102,
,,,,0.44,,,74,
,,,,1.099,,,102,
,,,,0.341,,,128,
,,,,0.084,,,80,
,,,,1.46,,,108,
,,,,0.402,,,80,
,,,,0.819,,,108,
,,,,23.578,,,102,
,,,,9.525,,,76,
,,,,5.341,,,87,
,,,,0.059,,,85,
,,,,5.972,,,154,
,,,,1.349,,,88,
,,,,13.849,,,85,
,,,,52.992,,,258,
,,,,24.223,,,76,
,,,,0.068,,,76,
,,,,2.988,,,85,
,,,,17.027,,,909,
,,,,7.432,,,85,
,,,,40.121,,,310,
,,,,12.14,,,102,
,,,,21.684,,,75,
,,,,1.043,,,85,
,,,,11.254,,,79,
,,,,10.149,,,85,
,,,,1.948,,,180,
,,,,30.778,,,180,
,,,,22.509,,,128,
,,,,19.638,,,128,
,,,,6.828,,,85,
,,,,13.545,,,102,
,,,,12.604,,,85,
,,,,31.775,,,206,
,,,,14.99,,,128,
,,,,20.44,,,102,
,,,,3.335,,,85,
,,,,20.08,,,76,
,,,,2.508,,,84,
,,,,0.065,,,85,
,,,,17.134,,,206,
,,,,1.036,,,74,
,,,,9.276,,,102,
,,,,27.1,,,154,
,,,,12.468,,,74,
,,,,14.366,,,85,
,,,,14.115,,,154,
,,,,0.502,,,79,
,,,,2.228,,,85,
,,,,8.041,,,102,
,,,,43.967,,,180,
,,,,28.54,,,85,
,,,,0.406,,,154,
,,,,1.958,,,75,
,,,,3.087,,,75,
,,,,5.291,,,76,
,,,,0.517,,,75,
,,,,0.046,,,75,
,,,,0.038,,,75,
,,,,0.042,,,75,
,,,,0.037,,,75,
,,,,0.036,,,75,
,,,,0.035,,,75,
,,,,4.861,,,83,
,,,,0.454,,,83,
,,,,11.842,,,76,
,,,,0.073,,,76,
,,,,0.04,,,85,
,,,,2.299,,,180,
,,,,2.454,,,87,
,,,,26.888,,,76,
,,,,30.821,,,79,
,,,,13.155,,,74,
,,,,6.372,,,85,
,,,,17.744,,,85,
,,,,0.072,,,76,
,,,,1.674,,,310,
,,,,2.386,,,76,
,,,,11.811,,,102,
,,,,4.532,,,74,
,,,,23.058,,,76,
,,,,31.877,,,85,
,,,,17.304,,,85,
,,,,11.626,,,232,
,,,,12.129,,,102,
,,,,57.153,,,85,
,,,,20.934,,,85,
,,,,16.681,,,336,
,,,,10.245,,,76,
,,,,20.447,,,154,
,,,,20.268,,,76,
,,,,34.19,,,154,
,,,,6.751,,,85,
,,,,0.067,,,76,
,,,,17.282,,,85,
,,,,61.635,,,336,
,,,,10.891,,,76,
,,,,10.327,,,85,
,,,,0.066,,,76,
,,,,0.04,,,76,
,,,,15.01,,,180,
,,,,6.952,,,85,
,,,,15.307,,,102,
,,,,62.747,,,85,
,,,,1.971,,,75,
,,,,2.788,,,258,
,,,,1.056,,,79,
,,,,10.684,,,85,
,,,,24.598,,,180,
,,,,42.845,,,180,
,,,,11.889,,,85,
,,,,2.234,,,78,
,,,,20.324,,,85,
,,,,0.519,,,185,
,,,,20.727,,,81,
,,,,58.759,,,74,
,,,,0.032,,,85,
,,,,9.707,,,76,
,,,,5.395,,,84,
,,,,2.27,,,85,
,,,,32.631,,,74,
,,,,39.732,,,493,
,,,,8.76,,,85,
,,,,15.172,,,79,
,,,,10.212,,,85,
,,,,73.267,,,85,
,,,,17.242,,,88,
,,,,0.07,,,76,
,,,,4.961,,,85,
,,,,0.064,,,87,
,,,,1.191,,,76,
,,,,0.573,,,414,
,,,,12.681,,,76,
,,,,20.943,,,154,
,,,,15.122,,,74,
,,,,8.026,,,76,
,,,,5.592,,,92,
,,,,20.495,,,85,
,,,,0.068,,,79,
,,,,5.166,,,154,
,,,,0.672,,,74,
,,,,9.738,,,85,
,,,,1.69,,,76,
,,,,1.729,,,180,
,,,,2.074,,,76,
,,,,33.42,,,154,
,,,,15.368,,,76,
,,,,28.402,,,85,
,,,,3.398,,,154,
,,,,11.888,,,85,
,,,,2.509,,,128,
,,,,57.826,,,206,
,,,,19.268,,,85,
,,,,10.39,,,154,
,,,,28.245,,,85,
,,,,9.606,,,180,
,,,,73.235,,,258,
,,,,14.739,,,85,
,,,,0.063,,,76,
,,,,5.322,,,154,
,,,,15.579,,,85,
,,,,55.099,,,232,
,,,,10.937,,,102,
,,,,22.932,,,85,
,,,,0.903,,,102,
,,,,6.295,,,76,
,,,,2.141,,,76,
,,,,0.066,,,87,
,,,,0.039,,,85,
,,,,19.857,,,206,
,,,,20.581,,,76,
,,,,23.301,,,154,
,,,,15.339,,,85,
,,,,7.422,,,75,
,,,,0.066,,,79,
,,,,14.677,,,85,
,,,,10.565,,,180,
,,,,20.545,,,154,
,,,,16.071,,,76,
,,,,30.837,,,85,
,,,,0.922,,,180,
,,,,11.238,,,154,
,,,,9.202,,,85,
,,,,11.993,,,76,
,,,,20.64,,,154,
,,,,28.863,,,74,
,,,,5.055,,,154,
,,,,13.794,,,85,
,,,,1.858,,,102,
,,,,15.671,,,76,
,,,,0.068,,,84,
,,,,9.229,,,85,
,,,,5.874,,,74,
,,,,14.916,,,232,
,,,,19.968,,,76,
,,,,13.595,,,154,
,,,,19.508,,,85,
,,,,14.282,,,180,
,,,,8.776,,,79,
,,,,0.061,,,85,
,,,,6.463,,,76,
,,,,38.74,,,154,
,,,,10.23,,,128,
,,,,21.04,,,85,
,,,,9.498,,,154,
,,,,17.237,,,76,
,,,,0.062,,,76,
,,,,0.036,,,85,
,,,,0.04,,,83,
,,,,0.041,,,83,
,,,,14.755,,,154,
,,,,1.66,,,74,
,,,,9.327,,,128,
,,,,28.996,,,76,
,,,,7.83,,,74,
,,,,7.666,,,79,
,,,,4.531,,,85,
,,,,0.338,,,180,
,,,,17.186,,,85,
,,,,1.979,,,76,
,,,,3.454,,,154,
,,,,8.121,,,76,
,,,,19.253,,,102,
,,,,22.285,,,128,
,,,,20.277,,,180,
,,,,5.28,,,85,
,,,,25.82,,,85,
,,,,22.618,,,180,
,,,,10.283,,,76,
,,,,27.575,,,154,
,,,,13.396,,,85,
,,,,24.665,,,180,
,,,,12.057,,,76,
,,,,20.363,,,85,
,,,,0.635,,,128,
,,,,65.47,,,206,
,,,,17.558,,,85,
,,,,18.622,,,76,
,,,,4.802,,,85,
,,,,84.372,,,85,
,,,,19.423,,,76,
,,,,2,,,85,
,,,,1.076,,,76,
,,,,15.53,,,544,
,,,,25.629,,,180,
,,,,29.073,,,85,
,,,,22.286,,,85,
,,,,4.602,,,75,
,,,,0.062,,,79,
,,,,7.338,,,232,
,,,,15.702,,,87,
,,,,25.956,,,180,
,,,,25.894,,,85,
,,,,7.928,,,154,
,,,,14.033,,,85,
,,,,11.203,,,74,
,,,,3.878,,,102,
,,,,37.424,,,206,
,,,,8.695,,,74,
,,,,8.498,,,102,
,,,,7.577,,,85,
,,,,20.277,,,85,
,,,,10.097,,,76,
,,,,0.084,,,84,
,,,,1.329,,,154,
,,,,14.481,,,154,
,,,,47.059,,,180,
,,,,8.934,,,85,
,,,,6.981,,,128,
,,,,14.157,,,85,
,,,,8.686,,,79,
,,,,31.881,,,206,
,,,,10.324,,,102,
,,,,19.631,,,74,
,,,,4.137,,,128,
,,,,2.34,,,85,
,,,,20.279,,,85,
,,,,1.553,,,154,
,,,,13.975,,,76,
,,,,2.034,,,76,
,,,,4.513,,,76,
,,,,1.153,,,74,
,,,,24.8,,,180,
,,,,33.972,,,85,
,,,,3.374,,,154,
,,,,8.48,,,79,
,,,,1.858,,,154,
,,,,5.201,,,85,
,,,,13.868,,,76,
,,,,0.065,,,76,
,,,,18.749,,,128,
,,,,19.23,,,87,
,,,,5.755,,,180,
,,,,21.134,,,102,
,,,,3.608,,,85,
,,,,17.808,,,85,
,,,,0.357,,,154,
,,,,10.427,,,76,
,,,,31.137,,,180,
,,,,10.24,,,76,
,,,,27.952,,,85,
,,,,1.069,,,154,
,,,,17.552,,,85,
,,,,8.025,,,154,
,,,,20.707,,,76,
,,,,20.58,,,180,
,,,,20.336,,,154,
,,,,20.491,,,76,
,,,,9.984,,,909,
,,,,5.513,,,85,
,,,,18.19,,,76,
,,,,2.681,,,85,
,,,,3.467,,,154,
,,,,31.039,,,180,
,,,,19.952,,,154,
,,,,21.284,,,76,
,,,,5.527,,,88,
,,,,0.065,,,85,
,,,,4.598,,,128,
,,,,14.363,,,76,
,,,,0.071,,,76,
,,,,0.041,,,85,
,,,,78.164,,,258,
,,,,2.256,,,85,
,,,,21.501,,,75,
,,,,1.777,,,85,
,,,,1.812,,,79,
,,,,38.321,,,258,
,,,,10.475,,,76,
,,,,26.286,,,154,
,,,,0.112,,,85,
,,,,18.062,,,74,
,,,,2.374,,,85,
,,,,5.722,,,154,
,,,,39.048,,,74,
,,,,2.218,,,180,
,,,,13.984,,,154,
,,,,18.162,,,85,
,,,,16.452,,,154,
,,,,7.297,,,85,
,,,,1.699,,,76,
,,,,0.064,,,84,
,,,,40.046,,,180,
,,,,11.407,,,76,
,,,,21.472,,,154,
,,,,3.512,,,85,
,,,,19.131,,,85,
,,,,3.294,,,154,
,,,,2.662,,,79,
,,,,26.649,,,180,
,,,,20.282,,,76,
,,,,7.389,,,74,
,,,,19.574,,,85,
,,,,17.13,,,232,
,,,,2.317,,,85,
,,,,2.281,,,74,
,,,,7.229,,,76,
,,,,1.823,,,76,
,,,,17.693,,,154,
,,,,13.117,,,83,
,,,,0.064,,,83,
,,,,6.014,,,102,
,,,,34.965,,,154,
,,,,2.665,,,85,
,,,,5.827,,,79,
,,,,10.332,,,85,
,,,,0.349,,,154,
,,,,7.534,,,76,
,,,,0.072,,,76,
,,,,28.268,,,180,
,,,,20.325,,,76,
,,,,21.951,,,85,
,,,,9.001,,,154,
,,,,10.795,,,85,
,,,,0.326,,,154,
,,,,29.626,,,87,
,,,,2.009,,,102,
,,,,12.592,,,154,
,,,,15.365,,,88,
,,,,20.581,,,154,
,,,,1.503,,,85,
,,,,23.548,,,85,
,,,,19.487,,,180,
,,,,66.684,,,232,
,,,,3.701,,,85,
,,,,19.683,,,76,
,,,,0.058,,,85,
,,,,1.067,,,154,
,,,,13.957,,,102,
,,,,47.431,,,206,
,,,,12.103,,,102,
,,,,3.852,,,85,
,,,,21.54,,,85,
,,,,0.057,,,76,
,,,,1.956,,,76,
,,,,6.779,,,154,
,,,,14.402,,,102,
,,,,43.736,,,232,
,,,,15.361,,,85,
,,,,6.886,,,76,
,,,,14.236,,,85,
,,,,3.379,,,75,
,,,,0.062,,,79,
,,,,21.003,,,180,
,,,,37.668,,,87,
,,,,13.136,,,85,
,,,,1.731,,,74,
,,,,8.196,,,232,
,,,,12.285,,,85,
,,,,19.519,,,74,
,,,,27.227,,,258,
,,,,12.04,,,76,
,,,,28.156,,,85,
,,,,13.991,,,85,
,,,,2.516,,,206,
,,,,6.335,,,76,
,,,,0.077,,,84,
,,,,3.943,,,102,
,,,,24.61,,,75,
,,,,6.494,,,75,
,,,,6.944,,,75,
,,,,0.064,,,75,
,,,,0.041,,,75,
,,,,0.05,,,75,
,,,,0.045,,,75,
,,,,0.043,,,75,
,,,,0.038,,,75,
,,,,10.115,,,180,
,,,,18.403,,,85,
,,,,19.78,,,85,
,,,,2.246,,,206,
,,,,8.135,,,79,
,,,,28.693,,,74,
,,,,1.597,,,180,
,,,,14.656,,,102,
,,,,20.542,,,154,
,,,,3.224,,,74,
,,,,4.441,,,85,
,,,,18.338,,,85,
,,,,10.757,,,76,
,,,,0.058,,,76,
,,,,0.72,,,154,
,,,,31.741,,,180,
,,,,29.589,,,154,
,,,,4.99,,,85,
,,,,14.727,,,79,
,,,,4.893,,,85,
,,,,0.764,,,102,
,,,,16.672,,,128,
,,,,11.3,,,76,
,,,,0.069,,,76,
,,,,9.759,,,154,
,,,,26.534,,,102,
,,,,14.87,,,85,
,,,,21.541,,,154,
,,,,1.822,,,85,
,,,,9.439,,,128,
,,,,25.935,,,154,
,,,,20.463,,,128,
,,,,21.265,,,128,
,,,,3.111,,,85,
,,,,17.95,,,85,
,,,,32.047,,,206,
,,,,11.803,,,128,
,,,,20.275,,,102,
,,,,26.063,,,85,
,,,,2.566,,,154,
,,,,19.696,,,85,
,,,,15.146,,,180,
,,,,9.617,,,76,
,,,,0.565,,,76,
,,,,32.88,,,154,
,,,,21.521,,,85,
,,,,14.709,,,154,
,,,,6.371,,,85,
,,,,27.799,,,76,
,,,,0.065,,,76,
,,,,2.543,,,206,
,,,,10.356,,,128,
,,,,20.263,,,76,
,,,,16.695,,,85,
,,,,7.593,,,154,
,,,,19.212,,,85,
,,,,6.639,,,154,
,,,,25.758,,,75,
,,,,0.067,,,79,
,,,,33.579,,,74,
,,,,1.278,,,232,
,,,,6.569,,,88,
,,,,0.675,,,85,
,,,,7.185,,,76,
,,,,15.034,,,85,
,,,,20.055,,,74,
,,,,0.943,,,87,
,,,,1.007,,,180,
,,,,15.29,,,102,
,,,,30.264,,,128,
,,,,10.531,,,85,
,,,,7.042,,,154,
,,,,12.509,,,85,
,,,,41.162,,,76,
,,,,0.072,,,84,
,,,,4.488,,,180,
,,,,39.492,,,85,
,,,,15.458,,,232,
,,,,2.469,,,85,
,,,,24.77,,,92,
,,,,5.09,,,74,
,,,,9.606,,,79,
,,,,3.948,,,180,
,,,,10.764,,,154,
,,,,21.648,,,74,
,,,,1.056,,,76,
,,,,1.747,,,85,
,,,,19.183,,,154,
,,,,3.53,,,85,
,,,,32.687,,,180,
,,,,9.769,,,76,
,,,,0.085,,,76,
,,,,4.158,,,76,
,,,,17.827,,,83,
,,,,4.369,,,83,
,,,,9.621,,,85,
,,,,5.394,,,232,
,,,,14.627,,,76,
,,,,1.241,,,85,
,,,,21.783,,,79,
,,,,2.147,,,180,
,,,,21.863,,,76,
,,,,0.053,,,76,
,,,,6.566,,,128,
,,,,24.834,,,85,
,,,,4.339,,,102,
,,,,22.303,,,154,
,,,,0.087,,,85,
,,,,38.347,,,180,
,,,,32.81,,,154,
,,,,3.179,,,85,
,,,,19.864,,,85,
,,,,15.479,,,87,
,,,,2.385,,,154,
,,,,10.789,,,180,
,,,,30.172,,,102,
,,,,10.413,,,128,
,,,,17.077,,,85,
,,,,16.975,,,154,
,,,,4.227,,,85,
,,,,5.965,,,76,
,,,,20.323,,,180,
,,,,12.536,,,76,
,,,,7.896,,,76,
,,,,31.76,,,154,
,,,,0.84,,,85,
,,,,19.588,,,154,
,,,,0.24,,,85,
,,,,24.872,,,180,
,,,,19.284,,,76,
,,,,0.093,,,76,
,,,,6.584,,,76,
,,,,20.316,,,154,
,,,,9.891,,,85,
,,,,12.611,,,154,
,,,,7.315,,,85,
,,,,12.963,,,102,
,,,,29.519,,,75,
,,,,0.065,,,79,
,,,,13.424,,,74,
,,,,8.768,,,232,
,,,,10.186,,,76,
,,,,6.972,,,85,
,,,,20.127,,,85,
,,,,3.946,,,74,
,,,,2.157,,,154,
,,,,16.67,,,128,
,,,,20.688,,,128,
,,,,41.37,,,154,
,,,,7.649,,,85,
,,,,12.757,,,85,
,,,,39.001,,,76,
,,,,0.068,,,84,
,,,,9.798,,,258,
,,,,16.418,,,154,
,,,,10.819,,,85,
,,,,19.199,,,85,
,,,,13.437,,,74,
,,,,11.483,,,180,
,,,,15.075,,,76,
,,,,5.351,,,79,
,,,,18.06,,,74,
,,,,17.277,,,85,
,,,,6.211,,,232,
,,,,13.941,,,102,
,,,,7.968,,,85,
,,,,14.984,,,154,
,,,,34.455,,,76,
,,,,1.757,,,76,
,,,,1.472,,,154,
,,,,19.146,,,85,
,,,,6.339,,,154,
,,,,11.134,,,76,
,,,,2.469,,,85,
,,,,18.792,,,180,
,,,,17.006,,,79,
,,,,3.842,,,154,
,,,,19.025,,,76,
,,,,1.273,,,76,
,,,,2.761,,,76,
,,,,17.42,,,85,
,,,,8.055,,,154,
,,,,12.689,,,85,
,,,,16.318,,,180,
,,,,22.223,,,76,
,,,,28.896,,,180,
,,,,15.109,,,85,
,,,,9.84,,,128,
,,,,8.263,,,87,
,,,,0.07,,,85,
,,,,12.437,,,154,
,,,,17.511,,,909,
,,,,29.818,,,180,
,,,,10.193,,,128,
,,,,30.932,,,85,
,,,,6.094,,,154,
,,,,14.952,,,85,
,,,,3.632,,,128,
,,,,20.509,,,154,
,,,,16.566,,,76,
,,,,4.648,,,102,
,,,,20.29,,,128,
,,,,9.988,,,88,
,,,,0.07,,,85,
,,,,11.962,,,102,
,,,,8.431,,,85,
,,,,12.794,,,128,
,,,,20.485,,,154,
,,,,13.145,,,76,
,,,,0.068,,,76,
,,,,15.945,,,154,
,,,,16.968,,,85,
,,,,6.256,,,102,
,,,,14.503,,,85,
,,,,15.641,,,180,
,,,,12.102,,,128,
,,,,15.189,,,74,
,,,,4.537,,,75,
,,,,0.056,,,79,
,,,,5.254,,,128,
,,,,31.305,,,85,
,,,,5.808,,,154,
,,,,4.607,,,74,
,,,,6.783,,,85,
,,,,17.534,,,154,
,,,,12.596,,,128,
,,,,39.145,,,154,
,,,,10.124,,,85,
,,,,2.788,,,76,
,,,,8.439,,,87,
,,,,11.06,,,85,
,,,,2.253,,,180,
,,,,26.639,,,154,
,,,,21.295,,,76,
,,,,0.065,,,84,
,,,,27.205,,,85,
,,,,0.743,,,154,
,,,,18.794,,,85,
,,,,4.088,,,74,
,,,,20.731,,,206,
,,,,26.46,,,74,
,,,,7.251,,,79,
,,,,22.172,,,85,
,,,,19.284,,,85,
,,,,24.963,,,336,
,,,,17.896,,,76,
,,,,17.57,,,76,
,,,,0.061,,,76,
,,,,18.366,,,154,
,,,,1.991,,,85,
,,,,21.065,,,85,
,,,,1.399,,,180,
,,,,17.556,,,102,
,,,,20.629,,,83,
,,,,0.091,,,83,
,,,,0.858,,,79,
,,,,16.514,,,206,
,,,,4.774,,,76,
,,,,1.61,,,76,
,,,,4.496,,,76,
,,,,16.25,,,85,
,,,,21.815,,,85,
,,,,1.226,,,180,
,,,,16.487,,,154,
,,,,35.562,,,154,
,,,,17.46,,,76,
,,,,5.642,,,85,
,,,,19.977,,,85,
,,,,14.002,,,180,
,,,,18.96,,,154,
,,,,27.072,,,154,
,,,,31.983,,,128,
,,,,7.16,,,85,
,,,,7.798,,,128,
,,,,22.119,,,177,
,,,,20.563,,,76,
,,,,14.55,,,76,
,,,,6.237,,,154,
,,,,20.391,,,128,
,,,,6.066,,,85,
,,,,15.376,,,128,
,,,,6.076,,,85,
,,,,16.118,,,154,
,,,,26.863,,,128,
,,,,1.746,,,88,
,,,,0.063,,,76,
,,,,0.04,,,76,
,,,,18.465,,,76,
,,,,15.023,,,85,
,,,,8.264,,,180,
,,,,12.253,,,85,
,,,,8.98,,,154,
,,,,2.699,,,74,
,,,,20.372,,,76,
,,,,17.179,,,75,
,,,,0.064,,,79,
,,,,18.678,,,180,
,,,,3.706,,,74,
,,,,6.502,,,128,
,,,,1.441,,,85,
,,,,23.98,,,85,
,,,,9.289,,,180,
,,,,32.48,,,154,
,,,,10.185,,,76,
,,,,27.197,,,85,
,,,,5.128,,,87,
,,,,15.106,,,85,
,,,,22.684,,,258,
,,,,35.353,,,76,
,,,,0.085,,,84,
,,,,0.963,,,154,
,,,,13.741,,,102,
,,,,5.868,,,74,
,,,,6.948,,,85,
,,,,11.821,,,154,
,,,,17.133,,,88,
,,,,1.686,,,85,
,,,,2.402,,,74,
,,,,5.82,,,128,
,,,,31.763,,,79,
,,,,27.086,,,85,
,,,,6.313,,,258,
,,,,10.717,,,102,
,,,,6.239,,,85,
,,,,27.537,,,154,
,,,,20.675,,,128,
,,,,14.064,,,76,
,,,,0.066,,,76,
,,,,11.457,,,102,
,,,,21.41,,,76,
,,,,8.481,,,85,
,,,,20.495,,,85,
,,,,7.57,,,79,
,,,,29.648,,,76,
,,,,0.142,,,76,
,,,,45.839,,,85,
,,,,15.067,,,440,
,,,,3.473,,,85,
,,,,9.91,,,76,
,,,,31.057,,,154,
,,,,18.593,,,128,
,,,,18.115,,,88,
,,,,0.058,,,85,
,,,,2.624,,,128,
,,,,17.797,,,85,
,,,,29.323,,,87,
,,,,22.25,,,206,
,,,,3.417,,,88,
,,,,7.862,,,154,
,,,,20.019,,,85,
,,,,7.487,,,180,
,,,,11.847,,,85,
,,,,11.139,,,76,
,,,,21.395,,,154,
,,,,25.329,,,154,
,,,,4.247,,,76,
,,,,18.93,,,85,
,,,,17.798,,,85,
,,,,1.854,,,180,
,,,,31.473,,,154,
,,,,10.462,,,76,
,,,,20.877,,,76,
,,,,2.822,,,76,
,,,,12.684,,,85,
,,,,9.809,,,74,
,,,,12.67,,,85,
,,,,7.283,,,258,
,,,,32.582,,,74,
,,,,20.962,,,232,
,,,,3.187,,,75,
,,,,0.974,,,79,
,,,,6.313,,,76,
,,,,10.464,,,85,
,,,,12.333,,,180,
,,,,5.094,,,85,
,,,,45.779,,,75,
,,,,0.063,,,75,
,,,,0.038,,,75,
,,,,0.039,,,75,
,,,,0.036,,,75,
,,,,5.536,,,75,
,,,,1.518,,,75,
,,,,0.062,,,75,
,,,,0.044,,,75,
,,,,0.401,,,154,
,,,,33.322,,,85,
,,,,8.49,,,180,
,,,,2.351,,,85,
,,,,8.53,,,154,
,,,,20.306,,,76,
,,,,20.275,,,154,
,,,,2.463,,,74,
,,,,16.856,,,76,
,,,,0.945,,,154,
,,,,0.372,,,84,
,,,,11.74,,,85,
,,,,8.573,,,102,
,,,,9.976,,,74,
,,,,0.882,,,88,
,,,,1.766,,,85,
,,,,9.641,,,128,
,,,,20.666,,,128,
,,,,28.099,,,102,
,,,,9.888,,,79,
,,,,9.248,,,85,
,,,,14.65,,,180,
,,,,6.693,,,85,
,,,,3.505,,,154,
,,,,20.784,,,76,
,,,,20.27,,,154,
,,,,26.153,,,88,
,,,,7.75,,,76,
,,,,0.678,,,76,
,,,,1.745,,,85,
,,,,21.358,,,154,
,,,,0.176,,,85,
,,,,57.85,,,79,
,,,,15.143,,,76,
,,,,0.061,,,76,
,,,,8.182,,,85,
,,,,0.485,,,310,
,,,,11.745,,,102,
,,,,5.65,,,85,
,,,,17.341,,,83,
,,,,2.384,,,83,
,,,,10.726,,,154,
,,,,11.885,,,102,
,,,,35.938,,,206,
,,,,3.84,,,85,
