Data Rate (kbps),Data Rate (kbps)2,Data Rate (kbps)3,Packet Interval (ms),Packet Interval (ms)2,Packet Interval (ms)3,Packet Length (bytes),Packet Length (bytes)2,Packet Length (bytes)3
,,,20.262,5.962,22.122,128,103,74
,,,20.42,20.266,2.812,76,181,96
,,,20.304,20.278,25.009,102,103,96
,,,7.457,10.192,25.816,74,74,96
,,,13.875,10.156,25.005,102,129,96
,,,7.253,20.249,25.001,74,155,96
,,,13.004,14.49,25.01,76,85,96
,,,22.411,0.056,24.987,128,76,96
,,,20.307,0.036,25.072,76,76,96
,,,20.271,0.034,24.987,102,85,96
,,,20.254,7.317,25.031,102,77,96
,,,20.277,127.669,24.991,76,74,96
,,,20.697,70.013,24.941,128,74,96
,,,20.28,0.422,25.1,102,596,96
,,,20.251,19.469,25.433,76,180,96
,,,20.262,12.31,4.475,102,76,86
,,,20.476,17.136,7.554,76,88,74
,,,20.277,0.067,12.835,128,85,96
,,,0.478,0.04,19.399,74,75,74
,,,13.713,0.041,0.469,74,75,74
,,,6.044,0.039,5.095,102,79,96
,,,10.095,3.32,25.063,88,154,111
,,,10.357,23.305,21.804,76,76,43
,,,15.597,0.081,3.154,76,85,96
,,,4.67,0.041,25.033,102,85,96
,,,20.917,0.043,24.969,102,85,95
,,,20.259,0.034,4.446,102,85,86
,,,20.26,0.037,10.955,102,85,66
,,,22.873,0.033,6.694,76,101,78
,,,6.291,25.657,2.913,75,154,95
,,,0.611,0.085,0.084,75,85,90
,,,0.43,0.048,22.352,75,76,78
,,,0.404,0.038,1.383,75,84,78
,,,0.578,0.036,1.177,75,85,95
,,,2.192,0.036,6.1,76,85,66
,,,9.832,14.661,8.164,102,79,66
,,,20.485,0.062,10.745,128,85,95
,,,23.377,0.04,3.11,76,85,66
,,,20.259,0.034,21.989,102,76,95
,,,20.366,5.519,24.914,102,180,95
,,,7.304,27.043,24.998,76,154,95
,,,12.938,29.788,25.003,76,102,95
,,,28.768,23.841,25.289,128,131,95
,,,20.444,10.18,24.962,76,158,95
,,,20.308,3.315,23.551,102,76,78
,,,19.846,0.063,1.653,76,87,95
,,,0.385,0.041,11.23,102,85,78
,,,0.066,0.039,13.818,76,79,95
,,,20.405,0.04,12.293,76,85,78
,,,20.616,0.036,12.674,128,76,95
,,,20.298,0.038,14.358,102,76,78
,,,20.336,0.036,10.645,76,79,95
,,,19.876,0.038,25.004,76,76,95
,,,0.428,0.037,24.985,102,76,95
,,,20.233,0.039,16.623,76,85,82
,,,21.336,0.037,26.258,128,85,95
,,,20.568,0.036,10.899,102,85,95
,,,20.438,0.035,22.251,76,101,95
,,,6.749,5.744,6.643,79,85,86
,,,11.382,13.741,5.01,84,106,86
,,,2.091,52.062,8.416,102,234,86
,,,20.24,10.903,2.704,76,77,78
,,,30.454,29.384,0.884,128,88,78
,,,10.696,0.062,1.296,102,85,95
,,,20.348,28.286,1.089,76,88,66
,,,16.628,45.685,2.087,79,85,66
,,,0.388,8.754,0.102,76,347,66
,,,1.84,13.378,4.218,79,85,66
,,,1.759,2.009,0.106,102,180,66
,,,20.475,22.432,0.085,102,128,66
,,,20.279,1.297,0.087,102,76,66
,,,20.238,0.058,0.51,102,76,66
,,,9.595,39.758,7.25,74,180,66
,,,10.872,10.696,0.346,76,76,66
,,,9.135,0.961,0.75,74,85,66
,,,11.138,5.721,0.689,102,85,66
,,,20.586,14.078,1.254,102,154,66
,,,20.258,0.659,0.256,102,85,66
,,,20.253,0.054,0.951,102,101,66
,,,21.214,0.036,1.345,76,85,66
,,,20.326,16.264,1.13,102,83,66
,,,20.762,3.629,2.751,128,102,95
,,,20.24,13.68,14.795,76,75,74
,,,20.34,1.116,4.487,102,79,66
,,,20.739,10.857,5.722,102,154,95
,,,20.254,22.565,25.022,76,102,95
,,,20.334,36.841,24.983,128,206,95
,,,3.57,6.086,25.156,74,85,95
,,,10.005,9.828,25.688,74,102,95
,,,6.873,2.565,25,76,85,96
,,,20.352,31.2,24.99,102,154,96
,,,20.409,7.145,13.798,102,909,66
,,,14.738,3.184,7.229,76,128,66
,,,5.528,1.078,3.97,76,74,96
,,,20.28,19.184,0.332,128,102,66
,,,1.602,18.872,2.877,87,85,66
,,,19.206,1.374,1.316,76,180,66
,,,21.017,19.269,1.766,102,85,66
,,,20.26,1.354,1.31,102,76,66
,,,14.036,4.726,1.261,76,74,66
,,,6.687,0.715,0.969,76,76,66
,,,20.436,0.064,15.203,128,84,96
,,,21.307,15.565,24.994,102,154,96
,,,20.294,22.884,24.987,76,154,96
,,,20.252,20.275,24.997,102,76,96
,,,12.231,13.469,25.012,76,85,96
,,,8.035,7.083,24.996,76,180,96
,,,20.244,13.381,24.994,128,85,96
,,,20.369,6.891,25.029,102,102,96
,,,20.252,0.903,15.229,76,79,66
,,,20.262,19.363,0.627,102,128,66
,,,11.894,20.8,3.215,76,154,66
,,,0.731,20.299,1.616,76,76,66
,,,7.677,11.377,1.482,76,85,66
,,,20.634,8.892,2.858,128,180,96
,,,20.286,6.019,24.96,102,74,96
,,,20.301,5.783,25.084,76,85,96
,,,20.236,8.476,24.908,102,128,96
,,,3.914,0.816,3.472,83,76,66
,,,6.659,0.241,1.938,76,76,66
,,,14.039,19.225,0.352,102,102,66
,,,20.278,10.262,19.262,102,75,96
,,,20.478,0.071,24.983,102,75,96
,,,20.26,0.969,4.111,102,75,90
,,,17.395,0.27,20.885,79,75,96
,,,2.85,1.308,24.996,76,75,96
,,,5.679,7.394,25.004,84,156,96
,,,15.48,7.223,22.131,102,74,118
,,,20.242,13.038,2.323,102,104,66
,,,20.641,11.041,0.541,102,85,96
,,,20.286,9.23,3.906,102,156,66
,,,20.253,9.752,4.309,76,79,66
,,,4.295,0.894,16.811,79,85,96
,,,0.19,9.625,20.954,76,130,66
,,,0.649,2.289,1.211,79,76,66
,,,15.12,0.059,2.817,128,76,96
,,,20.253,17.937,25.011,76,104,96
,,,20.264,20.277,25.021,102,156,96
,,,8.328,20.518,25.679,74,104,96
,,,11.964,9.208,24.981,102,85,96
,,,10.279,11.063,25.108,74,156,96
,,,9.978,8.987,25.027,76,85,96
,,,20.326,11.691,25.011,128,156,96
,,,20.359,20.293,25.087,76,80,96
,,,20.479,20.919,22.971,102,158,66
,,,20.252,20.488,1.922,102,158,96
,,,20.262,6.221,25.022,76,85,96
,,,20.374,14.057,25.001,128,106,96
,,,4.23,6.468,22.093,909,85,907
,,,16.061,14.151,2.885,76,132,96
,,,20.245,24.126,25.015,102,106,96
,,,20.267,21.571,25.101,102,158,96
,,,20.282,2.658,11.332,76,46,74
,,,26.283,18.751,13.593,74,85,96
,,,0.643,0.33,13.722,128,184,90
,,,14.914,19.996,11.272,74,76,96
,,,5.315,4.326,25.007,102,85,96
,,,20.281,14.759,25.005,76,76,96
,,,21.073,7.678,25.003,102,157,96
,,,17.324,32.663,24.996,76,155,96
,,,3.117,11.826,22.55,102,129,78
,,,20.25,8.596,2.997,102,85,96
,,,20.836,13.557,25.026,102,129,96
,,,20.454,8.816,25.009,76,85,96
,,,20.296,17.393,11.47,102,76,78
,,,15.595,0.07,4.189,76,76,85
,,,4.664,1.708,0.047,102,85,79
,,,20.262,21.894,9.287,102,90,96
,,,20.396,2.744,25.247,102,85,96
,,,20.255,0.067,24.752,76,101,96
,,,20.255,10.404,25.008,102,232,96
,,,16.156,11.626,13.205,76,76,74
,,,4.098,13.521,11.79,102,85,96
,,,20.25,11.277,14.259,102,180,78
,,,20.252,32.783,10.757,102,75,96
,,,20.327,0.886,4.022,102,79,74
,,,20.25,31.798,0.351,76,255,74
,,,18.081,25.096,20.612,76,154,96
,,,0.057,6.747,25.024,76,85,96
,,,2.173,4.844,25.053,102,102,96
,,,20.409,16.135,25.142,102,85,96
,,,20.281,7.696,24.811,102,154,96
,,,20.247,11.533,25.032,102,74,96
,,,20.872,9.323,24.982,76,102,96
,,,15.806,22.846,23.822,76,128,90
,,,4.515,21.102,1.181,102,154,96
,,,20.333,6.846,25.009,102,85,96
,,,20.294,9.877,16.869,102,74,86
,,,20.282,4.36,8.128,102,128,96
,,,20.237,8.129,25.047,76,85,96
,,,6.115,15.783,25.52,79,76,96
,,,8.934,1.264,25.824,84,84,96
,,,5.702,5.228,25.056,102,128,96
,,,20.278,10.627,25.286,128,128,96
,,,10.532,4.47,24.68,87,87,96
,,,10.299,15.815,24.951,76,102,96
,,,20.291,20.283,25.008,102,180,96
,,,20.255,4.214,9.024,76,85,43
,,,14.63,16.146,15.991,79,102,96
,,,0.06,3.929,25.245,76,88,96
,,,1.077,0.097,24.954,79,85,96
,,,4.505,19.256,25.049,128,102,96
,,,20.251,1.803,24.896,102,79,96
,,,20.295,18.468,24.963,76,128,96
,,,0.283,20.523,25.02,74,102,96
,,,20.015,19.608,0.938,74,74,74
,,,0.035,0.577,24.076,102,85,96
,,,20.411,1.641,24.962,76,180,95
,,,20.7,11.776,25.049,128,88,95
,,,20.275,0.515,24.989,102,85,95
,,,20.216,5.639,17.581,76,85,74
,,,20.279,2.941,7.386,102,102,95
,,,20.292,21.204,25.019,102,76,95
,,,21.071,0.057,25.051,102,76,95
,,,20.799,3.298,24.94,102,128,95
,,,22.709,5.905,25.099,102,85,95
,,,20.257,0.064,7.02,76,101,86
,,,20.247,6.42,17.901,102,74,95
,,,12.698,13.501,25.014,74,128,95
,,,7.65,20.699,20.651,102,154,118
,,,12.358,6.308,1.624,74,85,118
,,,7.888,13.972,2.704,102,102,95
,,,20.254,6.006,25.007,102,85,95
,,,20.231,2.009,6.103,76,79,74
,,,20.23,19.448,18.906,102,154,95
,,,11.165,3.776,20.919,76,76,74
,,,9.998,0.06,0.047,102,76,74
,,,20.298,16.423,4.002,102,128,95
,,,20.865,20.736,25.222,102,102,95
,,,20.237,17.99,24.955,76,85,95
,,,20.244,3.389,24.918,102,180,95
,,,9.652,15.87,8.919,76,85,94
,,,10.858,4.382,16.041,102,128,95
,,,21.436,20.271,24.99,102,102,95
,,,20.265,20.296,21.02,102,154,90
,,,20.262,20.379,3.976,76,128,95
,,,20.256,15.39,2.647,102,85,86
,,,8.753,4.894,22.36,76,102,95
,,,11.56,16.036,25.004,128,85,95
,,,21.42,4.23,25.004,76,154,95
,,,20.257,21.711,25.008,102,102,95
,,,20.304,20.284,25.013,76,128,95
,,,20.618,32.904,24.978,102,85,95
,,,7.198,11.891,25.013,76,220,95
,,,1.004,8.879,25.002,76,85,95
,,,12.054,1.352,25.201,128,128,95
,,,20.26,20.292,7.982,76,102,86
,,,20.5,5.792,15.962,102,76,86
,,,20.723,15.808,1.845,102,128,95
,,,16.785,20.278,33.825,83,102,95
,,,3.446,14.482,26.702,102,85,43
,,,7.404,5.787,0.59,76,180,95
,,,13.282,14.688,25.042,102,85,95
,,,20.284,5.61,24.982,76,130,95
,,,20.537,20.402,25.081,102,104,105
,,,20.488,4.637,25.164,102,76,105
,,,16.568,0.064,24.875,79,76,105
,,,3.712,5.296,24.964,102,101,105
,,,5.934,10.267,25.013,84,130,105
,,,17.372,20.279,11.336,102,156,78
,,,20.663,13.483,13.607,102,85,105
,,,20.275,6.777,6.018,76,130,74
,,,20.293,13.335,17.68,102,85,90
,,,21.016,6.953,1.277,102,130,105
,,,2.509,20.304,9.533,79,104,78
,,,0.044,5.563,15.493,76,75,105
,,,0.034,0.065,24.999,79,79,105
,,,17.676,14.659,7.857,102,130,66
,,,19.745,4.103,15.802,74,92,66
,,,0.485,17.364,1.345,102,182,105
,,,20.236,5.61,21.422,76,83,66
,,,1.533,14.656,3.562,74,104,105
,,,21.182,1.825,9.133,102,85,66
,,,20.264,18.769,3.965,128,130,66
,,,20.326,2.548,11.936,76,85,105
,,,20.253,17.724,24.989,102,104,115
,,,20.239,1.864,25,76,74,115
,,,20.242,18.426,6.794,102,130,66
,,,20.265,20.272,13.615,128,182,66
,,,20.242,19.034,4.588,76,85,115
,,,20.342,1.218,21.936,102,104,66
,,,20.279,3.987,3.05,76,74,115
,,,20.248,14.757,25.02,102,85,115
,,,19.491,1.491,0.468,74,130,66
,,,1.073,20.438,5.391,128,130,66
,,,11.031,2.859,4.84,74,88,66
,,,9.214,17.401,4.986,76,78,66
,,,20.25,20.26,3.079,102,182,66
,,,20.272,20.34,2.613,76,104,66
,,,20.241,20.37,3.422,102,130,66
,,,19.922,6.99,0.173,76,76,115
,,,0.322,13.88,4.106,128,130,66
,,,20.258,20.288,7.663,76,130,66
,,,20.288,20.405,5.829,102,156,66
,,,19.37,10.412,2.656,87,74,66
,,,0.891,9.854,2.577,102,104,66
,,,20.682,20.293,2.116,76,130,66
,,,19.546,24.923,0.066,76,156,115
,,,0.675,7.565,2.709,128,74,66
,,,20.688,13.416,8.748,76,104,66
,,,20.339,21.152,1.273,102,156,74
,,,20.248,21.246,0.354,102,130,66
,,,20.239,20.346,2.088,76,130,66
,,,19.164,8.526,9.842,76,84,115
,,,1.075,0.054,25.005,128,92,115
,,,20.25,13.005,3.293,76,130,74
,,,20.642,20.278,0.301,102,104,74
,,,20.399,20.281,21.41,102,156,115
,,,20.962,20.28,25.013,76,156,115
,,,18.045,25.645,16.178,76,104,66
,,,1.077,20.284,1.337,76,130,66
,,,1.392,20.279,7.458,128,156,115
,,,20.333,21.603,25.017,102,130,115
,,,20.257,20.319,24.984,76,130,115
,,,20.243,20.995,24.039,102,104,90
,,,20.277,20.66,0.951,102,156,115
,,,19.058,20.255,6.089,76,156,66
,,,1.172,21.198,1.328,102,104,66
,,,20.253,20.25,17.613,102,130,115
,,,20.511,21.01,24.99,76,170,115
,,,20.462,20.271,25.327,102,104,115
,,,20.255,20.365,24.66,102,156,115
,,,6.636,20.267,11.177,79,104,66
,,,13.273,20.33,1.538,84,130,66
,,,2.216,20.262,12.304,102,156,115
,,,21.107,20.408,25.005,102,104,115
,,,22.567,23.494,25.039,76,156,115
,,,20.454,6.305,25.021,102,85,115
,,,20.454,0.065,24.972,128,85,115
,,,15.723,13.901,23.654,79,156,66
,,,0.06,20.277,1.376,76,103,115
,,,0.039,21.024,25.248,79,129,115
,,,5.511,20.266,18.228,76,103,66
,,,8.103,63.824,6.522,74,74,115
,,,12.15,59.994,17.587,102,74,66
,,,7.834,88.912,7.433,74,648,115
,,,12.519,2.686,12.156,102,79,66
,,,20.235,9.875,3.535,76,76,66
,,,20.249,3.939,1.883,128,76,66
,,,20.35,16.409,7.422,76,154,115
,,,20.467,24.075,18.354,102,102,66
,,,20.241,40.057,6.663,102,154,115
,,,21.027,4.023,21.732,76,74,66
,,,21.167,13.815,3.345,128,85,115
,,,21.103,0.075,24.998,102,85,115
,,,20.392,0.039,1.566,76,76,66
,,,20.251,0.04,23.451,102,76,115
,,,22.54,0.048,21.25,76,85,66
,,,9.454,0.038,3.751,74,85,115
,,,10.016,0.037,3.457,74,85,74
,,,0.763,0.036,21.641,128,76,115
,,,17.221,0.037,24.992,88,79,115
,,,3.545,0.034,6.029,102,76,66
,,,21.177,0.038,1.769,76,76,66
,,,20.918,0.035,1.966,102,85,66
,,,20.351,0.045,0.581,128,101,66
,,,20.487,0.081,14.675,76,85,115
,,,6.229,0.034,11.207,76,85,66
,,,14.109,0.034,4.118,102,85,66
,,,13.39,0.041,0.455,75,85,66
,,,0.539,0.038,9.212,75,87,115
,,,0.24,0.045,15.906,75,85,66
,,,0.407,0.036,1.886,75,85,66
,,,0.671,0.076,1.457,75,157,66
,,,5.238,20.258,5.753,76,162,115
,,,20.249,20.292,24.984,102,110,115
,,,20.43,4.758,11.166,128,74,66
,,,20.535,15.515,2.629,76,136,66
,,,4.284,13.932,1.385,76,76,66
,,,15.966,0.055,1.804,102,85,66
,,,20.309,0.044,8.062,76,85,115
,,,20.277,0.034,15.956,102,76,66
,,,20.253,0.034,2.013,128,76,66
,,,20.247,9.446,0.675,76,161,66
,,,5.105,42.378,6.346,76,185,115
,,,15.154,39.976,25.004,102,157,115
,,,20.244,10.854,24.981,76,104,105
,,,20.267,33.623,1.933,102,181,66
,,,20.681,93.424,2.57,128,336,66
,,,20.454,10.538,2.442,76,76,66
,,,7.107,4.5,3.635,76,76,66
,,,0.074,0.062,14.409,76,76,105
,,,13.145,0.041,21.592,102,85,66
,,,20.303,0.037,1.974,102,85,66
,,,20.281,0.036,0.152,76,75,66
,,,20.242,0.036,1.271,128,79,105
,,,20.254,0.036,10.905,76,101,66
,,,6.577,0.036,2.581,76,75,66
,,,10.075,0.051,2.55,83,79,66
,,,3.588,0.039,8.98,102,92,95
,,,20.272,0.036,17.487,102,83,66
,,,20.482,0.037,3.147,76,88,66
,,,20.262,0.036,0.66,128,85,66
,,,13.781,0.038,4.026,79,85,95
,,,6.483,0.035,25.024,76,85,95
,,,6.317,0.036,11.206,84,85,66
,,,14.587,0.035,2.48,102,76,66
,,,20.244,0.038,2.744,102,84,66
,,,20.244,0.036,8.554,76,76,104
,,,14.493,0.039,25.067,87,84,104
,,,5.758,32.709,21.223,128,206,66
,,,20.434,18.582,3.648,102,102,66
,,,4.997,25.207,0.088,79,154,104
,,,0.438,20.381,2.65,76,102,66
,,,0.525,28.666,1.978,79,154,66
,,,8.1,21.46,6.137,74,128,66
,,,6.192,0.077,14.284,76,92,104
,,,16.998,0.049,0.437,74,85,90
,,,3.231,0.048,1.396,102,85,66
,,,20.246,0.037,0.548,76,79,118
,,,22.314,0.038,22.629,128,79,104
,,,20.295,0.032,4.935,102,85,66
,,,20.758,0.031,3.217,76,85,66
,,,20.308,0.03,1.63,102,76,66
,,,20.707,0.045,15.369,102,76,104
,,,9.117,0.041,24.984,909,76,104
,,,11.969,0.044,0.802,102,76,66
,,,20.274,0.042,1.767,102,85,66
,,,20.256,0.041,2.112,76,76,66
,,,20.249,0.043,20.345,102,79,104
,,,20.285,0.042,5.262,102,85,66
,,,15.859,0.044,1.471,74,79,66
,,,4.542,0.045,10.794,102,101,66
,,,4.855,0.041,7.439,74,76,104
,,,15.592,0.04,24.998,102,76,104
,,,20.257,0.042,15.137,76,76,66
,,,20.266,40.619,1.517,102,206,66
,,,20.234,20.69,1.738,102,128,66
,,,20.249,15.12,1.737,102,102,66
,,,20.322,15.482,4.943,102,76,104
,,,2.202,0.063,20.169,76,85,66
,,,18.066,0.05,1.562,76,85,66
,,,20.25,0.039,3.192,102,85,104
,,,20.238,0.042,25.012,102,85,104
,,,22.038,0.041,15.847,102,85,66
,,,20.004,0.04,1.926,76,85,66
,,,0.213,0.033,2.778,102,76,66
,,,20.904,0.038,4.433,102,85,104
,,,20.449,0.038,20.362,76,85,66
,,,20.255,9.289,2.037,128,76,66
,,,20.252,0.328,2.638,76,128,104
,,,19.96,0.242,0.025,76,76,66
,,,0.263,30.51,26.667,102,180,66
,,,20.569,12.223,0.61,102,85,66
,,,20.995,1.199,0.322,76,102,66
,,,20.27,12.974,1.163,128,85,104
,,,20.655,6.469,25.01,102,85,104
,,,18.08,1.272,11.361,76,128,81
,,,0.343,7.781,13.639,76,101,104
,,,1.81,14.392,6.307,76,151,66
,,,20.424,13.681,1.407,102,75,66
,,,20.963,2.217,0.367,76,79,66
,,,20.238,4.407,16.922,128,128,104
,,,20.726,20.29,24.998,102,154,104
,,,16.963,23.381,1.885,76,102,66
,,,3.405,8.201,1.581,76,85,66
,,,20.639,2.12,1.309,102,909,66
,,,20.254,10.899,17.358,102,128,907
,,,20.294,2.117,2.848,102,74,104
,,,21.508,5.631,6.495,102,85,66
,,,5.811,12.52,18.553,79,154,104
,,,9.153,20.279,11.528,84,102,66
,,,5.297,20.26,1.737,76,154,66
,,,20.26,0.423,1.326,102,74,66
,,,20.224,19.964,0.379,102,128,66
,,,20.283,4.893,9.993,102,85,104
,,,20.266,16.14,16.571,102,102,66
,,,1.309,5.213,1.429,74,85,66
,,,13.411,15.049,0.606,79,154,66
,,,0.376,6.137,6.03,76,76,90
,,,0.586,1.47,0.37,79,84,104
,,,4.584,21.66,1.557,76,180,118
,,,11.039,10.179,23.454,74,76,104
,,,9.233,24.165,24.995,102,85,104
,,,20.421,6.944,1.995,102,154,66
,,,20.256,14.844,1.726,102,85,66
,,,21.118,5.467,2.441,102,128,66
,,,20.562,18.173,0.703,102,79,66
,,,20.979,2.362,11.518,76,102,74
,,,20.244,17.144,6.608,102,74,104
,,,20.264,3.178,6.452,102,180,66
,,,20.254,20.959,1.451,102,102,66
,,,20.249,10.585,0.685,102,85,66
,,,20.197,9.698,18.131,76,128,104
,,,20.253,10.651,10.777,102,85,66
,,,5.964,10.226,1.749,74,74,66
,,,10.008,5.782,12.467,74,154,104
,,,4.322,10.812,25.004,102,76,104
,,,20.254,0.708,4.777,102,76,66
,,,20.247,24.942,2.517,102,180,66
,,,20.264,27.568,1.003,76,154,66
,,,20.257,0.15,16.74,102,85,104
,,,20.266,4.774,9.93,102,85,66
,,,20.237,16.28,1.485,102,85,66
,,,13.52,0.061,2.324,76,101,66
,,,7.064,0.036,11.285,102,85,104
,,,20.823,0.469,24.951,76,102,104
,,,20.26,12.684,20.171,102,128,66
,,,17.665,0.133,0.949,87,79,66
,,,3.26,0.048,1.344,102,76,66
,,,20.245,21.437,2.512,102,76,104
,,,11.908,0.075,0.146,76,76,66
,,,9.754,9.886,0.249,102,180,66
,,,20.317,11.007,24.827,76,76,66
,,,20.25,23.109,0.262,128,85,66
,,,20.261,5.809,0.115,76,154,104
,,,20.32,15.348,0.519,102,85,66
,,,10.576,20.207,24.515,76,154,104
,,,10.129,10.191,19.189,102,102,66
,,,20.252,20.328,1.549,76,154,66
,,,20.295,20.274,1.79,128,128,66
,,,20.608,7.197,2.474,102,85,104
,,,21.705,14.327,24.317,76,102,66
,,,8.2,6.523,0.655,76,85,104
,,,0.45,13.748,0.512,76,128,66
,,,11.662,20.404,1.083,102,128,66
,,,20.254,22.464,23.433,102,154,104
,,,20.333,5.581,4.21,102,88,66
,,,20.271,14.661,1.315,102,128,66
,,,20.68,6.079,0.898,76,85,66
,,,8.157,21.637,12.735,76,85,74
,,,5.573,16.479,5.822,83,180,104
,,,6.552,6.788,25.011,102,76,104
,,,20.254,6.678,10.665,102,76,74
,,,20.265,3.889,0.344,102,76,74
,,,20.255,7.029,3.352,102,154,66
,,,18.32,10.4,1.423,79,102,66
,,,1.895,23.521,1.586,102,85,66
,,,7.945,13.644,1.236,84,154,66
,,,12.761,8.696,6.379,76,85,104
,,,20.27,1.513,25.039,102,102,104
,,,20.259,32.145,9.628,102,154,66
,,,20.246,5.595,1.487,102,76,66
,,,11.656,0.065,1.169,74,76,66
,,,14.341,25.504,12.698,102,154,104
,,,3.668,14.186,14.777,79,85,66
,,,0.059,1.987,3.275,76,154,66
,,,0.036,18.782,0.652,79,85,66
,,,6.204,8.603,6.291,74,128,104
,,,10.839,1.796,16.83,76,85,90
,,,20.341,18.566,3.587,102,102,66
,,,21.6,11.914,1.502,128,75,66
,,,20.434,4.422,3.09,76,79,104
,,,20.354,7.582,3.02,102,180,66
,,,20.524,18.763,17.441,102,85,118
,,,20.308,2.139,4.615,102,101,104
,,,21.165,1.006,3.604,102,128,66
,,,20.29,10.133,16.462,76,74,66
,,,20.249,7.182,4.881,102,85,104
,,,21.972,3.267,25.023,102,102,104
,,,20.265,17.006,9.545,102,85,66
,,,7.3,4.616,1.626,74,154,66
,,,9.504,20.374,8.241,74,102,66
,,,3.466,7.556,2.489,102,74,66
,,,20.267,13.026,1.01,76,154,66
,,,20.29,6.618,2.059,102,87,104
,,,20.242,14.865,26.306,102,128,104
,,,20.267,12.622,3.772,102,85,66
,,,20.272,7.652,1.524,102,128,66
,,,20.262,12.63,19.653,102,85,104
,,,16.997,7.642,8.346,76,128,66
,,,3.895,20.268,1.178,76,128,66
,,,20.561,6.868,1.526,102,76,66
,,,20.283,0.122,1.285,102,84,66
,,,20.308,13.275,12.657,102,128,104
,,,20.267,20.42,12.931,102,154,66
,,,15.306,10.984,1.445,76,85,66
,,,4.924,9.581,2.133,76,102,66
,,,20.794,10.357,7.201,102,85,66
,,,20.292,9.917,1.272,102,128,104
,,,20.293,13.166,17.966,102,74,66
,,,20.331,7.111,1.263,102,128,66
,,,15.545,4.957,0.957,76,79,66
,,,4.709,15.35,4.835,76,128,95
,,,20.47,20.268,25.005,102,154,95
,,,20.248,1.279,25.007,128,75,95
,,,20.27,1.006,2.927,76,75,66
,,,20.347,0.31,1.06,102,75,66
,,,15.441,17.808,0.424,76,102,66
,,,0.283,1.88,20.567,76,74,95
,,,5.525,18.39,22.59,76,128,66
,,,21.151,20.757,1.919,102,128,66
,,,20.276,20.274,0.505,128,128,66
,,,25.756,20.27,0.009,76,154,95
,,,20.471,20.322,25.019,102,128,95
,,,9.503,20.313,3.028,76,102,66
,,,10.765,20.322,1.075,102,180,66
,,,20.301,21.205,20.888,76,76,95
,,,20.487,21.135,7.761,128,154,66
,,,20.28,20.277,1.159,76,102,66
,,,16.703,20.285,0.471,79,128,66
,,,3.853,20.303,15.61,102,180,95
,,,8.246,20.263,12.687,84,76,66
,,,12.069,20.282,1.185,102,154,66
,,,20.759,20.289,0.421,102,128,66
,,,20.685,20.252,10.738,102,102,95
,,,7.048,20.237,24.975,87,180,95
,,,8.717,21.329,23,74,102,66
,,,4.991,41.319,1.184,102,180,66
,,,14.999,0.162,0.787,74,75,95
,,,5.243,23.369,0.863,76,76,66
,,,6.452,15.005,1.429,79,180,66
,,,1.116,20.265,1.165,76,76,66
,,,0.054,20.986,1.031,79,154,66
,,,12.665,20.276,20.521,102,155,95
,,,20.423,20.282,10.434,102,77,74
,,,20.248,20.265,8.004,102,181,66
,,,20.471,20.281,1.504,102,103,66
,,,20.505,20.271,1.362,76,129,66
,,,20.264,20.266,0.901,102,155,66
,,,20.253,20.837,1.255,102,77,66
,,,20.24,20.348,1.576,102,103,95
,,,20.244,20.377,23.165,102,181,66
,,,20.524,20.258,1.101,76,129,66
,,,20.262,1.539,0.689,102,74,95
,,,20.326,18.734,1.05,128,103,66
,,,0.703,26.932,0.625,74,155,66
,,,10.016,14.353,23.368,74,74,95
,,,9.622,5.917,3.226,76,155,66
,,,21.359,12.514,1.311,102,75,66
,,,20.237,0.053,1.421,76,85,66
,,,20.238,0.039,1.9,102,85,66
,,,15.027,0.046,1.371,76,76,66
,,,5.213,0.037,15.761,128,76,95
,,,20.233,0.034,8.03,76,85,66
,,,21.272,0.036,1.301,102,85,66
,,,20.25,0.042,15.676,76,83,95
,,,5.96,0.05,24.972,76,79,95
,,,14.293,0.038,21.232,102,76,85
,,,20.254,0.035,3.775,128,76,95
,,,20.264,0.038,8.246,76,76,66
,,,20.249,0.032,1.446,102,101,66
,,,20.378,0.036,5.999,102,85,66
,,,5.453,0.033,0.152,76,85,66
,,,14.801,0.032,0.379,76,85,66
,,,20.325,0.03,8.779,128,85,95
,,,20.297,0.036,13.065,76,85,66
,,,22.939,0.031,3.162,102,88,66
,,,20.24,4.828,0.738,102,85,66
,,,3.078,156.638,8.047,76,492,95
,,,17.292,9.628,17.891,76,74,66
,,,20.316,27.913,0.416,128,180,66
,,,20.901,12.283,6.656,102,102,95
,,,20.689,22.602,23.889,76,128,66
,,,20.264,1.957,1.108,102,74,95
,,,1.968,39.841,0.369,76,206,66
,,,0.326,12.646,1.723,76,76,66
,,,17.969,32.983,1.101,102,154,66
,,,20.263,3.289,21.836,102,76,95
,,,20.252,0.059,3.403,102,85,66
,,,20.233,0.039,0.342,78,85,66
,,,20.276,0.052,21.275,104,76,95
,,,2.014,0.056,24.985,76,76,95
,,,18.226,0.036,13.741,104,85,66
,,,20.244,0.046,2.456,104,85,66
,,,20.239,0.046,1.709,104,75,66
,,,20.274,0.039,1.571,78,79,66
,,,9.879,0.033,1.17,79,75,66
,,,10.369,0.046,4.337,104,79,95
,,,2.166,0.034,25.02,84,101,95
,,,18.065,0.044,9.099,130,85,66
,,,20.239,0.066,1.554,78,85,66
