 Data Rate (kbps)

 
 
 
 
 
 
 
 
 
 
 
5072
 
 
 
 
 
 
 
 
 
 
 
4952
 
 
 
 
 
 
 
 
 
 
 
 
 
 
5656
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6400
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
7104
 
 
 
 
 
 
 
 
 
4368
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
8400
 
 
 
 
 
 
 
 
 
 
 
 
 
5688
 
 
 
 
 
 
 
 
 
 
 
 
5048
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
7136
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6368
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
 
 
4720
 
 
 
 
 
2032
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
3504
 
 
 
 
 
 
 
 
3600
 
 
 
 
 
 
 
3152
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
8808
 
 
 
 
 
 
3016
 
 
 
 
 
 
 
 
 
 
 
 
4928
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
10256
 
 
 
 
 
 
 
 
 
 
 
 
 
5784
 
 
 
 
 
 
 
 
 
 
 
4568
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6400
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6272
 
 
 
 
 
 
 
 
 
 
4336
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6752
 
 
 
 
 
 
 
 
 
4240
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
7816
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
7464
 
 
 
 
 
 
 
 
3504
 
 
 
 
 
 
 
 
 
3984
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
9288
 
 
 
 
 
 
 
 
 
 
4216
 
 
 
 
 
 
 
3248
 
 
 
 
 
 
 
 
 
3856
 
 
 
 
 
 
2896
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
6272
 
 
 
 
 
 
 
 
 
3984
 
 
 
 
 
 
 
 
3600
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
7488
 
 
 
 
 
 
 
 
 
3864
 
 
 
 
 
 
 
 
 
3856
 
 
 
 
1800
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
9648
 
 
 
 
 
 
 
 
 
3856
 
 
 
 
 
 
 
3248
 
 
 
 
 
 
 
 
 
 
4600
 
 
 
 
 
 
 
 
 
 
 
 
 
5304
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
