Latitude,Longitude,Height (m),Time (s),Data Rate (kbpms),Time (s),Packet Interval (ms),Packet Length (bytes),OSD.flyTime [s]
48.182053,11.613817,0,0.1,1.664,0.093815,1.343,137,0.1
48.182053,11.613817,0,0.2,109.736,0.204316,10.147,91,0.2
48.182053,11.613817,0,0.3,0,0.293714,0.107,556,0.3
48.182053,11.613817,0,0.4,0,0.392774,7.984,79,0.4
48.182053,11.613817,0,0.5,0,0.497516,0.042,718,0.5
48.182053,11.613817,0,0.6,0.672,0.608646,27.817,84,0.6
48.182053,11.613817,0,0.7,26.232,0.705724,16.484,1514,0.7
48.182053,11.613817,0,0.8,0.928,0.798599,7.603,78,0.8
48.182053,11.613817,0,0.9,0,0.914103,31.8,76,0.9
48.182053,11.613817,0,1,0,0.998495,0.071,503,1
48.182054,11.613817,0,1.1,1.752,1.104571,21.579,82,1.1
48.182054,11.613817,0,1.2,67.392,1.206842,22.13,1514,1.2
48.182054,11.613817,0,1.3,0,1.293305,0.028,67,1.3
48.182054,11.613817,0,1.4,0,1.41528,30.896,1514,1.4
48.182054,11.613817,0,1.5,18.936,1.50012,0.331,1514,1.5
48.182054,11.613817,0,1.6,0,1.585723,1.136,707,1.6
48.182054,11.613817,0,1.7,71.464,1.70727,20.955,1514,1.7
48.182054,11.613816,0,1.8,0.728,1.804262,12.63,91,1.8
48.182054,11.613817,0,1.9,0,1.887647,13.13,506,1.9
48.182054,11.613816,0,2,40.032,1.999906,0.104,1514,2
48.182054,11.613817,0,2.1,0,2.08866,4.909,560,2.1
48.182054,11.613816,0,2.2,87.16,2.207451,17.985,1514,2.2
48.182054,11.613816,0,2.3,0,2.29259,0.195,1355,2.3
48.182054,11.613816,0,2.4,0,2.390526,5.673,593,2.4
48.182055,11.613816,0,2.5,73.936,2.500168,8.903,1514,2.5
48.182055,11.613816,0.1,2.6,0,2.591931,7.97,905,2.6
48.182055,11.613816,0.1,2.7,24.224,2.692405,8.098,466,2.7
48.182055,11.613816,0.1,2.8,0,2.793457,0.384,601,2.8
48.182056,11.613817,0.2,2.9,0,2.89334,16.619,489,2.9
48.182056,11.613817,0.2,3,105.28,3.000384,6.399,1514,3
48.182056,11.613817,0.2,3.1,0,3.094691,9.614,496,3.1
48.182056,11.613817,0.3,3.2,72.672,3.195361,26.467,716,3.2
48.182055,11.613817,0.3,3.3,0,3.297789,3.735,518,3.3
48.182055,11.613817,0.3,3.4,0,3.398591,21.438,762,3.4
48.182055,11.613817,0.4,3.5,105.2,3.497532,28.876,620,3.5
48.182055,11.613817,0.4,3.6,0,3.598162,4.144,713,3.6
48.182055,11.613816,0.5,3.7,36.336,3.698655,28.974,466,3.7
48.182055,11.613816,0.5,3.8,0,3.799653,2.492,749,3.8
48.182056,11.613816,0.6,3.9,4.216,3.901337,22.788,527,3.9
48.182056,11.613816,0.6,4,137.128,4.000652,31.679,1514,4
48.182055,11.613816,0.7,4.1,4,4.102039,15.027,500,4.1
48.182055,11.613816,0.7,4.2,31.352,4.204228,15.004,891,4.2
48.182055,11.613816,0.8,4.3,4.24,4.295164,0.232,249,4.3
48.182055,11.613816,0.8,4.4,4.224,4.403324,25.162,528,4.4
48.182056,11.613816,0.9,4.5,93.08,4.501109,31.868,1514,4.5
48.182056,11.613816,0.9,4.6,6.904,4.6046,18.306,863,4.6
48.182055,11.613815,1,4.7,16.36,4.705709,16.979,531,4.7
48.182055,11.613815,1,4.8,3.936,4.795412,0.653,1209,4.8
48.182055,11.613815,1,4.9,4.248,4.896879,7.504,91,4.9
48.182055,11.613815,1.1,5,89.68,5.002298,12.684,1514,5
48.182055,11.613815,1.1,5.1,3.928,5.107604,19.671,491,5.1
48.182055,11.613815,1.2,5.2,1.664,5.196596,0.038,217,5.2
48.182055,11.613815,1.2,5.3,4.248,5.295453,0.214,1488,5.3
48.182055,11.613816,1.2,5.4,5.944,5.409499,31.23,743,5.4
48.182055,11.613816,1.2,5.5,86.312,5.502002,11.723,1514,5.5
48.182055,11.613816,1.2,5.6,0,5.593071,0.187,78,5.6
48.182055,11.613816,1.2,5.7,1.28,5.701046,29.213,76,5.7
48.182054,11.613816,1.2,5.8,0,5.799028,0.03,330,5.8
48.182054,11.613816,1.2,5.9,0.928,5.897597,17.346,78,5.9
48.182054,11.613817,1.2,6,110.912,6.002959,18.089,1514,6
48.182054,11.613816,1.2,6.1,0,6.098192,0.48,79,6.1
48.182054,11.613817,1.2,6.2,1.752,6.206989,35.098,82,6.2
48.182054,11.613817,1.2,6.3,0,6.296443,0.564,1436,6.3
48.182054,11.613817,1.2,6.4,0,6.415741,34.025,551,6.4
48.182054,11.613817,1.2,6.5,107.968,6.502857,37.906,1514,6.5
48.182053,11.613817,1.2,6.6,1.248,6.606536,17.174,78,6.6
48.182053,11.613817,1.2,6.7,0,6.711636,39.965,1514,6.7
48.182053,11.613817,1.2,6.8,9.408,6.799565,0.143,975,6.8
48.182053,11.613818,1.2,7,114.896,7.002288,5.701,110,7
48.182053,11.613818,1.2,7.1,0,7.088978,0.03,341,7.1
48.182053,11.613818,1.2,7.2,1.664,7.208635,35.867,208,7.2
48.182053,11.613818,1.3,7.3,0,7.2987,0.108,905,7.3
48.182053,11.613818,1.4,7.4,0,7.382172,0.033,102,7.4
48.182052,11.613818,1.5,7.5,146.832,7.504541,34.488,1514,7.5
48.182052,11.613818,1.7,7.6,0,7.591077,0.209,1430,7.6
48.182053,11.613817,1.8,7.7,0,7.71329,31.494,1514,7.7
48.182053,11.613817,2,7.8,0,7.796966,0.061,268,7.8
48.182053,11.613817,2.2,7.9,0,7.894604,0.023,772,7.9
48.182053,11.613817,2.4,8,84.728,8.002816,20.973,975,8
48.182053,11.613817,2.7,8.1,0,8.088288,0.178,1258,8.1
48.182053,11.613817,2.9,8.2,0,8.220291,48.469,1514,8.2
48.182053,11.613817,3.1,8.3,22.408,8.300157,0.5,1514,8.3
48.182053,11.613817,3.3,8.4,0,8.392501,0.024,94,8.4
48.182053,11.613817,3.5,8.5,34.256,8.504082,40.296,1514,8.5
48.182053,11.613817,3.7,8.6,0,8.588601,0.036,84,8.6
48.182053,11.613817,3.9,8.7,0,8.713301,41.057,1514,8.7
48.182053,11.613817,4.1,8.8,0,8.797638,0.172,1205,8.8
48.182053,11.613817,4.3,8.9,0,8.896437,12.238,76,8.9
48.182053,11.613817,4.5,9,66.384,9.008166,39.472,1514,9
48.182053,11.613817,4.7,9.1,0,9.090306,0.023,910,9.1
48.182053,11.613817,4.9,9.2,0,9.213654,30.683,1514,9.2
48.182053,11.613817,5.1,9.3,0,9.298362,0.119,975,9.3
48.182053,11.613817,5.3,9.4,0,9.3815,0.077,1005,9.4
48.182053,11.613817,5.5,9.5,61.256,9.505395,36.514,1514,9.5
48.182053,11.613817,5.7,9.6,0,9.592464,0.026,564,9.6
48.182053,11.613817,5.9,9.7,0,9.688812,0.099,78,9.7
48.182053,11.613817,6.1,9.8,38.984,9.799911,0.208,1514,9.8
48.182053,11.613817,6.3,9.9,0,9.882502,0.075,474,9.9
48.182053,11.613817,6.5,10,66.688,10.00558,13.444,1514,10
48.182053,11.613817,6.7,10.1,0,10.094146,0.024,371,10.1
48.182053,11.613817,6.9,10.2,0,10.196669,0.973,77,10.2
48.182053,11.613818,7.1,10.3,8.824,10.299727,0.217,1514,10.3
48.182053,11.613818,7.3,10.4,0,10.383144,0.173,667,10.4
48.182053,11.613818,7.5,10.5,84.784,10.508091,37.889,1514,10.5
48.182053,11.613818,7.7,10.6,0,10.599927,5.465,79,10.6
48.182052,11.613818,7.9,10.7,1.248,10.702548,27.577,78,10.7
48.182052,11.613818,8.3,10.9,0,10.884379,0.092,725,10.9
48.182052,11.613818,8.5,11,120.144,11.005731,34.194,78,11
48.182052,11.613819,8.7,11.1,0.672,11.096873,4.724,1326,11.1
48.182052,11.613819,8.9,11.2,0,11.191837,13.835,91,11.2
48.182052,11.613818,9.1,11.3,157.576,11.300048,1.948,1514,11.3
48.182052,11.613818,9.3,11.4,0,11.386599,0.185,1351,11.4
48.182051,11.613818,9.5,11.5,98.472,11.507298,38.485,1514,11.5
48.182051,11.613819,9.7,11.6,40.08,11.600036,1.98,975,11.6
48.182052,11.613819,9.8,11.7,0,11.694842,0.044,135,11.7
48.182052,11.613819,9.9,11.8,59.072,11.800206,31.187,1514,11.8
48.182052,11.613819,9.9,11.9,0.632,11.9024,15.987,79,11.9
48.182051,11.613819,10,12,88.112,12.007252,35.698,1514,12
48.182051,11.613818,10,12.1,0.608,12.102415,9.902,76,12.1
48.182051,11.613818,10,12.2,0,12.216309,36.727,1514,12.2
48.182051,11.613818,9.9,12.3,91.016,12.299329,38.277,1514,12.3
48.182051,11.613818,9.9,12.4,0,12.384999,0.099,489,12.4
48.182051,11.613818,9.9,12.5,96.896,12.507927,36.903,1514,12.5
48.182051,11.613818,9.9,12.6,0,12.595564,0.491,1308,12.6
48.18205,11.613817,9.9,12.7,0,12.691932,15.144,76,12.7
48.182051,11.613817,9.8,12.9,0,12.88548,0.029,225,12.9
48.182051,11.613817,9.8,13,84.784,13.008147,23.207,1514,13
48.182051,11.613817,9.8,13.1,0,13.09536,0.649,1168,13.1
48.182052,11.613816,9.8,13.2,0,13.190128,0.034,179,13.2
48.182053,11.613817,9.8,13.3,156.456,13.300594,25.344,1514,13.3
48.182054,11.613816,9.8,13.4,0,13.398544,0.16,1313,13.4
48.182055,11.613817,9.8,13.5,12.112,13.50959,37.846,1514,13.5
48.182055,11.613817,9.8,13.6,0,13.593275,0.037,1110,13.6
48.182056,11.613818,9.9,13.7,0,13.719035,43.372,1514,13.7
48.182057,11.613818,9.9,13.8,21.376,13.800688,33.971,1514,13.8
48.182058,11.613819,9.9,13.9,0,13.88452,0.052,591,13.9
48.182059,11.613819,9.9,14,24.224,14.009247,35.934,1514,14
48.18206,11.613819,9.9,14.1,0,14.094087,0.042,304,14.1
48.182061,11.61382,9.9,14.2,0,14.187834,0.084,541,14.2
48.182062,11.61382,9.9,14.3,50.584,14.299287,27.649,91,14.3
48.182064,11.613821,9.9,14.4,0,14.390151,2.779,137,14.4
48.182065,11.613821,9.9,14.5,12.112,14.509819,37.396,1514,14.5
48.182066,11.613821,9.9,14.6,0,14.599061,0.018,1372,14.6
48.182067,11.613822,9.9,14.7,0,14.688651,6.176,79,14.7
48.182068,11.613822,9.9,14.8,12.112,14.799911,0.021,158,14.8
48.18207,11.613823,9.9,14.9,0.672,14.893466,0.019,1245,14.9
48.182071,11.613823,9.9,15,0,14.99481,2.709,77,15
48.182072,11.613824,9.9,15.1,31.192,15.099891,0.511,1514,15.1
48.182074,11.613824,9.9,15.2,0.672,15.193946,0.032,77,15.2
48.182075,11.613825,9.9,15.3,0.632,15.297801,20.065,79,15.3
48.182076,11.613826,9.9,15.4,0,15.389283,9.451,1514,15.4
48.182078,11.613827,9.9,15.5,0,15.510907,24.828,1514,15.5
48.182079,11.613828,9.9,15.6,12.112,15.601632,24.351,1514,15.6
48.18208,11.613829,9.9,15.7,0.632,15.702633,13.747,79,15.7
48.182081,11.61383,9.9,15.8,90.272,15.803302,24.266,1514,15.8
48.182082,11.613831,9.9,15.9,0,15.888834,0.277,1297,15.9
48.182084,11.613832,9.9,16,0,16.011827,30.057,1514,16
48.182085,11.613833,9.9,16.1,0,16.098949,0.031,267,16.1
48.182086,11.613834,9.9,16.2,0,16.18154,1.87,706,16.2
48.182087,11.613835,9.9,16.3,82.736,16.303481,21.336,1514,16.3
48.182088,11.613836,9.9,16.4,1.664,16.394644,0.031,122,16.4
48.182089,11.613837,9.9,16.5,0,16.511726,27.879,1514,16.5
48.18209,11.613839,9.9,16.6,0,16.598644,0.029,203,16.6
48.182091,11.613839,9.9,16.7,0,16.68509,4.302,532,16.7
48.182092,11.613841,9.9,16.8,104.912,16.803575,18.085,1514,16.8
48.182093,11.613842,9.9,16.9,0,16.889926,0.038,135,16.9
48.182095,11.613844,9.8,17.1,12.112,17.102006,7.11,1514,17.1
48.182096,11.613846,9.8,17.2,0,17.23596,133.954,1514,17.2
48.182097,11.613847,9.8,17.3,115.92,17.300405,0.822,1514,17.3
48.182097,11.613848,9.8,17.4,26.56,17.399649,0.479,1514,17.4
48.182098,11.61385,9.9,17.5,0,17.49032,17.438,803,17.5
48.182099,11.613852,9.9,17.6,0,17.59728,0.161,63,17.6
48.1821,11.613854,9.9,17.7,0,17.699158,0.205,1276,17.7
48.182101,11.613856,9.9,17.8,27.088,17.806206,13.657,1514,17.8
48.182102,11.613858,9.9,17.9,12.112,17.901149,32.185,1514,17.9
48.182102,11.61386,9.9,18,0,18.026024,124.875,1133,18
48.182103,11.613862,9.9,18.1,0,18.099594,0.092,1443,18.1
48.182104,11.613864,9.9,18.2,0,18.1969,10.759,749,18.2
48.182105,11.613867,9.9,18.3,0,18.29678,10.102,488,18.3
48.182106,11.613869,9.9,18.4,0,18.39985,3.223,583,18.4
48.182106,11.613871,9.9,18.5,0,18.497706,25.107,620,18.5
48.182107,11.613873,9.9,18.6,0,18.617223,89.121,975,18.6
48.182108,11.613876,9.9,18.7,4.592,18.700557,14.197,489,18.7
48.182109,11.613878,9.9,18.8,37.008,18.799283,20.693,534,18.8
48.18211,11.613881,9.9,18.9,4.104,18.900947,6.958,513,18.9
48.182111,11.613883,9.9,19,5.8,19.002432,12.556,725,19
48.182112,11.613885,9.9,19.1,0,19.062077,27.36,975,19.1
48.182113,11.613887,10,19.2,4.4,19.202423,11.68,550,19.2
48.182114,11.61389,9.9,19.3,43.584,19.302972,30.051,547,19.3
48.182116,11.613892,10,19.4,5.952,19.403554,12.378,744,19.4
48.182117,11.613894,10,19.5,5.112,19.496431,2.635,137,19.5
48.182118,11.613896,10,19.6,7.8,19.605552,16.339,975,19.6
48.18212,11.613899,10,19.7,4.72,19.697537,0.766,1426,19.7
48.182121,11.613901,10,19.8,36.336,19.797875,31.211,79,19.8
48.182123,11.613903,10,19.9,5.608,19.901458,10.867,78,19.9
48.182124,11.613905,10,20,4.792,19.997482,23.203,77,20
48.182126,11.613908,10,20.1,12.112,20.109133,36.719,1514,20.1
48.182128,11.61391,9.9,20.2,0,20.215966,106.833,1514,20.2
48.18213,11.613912,9.9,20.3,76.048,20.301446,26.472,85,20.3
48.182131,11.613914,9.9,20.4,1.264,20.405291,13.833,79,20.4
48.182133,11.613916,10,20.5,1.664,20.508967,33.391,208,20.5
48.182135,11.613918,10,20.6,65.592,20.605462,30.442,1514,20.6
48.182137,11.61392,10,20.7,0,20.680164,21.49,975,20.7
48.182139,11.613922,10,20.8,36.336,20.806928,16.141,1514,20.8
48.182141,11.613924,10,20.9,0,20.893511,0.033,632,20.9
48.182143,11.613926,9.9,21,98.728,21.00075,53.54,1078,21
48.182145,11.613928,9.9,21.1,72.496,21.100278,1.44,1514,21.1
48.182146,11.61393,9.9,21.2,0,21.192556,0.035,210,21.2
48.182148,11.613932,9.9,21.3,0,21.316132,44.432,1514,21.3
48.18215,11.613934,9.9,21.4,43.912,21.399155,1.939,1514,21.4
48.182152,11.613936,9.9,21.5,0,21.516785,39.404,1514,21.5
48.182154,11.613938,9.9,21.6,32.52,21.599932,0.22,1514,21.6
48.182155,11.61394,9.9,21.7,0,21.683883,0.134,1017,21.7
48.182157,11.613942,9.9,21.8,12.112,21.809957,35.138,1514,21.8
48.182159,11.613943,9.9,21.9,0,21.898033,0.024,1442,21.9
48.18216,11.613945,9.9,22,0,21.988477,0.021,126,22
48.182162,11.613947,9.9,22.1,86.544,22.100982,12.66,1514,22.1
48.182164,11.613948,9.9,22.2,0,22.184499,0.09,541,22.2
48.182166,11.61395,9.9,22.3,12.112,22.308961,37.841,1514,22.3
48.182168,11.613951,9.9,22.4,0,22.394472,0.066,350,22.4
48.18217,11.613953,9.9,22.5,0,22.519167,42.764,1514,22.5
48.182171,11.613954,9.9,22.6,112.672,22.600688,31.586,1514,22.6
48.182174,11.613956,9.9,22.7,0,22.686196,0.097,520,22.7
48.182175,11.613957,9.9,22.8,12.112,22.799568,0.036,199,22.8
48.182177,11.613959,9.9,22.9,0,22.899677,0.022,204,22.9
48.182179,11.61396,9.9,23,96.896,23.007446,23.646,1514,23
48.182181,11.613962,9.9,23.1,100.36,23.099406,0.022,84,23.1
48.182182,11.613963,9.9,23.2,0,23.194975,0.017,781,23.2
48.182184,11.613964,9.9,23.3,36.944,23.309281,38.975,76,23.3
48.182185,11.613965,9.9,23.4,0,23.395165,0.034,535,23.4
48.182185,11.613966,9.9,23.5,0,23.517742,36.873,1514,23.5
48.182186,11.613966,9.9,23.6,103.288,23.601126,12.95,1514,23.6
48.182186,11.613966,9.9,23.7,0,23.686162,0.085,513,23.7
48.182186,11.613966,9.9,23.8,12.112,23.809953,39.544,1514,23.8
48.182186,11.613966,9.9,23.9,0,23.896587,0.103,803,23.9
48.182186,11.613967,9.9,24,0,24.019292,40.566,1514,24
48.182186,11.613966,9.9,24.1,101.664,24.102415,13.601,1514,24.1
48.182186,11.613967,9.9,24.2,0,24.188546,0.141,1078,24.2
48.182186,11.613966,9.9,24.3,12.112,24.30977,21.235,1514,24.3
48.182186,11.613966,9.9,24.4,0,24.399695,0.427,966,24.4
48.182186,11.613966,9.9,24.5,0,24.487728,0.189,79,24.5
48.182186,11.613966,9.9,24.6,164.888,24.60411,15.445,1514,24.6
48.182186,11.613965,9.8,24.7,0,24.688807,0.097,783,24.7
48.182185,11.613965,9.8,24.8,0,24.811094,41.368,1514,24.8
48.182185,11.613965,9.9,24.9,0,24.897085,0.029,937,24.9
48.182185,11.613965,9.8,25,0,24.994224,7.772,77,25
48.182185,11.613965,9.8,25.1,52.8,25.103449,37.835,1514,25.1
48.182185,11.613964,9.8,25.2,0.616,25.204325,16.433,77,25.2
48.182185,11.613964,9.9,25.3,0.928,25.29326,23.269,78,25.3
48.182185,11.613964,9.9,25.4,0.672,25.395553,0.168,1165,25.4
48.182185,11.613964,9.9,25.5,1.952,25.500204,3.78,79,25.5
48.182184,11.613964,9.9,25.6,73.984,25.602892,11.931,1514,25.6
48.182184,11.613964,9.8,25.7,0,25.688151,0.115,888,25.7
48.182184,11.613963,9.9,25.8,0,25.811492,37.382,1514,25.8
48.182183,11.613963,9.8,25.9,0.632,25.899567,0.089,564,25.9
48.182183,11.613963,9.8,26,0,25.999581,0.029,205,26
48.182182,11.613963,9.8,26.1,84.784,26.104247,36.464,1514,26.1
48.182182,11.613963,9.8,26.2,0,26.189548,0.017,1148,26.2
48.182181,11.613962,9.8,26.3,0,26.311846,38.38,84,26.3
48.18218,11.613962,9.8,26.4,0,26.399985,0.019,248,26.4
48.18218,11.613961,9.8,26.5,0.608,26.506158,20.1,76,26.5
48.182179,11.61396,9.8,26.6,131.384,26.603556,33.63,1514,26.6
48.182178,11.61396,9.8,26.7,0,26.690711,0.073,517,26.7
48.182177,11.61396,9.8,26.8,0,26.813943,39.476,1514,26.8
48.182176,11.613959,9.8,26.9,28.376,26.900351,1.343,1514,26.9
48.182175,11.613959,9.8,27,0,26.989061,9.086,1078,27
48.182174,11.613958,9.7,27.1,66.992,27.103863,33.47,1514,27.1
48.182173,11.613957,9.7,27.2,0,27.190911,0.175,996,27.2
48.182172,11.613957,9.8,27.3,0,27.290762,0.283,1078,27.3
48.182171,11.613956,9.8,27.4,0,27.397442,28.581,1514,27.4
48.182169,11.613955,9.8,27.5,0,27.479433,10.174,84,27.5
48.182168,11.613955,9.8,27.6,0,27.645971,94.564,1514,27.6
48.182166,11.613954,9.8,27.7,0,27.646062,0.021,120,27.7
48.182165,11.613954,9.8,27.8,50.04,27.800108,0.378,199,27.8
48.182162,11.613953,9.8,28,0,28.0219,54.609,1514,28
48.182161,11.613952,9.8,28.1,23.192,28.105184,36.282,1514,28.1
48.182159,11.613951,9.9,28.2,0,28.189192,0.046,331,28.2
48.182157,11.613951,9.9,28.3,0,28.290638,0.028,1013,28.3
48.182156,11.61395,9.9,28.4,0,28.398959,0.106,1069,28.4
48.182152,11.613949,9.9,28.6,42.864,28.605319,21.995,1514,28.6
48.182151,11.613948,9.9,28.7,0,28.691261,0.089,558,28.7
48.182149,11.613948,9.9,28.8,0,28.822619,47.344,1514,28.8
48.182147,11.613947,9.9,28.9,12.112,28.901698,23.656,1514,28.9
48.182146,11.613946,9.9,29,0,28.99986,26.679,1052,29
48.182144,11.613946,9.9,29.1,0,29.125974,126.114,1514,29.1
48.182142,11.613945,9.9,29.2,0,29.218627,92.557,975,29.2
48.18214,11.613944,9.9,29.3,0,29.314526,38.932,1514,29.3
48.182138,11.613943,9.9,29.4,1.552,29.399737,0.076,1017,29.4
48.182136,11.613943,9.9,29.5,0,29.490721,2.29,1137,29.5
48.182134,11.613942,9.9,29.6,35.392,29.605645,32.405,1514,29.6
48.182132,11.613942,9.9,29.7,1.664,29.708655,17.766,208,29.7
48.182128,11.61394,9.9,29.9,51.496,29.900365,14.81,1514,29.9
48.182126,11.61394,9.9,30,0,30.016903,67.141,1514,30
48.182125,11.613939,10,30.1,0,30.055381,29.679,1078,30.1
48.182123,11.613939,9.9,30.2,24.224,30.203342,147.961,1514,30.2
48.182121,11.613938,9.9,30.3,0,30.318483,39.246,1514,30.3
48.182119,11.613937,9.9,30.4,82.176,30.401043,20.978,1514,30.4
48.182117,11.613936,9.9,30.5,0,30.49327,0.018,676,30.5
48.182115,11.613935,9.9,30.6,0,30.58916,9.167,1078,30.6
48.182113,11.613935,10,30.7,0,30.691358,0.067,1481,30.7
48.182111,11.613934,10,30.8,0,30.793823,0.038,218,30.8
48.182108,11.613933,10,30.9,53.56,30.899394,17.661,1514,30.9
48.182106,11.613932,10,31,0,30.989757,15.047,683,31
48.182104,11.613932,10,31.1,146.8,31.100328,85.655,1514,31.1
48.182102,11.613931,10,31.2,0,31.198455,0.024,856,31.2
48.1821,11.61393,10,31.3,0.608,31.301355,16.9,76,31.3
48.182095,11.613929,10,31.5,0,31.485594,1.26,620,31.5
48.182098,11.613929,10,31.4,70.032,31.402094,17.277,1514,31.4
48.182093,11.613928,10.1,31.6,60.56,31.608886,22.719,1514,31.6
48.182088,11.613926,10.1,31.8,0,31.78909,9.616,706,31.8
48.182086,11.613925,10.1,31.9,0,31.864267,42.795,975,31.9
48.182084,11.613924,10.1,32,0,32.015222,38.876,1514,32
48.182082,11.613923,10.1,32.1,48.448,32.108572,18.886,1514,32.1
48.18208,11.613922,10.1,32.2,98.712,32.198517,8.037,1514,32.2
48.182078,11.613921,10.1,32.3,273.856,32.301649,5.153,78,32.3
48.182075,11.61392,10.1,32.4,28.672,32.399851,0.026,194,32.4
48.182073,11.613919,10.1,32.5,0,32.49231,3.418,637,32.5
48.182071,11.613918,10.1,32.6,7.104,32.599315,22.74,84,32.6
48.182069,11.613918,10.1,32.7,0,32.718545,47.649,1514,32.7
48.182067,11.613917,10.2,32.8,0,32.796097,18.724,517,32.8
48.182064,11.613915,10.1,32.9,36.008,32.900803,5.792,1514,32.9
48.182062,11.613914,10.1,33,0,32.995529,9.822,732,33
48.182059,11.613913,10.1,33.1,24.224,33.096133,11.585,466,33.1
48.182057,11.613912,10.1,33.2,0,33.197114,3.004,557,33.2
48.182055,11.613911,10.2,33.3,0,33.299539,10.888,522,33.3
48.182052,11.61391,10.2,33.4,67.832,33.398237,26.597,781,33.4
48.18205,11.613909,10.2,33.5,0,33.499359,10.729,614,33.5
48.182048,11.613908,10.2,33.6,17.68,33.600386,11.365,696,33.6
48.182046,11.613907,10.1,33.7,4.24,33.699226,0.017,80,33.7
48.182044,11.613906,10.1,33.8,5.48,33.801271,12.654,685,33.8
48.182041,11.613904,10.1,33.9,117.84,33.901664,37.741,710,33.9
48.182039,11.613903,10.1,34,4.128,34.002355,7.223,516,34
48.182037,11.613902,10.1,34.1,4.88,34.10476,30.107,531,34.1
48.182035,11.613901,10.1,34.2,5.336,34.198407,0.364,78,34.2
48.182033,11.613899,10,34.3,5.048,34.30423,23.837,547,34.3
48.182031,11.613898,10,34.4,92.552,34.402742,40.011,1514,34.4
48.182029,11.613897,10,34.5,5.856,34.501472,10.707,76,34.5
48.182027,11.613895,10,34.6,7.8,34.604757,32.063,975,34.6
48.182025,11.613893,10,34.7,58.344,34.699865,0.326,1514,34.7
48.182023,11.613892,10,34.8,5.648,34.807873,22.037,498,34.8
48.182021,11.61389,10,34.9,87.12,34.903332,38.073,1514,34.9
48.182019,11.613889,10,35,5.52,34.996955,10.519,77,35
48.182017,11.613887,10,35.1,0,35.111023,40.598,531,35.1
48.182015,11.613886,10,35.2,0,35.197107,0.684,77,35.2
48.182013,11.613885,10,35.3,0,35.31163,33.135,525,35.3
48.182011,11.613883,10,35.4,51.576,35.40277,33.813,1514,35.4
48.18201,11.613881,10,35.5,0,35.487613,0.063,613,35.5
48.182008,11.61388,10,35.6,0,35.598004,0.03,206,35.6
48.182006,11.613878,10,35.7,8.184,35.699989,0.195,1514,35.7
48.182004,11.613876,10,35.8,0,35.785017,3.813,1078,35.8
48.182002,11.613874,10,35.9,92.312,35.906466,39.409,1514,35.9
48.182001,11.613872,10,36,0,35.988992,0.034,713,36
48.181999,11.613871,10,36.1,0,36.11195,40.316,1514,36.1
48.181997,11.613869,10,36.2,0,36.197339,0.071,428,36.2
48.181995,11.613867,10,36.3,0,36.318979,38.849,508,36.3
48.181994,11.613865,10,36.4,67.68,36.404195,39.226,1514,36.4
48.181992,11.613863,10,36.5,0,36.488371,0.196,1511,36.5
48.181991,11.613861,10,36.6,0,36.613266,41.918,1514,36.6
48.181989,11.61386,10,36.7,0,36.697667,0.036,127,36.7
48.181987,11.613858,10,36.8,0,36.782754,0.045,1159,36.8
48.181986,11.613856,10,36.9,86.44,36.904552,29.728,1514,36.9
48.181984,11.613854,10,37,0,36.989526,0.027,112,37
48.181983,11.613852,10,37.1,0,37.11377,40.75,1514,37.1
48.181981,11.61385,10,37.2,0,37.199718,0.043,84,37.2
48.18198,11.613848,10,37.3,0,37.287722,0.05,516,37.3
48.181978,11.613846,10,37.4,90.056,37.404726,15.98,1514,37.4
48.181977,11.613844,10,37.5,0,37.489336,0.133,1137,37.5
48.181975,11.613842,10,37.6,0,37.588737,9.748,116,37.6
48.181974,11.613839,10,37.7,72.984,37.699905,0.205,1514,37.7
48.181972,11.613837,10,37.8,0,37.789627,0.159,79,37.8
48.18197,11.613835,10,37.9,96.896,37.893878,0.129,137,37.9
48.181969,11.613833,10,38,0,37.993948,0.023,1191,38
48.181968,11.613831,10,38.1,0,38.114282,39.129,1514,38.1
48.181966,11.613829,10,38.2,5.912,38.200237,0.481,739,38.2
48.181965,11.613826,9.9,38.3,0,38.294189,0.399,78,38.3
48.181963,11.613824,9.9,38.4,100.608,38.40634,31.43,1514,38.4
48.181962,11.613822,9.9,38.5,0,38.492339,0.032,642,38.5
48.18196,11.61382,9.9,38.6,1.552,38.602612,27.123,78,38.6
48.181959,11.613817,9.9,38.7,87,38.699954,0.999,1514,38.7
48.181957,11.613815,9.9,38.8,0,38.785398,0.025,76,38.8
48.181956,11.613813,9.9,38.9,102.264,38.906313,17.562,1514,38.9
48.181954,11.613811,9.9,39,0,38.992563,0.032,215,39
48.181953,11.613809,9.9,39.1,0,39.114531,38.908,1514,39.1
48.181952,11.613807,10,39.2,74.768,39.200054,0.211,1514,39.2
48.18195,11.613804,10,39.3,0,39.285491,0.018,777,39.3
48.181949,11.613802,10,39.4,96.84,39.407025,35.903,1514,39.4
48.181948,11.6138,10,39.5,0,39.494023,0.032,262,39.5
48.181946,11.613798,10,39.6,0,39.590701,14.062,1078,39.6
48.181945,11.613796,10,39.7,119.672,39.699971,36.733,1514,39.7
48.181944,11.613793,10,39.8,0,39.784568,0.081,724,39.8
48.181942,11.613791,10,39.9,84.784,39.898358,0.031,158,39.9
48.181941,11.613789,10,40,0,39.999696,8.33,77,40
