Time (s),Data Rate (kbpms),Time (s),Packet Interval (ms),Packet Length (bytes)
267.34,0,267.406013,519.993,1514
267.35,0,267.406013,519.993,1514
267.36,0,267.406013,519.993,1514
267.37,0,267.406013,519.993,1514
267.38,0,267.406013,519.993,1514
267.39,0,267.406013,519.993,1514
267.4,21.408,267.406013,519.993,1514
267.41,0,267.406072,0.059,1162
267.42,0,267.406072,0.059,1162
267.43,0,267.406072,0.059,1162
267.44,0,267.406072,0.059,1162
267.45,0,267.406072,0.059,1162
267.46,0,267.50597,99.898,1078
267.47,0,267.50597,99.898,1078
267.48,0,267.50597,99.898,1078
267.49,0,267.50597,99.898,1078
267.5,58.424,267.50597,99.898,1078
267.51,0,267.506183,0.022,1514
267.52,0,267.506183,0.022,1514
267.53,0,267.506183,0.022,1514
267.54,0,267.506183,0.022,1514
267.55,0,267.506183,0.022,1514
267.56,0,267.605995,99.812,1514
267.57,0,267.605995,99.812,1514
267.58,0,267.605995,99.812,1514
267.59,0,267.605995,99.812,1514
267.6,49.08,267.605995,99.812,1514
267.61,0,267.606107,0.017,544
267.62,0,267.606107,0.017,544
267.63,0,267.606107,0.017,544
267.64,0,267.606107,0.017,544
267.65,0,267.606107,0.017,544
267.66,0,267.705983,99.876,1078
267.67,0,267.705983,99.876,1078
267.68,0,267.705983,99.876,1078
267.69,0,267.705983,99.876,1078
267.7,17.088,267.705983,99.876,1078
267.71,0,267.706067,0.024,548
267.72,0,267.706067,0.024,548
267.73,0,267.706067,0.024,548
267.74,0,267.706067,0.024,548
267.75,0,267.706067,0.024,548
267.76,0,267.706067,0.024,548
267.77,0,267.706067,0.024,548
267.78,0,267.706067,0.024,548
267.79,0,267.856025,149.958,1514
267.8,0,267.856025,149.958,1514
267.81,0,267.856025,149.958,1514
267.82,0,267.856025,149.958,1514
267.83,0,267.856025,149.958,1514
267.84,0,267.856025,149.958,1514
267.85,42.104,267.856025,149.958,1514
267.86,0,267.856118,0.018,1078
267.87,0,267.856118,0.018,1078
267.88,0,267.856118,0.018,1078
267.89,0,267.856118,0.018,1078
267.9,0,267.856118,0.018,1078
267.91,0,267.856118,0.018,1078
267.92,0,267.856118,0.018,1078
267.93,0,267.985947,129.829,744
267.94,0,267.985947,129.829,744
267.95,0,267.985947,129.829,744
267.96,0,267.985947,129.829,744
267.97,0,267.985947,129.829,744
267.98,78.112,267.985947,129.829,744
267.99,0,267.98611,0.018,1514
268,0,267.98611,0.018,1514
268.01,0,267.98611,0.018,1514
268.02,0,267.98611,0.018,1514
268.03,0,267.98611,0.018,1514
268.04,0,267.98611,0.018,1514
268.05,0,268.096859,110.749,1514
268.06,0,268.096859,110.749,1514
268.07,0,268.096859,110.749,1514
268.08,0,268.096859,110.749,1514
268.09,45.48,268.096859,110.749,1514
268.1,0,268.096991,0.023,1078
268.11,0,268.096991,0.023,1078
268.12,0,268.096991,0.023,1078
268.13,0,268.143838,46.847,572
268.14,30.976,268.143838,46.847,572
268.15,34.328,268.151936,7.99,1514
268.16,18.264,268.157117,1.315,1263
268.17,12.744,268.171652,3.326,1078
268.18,5.992,268.180982,7.463,749
268.19,12.56,268.192901,11.919,1078
268.2,18.896,268.196865,3.964,492
268.21,28.136,268.210901,2.553,1078
268.22,12.112,268.218564,1.437,589
268.23,12.112,268.231318,3.331,1514
268.24,13.784,268.243757,12.439,1224
268.25,8.624,268.252755,7.232,1078
268.26,9.736,268.266061,13.306,549
268.27,22.832,268.27068,2.684,1078
268.28,36.336,268.281082,3.323,1514
268.29,0,268.286757,2.149,1514
268.3,17.728,268.302343,15.586,1158
268.31,8.624,268.309931,2.911,526
268.32,12.112,268.320622,2.027,1514
268.33,0,268.320622,2.027,1514
268.34,12.112,268.341988,21.366,1514
268.35,0,268.341988,21.366,1514
268.36,0,268.370934,28.946,1514
268.37,42.976,268.370934,28.946,1514
268.38,11.12,268.37882,1.619,749
268.39,4.56,268.390335,0.941,78
268.4,19.384,268.402237,7.003,116
268.41,20.736,268.409678,1.264,1514
268.42,16.272,268.418655,4.866,1514
268.43,4.52,268.432267,7.141,565
268.44,26.256,268.440531,8.264,1078
268.45,12.112,268.447402,4.779,1514
268.46,15.032,268.459967,12.565,1514
268.47,36.336,268.473548,7.921,1514
268.48,0,268.477335,1.832,1514
268.49,7.184,268.491163,13.828,336
268.5,0,268.492421,1.258,562
268.51,12.112,268.518779,26.358,1514
268.52,12.424,268.518779,26.358,1514
268.53,12.112,268.527734,5.147,475
268.54,24.224,268.544934,11.161,1514
268.55,0,268.54684,1.906,1514
268.56,4.88,268.567026,20.186,610
268.57,8.624,268.570121,3.095,1078
268.58,0,268.570121,3.095,1078
268.59,36.336,268.593431,23.31,1514
268.6,5.752,268.599015,2.427,1514
268.61,14.2,268.609109,10.094,719
268.62,31.736,268.622753,7.835,1514
268.63,17.76,268.628067,1.384,939
268.64,12.112,268.639916,1.833,1514
268.65,23.248,268.648346,8.43,1514
268.66,12.112,268.664036,8.993,1514
268.67,35.384,268.671536,7.5,1300
268.68,34,268.682261,6.179,1514
268.69,10.936,268.68878,0.277,84
268.7,20.736,268.700329,1.671,1078
268.71,31.904,268.710216,1.816,1514
268.72,22.88,268.716462,4.659,1514
268.73,12.112,268.729523,3.724,1346
268.74,0,268.731567,2.044,1514
268.75,12.112,268.754884,23.317,1514
268.76,0,268.754884,23.317,1514
268.77,27.224,268.774429,19.545,1047
268.78,0,268.778634,1.283,588
268.79,8.624,268.791679,13.045,1078
268.8,0,268.791679,13.045,1078
268.81,0,268.791679,13.045,1078
268.82,0,268.833384,41.705,475
268.83,3.8,268.833384,41.705,475
268.84,0,268.833384,41.705,475
268.85,0,268.833384,41.705,475
268.86,0,268.833384,41.705,475
268.87,0,268.901491,68.107,1514
268.88,0,268.901491,68.107,1514
268.89,0,268.901491,68.107,1514
268.9,12.112,268.901491,68.107,1514
268.91,12.112,268.916951,15.46,1514
268.92,9.432,268.921702,4.751,1179
268.93,4.76,268.934406,12.704,595
268.94,0,268.934406,12.704,595
268.95,24.224,268.951604,17.198,1514
268.96,11.936,268.961599,6.237,1492
268.97,0,268.961599,6.237,1492
268.98,0,268.961599,6.237,1492
268.99,0,269.005124,43.525,1078
269,8.624,269.005124,43.525,1078
269.01,12.112,269.005124,43.525,1078
269.02,12.112,269.016456,11.332,1514
269.03,5.576,269.024279,7.823,1514
269.04,0,269.036868,12.589,697
269.05,12.112,269.057165,20.297,1514
269.06,12.112,269.06223,5.065,1514
269.07,0,269.06223,5.065,1514
269.08,7.096,269.084048,21.818,887
269.09,0,269.084048,21.818,887
269.1,12.112,269.104782,20.734,1514
269.11,0,269.104782,20.734,1514
269.12,0,269.130699,25.917,1514
269.13,12.112,269.130699,25.917,1514
269.14,0,269.130699,25.917,1514
269.15,8.56,269.158115,27.416,1070
269.16,0,269.158115,27.416,1070
269.17,5.144,269.170306,12.191,643
269.18,0,269.170306,12.191,643
269.19,0,269.170306,12.191,643
269.2,0,269.170306,12.191,643
269.21,0,269.170306,12.191,643
269.22,0,269.266567,96.261,1514
269.23,0,269.266567,96.261,1514
269.24,0,269.266567,96.261,1514
269.25,0,269.266567,96.261,1514
269.26,12.112,269.266567,96.261,1514
269.27,0,269.266567,96.261,1514
269.28,0,269.266567,96.261,1514
269.29,0,269.310219,43.652,1514
269.3,0,269.310219,43.652,1514
269.31,12.112,269.310219,43.652,1514
269.32,0,269.310219,43.652,1514
269.33,11.784,269.338313,28.094,1473
269.34,0,269.338313,28.094,1473
269.35,0,269.338313,28.094,1473
269.36,0,269.338313,28.094,1473
269.37,0,269.383414,45.101,1514
269.38,12.112,269.383414,45.101,1514
269.39,0,269.383414,45.101,1514
269.4,12.112,269.403054,19.64,1514
269.41,0,269.403054,19.64,1514
269.42,0,269.430485,27.431,1494
269.43,11.952,269.430485,27.431,1494
269.44,0.656,269.444123,13.638,82
269.45,0,269.444123,13.638,82
269.46,6.224,269.465205,21.082,778
269.47,0,269.465205,21.082,778
269.48,0,269.465205,21.082,778
269.49,0,269.465205,21.082,778
269.5,0,269.515289,50.084,1078
269.51,8.624,269.515289,50.084,1078
269.52,0,269.515289,50.084,1078
269.53,1.664,269.534502,19.213,208
269.54,0.624,269.542081,7.579,78
269.55,0.608,269.542081,7.579,78
269.56,0.672,269.558986,16.905,76
269.57,1.664,269.571628,4.381,208
269.58,4.384,269.584396,12.768,548
269.59,0,269.584396,12.768,548
269.6,0,269.584396,12.768,548
269.61,0,269.584396,12.768,548
269.62,0,269.641956,57.56,79
269.63,0,269.641956,57.56,79
269.64,0.632,269.641956,57.56,79
269.65,0,269.641956,57.56,79
269.66,1.992,269.660308,18.352,79
269.67,0.672,269.669975,8.401,91
269.68,12.112,269.671848,1.873,84
269.69,0,269.688448,16.6,1514
269.7,0,269.711507,23.059,91
269.71,0.728,269.711507,23.059,91
269.72,0,269.711507,23.059,91
269.73,0.632,269.737034,25.527,79
269.74,0,269.737034,25.527,79
269.75,12.112,269.75683,19.796,1514
269.76,0,269.75683,19.796,1514
269.77,0,269.75683,19.796,1514
269.78,0,269.7912,34.37,960
269.79,7.68,269.7912,34.37,960
269.8,0,269.7912,34.37,960
269.81,0,269.7912,34.37,960
269.82,0,269.834676,43.476,1514
269.83,12.744,269.834676,43.476,1514
269.84,0,269.836718,2.042,79
269.85,0,269.836718,2.042,79
269.86,0,269.876569,39.851,1514
269.87,12.112,269.876569,39.851,1514
269.88,10.768,269.876569,39.851,1514
269.89,0,269.888906,12.337,1346
269.9,12.112,269.90616,17.254,1514
269.91,0,269.90616,17.254,1514
269.92,0,269.90616,17.254,1514
269.93,0,269.945646,39.486,1514
269.94,12.112,269.945646,39.486,1514
269.95,8.376,269.945646,39.486,1514
269.96,0.928,269.959531,13.885,1047
269.97,0,269.969825,10.294,116
269.98,0,269.969825,10.294,116
269.99,0,270.001265,31.44,1078
270,8.624,270.001265,31.44,1078
270.01,8.624,270.010064,8.799,1078
270.02,8.624,270.02768,17.616,1078
270.03,0,270.02768,17.616,1078
270.04,0,270.02768,17.616,1078
270.05,12.112,270.058849,31.169,1514
270.06,0,270.058849,31.169,1514
270.07,12.112,270.079145,20.296,1514
270.08,0,270.079145,20.296,1514
270.09,12.112,270.096255,17.11,1514
270.1,0,270.096255,17.11,1514
270.11,13.088,270.111552,15.297,122
270.12,12.112,270.121062,3.811,1514
270.13,0,270.121062,3.811,1514
270.14,0,270.121062,3.811,1514
270.15,0,270.162314,41.252,556
270.16,4.448,270.162314,41.252,556
270.17,12.112,270.173613,11.299,1514
270.18,0,270.173613,11.299,1514
270.19,0,270.173613,11.299,1514
270.2,0,270.218656,45.043,1514
270.21,12.112,270.218656,45.043,1514
270.22,8.016,270.218656,45.043,1514
270.23,0.672,270.229151,10.495,1002
270.24,12.112,270.236548,7.397,84
270.25,0,270.245977,9.429,1514
270.26,0,270.245977,9.429,1514
270.27,0,270.245977,9.429,1514
270.28,0,270.245977,9.429,1514
270.29,0,270.245977,9.429,1514
270.3,0,270.245977,9.429,1514
270.31,0,270.37282,126.843,1514
270.32,0,270.37282,126.843,1514
270.33,0,270.37282,126.843,1514
270.34,0,270.37282,126.843,1514
270.35,0,270.37282,126.843,1514
270.36,0,270.37282,126.843,1514
270.37,12.112,270.37282,126.843,1514
270.38,0,270.37282,126.843,1514
270.39,0,270.37282,126.843,1514
270.4,0,270.37282,126.843,1514
270.41,0,270.37282,126.843,1514
270.42,0,270.37282,126.843,1514
270.43,0,270.475671,102.851,235
270.44,0,270.475671,102.851,235
270.45,0,270.475671,102.851,235
270.46,0,270.475671,102.851,235
270.47,1.88,270.475671,102.851,235
270.48,0,270.475671,102.851,235
270.49,0,270.475671,102.851,235
270.5,0,270.515413,39.742,1078
270.51,8.624,270.515413,39.742,1078
270.52,12.112,270.515413,39.742,1078
270.53,0,270.526665,11.252,1514
270.54,0,270.526665,11.252,1514
270.55,0,270.526665,11.252,1514
270.56,0,270.526665,11.252,1514
270.57,0,270.526665,11.252,1514
270.58,0,270.526665,11.252,1514
270.59,0,270.526665,11.252,1514
270.6,0,270.526665,11.252,1514
270.61,0,270.526665,11.252,1514
270.62,0,270.70712,180.455,1514
270.63,0,270.70712,180.455,1514
270.64,0,270.70712,180.455,1514
270.65,0,270.70712,180.455,1514
270.66,0,270.70712,180.455,1514
270.67,0,270.70712,180.455,1514
270.68,0,270.70712,180.455,1514
270.69,0,270.70712,180.455,1514
270.7,12.112,270.70712,180.455,1514
270.71,0,270.70712,180.455,1514
270.72,0,270.70712,180.455,1514
270.73,0,270.70712,180.455,1514
270.74,0,270.70712,180.455,1514
270.75,0,270.70712,180.455,1514
270.76,0,270.70712,180.455,1514
270.77,0,270.70712,180.455,1514
270.78,0,270.70712,180.455,1514
270.79,0,270.70712,180.455,1514
270.8,0,270.892688,185.568,1256
270.81,0,270.892688,185.568,1256
270.82,0,270.892688,185.568,1256
270.83,0,270.892688,185.568,1256
270.84,0,270.892688,185.568,1256
270.85,0,270.892688,185.568,1256
270.86,0,270.892688,185.568,1256
270.87,0,270.892688,185.568,1256
270.88,0,270.892688,185.568,1256
270.89,10.048,270.892688,185.568,1256
270.9,0,270.892688,185.568,1256
270.91,4.248,270.91328,20.592,531
270.92,0,270.91328,20.592,531
270.93,0,270.91328,20.592,531
270.94,0,270.91328,20.592,531
270.95,0,270.91328,20.592,531
270.96,0,270.91328,20.592,531
270.97,0,270.91328,20.592,531
270.98,0,270.91328,20.592,531
270.99,0,270.91328,20.592,531
271,0,270.91328,20.592,531
271.01,0,270.91328,20.592,531
271.02,0,270.91328,20.592,531
271.03,0,270.91328,20.592,531
271.04,0,270.91328,20.592,531
271.05,0,270.91328,20.592,531
271.06,0,270.91328,20.592,531
271.07,0,270.91328,20.592,531
271.08,0,270.91328,20.592,531
271.09,0,270.91328,20.592,531
