Time (s),Speed (m/s),Distance (m),Height (m)
93.01,1.03,3.7,25
93.014,1.03,3.7,25
93.02,1.03,3.7,25
93.028,1.03,3.7,25
93.104,1.03,3.77,25
93.108,1.03,3.77,25
93.118,1.03,3.77,25
93.125,1.03,3.77,25
93.232,1.03,3.85,25
93.315,1.03,3.92,25
93.323,1.03,3.92,25
93.328,1.03,3.92,25
93.341,1.03,3.92,25
93.434,1.03,4,25
93.44,1.03,4,25
93.447,1.03,4,25
93.462,1.03,4,25
93.546,1.03,4.08,25
93.554,1.03,4.08,25
93.559,1.03,4.08,25
93.569,1.03,4.08,25
93.662,1.03,4.23,25
93.667,1.03,4.23,25
93.669,1.03,4.23,25
93.677,1.03,4.23,25
93.783,1.03,4.39,25
93.792,1.03,4.39,25
93.812,1.03,4.39,25
93.816,1.03,4.39,25
93.877,1.03,4.47,25
93.885,1.03,4.47,25
93.89,1.03,4.47,25
93.898,1.03,4.47,25
94.062,1.03,4.54,25
94.067,1.03,4.54,25
94.077,1.03,4.54,25
94.088,1.03,4.54,25
94.178,1.03,4.62,25
94.183,1.03,4.62,25
94.185,1.03,4.62,25
94.189,1.03,4.62,25
94.315,1.03,4.79,25
94.384,1.03,4.79,25
94.392,1.03,4.79,25
94.397,1.03,4.79,25
94.479,1.03,4.95,25
94.481,1.03,4.95,25
94.484,1.03,4.95,25
94.493,1.03,4.95,25
94.582,1.03,5.04,25
94.586,1.03,5.04,25
94.589,1.03,5.04,25
94.603,1.03,5.04,25
94.691,1.03,5.12,25
94.696,1.03,5.12,25
94.703,1.03,5.12,25
94.709,1.03,5.12,25
94.794,1.03,5.21,25
94.803,1.03,5.21,25
94.809,1.03,5.21,25
94.812,1.03,5.21,25
94.911,1.03,5.29,25
94.915,1.03,5.29,25
94.918,1.03,5.29,25
94.925,1.03,5.29,25
95.12,1.03,5.47,25
95.123,1.03,5.47,25
95.134,1.03,5.47,25
95.138,1.03,5.47,25
95.21,1.03,5.56,25
95.215,1.03,5.56,25
95.221,1.03,5.56,25
95.326,1.03,5.65,25
95.386,1.03,5.65,25
95.394,1.03,5.65,25
95.4,1.03,5.65,25
95.413,1.03,5.74,25
95.418,1.03,5.74,25
95.527,1.03,5.83,25
95.537,1.03,5.83,25
95.541,1.03,5.83,25
95.549,1.03,5.83,25
95.659,1.03,5.92,25
95.669,1.03,5.92,25
95.673,1.03,5.92,25
95.678,1.03,5.92,25
95.764,1.03,6.01,25
95.771,1.03,6.01,25
95.796,1.03,6.01,25
95.81,1.03,6.01,25
95.887,1.03,6.19,25
95.891,1.03,6.19,25
95.895,1.03,6.19,25
95.909,1.03,6.19,25
96.024,1.03,6.28,25
96.028,1.03,6.28,25
96.03,1.03,6.28,25
96.043,1.03,6.28,25
96.114,1.03,6.37,25
96.118,1.03,6.37,25
96.122,1.03,6.37,25
96.127,1.03,6.37,25
96.283,1.03,6.55,25
96.287,1.03,6.55,25
96.291,1.03,6.55,25
96.297,1.03,6.55,25
96.395,1.03,6.64,25
96.457,1.03,6.64,25
96.46,1.03,6.64,25
96.464,1.03,6.64,25
96.503,1.03,6.73,24.9
96.509,1.03,6.73,24.9
96.528,1.03,6.73,24.9
96.538,1.03,6.73,24.9
96.594,1.03,6.82,24.9
96.602,1.03,6.82,24.9
96.61,1.03,6.82,24.9
96.698,1.03,6.91,24.9
96.701,1.03,6.91,24.9
96.704,1.03,6.91,24.9
96.717,1.03,6.91,24.9
96.802,1.12,7,24.9
96.808,1.12,7,24.9
96.822,1.12,7,24.9
96.828,1.12,7,24.9
96.894,1.12,7.09,24.9
96.902,1.12,7.09,24.9
96.909,1.12,7.09,24.9
96.916,1.12,7.09,24.9
97.032,1.12,7.18,25
97.039,1.12,7.18,25
97.05,1.12,7.18,25
97.055,1.12,7.18,25
97.204,1.12,7.28,25
97.211,1.12,7.28,25
97.222,1.12,7.28,25
97.225,1.12,7.28,25
97.29,1.12,7.37,25
97.398,1.12,7.47,25
97.468,1.12,7.47,25
97.472,1.12,7.47,25
97.479,1.12,7.47,25
97.508,1.08,7.56,25
97.519,1.08,7.56,25
97.532,1.08,7.56,25
97.537,1.08,7.56,25
97.606,1.08,7.66,25
97.617,1.08,7.66,25
97.627,1.08,7.66,25
97.631,1.08,7.66,25
97.785,1.08,7.85,25
97.798,1.08,7.85,25
97.803,1.08,7.85,25
97.817,1.08,7.85,25
97.894,1.08,7.95,25
97.898,1.08,7.95,25
97.914,1.08,7.95,25
97.918,1.08,7.95,25
98.002,1.08,8.04,25
98.012,1.08,8.04,25
98.022,1.08,8.04,25
98.033,1.08,8.04,25
98.13,1.08,8.23,25
98.134,1.08,8.23,25
98.139,1.08,8.23,25
98.15,1.08,8.23,25
98.23,1.08,8.33,25
98.242,1.08,8.33,25
98.25,1.08,8.33,25
98.263,1.08,8.33,25
98.317,1.08,8.43,25
98.328,1.08,8.43,25
98.466,1.08,8.53,25
98.519,1.08,8.53,25
98.523,1.08,8.53,25
98.529,1.08,8.53,25
98.601,1.08,8.63,25
98.607,1.08,8.63,25
98.614,1.08,8.63,25
98.626,1.08,8.63,25
98.728,1.08,8.73,25
98.731,1.08,8.73,25
98.733,1.08,8.73,25
98.744,1.08,8.73,25
98.819,1.08,8.82,25
98.832,1.08,8.82,25
98.842,1.08,8.82,25
98.85,1.08,8.82,25
98.929,1.08,8.92,25
98.932,1.08,8.92,25
98.942,1.08,8.92,25
98.95,1.08,8.92,25
99.021,1.08,9.02,25
99.027,1.08,9.02,25
99.035,1.08,9.02,25
99.042,1.08,9.02,25
99.146,1.08,9.21,25
99.158,1.08,9.21,25
99.161,1.08,9.21,25
99.163,1.08,9.21,25
99.288,1.08,9.31,25
99.296,1.08,9.31,25
99.308,1.08,9.31,25
99.312,1.08,9.31,25
99.44,1.08,9.5,25
99.458,1.08,9.5,25
99.471,1.08,9.5,25
99.543,1.08,9.5,25
99.639,1.08,9.6,25
99.642,1.08,9.6,25
99.653,1.08,9.6,25
99.659,1.08,9.6,25
99.835,1.08,9.69,25
99.839,1.08,9.69,25
99.849,1.08,9.69,25
99.855,1.08,9.69,25
99.931,1.08,9.79,25
99.934,1.08,9.79,25
99.939,1.08,9.79,25
100.024,1.08,9.89,25
100.032,1.08,9.89,25
100.034,1.08,9.89,25
100.045,1.08,9.89,25
100.115,1.08,10.18,25
100.12,1.08,10.18,25
100.137,1.08,10.18,25
100.38,1.08,10.28,25
100.385,1.08,10.28,25
100.396,1.08,10.28,25
100.403,1.08,10.28,25
100.499,1.08,10.38,25
100.552,1.08,10.38,25
100.554,1.08,10.38,25
100.558,1.08,10.38,25
100.628,1.08,10.48,25
100.634,1.08,10.48,25
100.639,1.08,10.48,25
100.647,1.08,10.48,25
100.775,1.08,10.57,25
100.79,1.08,10.57,25
100.802,1.08,10.57,25
100.825,1.08,10.57,25
100.904,1.08,10.67,25
100.951,1.12,10.77,25
100.955,1.12,10.77,25
100.964,1.12,10.77,25
101.037,1.03,10.87,25
101.098,1.03,10.97,25
101.106,1.03,10.97,25
101.119,1.03,10.97,25
101.142,1.03,10.97,25
101.254,1.03,11.17,25
101.266,1.03,11.17,25
101.277,1.03,11.17,25
101.284,1.03,11.17,25
101.386,1.03,11.37,25
101.398,1.03,11.37,25
101.408,1.03,11.37,25
101.418,1.03,11.37,25
101.515,1.03,11.58,25
101.6,1.03,11.68,25
101.606,1.03,11.68,25
101.611,1.03,11.68,25
101.667,1.03,11.78,25
101.675,1.03,11.78,25
101.69,1.03,11.78,25
101.696,1.03,11.78,25
101.771,1.03,11.88,25
101.774,1.03,11.88,25
101.779,1.03,11.88,25
101.784,1.03,11.88,25
101.918,1.03,11.98,25
101.924,1.03,11.98,25
101.931,1.03,11.98,25
101.94,1.03,11.98,25
102.061,1.03,12.18,25
102.075,1.03,12.18,25
102.09,1.03,12.18,25
102.097,1.03,12.18,25
102.159,1.03,12.28,25
102.174,1.03,12.28,25
102.177,1.03,12.28,25
102.181,1.03,12.28,25
102.299,1.03,12.38,25
102.306,1.03,12.38,25
102.315,1.03,12.38,25
102.332,1.03,12.38,25
102.455,1.03,12.58,25
102.462,1.03,12.58,25
102.469,1.03,12.58,25
102.473,1.03,12.58,25
102.565,1.03,12.48,25
102.69,1.03,12.68,25
102.702,1.03,12.68,25
102.71,1.03,12.68,25
102.728,1.03,12.68,25
102.789,1.03,12.78,25
102.803,1.03,12.78,25
102.807,1.03,12.78,25
102.822,1.03,12.78,25
102.924,1.03,12.98,25
102.929,1.03,12.98,25
102.944,1.03,12.98,25
102.957,1.03,12.98,25
103.07,1.03,13.17,25
103.077,1.03,13.17,25
103.079,1.03,13.17,25
103.087,1.03,13.17,25
103.191,1.03,13.26,25
103.195,1.03,13.26,25
103.202,1.03,13.26,25
103.216,1.03,13.26,25
103.338,1.03,13.36,25
103.341,1.03,13.36,25
103.349,1.03,13.36,25
103.375,1.03,13.36,25
103.445,1.03,13.45,25
103.454,1.03,13.45,25
103.458,1.03,13.45,25
103.467,1.03,13.45,25
103.582,1.03,13.55,25
103.659,1.03,13.55,25
103.67,1.03,13.64,25
103.674,1.03,13.64,25
103.696,1.03,13.73,25
103.7,1.03,13.73,25
103.705,1.03,13.73,25
103.717,1.03,13.73,25
103.839,1.03,13.82,24.9
103.851,1.03,13.82,24.9
103.883,1.03,13.82,24.9
103.905,1.03,13.82,24.9
103.937,1.03,13.92,24.9
103.945,1.03,13.92,24.9
104.044,1.03,13.92,24.9
104.054,1.03,13.92,24.9
104.066,1.03,13.92,24.9
104.074,1.03,13.92,24.9
104.167,1.03,14.12,24.9
104.176,1.03,14.12,24.9
104.179,1.03,14.12,24.9
104.182,1.03,14.12,24.9
104.271,1.03,14.22,24.9
104.275,1.03,14.22,24.9
104.281,1.03,14.22,24.9
104.284,1.03,14.22,24.9
104.363,1.03,14.32,24.9
104.383,1.03,14.32,24.9
104.387,1.03,14.32,24.9
104.447,1.03,14.42,24.9
104.581,1.03,14.52,25
104.589,1.03,14.52,25
104.64,1.03,14.52,25
104.642,1.03,14.52,25
104.7,1.03,14.62,25
104.704,1.03,14.62,25
104.712,1.03,14.62,25
104.725,1.03,14.62,25
104.837,1.03,14.82,25
104.841,1.03,14.82,25
104.853,1.03,14.82,25
104.865,1.03,14.82,25
104.97,1.03,14.93,25
104.977,1.03,14.93,25
104.982,1.03,14.93,25
105.017,1.03,14.93,25
105.071,1.03,15.03,25
105.086,1.03,15.03,25
105.089,1.03,15.03,25
105.095,1.03,15.03,25
105.188,1.03,15.13,25
105.194,1.03,15.13,25
105.2,1.03,15.13,25
105.206,1.03,15.13,25
105.303,1.03,15.24,25
105.31,1.03,15.24,25
105.321,1.03,15.24,25
105.338,1.03,15.24,25
105.414,1.03,15.34,25
105.421,1.03,15.34,25
105.426,1.03,15.34,25
105.428,1.03,15.34,25
105.575,1.03,15.55,25
105.587,1.03,15.55,25
105.596,1.03,15.55,25
105.673,1.03,15.55,25
105.739,1.03,15.65,25
105.745,1.03,15.65,25
105.765,1.03,15.65,25
105.785,1.03,15.65,25
105.816,1.03,15.75,25
105.821,1.03,15.75,25
105.826,1.03,15.75,25
105.839,1.03,15.75,25
105.957,1.03,15.86,25
105.962,1.03,15.86,25
105.966,1.03,15.86,25
105.968,1.03,15.86,25
106.049,1.03,15.96,25
106.056,1.03,15.96,25
106.067,1.03,15.96,25
106.079,1.03,15.96,25
106.186,1.03,16.16,25
106.192,1.03,16.16,25
106.206,1.03,16.16,25
106.211,1.03,16.16,25
106.391,1.03,16.36,25
106.398,1.03,16.36,25
106.407,1.03,16.36,25
106.42,1.03,16.36,25
106.483,1.03,16.45,25
106.647,1.03,16.55,25
106.697,1.03,16.55,25
106.703,1.03,16.65,25
106.712,1.03,16.65,25
106.791,1.03,16.75,25
106.801,1.03,16.75,25
106.809,1.03,16.75,25
106.814,1.03,16.75,25
106.882,1.03,16.85,25
106.886,1.03,16.85,25
106.981,1.03,16.95,25
106.995,1.03,16.95,25
107.012,1.03,16.95,25
107.017,1.03,16.95,25
107.079,1.03,17.04,25
107.082,1.03,17.04,25
107.088,1.03,17.04,25
107.178,1.03,17.14,25
107.188,1.03,17.14,25
107.19,1.03,17.14,25
107.209,1.03,17.14,25
107.299,1.03,17.24,25
107.302,1.03,17.24,25
107.306,1.03,17.24,25
107.314,1.03,17.24,25
107.401,1.03,17.34,25
107.412,1.03,17.34,25
107.423,1.03,17.34,25
107.426,1.03,17.34,25
107.525,1.03,17.43,25
107.538,1.03,17.43,25
107.546,1.03,17.43,25
107.561,1.03,17.43,25
107.647,1.03,17.53,25
107.65,1.03,17.53,25
107.731,1.03,17.53,25
107.736,1.03,17.53,25
107.742,1.03,17.62,25
107.749,1.03,17.62,25
107.751,1.03,17.62,25
107.757,1.03,17.62,25
107.86,1.03,17.81,25
107.868,1.03,17.81,25
107.875,1.03,17.81,25
107.88,1.03,17.81,25
107.947,1.03,17.91,25
108.034,1.03,18,25
108.037,1.03,18,25
108.044,1.03,18,25
108.093,1.03,18.1,25
108.198,1.03,18.19,24.9
108.205,1.03,18.19,24.9
108.211,1.03,18.19,24.9
108.214,1.03,18.19,24.9
108.291,1.03,18.28,24.9
108.297,1.03,18.28,24.9
108.308,1.03,18.28,24.9
108.338,1.03,18.28,24.9
108.403,1.03,18.38,24.9
108.411,1.03,18.38,24.9
108.418,1.03,18.38,24.9
108.501,1.03,18.47,24.9
108.513,1.03,18.47,24.9
108.517,1.03,18.47,24.9
108.532,1.03,18.47,24.9
108.637,1.03,18.57,24.9
108.64,1.03,18.57,24.9
108.643,1.03,18.57,24.9
108.655,1.03,18.57,24.9
108.741,1.03,18.67,24.9
108.745,1.03,18.67,24.9
108.749,1.03,18.67,24.9
108.754,1.03,18.67,24.9
108.852,1.03,18.77,24.9
108.86,1.03,18.77,24.9
108.869,1.03,18.77,24.9
108.874,1.03,18.77,24.9
108.988,1.03,18.97,24.9
108.993,1.03,18.97,24.9
109.003,1.03,18.97,24.9
109.007,1.03,18.97,24.9
109.18,1.03,19.07,24.9
109.187,1.03,19.07,24.9
109.191,1.03,19.07,24.9
109.202,1.03,19.07,24.9
109.341,1.03,19.16,24.9
109.35,1.03,19.16,24.9
109.356,1.03,19.16,24.9
109.364,1.03,19.16,24.9
109.435,1.03,19.26,24.9
109.439,1.03,19.26,24.9
109.457,1.03,19.26,24.9
109.524,1.03,19.26,24.9
109.538,1.03,19.36,24.9
109.549,1.03,19.36,24.9
109.563,1.03,19.36,24.9
109.586,1.03,19.36,24.9
109.661,1.03,19.46,24.9
109.724,1.03,19.46,24.9
109.73,1.03,19.46,24.9
109.801,1.03,19.55,24.9
109.811,1.03,19.55,24.9
109.814,1.03,19.55,24.9
109.819,1.03,19.55,24.9
109.901,1.03,19.65,24.9
109.904,1.03,19.65,24.9
109.913,1.03,19.65,24.9
109.918,1.03,19.65,24.9
110.079,1.08,19.84,24.9
110.083,1.08,19.84,24.9
110.087,1.08,19.84,24.9
110.094,1.08,19.84,24.9
110.198,1.08,20.04,24.9
110.203,1.08,20.04,24.9
110.212,1.08,20.04,24.9
110.215,1.08,20.04,24.9
110.285,0.94,20.13,24.9
110.296,0.94,20.13,24.9
110.3,0.94,20.13,24.9
110.39,0.87,20.22,24.9
110.397,0.87,20.22,24.9
110.399,0.87,20.22,24.9
110.413,0.87,20.22,24.9
110.499,0.78,20.29,24.9
110.51,0.78,20.29,24.9
110.516,0.78,20.29,24.9
110.524,0.78,20.29,24.9
110.586,0.67,20.35,25
110.6,0.67,20.35,25
110.606,0.67,20.35,25
110.639,0.67,20.35,25
110.728,0.73,20.38,25
110.784,0.73,20.38,25
110.793,0.73,20.38,25
110.797,0.73,20.38,25
110.833,0.81,20.38,25.1
110.838,0.81,20.38,25.1
110.843,0.81,20.38,25.1
110.918,1,20.37,25.2
110.927,1,20.37,25.2
110.93,1,20.37,25.2
110.933,1,20.37,25.2
111.033,1.1,20.33,25.4
111.049,1.1,20.33,25.4
111.058,1.1,20.33,25.4
111.061,1.1,20.33,25.4
111.178,1.1,20.31,25.6
111.18,1.1,20.31,25.6
111.19,1.1,20.31,25.6
111.196,1.1,20.31,25.6
111.321,1.1,20.27,25.8
111.327,1.1,20.27,25.8
111.336,1.1,20.27,25.8
111.348,1.1,20.27,25.8
111.43,1.1,20.26,25.9
111.439,1.1,20.26,25.9
111.453,1.1,20.26,25.9
111.455,1.1,20.26,25.9
111.516,1.1,20.24,26
111.521,1.1,20.24,26
111.528,1.1,20.24,26
111.542,1.1,20.24,26
111.627,1.1,20.23,26.1
111.632,1.1,20.23,26.1
111.641,1.1,20.23,26.1
111.649,1.1,20.23,26.1
111.859,1.1,20.23,26.2
111.909,1.1,20.23,26.2
111.914,1.1,20.23,26.2
111.931,1.1,20.23,26.2
112.184,1.1,20.22,26.3
112.188,1.1,20.22,26.3
112.192,1.1,20.22,26.3
112.199,1.1,20.22,26.3
112.653,1,20.21,26.4
112.658,1,20.21,26.4
112.667,1,20.21,26.4
112.672,1,20.21,26.4
112.819,1.1,20.21,26.7
112.822,1.1,20.21,26.7
112.831,1.1,20.21,26.7
112.837,1.1,20.21,26.7
113.082,1,20.19,27
113.16,1.1,20.19,27.2
113.169,1.1,20.19,27.2
113.178,1.1,20.19,27.2
113.233,1.1,20.19,27.3
113.241,1.1,20.19,27.3
113.246,1.1,20.19,27.3
113.252,1.1,20.19,27.3
113.335,1.1,20.19,27.4
113.339,1.1,20.19,27.4
113.346,1.1,20.19,27.4
113.357,1.1,20.19,27.4
113.44,1.1,20.18,27.6
113.446,1.1,20.18,27.6
113.451,1.1,20.18,27.6
113.464,1.1,20.18,27.6
113.55,1,20.18,27.8
113.556,1,20.18,27.8
113.559,1,20.18,27.8
113.574,1,20.18,27.8
113.664,1,20.17,27.9
113.677,1,20.17,27.9
113.681,1,20.17,27.9
113.689,1,20.17,27.9
113.765,1,20.17,28.2
113.768,1,20.17,28.2
113.778,1,20.17,28.2
113.783,1,20.17,28.2
114.165,1,20.18,28.4
114.214,1,20.18,28.4
114.219,1,20.18,28.4
114.221,1,20.18,28.4
114.492,1,20.19,28.5
114.501,1,20.19,28.5
114.507,1,20.19,28.5
114.518,1,20.19,28.5
114.923,1,20.19,28.5
114.928,1,20.19,28.5
114.933,1,20.19,28.5
114.938,1,20.19,28.5
115.02,1,20.2,28.9
115.024,1,20.2,28.9
115.036,1,20.2,28.9
115.039,1,20.2,28.9
115.119,1,20.21,29.1
115.131,1,20.21,29.1
115.141,1,20.21,29.1
115.164,1,20.21,29.1
115.273,1,20.21,29.3
115.341,1,20.21,29.4
115.364,1,20.22,29.6
115.37,1,20.21,29.4
115.374,1,20.22,29.6
115.383,1,20.22,29.6
115.386,1,20.22,29.6
115.388,1,20.22,29.6
115.466,1,20.23,29.8
115.475,1,20.23,29.8
115.482,1,20.23,29.8
115.486,1,20.23,29.8
115.602,1,20.24,29.9
115.607,1,20.24,29.9
115.619,1,20.24,29.9
115.623,1,20.24,29.9
115.728,1,20.25,30.1
115.732,1,20.25,30.1
115.736,1,20.25,30.1
115.751,1,20.25,30.1
115.851,0.9,20.25,30.3
115.854,0.9,20.25,30.3
115.867,0.9,20.25,30.3
115.869,0.9,20.25,30.3
115.99,0.9,20.26,30.4
115.997,0.9,20.26,30.4
116.001,0.9,20.26,30.4
116.008,0.9,20.26,30.4
116.097,0.9,20.26,30.5
116.101,0.9,20.26,30.5
116.108,0.9,20.26,30.5
116.147,0.9,20.26,30.6
116.184,0.9,20.26,30.6
116.197,0.9,20.26,30.6
116.251,0.9,20.26,30.7
116.263,0.9,20.26,30.7
116.306,0.9,20.26,30.8
116.381,0.9,20.26,30.9
116.398,0.9,20.26,30.9
116.406,0.9,20.27,31
116.454,0.9,20.27,31
116.457,0.9,20.27,31
116.5,0.9,20.27,31.1
116.511,0.9,20.27,31.1
116.518,0.9,20.27,31.1
116.526,0.9,20.27,31.1
116.614,1,20.27,31.4
116.622,1,20.27,31.4
116.629,1,20.27,31.4
116.643,1,20.27,31.4
116.744,0.9,20.28,31.6
116.749,0.9,20.28,31.6
116.757,0.9,20.28,31.6
116.76,0.9,20.28,31.6
116.874,0.9,20.28,31.7
116.877,0.9,20.28,31.7
116.879,0.9,20.28,31.7
116.895,0.9,20.28,31.7
116.97,0.9,20.28,31.7
116.974,0.9,20.28,31.7
116.977,0.9,20.28,31.7
116.981,0.9,20.28,31.7
117.107,0.9,20.29,31.9
117.11,0.9,20.29,31.9
117.114,0.9,20.29,31.9
117.118,0.9,20.29,31.9
117.389,0.9,20.29,32
117.443,0.9,20.29,32
117.448,0.9,20.29,32
117.45,0.9,20.29,32
117.844,0.9,20.29,32.1
117.85,0.9,20.29,32.1
117.854,0.9,20.29,32.1
117.87,0.9,20.29,32.1
117.994,0.9,20.29,32.2
117.997,0.9,20.29,32.2
118.002,0.9,20.29,32.2
118.007,0.9,20.29,32.2
118.095,0.9,20.3,32.3
118.101,0.9,20.3,32.3
118.117,0.9,20.3,32.3
118.165,0.9,20.3,32.4
118.214,0.9,20.3,32.5
118.222,0.9,20.3,32.5
118.226,0.9,20.3,32.5
118.314,0.9,20.31,32.6
118.332,0.9,20.31,32.6
118.338,0.9,20.31,32.6
118.347,0.9,20.31,32.6
118.397,0.9,20.31,32.7
118.463,0.9,20.31,32.7
118.467,0.9,20.31,32.7
118.471,0.9,20.31,32.7
118.504,0.9,20.32,32.8
118.509,0.9,20.32,32.8
118.513,0.9,20.32,32.8
118.518,0.9,20.32,32.8
118.6,0.9,20.32,32.9
118.608,0.9,20.32,32.9
118.623,0.9,20.32,32.9
118.672,0.9,20.32,32.9
118.684,0.9,20.32,32.9
118.723,0.9,20.32,32.9
118.768,0.9,20.32,33.1
118.774,0.9,20.32,33.1
118.777,0.9,20.32,33.1
118.852,0.9,20.32,33.2
118.91,0.9,20.32,33.3
118.917,0.9,20.32,33.3
118.92,0.9,20.32,33.3
119.009,0.9,20.32,33.4
119.016,0.9,20.32,33.4
119.02,0.9,20.32,33.4
119.039,0.9,20.32,33.4
119.111,0.9,20.32,33.6
119.114,0.9,20.32,33.6
119.117,0.9,20.32,33.6
119.127,0.9,20.32,33.6
119.222,0.9,20.32,33.8
119.226,0.9,20.32,33.8
119.246,0.9,20.32,33.8
119.249,0.9,20.32,33.8
119.334,0.9,20.32,34
119.34,0.9,20.32,34
119.35,0.9,20.32,34
119.361,0.9,20.32,34
119.449,0.9,20.33,34.2
119.515,0.9,20.33,34.3
119.527,0.9,20.33,34.3
119.53,0.9,20.33,34.3
119.562,0.9,20.33,34.4
119.567,0.9,20.33,34.4
119.569,0.9,20.33,34.4
119.572,0.9,20.33,34.4
119.702,0.9,20.34,34.5
119.708,0.9,20.34,34.5
119.713,0.9,20.34,34.5
119.735,0.9,20.34,34.5
119.791,0.9,20.34,34.6
119.798,0.9,20.34,34.6
119.806,0.9,20.34,34.6
119.941,0.9,20.34,34.7
119.944,0.9,20.34,34.7
119.947,0.9,20.34,34.7
119.949,0.9,20.34,34.7
120.043,0.9,20.35,34.8
120.053,0.9,20.35,34.8
120.059,0.9,20.35,34.8
120.064,0.9,20.35,34.8
120.291,0.9,20.36,35
120.295,0.9,20.36,35
120.299,0.9,20.36,35
120.306,0.9,20.36,35
120.637,0.9,20.36,35.1
120.685,0.9,20.36,35.1
120.688,0.9,20.36,35.1
120.69,0.9,20.36,35.1
120.822,0.9,20.37,35.2
120.825,0.9,20.37,35.2
120.83,0.9,20.37,35.2
120.834,0.9,20.37,35.2
121.178,0.9,20.37,35.3
121.188,0.9,20.37,35.3
121.191,0.9,20.37,35.3
121.201,0.9,20.37,35.3
121.275,0.9,20.38,35.5
121.278,0.9,20.38,35.5
121.287,0.9,20.38,35.5
121.3,0.9,20.38,35.5
121.455,0.9,20.38,35.6
121.463,0.9,20.38,35.6
121.47,0.9,20.38,35.6
121.483,0.9,20.38,35.6
121.545,0.9,20.38,35.7
121.59,0.9,20.38,35.8
121.611,0.9,20.38,35.8
121.613,0.9,20.38,35.8
121.67,0.9,20.38,35.9
121.737,0.9,20.38,35.9
121.744,0.9,20.38,35.9
121.746,0.9,20.38,35.9
121.785,0.9,20.38,36
121.794,0.9,20.38,36
121.8,0.9,20.38,36
121.802,0.9,20.38,36
121.883,0.9,20.38,36.2
121.887,0.9,20.38,36.2
121.89,0.9,20.38,36.2
121.893,0.9,20.38,36.2
121.97,0.9,20.38,36.4
121.982,0.9,20.38,36.4
122.005,0.9,20.38,36.5
122.009,0.9,20.38,36.5
122.089,0.9,20.38,36.7
122.118,0.9,20.38,36.7
122.123,0.9,20.38,36.7
122.126,0.9,20.38,36.7
122.239,0.9,20.38,36.9
122.241,0.9,20.38,36.9
122.25,0.9,20.38,36.9
122.26,0.9,20.38,36.9
122.347,0.9,20.38,37.1
122.356,0.9,20.38,37.1
122.365,0.9,20.38,37.1
122.373,0.9,20.38,37.1
122.513,0.9,20.39,37.3
122.521,0.9,20.39,37.3
122.53,0.9,20.39,37.3
122.533,0.9,20.39,37.3
122.687,0.9,20.39,37.5
122.743,0.9,20.39,37.5
122.747,0.9,20.39,37.5
122.765,0.9,20.39,37.5
122.797,0.9,20.4,37.6
122.803,0.9,20.4,37.6
122.806,0.9,20.4,37.6
122.816,0.9,20.4,37.6
122.903,0.9,20.39,37.7
122.908,0.9,20.39,37.7
122.913,0.9,20.39,37.7
122.926,0.9,20.39,37.7
123.038,0.9,20.4,37.8
123.042,0.9,20.4,37.8
123.047,0.9,20.4,37.8
123.061,0.9,20.4,37.8
123.13,0.9,20.4,37.9
123.139,0.9,20.4,37.9
123.144,0.9,20.4,37.9
123.154,0.9,20.4,37.9
123.325,0.9,20.41,38
123.338,0.9,20.41,38
123.341,0.9,20.41,38
123.347,0.9,20.41,38
123.444,0.9,20.41,38.1
123.447,0.9,20.41,38.1
123.465,0.9,20.41,38.1
123.468,0.9,20.41,38.1
123.572,0.9,20.42,38.2
123.577,0.9,20.42,38.2
123.585,0.9,20.42,38.2
123.591,0.9,20.42,38.2
123.666,0.9,20.42,38.3
123.67,0.9,20.42,38.3
123.675,0.9,20.42,38.3
123.679,0.9,20.42,38.3
123.813,0.9,20.43,38.5
123.879,0.9,20.43,38.5
123.888,0.9,20.43,38.5
123.891,0.9,20.43,38.5
123.923,0.9,20.44,38.6
123.929,0.9,20.44,38.6
123.942,0.9,20.44,38.6
123.947,0.9,20.44,38.6
124.03,0.9,20.44,38.7
124.044,0.9,20.44,38.7
124.06,0.9,20.44,38.7
124.069,0.9,20.44,38.7
124.163,0.9,20.44,38.8
124.168,0.9,20.44,38.8
124.172,0.9,20.44,38.8
124.185,0.9,20.44,38.8
124.298,0.9,20.44,38.9
124.305,0.9,20.44,38.9
124.318,0.9,20.44,38.9
124.32,0.9,20.44,38.9
124.39,0.9,20.44,39
124.394,0.9,20.44,39
124.404,0.9,20.44,39
124.419,0.9,20.44,39
124.484,0.9,20.44,39.1
124.505,0.9,20.44,39.1
124.545,0.9,20.45,39.2
124.548,0.9,20.45,39.2
124.599,0.9,20.45,39.2
124.638,0.9,20.45,39.3
124.784,0.9,20.45,39.4
124.793,0.9,20.45,39.4
124.806,0.9,20.45,39.4
124.823,0.9,20.45,39.4
124.937,0.9,20.46,39.6
124.945,0.9,20.46,39.6
124.951,0.9,20.46,39.6
124.955,0.9,20.46,39.6
125.146,0.9,20.46,39.7
125.149,0.9,20.46,39.7
125.154,0.9,20.46,39.7
125.178,0.9,20.46,39.7
125.93,0.9,20.46,39.8
125.964,0.9,20.46,39.8
125.976,0.9,20.46,39.8
125.979,0.9,20.46,39.8
126.738,0.9,20.45,39.9
126.741,0.9,20.45,39.9
126.745,0.9,20.45,39.9
126.749,0.9,20.45,39.9
127.087,0.9,20.45,40
127.139,0.9,20.45,40
127.142,0.9,20.45,40
127.144,0.9,20.45,40
