Data Rate (kbps),Data Rate (kbps)2,Data Rate (kbps)3,Packet Interval (ms),Packet Interval (ms)2,Packet Interval (ms)3,Packet Length (bytes),Packet Length (bytes)2,Packet Length (bytes)3
,,,3.791,0.529,,1514,1514,
,,,0.054,2.272,,1514,1514,
,,,0.026,0.511,,1514,223,
,,,15.78,2.06,,1514,83,
,,,0.572,0.059,,1514,76,
,,,7.047,1.619,,1514,1514,
,,,0.672,0.526,,1514,1514,
,,,0.336,0.866,,1514,1514,
,,,0.331,2.05,,1514,1514,
,,,0.34,3.462,,1282,1514,
,,,0.653,26.136,,1514,1514,
,,,0.26,1.095,,1514,1273,
,,,10.62,0.497,,1514,102,
,,,0.523,0.859,,1514,86,
,,,19.273,0.501,,1514,1514,
,,,1.046,3.143,,1514,102,
,,,1.486,0.463,,1514,76,
,,,18.776,0.186,,1514,102,
,,,2.312,0.329,,1514,1514,
,,,0.047,0.308,,1107,1514,
,,,0.029,0.109,,833,1514,
,,,0.018,22.545,,1078,1514,
,,,0.018,11.436,,1514,1514,
,,,0.019,0.813,,1514,1514,
,,,0.017,0.456,,1514,1514,
,,,0.106,1.025,,1514,1514,
,,,0.019,0.328,,1514,455,
,,,0.017,2.147,,1514,82,
,,,0.016,0.535,,1514,525,
,,,8.916,1.328,,1514,1514,
,,,11.329,0.486,,1514,87,
,,,1.942,0.961,,1514,1514,
,,,0.043,0.404,,1514,1514,
,,,0.02,1.123,,668,1514,
,,,0.018,13.827,,78,1514,
,,,0.227,19.398,,1514,1514,
,,,0.331,4.123,,1514,1514,
,,,0.332,0.422,,1514,1514,
,,,0.269,0.835,,1514,1255,
,,,1.085,0.498,,1514,88,
,,,0.235,0.955,,1514,102,
,,,11.535,0.572,,1514,91,
,,,0.505,2.195,,1514,76,
,,,1.56,0.468,,1514,74,
,,,3.796,4.272,,1514,1514,
,,,0.686,0.475,,1514,1514,
,,,0.324,0.033,,86,1514,
,,,0.252,4.251,,116,1514,
,,,0.331,0.546,,562,1514,
,,,1.493,20.226,,1514,102,
,,,0.18,0.811,,1514,1514,
,,,0.328,0.498,,1514,1514,
,,,0.272,13.719,,1514,1154,
,,,2.336,0.224,,1514,1078,
,,,10.052,0.962,,1514,74,
,,,7.131,0.423,,1514,76,
,,,10.845,7.592,,1514,1514,
,,,4.845,0.463,,1514,76,
,,,2.99,0.85,,1514,1514,
,,,1.563,0.336,,1017,128,
,,,0.139,15.67,,1514,1514,
,,,0.332,0.823,,1514,1514,
,,,0.034,0.492,,1514,1514,
,,,0.283,1.009,,1514,1514,
,,,0.328,0.497,,1514,1514,
,,,4.725,0.865,,1514,779,
,,,0.127,0.495,,1514,534,
,,,0.033,2.446,,1514,76,
,,,14.577,0.332,,1514,102,
,,,2.878,0.444,,1514,1514,
,,,12.789,0.199,,1441,1514,
,,,0.331,7.331,,76,1514,
,,,0.331,2.872,,84,1514,
,,,0.331,22.119,,498,1514,
,,,0.027,1.912,,1514,1514,
,,,0.022,0.915,,1514,1514,
,,,0.021,0.38,,1514,1300,
,,,4.079,2.496,,1514,76,
,,,10.436,0.471,,1514,1078,
,,,9.852,0.912,,1514,102,
,,,1.764,0.467,,1514,1514,
,,,0.69,1.183,,1514,1514,
,,,0.329,0.553,,1514,1514,
,,,0.334,5.45,,1514,1514,
,,,0.339,0.411,,1514,1514,
,,,0.738,0.741,,1320,1514,
,,,0.257,8.591,,1078,1514,
,,,0.257,26.661,,1514,1198,
,,,2.809,0.353,,1514,75,
,,,0.636,0.462,,1514,75,
,,,0.205,2.349,,1514,75,
,,,0.317,0.52,,1514,75,
,,,0.905,0.749,,1514,75,
,,,1.504,0.497,,1514,76,
,,,9.168,2.258,,1497,76,
,,,10.924,7.326,,79,1514,
,,,1.631,0.158,,79,1514,
,,,0.055,20.736,,1514,1514,
,,,0.027,2.123,,1514,1514,
,,,0.023,0.466,,1514,1514,
,,,1.053,0.863,,1514,1514,
,,,0.045,0.563,,1514,1514,
,,,0.25,1.782,,1514,782,
,,,0.462,0.49,,1514,76,
,,,0.198,1.785,,1514,76,
,,,2.523,0.191,,325,76,
,,,0.481,7.667,,531,79,
,,,1.336,22.294,,76,561,
,,,1.47,5.728,,1514,128,
,,,20.338,2.228,,1514,102,
,,,0.354,0.428,,1514,1514,
,,,12.963,3.011,,1514,1514,
,,,0.062,0.14,,1514,1514,
,,,0.266,2.591,,1514,1514,
,,,0.024,0.453,,1514,1514,
,,,0.022,0.582,,594,1514,
,,,0.029,4.805,,1078,1514,
,,,0.092,2.338,,975,810,
,,,6.493,2.717,,975,76,
,,,14.111,0.345,,975,1514,
,,,0.357,0.309,,975,1514,
,,,0.345,0.632,,975,1514,
,,,0.313,0.331,,975,1514,
,,,0.329,0.38,,975,1514,
,,,4.849,0.751,,975,102,
,,,1.357,0.328,,975,1514,
,,,0.326,1.704,,975,1514,
,,,0.03,0.063,,975,986,
,,,18.564,0.882,,975,76,
,,,6.332,0.983,,975,1514,
,,,0.686,1.023,,975,1514,
,,,0.338,0.102,,975,1514,
,,,0.33,0.03,,975,1514,
,,,0.321,0.13,,975,1514,
,,,0.677,0.025,,975,1514,
,,,2.017,0.027,,139,1514,
,,,0.063,0.203,,208,545,
,,,3.155,10.707,,1514,76,
,,,4.121,0.834,,1514,839,
,,,2.211,0.494,,1514,128,
,,,1.314,0.885,,1514,76,
,,,18.984,0.553,,1514,102,
,,,4.902,0.829,,1514,1514,
,,,0.315,0.491,,1514,1514,
,,,0.33,4.68,,1514,1514,
,,,0.329,0.474,,1514,1514,
,,,14.408,0.322,,243,76,
,,,4.186,0.086,,82,1514,
,,,0.314,0.068,,137,1514,
,,,0.034,22.032,,683,1514,
,,,0.027,9.983,,1514,1514,
,,,0.027,0.844,,1514,1514,
,,,0.03,0.46,,1514,232,
,,,0.107,5.563,,1514,1078,
,,,8.243,0.53,,1514,1514,
,,,0.676,0.209,,166,1514,
,,,0.331,35.163,,1514,1514,
,,,0.326,0.826,,1514,1514,
,,,0.363,0.492,,1514,1514,
,,,0.705,1.672,,1514,1514,
,,,0.3,0.301,,1514,1514,
,,,0.349,0.289,,1343,1514,
,,,0.238,37.252,,1514,1127,
,,,4.138,0.796,,1514,102,
,,,20.259,0.478,,1514,76,
,,,3.131,7.591,,1514,79,
,,,2.136,0.459,,1514,1514,
,,,0.687,0.624,,830,1514,
,,,0.333,0.199,,531,1514,
,,,0.328,19.629,,85,1514,
,,,0.374,12.77,,1514,1514,
,,,0.656,1.635,,1514,1514,
,,,0.416,0.557,,1514,1514,
,,,0.218,0.817,,1514,1479,
,,,5.264,0.479,,1514,84,
,,,3.373,2.655,,269,612,
,,,3.328,0.511,,1514,128,
,,,11.322,1.019,,1514,114,
,,,8.931,0.5,,1514,102,
,,,7.035,1.32,,1514,1514,
,,,13.221,0.215,,1514,76,
,,,4.151,0.406,,243,1514,
,,,0.061,0.105,,166,1514,
,,,0.267,0.078,,139,1514,
,,,0.029,0.356,,208,1514,
,,,0.022,0.037,,82,1514,
,,,0.028,0.027,,137,1514,
,,,0.022,0.345,,1078,1514,
,,,0.021,29.163,,1514,1514,
,,,0.021,4.929,,1514,1079,
,,,0.02,0.769,,1514,116,
,,,12.564,0.613,,1514,1514,
,,,0.671,0.613,,1514,1514,
,,,0.331,0.723,,1514,1514,
,,,0.329,0.054,,115,1514,
,,,0.328,16.951,,534,1514,
,,,0.714,17.847,,1514,1514,
,,,0.322,0.839,,1514,1514,
,,,0.33,0.531,,1514,1514,
,,,0.266,0.85,,1514,1226,
,,,0.769,0.49,,1514,102,
,,,20.273,0.201,,96,102,
,,,9.494,36.182,,1078,1514,
,,,0.682,4.555,,1514,1514,
,,,0.326,0.469,,1514,1514,
,,,0.322,1.497,,1514,1514,
,,,0.332,0.828,,1514,1514,
,,,0.696,0.487,,1514,1514,
,,,0.346,0.401,,1217,1514,
,,,0.317,15.763,,79,1514,
,,,0.001,21.79,,752,79,
,,,0.319,0.854,,1514,1477,
,,,0.12,0.485,,1514,76,
,,,0.268,0.885,,1514,79,
,,,3.871,0.501,,1514,485,
,,,3.165,0.533,,705,102,
,,,2.107,23.39,,76,79,
,,,12.805,13.212,,1514,84,
,,,5.336,0.831,,1514,102,
,,,8.139,0.937,,1514,1514,
,,,0.675,2.274,,1514,1514,
,,,0.328,0.458,,1514,1514,
,,,0.33,0.394,,226,1514,
,,,0.26,4.636,,86,1514,
,,,1.298,10.858,,1078,1514,
,,,0.35,13.533,,78,1514,
,,,0.313,0.108,,78,1514,
,,,0.097,8.409,,1514,486,
,,,0.269,0.389,,1514,1078,
,,,0.029,0.641,,1514,84,
,,,9.493,1.18,,1514,76,
,,,13.098,0.05,,1514,1514,
,,,7.325,0.985,,1514,102,
,,,1.686,0.048,,134,1514,
,,,18.56,13.146,,790,102,
,,,10.681,25.356,,1514,1514,
,,,1.002,0.831,,1514,1514,
,,,0.039,0.495,,1514,1514,
,,,0.019,0.884,,1514,1514,
,,,0.026,0.34,,1051,1514,
,,,0.017,37.966,,1514,1514,
,,,0.017,1.105,,1514,684,
,,,0.508,0.494,,1514,1514,
,,,0.457,1.139,,1514,1514,
,,,0.229,0.327,,1000,1514,
,,,0.316,9.561,,975,1514,
,,,0.773,0.2,,76,1514,
,,,0.328,0.372,,975,1514,
,,,0.301,0.358,,975,1372,
,,,0.103,0.311,,975,528,
,,,5.975,0.596,,975,102,
,,,13.258,0.339,,975,1514,
,,,0.613,0.326,,975,1514,
,,,0.429,12.441,,975,1514,
,,,1.236,0.305,,975,1514,
,,,0.039,0.324,,975,1514,
,,,0.066,0.728,,975,1514,
,,,0.902,0.341,,975,1514,
,,,0.033,0.57,,975,1514,
,,,0.022,6.279,,975,1514,
,,,1.211,0.303,,975,296,
,,,2.433,0.33,,975,102,
,,,20.327,1.645,,975,102,
,,,11.77,0.329,,975,1514,
,,,0.676,0.088,,160,1514,
,,,0.336,0.192,,548,1514,
,,,0.329,2.83,,1514,1514,
,,,0.327,1.147,,1514,1514,
,,,0.697,0.503,,1514,1514,
,,,0.334,9.39,,1514,1514,
,,,0.163,0.464,,1514,779,
,,,0.246,0.37,,438,1078,
,,,5.391,14.144,,84,76,
,,,20.134,15.997,,1514,1514,
,,,1.459,0.839,,1514,102,
,,,8.49,0.489,,1514,1514,
,,,0.32,1.198,,1514,1514,
,,,0.025,0.447,,1514,1514,
,,,0.709,3.69,,1204,1514,
,,,0.056,0.671,,1078,1514,
,,,10.653,10.908,,86,102,
,,,1.54,27.151,,1514,1191,
,,,0.111,0.83,,1514,621,
,,,14.374,0.497,,1514,1514,
,,,0.594,0.882,,1514,1514,
,,,0.449,0.486,,1514,1514,
,,,0.423,6.292,,742,1514,
,,,2.775,0.26,,723,1514,
,,,0.048,3.996,,91,958,
,,,5.938,25.052,,1514,102,
,,,20.271,7.253,,1514,102,
,,,3.062,0.053,,1514,1514,
,,,9.998,0.447,,1514,1514,
,,,0.485,0.953,,1514,1514,
,,,0.131,0.051,,1514,1514,
,,,0.024,0.021,,161,1514,
,,,0.293,32.169,,1514,1481,
,,,6.358,3.829,,1514,76,
,,,1.047,0.7,,1514,74,
,,,14.479,0.652,,1514,1514,
,,,4.865,0.432,,1309,128,
,,,3.333,16.011,,78,1514,
,,,0.678,6.524,,525,1514,
,,,1.371,16.34,,116,1514,
,,,0.671,0.864,,1514,1514,
,,,0.041,0.491,,1514,434,
,,,0.024,2.414,,1514,557,
,,,3.279,0.271,,1514,74,
,,,10.853,0.955,,1514,102,
,,,3.89,0.294,,1249,1514,
,,,10.559,31.458,,1078,1514,
,,,0.536,4.473,,1514,1514,
,,,1.28,0.639,,1514,1514,
,,,0.04,0.508,,1514,1514,
,,,0.026,0.834,,1514,478,
,,,0.778,0.494,,1514,1078,
,,,3.308,0.725,,597,76,
,,,16.07,37.686,,1514,1514,
,,,4.171,1.425,,1514,102,
,,,8.628,0.049,,1514,1514,
,,,0.32,5.341,,1514,1514,
,,,1.228,0.459,,1514,1514,
,,,0.028,0.912,,1514,1240,
,,,10.78,0.064,,133,76,
,,,11.683,0.224,,690,1514,
,,,9.786,5.508,,84,128,
,,,0.893,0.483,,91,76,
,,,17.192,28.836,,1514,1514,
,,,0.056,7.24,,1514,1514,
,,,0.068,1.386,,1514,1514,
,,,0.043,3.42,,1514,1514,
,,,0.033,0.058,,1514,1514,
,,,0.018,0.026,,1514,1514,
,,,0.017,0.022,,88,979,
,,,0.438,0.219,,1078,557,
,,,0.033,28.715,,1514,76,
,,,2.384,2.284,,1514,102,
,,,0.326,0.046,,1514,1514,
,,,20.283,0.44,,1514,76,
,,,6.314,0.846,,1514,1514,
,,,0.065,0.48,,1465,1514,
,,,0.022,5.459,,79,1514,
,,,0.018,0.127,,79,1514,
,,,0.018,7.951,,531,1514,
,,,0.043,24.469,,1514,1514,
,,,0.019,0.805,,1514,321,
,,,5.02,0.497,,1514,1514,
,,,0.694,0.866,,1514,1514,
,,,0.322,0.487,,1514,1514,
,,,0.327,0.858,,1514,1514,
,,,0.329,0.038,,89,1514,
,,,0.688,36.548,,1514,1514,
,,,0.249,5.448,,1514,1283,
,,,0.935,0.466,,1514,1078,
,,,4.509,0.885,,1514,76,
,,,0.743,0.488,,1514,102,
,,,1.641,0.049,,1514,76,
,,,0.618,2.598,,1514,79,
,,,0.595,0.051,,1095,76,
,,,17.413,0.297,,1078,102,
,,,4.692,0.068,,208,1514,
,,,0.682,18.179,,82,1514,
,,,0.351,0.203,,137,1514,
,,,1.725,7.58,,508,1514,
,,,0.056,6.379,,1514,1514,
,,,0.025,7.029,,1514,1514,
,,,0.213,0.47,,1514,1514,
,,,0.335,0.869,,1514,1514,
,,,0.035,0.518,,1514,151,
,,,12.028,0.804,,1514,540,
,,,0.236,0.318,,1003,102,
,,,0.293,0.609,,975,76,
,,,12.516,0.318,,975,82,
,,,3.97,0.926,,975,1514,
,,,0.565,8.414,,975,1514,
,,,0.444,0.051,,975,1514,
,,,0.214,0.019,,975,1514,
,,,0.343,0.018,,975,1514,
,,,0.653,0.017,,975,1514,
,,,0.282,0.018,,975,1318,
,,,1.322,0.017,,975,102,
,,,20.276,0.017,,975,76,
,,,10.312,0.017,,975,1514,
,,,0.777,0.118,,975,74,
,,,9.184,0.342,,975,102,
,,,1.249,1.159,,975,1514,
,,,2.205,0.048,,975,1514,
,,,0.287,0.167,,975,1514,
,,,0.078,0.699,,975,1514,
,,,0.269,0.038,,91,1514,
,,,0.333,50.446,,1514,1514,
,,,0.035,6.264,,1514,1316,
,,,6.998,10.622,,1514,74,
,,,8.809,0.06,,1514,102,
,,,4.896,0.026,,1514,1514,
,,,0.072,0.018,,1514,1514,
,,,0.206,0.458,,1514,1514,
,,,0.338,2.1,,520,1514,
,,,0.332,0.504,,1514,1514,
,,,0.707,4.709,,1514,1514,
,,,0.299,0.059,,1514,1514,
,,,0.033,0.436,,1514,143,
,,,12.606,6.643,,1514,625,
,,,0.941,1.493,,1514,76,
,,,0.242,0.133,,438,102,
,,,12.083,0.201,,548,76,
,,,7.475,17.306,,1514,1514,
,,,0.715,3.624,,1514,1514,
,,,0.318,0.051,,1514,1514,
,,,0.334,2.764,,1514,1514,
,,,0.028,0.054,,1514,102,
,,,0.299,4.805,,1514,1514,
,,,0.824,0.052,,669,1514,
,,,0.329,13.061,,1078,1514,
,,,0.127,23.299,,1514,621,
,,,8.274,2.927,,1514,1078,
,,,10.396,0.459,,1514,102,
,,,7.809,10.037,,1514,1514,
,,,0.634,0.086,,1514,1514,
,,,0.35,10.135,,1514,1514,
,,,0.309,0.472,,1514,1514,
,,,0.686,0.482,,443,1514,
,,,0.329,0.263,,726,1514,
,,,0.208,8.571,,84,995,
,,,9.953,1.303,,1514,76,
,,,20.253,4.025,,1514,102,
,,,0.161,0.058,,1514,1514,
,,,0.791,2.66,,1514,1514,
,,,0.316,0.06,,1514,1514,
,,,0.324,0.423,,1514,1514,
,,,0.358,4.84,,1514,1514,
,,,8.9,0.059,,1514,1514,
,,,0.054,0.423,,1514,1514,
,,,0.028,3.825,,795,995,
,,,8.037,38.36,,1514,76,
,,,0.453,2.524,,1514,76,
,,,0.791,0.47,,1514,102,
,,,0.078,2.225,,1514,548,
,,,10.393,0.044,,1514,76,
,,,1.496,2.238,,1514,79,
,,,1.093,4.385,,1514,1514,
,,,0.683,0.445,,1514,1514,
,,,0.321,7.565,,1514,1514,
,,,0.308,0.115,,595,1514,
,,,0.346,4.583,,79,1514,
,,,0.702,7.281,,1514,1514,
,,,0.311,38.57,,1514,1514,
,,,0.345,0.06,,1514,1514,
,,,0.045,0.414,,1514,224,
,,,4.428,11.93,,1514,102,
,,,20.292,0.068,,1514,102,
,,,6.068,0.028,,1514,1514,
,,,9.641,0.019,,1514,1514,
,,,0.31,0.018,,1514,1514,
,,,0.332,0.018,,366,1514,
,,,0.33,0.017,,748,1514,
,,,0.033,0.017,,1078,1514,
,,,0.647,0.018,,1514,1514,
,,,0.331,14.858,,1514,1514,
,,,0.107,0.475,,1514,558,
,,,2.967,0.866,,1514,76,
,,,18.242,0.662,,1514,1514,
,,,0.655,3.899,,1514,1514,
,,,2.512,0.475,,1514,102,
,,,17.586,3.222,,1514,76,
,,,2.662,0.044,,1514,102,
,,,2.792,0.024,,393,1514,
,,,0.073,7.454,,1514,1514,
,,,0.035,0.713,,1514,1514,
,,,0.148,0.496,,1514,1514,
,,,0.342,2.637,,1514,1514,
,,,0.322,15.468,,1514,1514,
,,,0.25,0.053,,1514,1206,
,,,5.878,0.026,,1514,748,
,,,0.063,0.685,,1514,76,
,,,0.698,0.585,,1514,1514,
,,,0.33,0.488,,1514,1514,
,,,0.342,1.174,,102,1514,
,,,0.329,0.669,,78,1514,
,,,0.742,0.041,,78,1514,
,,,0.408,0.019,,562,1514,
,,,0.241,15.81,,1514,1514,
,,,0.463,2.207,,1514,1514,
,,,0.597,0.04,,1514,1514,
,,,0.125,0.452,,1514,669,
,,,5.563,25.871,,1514,1078,
,,,0.576,0.057,,1514,102,
,,,20.281,1.323,,1514,102,
,,,3.316,2.881,,1514,1514,
,,,12.526,16.074,,1514,1514,
,,,0.098,0.054,,1000,1514,
,,,0.221,0.025,,1078,1514,
,,,0.029,0.022,,77,1514,
,,,0.307,7.045,,1514,1514,
,,,0.323,0.055,,1514,1514,
,,,0.027,0.423,,1514,1514,
,,,0.024,0.871,,1514,1496,
,,,4.171,0.508,,1514,76,
,,,15.724,0.961,,1514,1514,
,,,4.556,0.404,,1514,102,
,,,6.114,6.39,,1514,79,
,,,1.57,5.308,,1205,1514,
,,,0.464,12.945,,548,1514,
,,,0.049,0.753,,1514,1514,
,,,0.103,0.494,,1514,1514,
,,,0.028,7.184,,1514,1514,
,,,0.308,0.47,,1514,1514,
,,,1.247,6.148,,1514,1514,
,,,1.921,0.462,,1514,1491,
,,,0.888,2.572,,1514,597,
,,,3.572,2.893,,1514,84,
,,,3.863,0.476,,1514,114,
,,,0.122,8.586,,1333,128,
,,,13.423,0.055,,76,1514,
,,,6.836,14.234,,1514,76,
,,,9.265,8.365,,1514,1514,
,,,0.33,0.067,,1514,1514,
,,,0.031,40.116,,1514,1514,
,,,0.3,0.055,,1514,1514,
,,,0.025,29.451,,1514,1514,
,,,0.3,0.066,,1514,1514,
,,,0.696,0.029,,1514,1514,
,,,0.348,0.019,,1314,1514,
,,,0.164,0.017,,975,786,
,,,0.048,0.017,,975,116,
,,,5.411,0.018,,975,1078,
,,,4.266,3.597,,975,1514,
,,,0.555,0.043,,975,102,
,,,0.448,0.261,,975,1514,
,,,0.04,0.03,,975,1514,
,,,0.321,0.018,,975,1514,
,,,1.442,0.017,,975,1514,
,,,0.316,0.017,,975,1514,
,,,0.32,0.017,,84,1514,
,,,0.332,0.017,,975,1514,
,,,0.517,0.018,,975,1056,
,,,16.526,0.018,,975,76,
,,,13.268,0.017,,975,1514,
,,,6.983,0.017,,975,102,
,,,11.601,0.018,,975,1514,
,,,0.326,0.018,,975,1514,
,,,0.334,0.017,,975,1514,
,,,0.322,0.017,,158,1514,
,,,0.026,0.017,,1514,1514,
,,,0.644,0.018,,1514,1514,
,,,0.805,0.018,,1514,1514,
,,,0.118,10.344,,1514,471,
,,,0.089,0.057,,1514,591,
,,,3.325,0.025,,1514,79,
,,,0.174,0.023,,1514,76,
,,,0.045,0.022,,1514,79,
,,,2.435,0.027,,1514,128,
,,,5.537,3.819,,746,1514,
,,,0.662,0.28,,856,1514,
,,,1.303,2.85,,1078,1514,
,,,0.051,0.875,,1514,1514,
,,,0.03,0.489,,1514,1514,
,,,1.735,0.871,,1514,1514,
,,,0.303,0.498,,1514,1514,
,,,0.335,0.855,,1514,1514,
,,,0.034,0.497,,1514,167,
,,,0.068,1.289,,1514,79,
,,,7.596,0.5,,1514,84,
,,,3.019,6.009,,1514,76,
,,,13.225,0.212,,741,87,
,,,2.347,11.399,,1514,84,
,,,4.682,0.544,,1514,102,
,,,1.281,4.278,,1514,1514,
,,,0.701,0.457,,1514,1514,
,,,0.331,0.871,,1514,1514,
,,,0.32,0.495,,1514,1514,
,,,0.334,0.878,,1514,1514,
,,,0.675,0.59,,1514,1514,
,,,0.337,1.367,,1466,1514,
,,,0.318,19.825,,78,1485,
,,,6.349,11.119,,539,91,
,,,9.619,1.781,,116,76,
,,,11.456,1.387,,1514,1514,
,,,8.81,19.435,,1514,128,
,,,11.292,0.059,,1514,1514,
,,,0.057,0.024,,1514,1514,
,,,0.03,0.387,,1514,1514,
,,,0.023,8.556,,1514,1514,
,,,0.022,0.052,,1514,1514,
,,,0.023,0.025,,1175,1514,
,,,0.176,9.832,,1514,1514,
,,,0.07,7.673,,1514,348,
,,,0.174,0.065,,1514,543,
,,,8.395,0.028,,1514,102,
,,,6.921,884.622,,1150,1514,
,,,13.375,0.057,,1078,76,
,,,17.56,0.029,,1514,1514,
,,,0.308,0.024,,1514,1514,
,,,0.33,0.024,,1514,1514,
,,,0.344,0.022,,1514,1514,
,,,0.34,99.888,,1514,1514,
,,,0.315,0.076,,1514,1514,
,,,0.334,0.02,,1398,1514,
,,,0.305,0.018,,498,1374,
,,,0.933,0.031,,1514,102,
,,,20.273,0.019,,1514,102,
,,,5.92,0.022,,1514,1078,
,,,0.264,0.024,,1514,1514,
,,,0.339,0.024,,872,1514,
,,,0.34,0.019,,1514,1514,
,,,13.602,58.009,,1514,102,
,,,10.212,4.291,,1514,1514,
,,,0.059,3.548,,1284,1514,
,,,0.028,5.452,,1078,1514,
,,,0.019,3.31,,1514,1514,
,,,0.02,3.253,,1514,1514,
,,,0.018,2.313,,839,1480,
,,,0.178,3.27,,1514,1514,
,,,0.335,3.261,,1514,1514,
,,,0.32,3.217,,1415,1514,
,,,0.339,1.987,,706,1514,
,,,0.334,22.707,,1514,1514,
,,,0.34,11.841,,1514,1514,
,,,0.315,1.854,,1511,1514,
,,,0.715,1.772,,1078,1514,
,,,0.331,1.459,,975,1514,
,,,0.215,2.478,,975,994,
,,,0.11,16.188,,975,500,
,,,6.814,7.221,,975,102,
,,,1.966,2.463,,975,1514,
,,,0.668,0.055,,1514,1514,
,,,0.331,4.504,,975,1514,
,,,0.33,0.064,,1514,1514,
,,,0.328,7.636,,975,1514,
,,,0.721,0.06,,1514,1514,
,,,1.001,2.456,,975,1514,
,,,2.216,0.041,,1514,1514,
,,,0.057,3.526,,975,1514,
,,,0.077,0.053,,1514,997,
,,,13.406,2.591,,975,76,
,,,16.925,0.066,,1514,1514,
,,,3.317,4.461,,975,102,
,,,7.786,0.08,,103,74,
,,,7.892,3.778,,975,1514,
,,,0.318,0.045,,531,1514,
,,,0.341,1.304,,975,1514,
,,,0.036,0.036,,1514,1514,
,,,0.296,7.934,,975,1514,
,,,0.32,0.058,,1514,1514,
,,,0.329,5.78,,975,1514,
,,,0.334,0.049,,1514,1514,
,,,0.376,1.428,,975,1514,
,,,0.071,0.043,,1514,279,
,,,3.157,6.094,,975,102,
,,,4.339,1.437,,975,1078,
,,,12.198,0.235,,137,74,
,,,1.946,1.415,,508,1514,
,,,1.779,5.626,,534,102,
,,,20.251,2.523,,1078,102,
,,,0.911,1.625,,85,1514,
,,,0.047,2.196,,748,1514,
,,,0.027,4.335,,1078,1514,
,,,0.029,0.507,,754,1514,
,,,0.018,3.233,,1514,1514,
,,,0.018,8.503,,1514,1514,
,,,0.017,5.478,,847,1514,
,,,0.018,3.289,,1514,1514,
,,,0.016,4.006,,1514,831,
,,,0.017,3.807,,1494,540,
,,,0.017,1.124,,79,1514,
,,,0.017,0.554,,79,1514,
,,,0.099,1.087,,84,1514,
,,,0.334,0.945,,82,1514,
,,,0.316,0.55,,137,1514,
,,,0.717,0.605,,91,1514,
,,,0.339,2.708,,1078,1514,
,,,0.328,0.539,,85,1514,
,,,0.33,2.743,,208,1514,
,,,0.659,1.277,,548,1514,
,,,0.249,1.262,,664,1168,
,,,17.288,3.35,,1078,102,
,,,15.761,2.023,,1514,1514,
,,,4.493,1.587,,1514,76,
,,,5.279,9.246,,85,1514,
,,,0.088,0.066,,548,1514,
,,,0.035,0.026,,667,1514,
,,,0.027,0.023,,1078,1514,
,,,3.546,0.041,,85,1514,
,,,0.047,0.025,,79,1514,
,,,0.027,1.937,,1514,1514,
,,,0.019,4.29,,1514,1514,
,,,0.018,3.19,,1514,883,
,,,11.183,3.426,,1514,102,
,,,4.208,6.091,,878,1514,
,,,16.059,7.284,,1514,102,
,,,7.281,3.334,,1514,1514,
,,,0.172,4.795,,1514,1514,
,,,0.092,4.321,,1514,1514,
,,,0.222,4.856,,1514,1514,
,,,0.338,25.607,,1514,1514,
,,,0.343,5.464,,103,1514,
,,,0.324,3.783,,1514,1514,
,,,0.433,0.066,,1514,1514,
,,,0.223,2.106,,1514,1514,
,,,2.825,1.806,,1514,76,
,,,1.229,10.142,,531,836,
,,,0.044,1.808,,1514,678,
,,,7.023,2.2,,1514,102,
,,,1.677,1.87,,1375,1514,
,,,0.661,1.476,,1514,1514,
,,,0.32,6.308,,1514,1514,
,,,0.352,7.161,,1125,1514,
,,,2.945,1.896,,1514,1514,
,,,0.1,6.328,,1514,1514,
,,,0.026,7.784,,1496,1514,
,,,0.024,1.533,,1078,1027,
,,,0.022,3.088,,1514,137,
,,,6.534,3.521,,1514,1078,
,,,7.845,0.917,,1398,102,
,,,18.167,0.478,,1514,1514,
,,,2.078,6.973,,1514,76,
,,,2.42,2.017,,1035,83,
,,,5.626,1.228,,573,1514,
,,,0.322,1.769,,1514,1514,
,,,0.334,2.739,,1514,1514,
,,,0.333,4.281,,1387,1514,
,,,0.332,4.671,,85,1514,
,,,0.331,0.216,,91,1514,
,,,0.335,0.186,,86,1514,
,,,0.329,0.25,,78,1514,
,,,0.708,0.223,,78,1514,
,,,0.337,0.279,,76,1514,
,,,0.333,1.903,,1514,1514,
,,,0.036,1.803,,1514,159,
,,,7.879,1.515,,894,86,
,,,1.43,0.306,,84,102,
,,,7.498,0.3,,86,1514,
,,,12.784,2.963,,78,128,
,,,2.863,0.063,,116,1514,
,,,0.042,0.392,,531,1514,
,,,0.266,1.253,,1514,1514,
,,,0.028,0.811,,1514,1514,
,,,0.299,0.525,,1502,1514,
,,,0.337,0.494,,1078,1514,
,,,0.334,2.315,,882,1514,
,,,0.339,36.337,,1514,1514,
,,,0.328,2.427,,1514,1514,
,,,0.132,0.312,,1023,659,
,,,0.471,4.332,,1078,542,
,,,4.863,0.163,,85,76,
,,,1.473,8.101,,1514,82,
,,,7.296,0.811,,1514,1514,
,,,1.202,0.491,,1514,76,
,,,0.081,0.053,,67,1514,
,,,0.035,1.533,,84,1514,
,,,10.553,17.651,,1514,1514,
,,,0.742,0.824,,1514,1514,
,,,0.047,0.438,,1154,1514,
,,,0.151,13.217,,1514,1514,
,,,0.349,30.168,,1514,1514,
,,,0.396,0.302,,997,1514,
