Data Rate (kbps),Data Rate (kbps)2,Data Rate (kbps)3,Packet Interval (ms),Packet Interval (ms)2,Packet Interval (ms)3,Packet Length (bytes),Packet Length (bytes)2,Packet Length (bytes)3
,,,9.495,0.421,1.025,1078,1514,1514
,,,0.541,28.989,0.311,1514,1514,300
,,,0.22,0.78,27.599,1514,1514,1514
,,,0.267,0.081,0.801,1514,1514,1514
,,,0.178,0.244,0.923,1514,1514,1514
,,,0.221,0.299,1.539,1514,1514,1328
,,,6.428,0.192,16.478,1514,1514,985
,,,0.232,0.035,10.079,134,1514,1514
,,,0.136,26.083,0.849,82,986,1514
,,,0.441,1.489,0.893,137,1078,1514
,,,2.773,5.145,0.972,208,128,1514
,,,6.034,4.822,0.22,556,76,106
,,,1.667,10.279,41.897,1514,137,1514
,,,12.58,0.549,3.274,1514,102,1514
,,,2.434,0.322,1.619,1514,1514,1514
,,,2.178,0.174,0.794,1161,1514,1514
,,,0.238,29.442,0.834,91,1514,600
,,,0.207,6.772,3.571,1514,1514,985
,,,0.217,0.567,51.362,1514,1514,1514
,,,0.223,0.241,0.209,1514,1514,1514
,,,2.399,0.266,0.629,1514,1514,1514
,,,0.2,0.159,0.661,847,1514,753
,,,0.196,37.251,12.13,1514,1337,985
,,,11.977,0.637,15.271,1514,76,1514
,,,14.893,0.69,0.756,1514,1514,1514
,,,0.516,0.056,0.804,1514,1514,1514
,,,0.217,0.03,1.066,1514,1514,1514
,,,0.221,0.096,0.492,375,1514,817
,,,4.403,14.962,26.671,697,102,1514
,,,1.657,17.512,0.754,1078,1514,1514
,,,0.224,10.254,1.614,1514,1514,1514
,,,0.209,7.154,0.441,1514,1514,1514
,,,0.029,0.189,1.108,1514,1514,1278
,,,0.021,0.231,16.066,1514,932,985
,,,9.98,0.032,25.479,1514,611,1514
,,,8.158,0.019,0.801,869,102,1514
,,,8.201,32.523,0.857,1514,1514,1514
,,,1.875,4.818,1.032,1514,1514,1514
,,,0.25,0.102,0.395,1514,1514,551
,,,0.025,0.027,27.444,1514,1514,1514
,,,0.23,0.02,0.751,1514,1514,1514
,,,0.239,0.037,0.842,1514,1514,1514
,,,0.26,0.018,1.314,139,1514,1514
,,,0.25,24.925,0.746,616,1514,1514
,,,0.245,16.1,1.006,1514,1514,1514
,,,0.031,14.095,0.864,1514,153,1514
,,,9.041,0.082,0.971,1514,102,1514
,,,4.999,0.026,0.817,1514,76,1514
,,,1.736,0.027,1.1,1514,82,1514
,,,13.615,0.022,0.857,1514,1514,1514
,,,0.018,0.019,1.617,426,102,1514
,,,0.547,27.073,0.775,1514,1514,1514
,,,0.248,4.307,0.805,1514,1514,1514
,,,0.248,0.095,2.296,1514,1514,1514
,,,0.246,0.025,0.227,1514,1514,1514
,,,0.25,0.029,0.561,1514,1514,1514
,,,0.755,0.02,0.794,1514,1514,1514
,,,0.244,0.017,1.032,862,1514,1514
,,,0.2,32.18,0.778,1514,1234,1514
,,,0.175,0.629,0.873,1514,1078,1514
,,,17.385,0.245,2.362,1514,76,1514
,,,13.651,0.248,1.227,1514,1514,1514
,,,4.145,0.265,2.341,1514,1514,1514
,,,0.216,0.241,0.979,1514,1514,1514
,,,0.625,0.254,0.586,1514,1514,702
,,,0.222,0.034,5.001,228,1514,985
,,,0.224,0.255,27.515,79,1514,1514
,,,0.223,4.361,1.791,939,1514,1514
,,,0.221,0.468,0.906,1078,1514,1514
,,,0.176,33.77,2.172,1514,1239,282
,,,1.203,0.658,10.073,1514,102,985
,,,10.338,0.22,15.146,1514,514,1514
,,,10.144,0.243,0.901,1514,102,1514
,,,4.553,0.247,0.791,1514,1514,1514
,,,0.56,0.251,0.916,1514,1514,1274
,,,0.205,0.249,27.504,1514,1514,1514
,,,0.222,0.141,0.847,897,1514,1514
,,,0.321,1.485,0.778,975,1514,1514
,,,1.67,2.957,0.961,975,1514,1514
,,,1.239,0.174,0.973,975,1514,1514
,,,0.024,2.659,0.54,975,1514,504
,,,0.018,0.081,15.763,975,1390,985
,,,11.45,0.028,10.174,975,102,1514
,,,4.399,0.025,0.803,975,76,1514
,,,1.277,0.027,0.832,975,76,1514
,,,13.893,0.017,0.87,975,1514,1227
,,,0.631,0.017,28.552,975,1514,1514
,,,0.467,1.301,0.813,975,1514,1514
,,,0.015,0.036,0.788,975,102,1514
,,,0.019,0.024,0.82,975,1514,1185
,,,0.243,0.021,22.212,975,1514,985
,,,0.249,0.021,49.246,975,1514,1514
,,,0.262,0.022,0.92,975,1514,1514
,,,0.24,0.071,0.947,975,1514,1514
,,,0.242,0.023,0.812,975,1514,1514
,,,0.031,0.021,0.302,197,89,179
,,,18.995,30.115,11.883,1514,76,985
,,,11.138,17.577,15,1514,1514,1514
,,,3.414,1.905,0.856,1514,1514,1514
,,,0.641,0.224,0.688,1514,1514,1514
,,,0.228,0.243,1.061,1514,1514,1514
,,,0.227,0.265,0.512,1514,1514,849
,,,0.228,0.027,26.982,1514,1514,1514
,,,0.21,0.023,0.768,1026,1514,1514
,,,0.245,0.036,0.768,78,1514,1514
,,,0.208,0.122,1.032,1078,1514,1514
,,,0.035,3.314,0.417,78,315,636
,,,3.729,1.44,16.663,515,102,985
,,,10.058,16.869,10.3,84,542,1514
,,,10.232,7.186,2.423,1514,128,1514
,,,1.623,0.05,0.148,1514,74,1514
,,,1.724,0.025,0.049,1514,1514,1514
,,,0.587,0.022,0.085,1514,1514,384
,,,6.386,0.027,39.577,1514,1514,118
,,,0.059,0.026,2.787,1514,1514,1514
,,,0.028,0.025,0.605,1514,1514,1514
,,,0.019,0.018,0.723,1514,1514,1514
,,,0.018,0.018,0.912,1514,1514,1514
,,,0.018,0.018,0.213,741,1514,288
,,,0.021,44.283,7.208,1514,1514,985
,,,0.024,70.279,50.066,1514,593,1514
,,,9.756,0.063,0.62,1514,76,1514
,,,2.874,0.028,0.632,1514,74,1514
,,,1.705,0.019,0.859,1514,76,1514
,,,0.051,0.017,0.57,1514,76,1090
,,,0.421,0.018,12.373,1514,1078,985
,,,1.274,0.02,15.375,1514,76,1514
,,,0.212,0.193,0.341,1514,79,1514
,,,10.287,0.034,0.626,979,1514,1514
,,,3.425,0.017,0.865,508,1514,1514
,,,0.041,0.017,0.723,1514,1514,1514
,,,0.023,0.018,0.682,1514,1514,154
,,,0.025,0.018,26.908,1514,1514,1514
,,,0.017,0.017,1.658,1514,1514,1514
,,,0.798,0.03,0.527,1514,102,1275
,,,0.938,0.018,18.475,1514,1514,985
,,,0.099,0.017,9.509,1514,1514,1514
,,,0.231,0.019,0.621,1514,1514,1514
,,,0.067,0.017,0.658,1514,407,1514
,,,20.397,0.082,1.166,788,102,1514
,,,7.076,0.028,0.697,84,1514,1514
,,,1.609,0.393,0.608,1078,1514,616
,,,11.608,1.837,40.898,1514,1514,1514
,,,0.008,2.455,0.803,1514,76,1514
,,,0.037,0.329,1.034,1514,1514,1514
,,,0.216,0.323,0.913,1514,1514,1514
,,,0.025,0.418,0.891,1514,1514,1514
,,,0.119,2.62,0.833,1514,1514,1514
,,,0.033,0.477,0.645,1514,1514,1514
,,,0.017,0.172,1.461,1514,1272,1514
,,,5.863,0.356,0.728,1514,620,1514
,,,13.715,0.534,0.773,133,1514,1514
,,,2.297,34.342,0.807,1514,1514,1514
,,,-0.001,0.656,0.981,1514,128,1514
,,,0.048,0.928,0.426,1514,1514,1514
,,,0.024,0.047,0.692,1514,1514,1514
,,,0.018,0.071,0.721,1514,1514,1514
,,,0.018,0.682,0.737,1514,1514,1514
,,,0.116,0.334,0.17,1514,1514,180
,,,0.403,0.313,2.654,1514,1514,985
,,,0.211,0.328,44.405,1514,1514,1514
,,,0.114,0.437,0.621,661,273,1514
,,,19.489,14.318,0.794,498,76,902
,,,1.667,26.602,13.375,1514,76,985
,,,1.323,23.782,15.193,1514,76,1514
,,,9.706,0.082,0.589,1514,1514,1514
,,,0.678,0.022,0.661,1514,1514,1514
,,,0.439,0.198,1.086,1514,1514,1514
,,,0.074,0.327,2.147,1514,1514,1514
,,,0.284,0.319,0.424,1514,1514,127
,,,0.191,12.706,25.199,1514,1514,1514
,,,0.251,0.064,0.62,1514,1514,1514
,,,0.261,0.138,0.692,985,1514,1514
,,,0.238,0.993,0.865,1514,1514,1514
,,,4.575,0.415,0.545,1514,448,122
,,,2.259,0.346,16.876,1514,102,985
,,,20.428,0.331,25.653,1514,102,1514
,,,1.639,0.316,0.636,1514,1514,1514
,,,0.404,6.264,0.731,1514,1514,1514
,,,0.145,0.307,0.755,1514,1514,1364
,,,1.166,0.347,29.397,1514,1514,1514
,,,0.035,0.311,0.632,1436,1514,1514
,,,0.175,26.285,1.071,740,1514,1514
,,,0.189,2.351,0.662,78,1514,1396
,,,0.201,4.939,5.714,1514,1514,985
,,,0.225,1.961,50.028,1514,1514,1514
,,,0.072,0.225,0.711,1514,541,1514
,,,16.026,0.326,0.697,1514,76,1514
,,,1.089,0.593,0.823,1514,569,1514
,,,15.059,37.712,0.655,1514,1514,1514
,,,0.258,0.3,0.574,1514,1514,523
,,,0.932,0.044,11.426,1514,1514,985
,,,0.032,0.026,15.307,1514,1514,1514
,,,0.024,0.024,0.692,1514,1514,1514
,,,0.276,0.022,0.625,168,1514,1514
,,,0.226,0.06,0.911,116,1514,1514
,,,0.208,0.092,0.259,1078,1514,335
,,,0.228,1.447,27.694,1514,1514,1514
,,,0.03,0.308,0.85,1514,312,1514
,,,2.285,0.33,0.758,1514,128,1514
,,,1.691,0.348,0.926,1514,1078,1514
,,,5.365,0.714,0.38,1514,79,502
,,,13.347,0.323,5.992,1514,76,118
,,,1.974,0.322,10.651,1514,114,985
,,,0.919,0.353,10.965,1514,84,1514
,,,4.32,0.5,0.667,949,1514,1514
,,,0.548,36.747,0.652,1514,1514,1514
,,,0.21,20.153,1.278,1514,1514,1514
,,,0.229,0.312,0.236,1514,1514,186
,,,0.206,0.34,41.668,1514,1514,1514
,,,0.599,0.035,1.106,1514,1514,1514
,,,0.223,0.293,1.115,1514,1514,1514
,,,0.223,0.769,0.392,1514,1514,1514
,,,0.231,0.335,0.43,1514,1514,663
,,,0.108,0.283,8.199,1336,838,985
,,,8.851,0.102,48.556,515,83,1514
,,,1.58,8.543,0.809,84,102,1514
,,,13.431,11.344,0.813,1514,74,1514
,,,1.501,0.965,1.067,1514,74,1514
,,,1.557,0.277,0.723,1514,86,1514
,,,3.854,0.333,0.907,1514,1514,638
,,,0.014,0.328,10.475,1505,102,985
,,,3.433,14.528,15.434,76,1514,1514
,,,0.042,24.634,0.939,975,1514,1514
,,,0.067,47.045,1.036,975,1514,1514
,,,0.113,0.056,0.723,975,1514,1514
,,,0.222,0.023,0.773,975,1514,1514
,,,0.026,0.022,0.51,975,1514,446
,,,0.018,0.022,25.88,975,1514,1514
,,,0.017,0.021,0.771,975,1514,1514
,,,0.016,0.021,0.812,975,190,1397
,,,2.629,0.022,18.075,975,116,985
,,,13.593,0.022,25.496,975,571,1514
,,,0.133,0.021,0.833,975,76,1514
,,,13.461,0.022,0.927,975,1514,1514
,,,0.854,0.022,0.868,975,1514,1514
,,,0.219,0.021,0.636,975,1514,1514
,,,0.224,0.021,0.827,975,1514,1514
,,,0.225,0.022,0.301,975,1514,480
,,,0.271,0.021,25.802,975,1514,1514
,,,0.846,0.021,1.512,975,1514,1514
,,,0.208,0.021,3.5,156,1514,1514
,,,0.486,0.022,0.805,1514,1514,1514
,,,0.038,0.022,0.619,1514,766,1514
,,,4.077,0.022,0.916,1514,128,1514
,,,20.245,0.022,0.678,1514,76,1514
,,,3.886,0.022,1.011,1514,79,1514
,,,0.063,0.021,0.526,679,76,1514
,,,0.031,0.022,1.298,1078,79,1514
,,,0.219,0.021,0.688,491,1078,1514
,,,1.618,0.02,0.667,79,1514,1514
,,,0.824,0.021,0.776,79,1514,1514
,,,0.045,1.1,0.614,1514,1514,1514
,,,0.156,0.046,0.364,1514,1514,710
,,,0.262,0.033,1.184,1514,1514,985
,,,0.172,0.034,44.696,1266,1514,1514
,,,0.249,34.646,0.762,1514,1514,1514
,,,0.22,0.637,0.844,1514,1514,1514
,,,0.208,0.325,1.182,1514,1514,1282
,,,0.457,0.33,11.658,1514,892,985
,,,0.04,0.23,8.977,595,79,54
,,,11.799,47.763,6.796,82,102,1514
,,,1.945,25.721,2.809,137,84,1514
,,,18.345,0.151,0.187,602,102,1514
,,,0.465,14.721,0.059,1514,84,1514
,,,7.062,0.314,0.116,1514,1514,1514
,,,0.775,0.33,0.125,1514,1514,1514
,,,0.22,0.027,0.117,1514,1514,250
,,,0.225,0.098,18.233,607,1514,54
,,,0.228,0.076,7.964,208,1514,1514
,,,0.359,0.024,0.67,1078,1514,1514
,,,0.128,0.725,0.665,1514,1514,1514
,,,0.175,0.307,2.973,1514,1514,1105
,,,0.082,0.335,8.378,1514,637,54
,,,9.544,0.475,7.446,1514,571,985
,,,1.46,0.039,24.903,160,76,1514
,,,16.096,32.26,0.713,1514,1514,1514
,,,1.894,1.362,0.668,1514,1514,1514
,,,0.062,0.053,0.796,1514,1514,1514
,,,0.178,0.031,0.727,1426,1514,1514
,,,0.246,19.477,0.813,723,1514,1387
,,,0.266,20.18,26.357,1514,1514,1514
,,,0.225,10.928,0.692,1514,1514,1514
,,,0.252,0.353,0.61,1514,1514,1514
,,,0.266,0.031,0.569,1514,1514,736
,,,1.736,0.112,10.073,584,128,985
,,,2.342,30.325,48.174,1514,1136,1514
,,,17.93,22.427,0.825,1514,76,1514
,,,8.089,0.118,0.876,1514,1514,1514
,,,5.199,0.026,0.982,1173,1514,1514
,,,0.234,0.347,0.779,1078,1514,1514
,,,0.033,17.57,0.689,782,1514,1152
,,,0.218,3.537,7.467,1514,1514,118
,,,0.248,0.658,3.427,1514,1514,985
,,,0.243,0.334,14.486,1514,1514,1514
,,,0.248,0.332,0.589,1514,1514,1514
,,,0.384,0.039,0.66,158,1514,1514
,,,0.047,38.224,0.79,1514,467,1463
,,,5.689,11.064,44.091,1514,102,1514
,,,20.773,0.071,0.763,1514,102,1514
,,,1.656,0.351,0.877,1514,1514,1514
,,,2.381,0.028,0.951,616,1514,1514
,,,0.255,29.735,0.648,1514,1514,1051
,,,0.298,9.346,1.572,1514,1514,985
,,,0.209,0.849,24.685,1514,1514,1514
,,,0.204,0.026,2.314,911,1514,1514
,,,0.687,4.486,1.034,713,1514,1514
,,,0.21,7.065,0.633,79,1514,1514
,,,0.251,1.025,0.724,1078,1254,1514
,,,10.101,19.312,0.792,1514,622,1514
,,,5.564,5.15,0.486,1514,76,222
,,,11.316,0.31,23.813,1514,1078,1514
,,,0.532,0.031,0.672,696,1514,1514
,,,0.196,36.759,0.641,1514,1514,1339
,,,0.777,11.251,8.751,1514,1514,985
,,,0.081,0.314,50.016,1514,1514,1514
,,,0.22,0.328,0.76,1514,1514,1514
,,,0.212,0.026,0.878,244,1514,1514
,,,0.997,18.626,1.154,78,1514,1514
,,,0.034,4.423,0.77,78,1514,1514
,,,0.026,14.422,0.517,515,114,296
,,,5.845,0.141,13.8,975,128,985
,,,19.531,17.53,12.112,975,1514,1514
,,,0.545,0.15,0.616,975,1514,1514
,,,0.207,0.026,0.68,975,1514,1514
,,,0.244,0.023,0.832,975,1514,1514
,,,0.208,0.022,0.337,975,1514,385
,,,0.21,0.038,27.883,975,102,1514
,,,0.005,0.022,1.504,975,1514,1514
,,,0.86,0.022,0.63,975,1514,1514
,,,0.051,0.025,0.901,975,1514,1342
,,,0.083,0.016,16.498,975,1091,985
,,,19.247,0.017,24.759,975,76,1514
,,,11.23,0.018,1.46,975,1514,1514
,,,0.513,0.018,0.157,975,1514,1514
,,,0.226,0.017,0.595,975,1514,1412
,,,0.568,0.017,28.15,975,1514,1514
,,,0.219,0.018,0.843,975,1514,1514
,,,0.27,0.016,1.116,975,1514,1514
,,,0.171,0.017,0.616,153,1514,1514
,,,0.287,0.17,0.737,1514,230,1514
,,,6.793,0.075,0.884,1514,102,1514
,,,13.569,0.091,0.669,1514,706,1514
,,,12.361,0.224,0.794,1514,102,1514
,,,1.055,0.088,0.615,599,1514,1514
,,,3.86,0.159,1.084,1078,1514,1514
,,,0.109,19.545,0.39,1514,1514,1514
,,,0.224,2.624,0.768,1514,1514,1514
,,,0.222,0.051,0.714,1514,1514,1514
,,,0.225,0.02,0.853,1514,1514,1514
,,,0.214,0.018,0.671,478,1514,1514
,,,0.027,5.774,0.837,86,244,1514
,,,14.334,0.058,0.34,76,102,462
,,,10.999,33.796,0.661,1514,1514,985
,,,0.595,0.771,47.454,1514,1514,1514
,,,0.16,1.982,0.697,1514,1514,1514
,,,0.231,0.055,0.703,1514,1514,1514
,,,0.21,0.019,0.903,1514,1514,1514
,,,0.638,0.018,0.362,879,1514,962
,,,0.113,10.749,14.235,723,1164,985
,,,0.131,18.693,12.808,84,1078,1514
,,,8.378,7.977,0.703,1514,102,1514
,,,20.399,1.767,0.754,1514,76,1514
,,,2.982,0.093,1.738,1514,1514,1514
,,,0.577,0.548,0.431,1514,1514,473
,,,0.218,0.042,41.4,1514,1514,1514
,,,0.228,0.066,0.599,668,1514,1514
,,,0.24,0.027,0.726,91,1514,1514
,,,0.201,36.264,0.686,1514,1514,1514
,,,0.165,1.107,1.44,1514,1173,307
,,,15.669,0.205,1.87,1514,102,985
,,,5.877,0.317,24.726,1514,704,1514
,,,14.969,0.135,0.71,1514,128,1514
,,,1.668,0.266,0.732,1514,1514,1514
,,,7.848,0.044,1.004,144,1514,1514
,,,0.18,21.138,0.304,523,1514,252
,,,0.24,13.628,27.358,1078,1514,1514
,,,0.208,10.861,0.57,1514,1514,1514
,,,0.22,5.527,0.675,1514,1514,1514
,,,0.219,0.053,0.771,1514,1514,1514
,,,0.636,0.027,0.534,1514,1514,990
,,,0.039,0.018,7.55,1514,88,985
,,,9.025,0.017,50.193,537,76,1514
,,,8.703,28.838,0.743,1514,1514,1514
,,,0.575,1.049,1.39,1514,1514,1514
,,,0.248,0.062,0.763,1514,1514,1514
,,,0.246,0.037,0.686,1514,1514,1514
,,,0.246,0.17,0.806,1514,1514,898
,,,0.633,0.268,10.486,1514,1514,985
,,,0.246,0.044,14.84,119,1514,1514
,,,2.277,40.079,0.66,514,1514,1514
,,,0.059,1.323,0.676,1514,1514,1514
,,,0.035,0.573,0.881,1514,964,1514
,,,1.023,0.321,0.585,1514,76,1169
,,,6.173,0.807,41.99,1514,102,1514
,,,3.805,0.042,0.69,1514,76,1514
,,,15.005,0.029,0.612,1284,87,1514
,,,1.605,10.619,0.836,78,76,1514
,,,1.49,10.389,0.328,116,1514,535
,,,0.542,19.976,2.83,1514,1514,985
,,,0.347,0.818,24.78,1514,1514,1514
,,,0.148,0.279,0.589,1514,1514,1514
,,,0.628,0.198,0.62,1514,1514,1514
,,,1.793,0.314,0.863,1514,1514,1514
,,,6.583,0.198,0.68,1514,1514,1514
,,,0.056,0.033,0.522,202,1514,757
,,,0.032,39.233,26.934,1514,1514,1514
,,,0.022,3.836,0.606,1514,1497,1514
,,,4.587,0.054,0.654,1514,91,1514
,,,4.03,0.021,0.843,1514,102,1514
,,,4.327,0.018,0.405,1514,525,410
,,,10.509,0.018,7.409,840,1514,985
,,,0.581,4.602,49.863,1078,1514,1514
,,,0.247,9.165,0.612,515,1514,1514
,,,0.25,21.386,0.686,84,1514,1514
,,,1.647,1.023,0.968,1514,1514,1514
,,,0.052,2.388,0.529,1514,1514,1514
,,,0.03,0.066,0.827,1514,1514,937
,,,0.027,0.024,11.933,1514,1514,985
,,,0.027,0.023,29.673,1514,1514,1514
,,,0.068,0.022,0.663,1109,1484,1514
,,,2.799,38.841,0.9,1514,128,1514
,,,7.127,0.588,0.692,1514,1078,1514
,,,13.135,0.212,0.567,1514,76,1514
,,,6.638,0.788,0.468,1514,1514,366
,,,0.57,0.05,26.497,1514,1514,1514
,,,0.252,0.025,3.158,1514,1514,1514
,,,0.304,0.025,0.639,175,1514,1514
,,,0.185,33.03,0.669,683,1514,805
,,,0.624,0.739,1.28,76,1514,985
,,,0.24,2.664,24.941,1078,1514,1514
,,,0.499,4.613,0.782,1514,1514,1514
,,,0.04,0.708,0.824,1514,1339,1514
,,,2.434,0.21,1.665,1514,76,1514
,,,9.619,0.223,0.783,1514,102,1514
,,,2.626,0.222,2.854,1514,82,1262
,,,17.511,0.233,32.879,1514,1514,985
,,,0.112,0.041,4.713,172,102,1514
,,,5.511,0.892,0.861,79,1514,1514
,,,0.242,0.218,0.751,79,1514,1514
,,,0.25,25.786,1.704,975,1514,1514
,,,0.248,0.287,0.761,975,1514,1514
,,,0.254,0.278,0.789,975,1514,1514
,,,0.277,0.081,0.862,975,1514,1514
,,,0.027,0.097,0.761,975,695,1514
,,,13.448,0.138,0.826,975,76,1514
,,,2.281,0.149,0.806,975,605,1514
,,,12.504,0.154,1.219,975,1514,1514
,,,0.098,0.145,1.379,975,1514,1184
,,,0.033,0.141,34.466,975,1514,1514
,,,0.022,0.153,0.89,975,1514,1514
,,,0.02,8.437,0.764,975,1514,1514
,,,0.022,0.12,0.95,975,1514,1514
,,,0.02,0.144,0.278,975,1394,196
,,,6.29,0.157,12.017,975,128,985
,,,20.283,0.449,30.886,975,76,1514
,,,2.472,0.035,0.785,975,1514,1514
,,,0.533,0.028,0.867,975,1514,1514
,,,0.222,0.029,1.058,185,1514,1514
,,,0.208,1.93,2.144,1514,1514,1514
,,,0.218,0.606,0.079,1514,1514,1053
,,,0.576,0.199,23.855,1514,1514,1514
,,,0.241,0.228,0.649,1514,1514,1514
,,,0.037,0.209,1.321,1514,235,1514
,,,5.932,0.079,0.065,534,76,1191
,,,1.522,51.536,3.248,1514,76,985
,,,8.292,0.633,24.926,1514,102,1514
,,,17.558,0.244,0.568,1514,1514,1514
,,,0.546,0.25,1.483,1514,1514,1514
,,,0.221,0.341,0.05,1514,1514,1514
,,,0.223,0.169,1.404,1514,1514,1514
,,,0.22,0.174,0.579,1124,1514,1199
,,,0.308,0.113,25.852,531,1514,1514
,,,0.999,0.201,0.672,208,1112,1514
,,,0.825,11.026,0.719,82,102,1514
,,,20.157,0.213,0.802,137,557,1514
,,,0.091,20.441,0.538,1514,76,1108
,,,3.578,11.009,7.479,1514,74,985
,,,4.94,0.059,65.181,1514,1514,985
,,,6.479,0.042,0.803,1514,1514,1514
,,,0.187,0.019,0.784,1514,1514,1514
,,,0.704,0.019,0.629,1514,1514,1514
,,,0.038,0.017,0.891,1190,1514,1514
,,,0.028,26.534,0.58,1514,1514,1514
,,,4.398,0.777,0.786,1514,128,1514
,,,2.093,0.235,1.177,1514,1514,1514
,,,0.049,0.251,0.28,1514,238,1514
,,,0.08,0.249,0.574,1514,1078,772
,,,1.001,0.454,24.134,1514,74,1514
,,,17.05,0.076,0.444,1514,76,997
,,,1.767,0.148,28.742,1127,1514,1514
,,,1.445,25.523,0.682,531,1514,1514
,,,0.054,1.665,0.606,1078,1514,1514
,,,0.031,12.889,0.838,1514,1514,1514
,,,0.03,13.675,0.276,1514,1514,169
,,,3.866,0.201,2.111,1514,1514,985
,,,0.062,0.028,25.283,1514,1435,1514
,,,3.309,0.201,0.93,1514,76,1514
,,,0.068,0.027,0.476,1514,76,1514
,,,1.308,0.023,0.652,602,76,536
,,,0.218,0.029,27.909,76,79,1514
,,,8.108,28.3,0.617,1514,102,1514
,,,13.946,0.59,0.769,1514,1514,1514
,,,0.486,0.222,0.789,1514,1514,1514
,,,0.234,0.222,0.803,1514,1514,1514
,,,5.645,0.241,0.587,1514,102,814
,,,3.022,0.209,6.747,1514,1514,985
,,,0.069,0.219,50.247,1514,1514,1514
,,,0.034,0.864,0.67,1142,1514,1514
,,,0.024,42.838,0.621,1514,1476,1514
,,,16.194,28.736,0.808,1514,514,1514
,,,0.901,0.066,0.643,1514,76,1514
,,,6.899,0.025,0.882,1514,1514,1514
,,,1.066,0.132,1.37,1514,1514,1514
,,,0.046,0.029,0.288,1514,1514,188
,,,0.043,0.022,9.507,902,1514,985
,,,0.065,0.022,15.81,818,1514,1514
,,,7.271,10.875,0.59,1514,1514,970
,,,0.07,0.61,43.836,1514,1131,1514
,,,4.801,0.211,1.994,1514,128,1514
,,,10.934,0.224,0.138,1514,1078,1514
,,,9.808,0.22,0.387,1514,76,1514
,,,1.98,0.223,0.751,1514,1514,1110
,,,0.453,0.918,1.555,1514,1514,985
,,,0.228,0.04,24.677,864,1514,1514
,,,0.227,36.616,0.871,84,1514,1514
,,,0.211,12.847,1.205,1514,1514,706
,,,0.227,2.531,39.099,1514,1514,985
,,,0.217,0.231,4.151,1514,1514,1514
,,,0.221,0.216,0.887,1514,1514,1514
,,,0.222,0.121,0.859,1514,1514,1514
,,,0.564,0.314,0.937,1514,1514,1514
,,,0.032,0.023,0.85,1514,108,1514
,,,8.101,0.018,0.984,1514,76,1514
,,,2.699,7.907,1.667,1514,76,1514
,,,4.876,0.05,0.138,870,102,1514
,,,12.034,0.024,0.727,1078,1514,1514
,,,0.743,0.023,1.149,882,1514,1514
,,,0.042,5.869,1.111,79,1514,1514
,,,0.143,21.928,0.159,1514,1514,1514
,,,0.675,29.032,1,1514,1514,1514
,,,0.878,0.06,0.646,1514,1514,1514
,,,0.548,0.076,0.672,1514,1514,1514
,,,0.038,0.028,0.896,1514,1514,1514
,,,0.023,0.019,0.404,1514,1226,1148
,,,5.771,0.018,32.232,1514,102,1514
,,,17.561,0.022,0.656,1514,554,1514
,,,4.226,0.023,0.685,1514,76,1514
,,,5.463,0.026,0.712,1514,1514,1514
,,,0.619,0.02,1.061,1514,1514,1514
,,,0.224,0.018,0.588,431,1514,1514
,,,0.29,1.683,0.455,1514,1514,740
,,,0.155,0.628,10.291,1514,1514,985
,,,0.226,0.547,30.29,1514,1514,1514
,,,0.213,4.234,0.68,1514,1514,1514
,,,0.232,0.055,2.432,1514,1514,100
,,,0.033,0.025,27.232,1514,353,1514
,,,12.802,0.028,0.584,1514,128,1514
,,,16.739,0.022,0.697,1514,1514,1514
,,,0.547,0.087,0.85,1514,1514,1514
,,,0.207,1.152,0.696,1514,1514,1514
,,,0.223,0.029,0.842,1514,1514,402
,,,0.128,0.022,2.123,277,79,985
,,,0.587,0.114,23.864,1078,1514,1514
,,,1.893,32.17,0.526,515,102,1514
,,,0.73,7.886,0.725,1514,1514,1514
,,,0.212,19.22,0.458,1514,1514,394
,,,0.224,13.049,27.955,1514,1514,1514
,,,0.061,0.058,0.626,1514,559,1514
,,,9.292,0.02,0.81,1514,84,1514
,,,0.819,4.9,0.699,1514,114,1514
,,,6.277,0.041,0.702,1514,74,1514
,,,0.053,0.02,0.503,1514,74,223
,,,2.596,0.019,6.67,1514,76,985
,,,9.895,0.018,50.877,1514,1514,1514
,,,0.523,0.017,0.636,1514,1514,1514
,,,0.217,0.018,0.807,75,1514,1514
,,,0.217,0.016,1.145,78,1514,1514
,,,0.258,0.017,0.416,78,1514,1514
,,,0.185,0.569,0.982,1514,1514,1514
,,,0.536,0.243,0.727,1514,1514,1514
,,,0.189,0.272,0.855,1514,1340,1514
,,,8.248,0.23,0.444,1514,102,901
,,,14.705,0.251,7.941,1514,116,985
,,,3.91,0.265,30.53,1514,692,1514
,,,1.627,0.233,0.518,1514,76,1514
,,,5.475,0.245,0.349,1514,1514,89
,,,0.661,26.749,29.169,1514,1514,1514
,,,0.182,0.209,0.64,1514,1514,1514
,,,0.183,0.034,0.51,1514,1514,1514
,,,0.223,1.325,0.843,1213,1514,1514
,,,0.45,0.034,0.632,975,1514,1359
,,,0.036,0.024,3.439,975,1514,985
,,,0.326,0.022,23.492,975,1514,1514
,,,0.038,0.021,0.641,975,228,1514
,,,0.079,0.021,0.963,975,1078,1514
,,,12.605,0.022,0.528,975,128,1514
,,,15.571,0.021,0.523,975,1514,888
,,,0.552,0.021,3.042,975,1514,54
